0.0000 43.7380
3.3483 43.6731
6.6965 43.4784
10.0448 43.4784
13.3930 43.5255
16.7413 43.0315
20.0895 42.9506
23.4378 42.7019
26.7860 42.0578
30.1343 41.6777
33.4825 41.2960
36.8308 40.9945
40.1790 40.9887
43.5273 40.8537
46.8755 40.6274
50.2238 40.5653
53.5721 40.3143
56.9203 40.0455
60.2686 40.0167
63.6168 39.9366
66.9651 39.8949
70.3133 39.7223
73.6616 39.6639
77.0098 39.5225
80.3581 39.5225
83.7063 39.4406
87.0546 39.4541
90.4028 39.3877
93.7511 39.3235
97.0993 39.3165
100.4476 39.2389
103.7958 39.1444
107.1441 39.1011
110.4924 39.0624
113.8406 39.1424
117.1889 39.1463
120.5371 39.2708
123.8854 39.2708
127.2336 39.2601
130.5819 39.2817
133.9301 39.1631
137.2784 39.1631
140.6266 39.2601
143.9749 39.2601
147.3231 39.2601
150.6714 39.2601
154.0196 39.2601
157.3679 39.2817
160.7162 39.2817
164.0644 39.2817
167.4127 39.2817
170.7609 39.0021
174.1092 38.9908
177.4574 39.0338
180.8057 39.0661
184.1539 39.0661
187.5022 39.0661
190.8504 39.1093
194.1987 39.2708
197.5469 39.2708
200.8952 39.2708
204.2434 39.2708
207.5917 39.0661
210.9399 38.7685
214.2882 38.8748
217.6365 38.7091
220.9847 38.5766
224.3330 38.1896
227.6812 37.8179
231.0295 38.0537
234.3777 37.7201
237.7260 37.7775
241.0742 37.6468
244.4225 37.8137
247.7707 37.4986
251.1190 37.9546
254.4672 37.8661
257.8155 37.9281
261.1637 38.0638
264.5120 38.0003
267.8603 38.1412
271.2085 38.1945
274.5568 38.1945
277.9050 38.2821
281.2533 38.4139
284.6015 38.5111
287.9498 38.5111
291.2980 38.5111
294.6463 38.5111
297.9945 38.3792
301.3428 38.4421
304.6910 38.4421
308.0393 38.5642
311.3875 38.3887
314.7358 38.3887
318.0840 38.3887
321.4323 38.3887
324.7806 38.3887
328.1288 38.3887
331.4771 38.3887
334.8253 38.3887
338.1736 38.3887
341.5218 38.3887
344.8701 38.3887
348.2183 38.3887
351.5666 38.3887
354.9148 38.3887
358.2631 38.3887
361.6113 38.3887
364.9596 38.3887
368.3078 38.3887
371.6561 38.3887
375.0044 38.3887
378.3526 38.3887
381.7009 38.3887
385.0491 38.3887
388.3974 38.3887
391.7456 38.3887
395.0939 38.3887
398.4421 38.3887
401.7904 38.3887
405.1386 38.3887
408.4869 38.1407
411.8351 38.1103
415.1834 37.7195
418.5316 37.3362
421.8799 36.6212
425.2281 36.2920
428.5764 35.6583
431.9247 35.6583
435.2729 35.5782
438.6212 35.3968
441.9694 35.3968
445.3177 35.3968
448.6659 35.3968
452.0142 35.3361
455.3624 35.2971
458.7107 35.2971
462.0589 35.2971
465.4072 35.2971
468.7554 35.2971
472.1037 35.2971
475.4519 35.1624
478.8002 35.0665
482.1485 34.4147
485.4967 34.2815
488.8450 34.2244
492.1932 33.7257
495.5415 33.4579
498.8897 33.4579
502.2380 33.5679
505.5862 33.2811
508.9345 33.1810
512.2827 33.3097
515.6310 33.2665
518.9792 33.1372
522.3275 32.8502
525.6757 32.7795
529.0240 32.3497
532.3722 32.2348
535.7205 32.2348
539.0688 32.2348
542.4170 31.6902
545.7653 30.8555
549.1135 30.5394
552.4618 29.9365
555.8100 29.5203
559.1583 29.3482
562.5065 28.6322
565.8548 28.3737
569.2030 26.8754
572.5513 26.4966
575.8995 26.1733
579.2478 25.8203
582.5960 25.4476
585.9443 25.4584
589.2926 25.1581
592.6408 24.9402
595.9891 24.8989
599.3373 24.4246
602.6856 22.8164
606.0338 20.7900
609.3821 20.3433
612.7303 19.9403
616.0786 19.9403
619.4268 19.9403
622.7751 19.7210
626.1233 19.5379
629.4716 19.5379
632.8198 19.3183
636.1681 19.0649
639.5163 18.9918
642.8646 18.9559
646.2129 18.3056
649.5611 18.2677
652.9094 17.9752
656.2576 17.9808
659.6059 17.9808
662.9541 18.0190
666.3024 18.1526
669.6506 19.2455
