Track ID,T (sec),x (micron),y (micron),Frame,principal angle
2,435.2729073,24.37507584,69.03779821,130,-2.3842837739377103
2,438.6211604,24.47123776,69.05597917,131,-2.348010148978134
2,441.9694135,24.0839615,69.01874106,132,-2.489456049105475
2,445.3176667,23.56147485,69.00610073,133,-2.628372272958105
2,448.6659198,23.2236792,69.10868751,134,-2.7316969418246853
2,452.0141729,23.06005973,68.90673469,135,-2.687357620640244
2,455.3624261,22.77000412,69.11501251,136,-2.7962165298401374
2,458.7106792,22.37714921,68.98777055,137,-2.8002303687342365
2,462.0589323,22.30770404,69.25071253,138,-2.8825637866661022
2,465.4071855,22.60156291,69.21715959,139,-2.846915334314364
2,468.7554386,22.62050409,69.10095695,140,-2.808516409560948
2,472.1036917,23.44193281,69.03779821,141,-2.665782362354707
2,475.4519449,24.21125948,69.06971658,142,-2.467070545416848
2,478.800198,24.56033423,69.09323591,143,-2.3206920827521578
2,482.1484511,24.71925447,69.15212615,144,-2.258214472134953
2,485.4967043,24.62711421,69.05134177,145,-2.2635695734497867
2,488.8449574,24.25350439,68.98391249,146,-2.4109342689639646
2,492.1932105,24.27219189,68.96119998,147,-2.393295891867705
2,495.5414637,24.73788448,69.11731251,148,-2.228671532820851
2,498.8897168,25.08150454,69.37951256,149,-2.0930533834240928
2,502.2379699,24.55129392,69.31898623,150,-2.452582675007692
2,505.5862231,24.5476028,69.24603712,151,-2.4101031194589586
2,508.9344762,24.57769492,69.3806078,152,-2.4790934733212207
2,512.2827293,24.76835064,69.35032024,153,-2.3428298333063937
2,515.6309825,24.79017115,69.37823478,154,-2.346653823411566
2,518.9792356,24.82467116,69.35267922,155,-2.3040678363516642
2,522.3274887,24.68268447,69.33259255,156,-2.386895569388019
2,525.6757419,24.34221869,69.37951256,157,-2.5855377298728492
2,529.023995,24.33571717,69.33400191,158,-2.5601061759616806
2,532.3722481,24.24600439,69.32701255,159,-2.589767691669281
2,535.7205013,23.92575433,69.31980101,160,-2.682402127902236
2,539.0687544,24.33808505,69.32609319,161,-2.554405717465943
2,542.4170075,24.20457711,69.28291254,162,-2.57936989829357
2,545.7652607,24.45566232,69.36619677,163,-2.5293570256371125
2,549.1135138,24.45566232,69.36619677,164,-2.5293570256371125
2,552.4617669,24.80187291,69.3129336,165,-2.2948090934301524
2,555.8100201,24.75340244,69.37810439,166,-2.37204877720024
2,559.1582732,24.59850445,69.44851257,167,-2.5160137574520722
2,562.5065263,24.56962073,69.73574518,168,-2.7707991796854046
2,565.8547794,23.95518081,69.94774795,169,-3.046263194985668
2,569.2030326,24.26146593,69.88905111,170,-2.9760713158671663
2,572.5512857,24.19858601,69.99769634,171,-3.0667174783082944
2,575.8995388,23.54510426,70.06491268,172,-3.12624556816725
2,579.247792,23.39272923,70.05398768,173,-3.122159019255759
2,582.5960451,22.87350414,70.1730127,174,3.1117507704596
2,585.9442982,22.52850408,70.36276274,175,3.051457406259986
2,589.2925514,22.37988867,70.36674351,176,3.0544693262894254
2,592.6408045,22.36586119,70.48844133,177,3.0163843073243215
2,595.9890576,22.04550399,70.82851282,178,2.931912071184901
2,599.3373108,21.63917058,71.38204625,179,2.8192454419573947
2,602.6855639,21.55593247,71.42651293,180,2.815442347714875
2,606.033817,21.59941089,71.3612571,181,2.8271374410782326
2,609.3820702,21.52580177,71.46125762,182,2.8098992965643323
2,612.7303233,21.28412454,71.47092673,183,2.825607650355937
2,616.0785764,21.21359818,71.48075822,184,2.8284023015735875
2,619.4268296,21.19680384,71.42363793,185,2.84163668184493
2,622.7750827,21.05166171,71.78603931,186,2.7777689764443787
2,626.1233358,20.98494824,72.06795749,187,2.7290365102205554
2,629.471589,20.53133705,72.10884639,188,2.756008422890844
2,632.8198421,20.68350374,72.01951304,189,2.7609393116797785
2,636.1680952,20.9846288,71.820388,190,2.776060714004042
2,639.5163484,21.03158714,71.77342966,191,2.7817396203995224
2,642.8646015,21.20542884,71.38913792,192,2.848426627746787
2,646.2128546,21.32320599,71.46566187,193,2.8239809503788442
2,649.5611078,21.20055647,71.48824978,194,2.8277134149358
2,652.9093609,21.14850383,71.58751296,195,2.810659329661188
2,656.257614,21.04657199,71.65494479,196,2.804154580172375
2,659.6058672,21.06900381,71.50501294,197,2.8330268321211145
2,662.9541203,21.01332013,71.3579823,198,2.8667629481627976
2,666.3023734,20.89950378,71.53351295,199,2.8380794756630574
7,0.0,26.84045724,72.37060834,0,0.0
7,3.348253133,26.8317164,72.34253232,1,-1.8726127474622625
7,6.696506266,26.5950532,71.75444847,2,-1.9498189081053354
7,10.0447594,26.61850482,71.69851298,3,-1.889759830638975
7,13.39301253,26.62611911,71.66932726,4,-1.8674175166856484
7,16.74126566,27.04743932,71.2142342,5,-1.3936796240279137
7,20.0895188,27.08976806,71.13840761,6,-1.3711616652472862
7,23.43777193,27.08918232,71.18241611,7,-1.3644452745333975
7,26.78602506,27.00734417,71.01703071,8,-1.448122216173105
7,30.1342782,27.17179904,70.97868932,9,-1.3370990325324201
7,33.48253133,27.1678778,70.77003823,10,-1.3690152607219537
7,36.83078446,27.14565746,70.81213994,11,-1.377410270709861
7,40.17903759,27.26315948,70.76327644,12,-1.3136354443262592
7,43.52729073,27.13558183,70.59497432,13,-1.4060939468953044
7,46.87554386,27.09099721,70.76906666,14,-1.4156172940293268
7,50.22379699,27.01350489,70.55251277,15,-1.4759014777480657
7,53.57205013,27.08952185,70.73963145,16,-1.4192581928295054
7,56.92030326,26.94450488,70.82851282,17,-1.5034268421226578
7,60.26855639,27.09177356,70.78628893,18,-1.4134797805893826
7,63.61680952,26.89706737,71.19938789,19,-1.5224996057163096
7,66.96506266,26.86421395,71.18605834,20,-1.5507435425211265
7,70.31331579,26.77756936,71.18241611,21,-1.6236743495531816
7,73.66156892,26.84650486,71.19551289,22,-1.5656498796636018
7,77.00982206,26.82068294,71.17918412,23,-1.5873919979643765
7,80.35807519,26.74828609,71.16273163,24,-1.6469571371812703
7,83.70632832,26.71594234,71.11745037,25,-1.669832164094321
7,87.05458145,26.73271317,71.20130455,26,-1.6626806447632891
7,90.40283459,26.80650485,71.31151291,27,-1.60284326528311
7,93.75108772,26.74839958,71.25703921,28,-1.6532777829032235
7,97.09934085,26.6734334,71.27109861,29,-1.721551334429854
7,100.447594,26.46150479,71.17351288,30,-1.8773756305683538
7,103.7958471,26.46150479,71.31151291,31,-1.9144097356363177
7,107.1441003,26.67146197,71.29278433,32,-1.7263230929317361
7,110.4923534,26.65125482,71.2827629,33,-1.7429977669644414
7,113.8406065,26.60990208,71.23589646,34,-1.7712514247774298
7,117.1888596,26.66335557,71.27031887,35,-1.7303866682175955
7,120.5371128,26.5847191,71.22772718,36,-1.7909360821845086
7,123.8853659,26.62020482,71.28489862,37,-1.770945097573671
7,127.233619,26.63714118,71.29896745,38,-1.7582919337313814
7,130.5818722,26.6588017,71.28455978,39,-1.7365249848546975
7,133.9301253,26.53991389,71.17351288,40,-1.8167728309441882
7,137.2783784,26.66129587,71.24972185,41,-1.7292945988234127
7,140.6266316,26.66850483,71.24251289,42,-1.7220591967518406
7,143.9748847,26.64380112,71.24080919,43,-1.743132597737057
7,147.3231378,26.66850483,71.20598348,44,-1.717383457414373
7,150.671391,26.73750484,71.24251289,45,-1.661806353781298
7,154.0196441,26.66129587,71.24972185,46,-1.7292945988234127
7,157.3678972,26.66850483,71.03551286,47,-1.6988852816454667
7,160.7161504,26.63546257,71.25223121,48,-1.7520805141648832
7,164.0644035,26.58033814,71.17159622,49,-1.784430341167579
7,167.4126566,26.67088414,71.24370255,50,-1.7201524828523183
7,170.7609098,26.66737368,71.25721782,51,-1.7250181813225676
7,174.1091629,26.66550483,71.2755129,52,-1.7292175374768561
7,177.457416,26.58695936,71.20218821,53,-1.7844430468801378
7,180.8056692,26.5084248,71.12935287,54,-1.8321740103911315
7,184.1539223,26.57889442,71.19412328,55,-1.789563842696811
7,187.5021754,26.63824166,71.24130237,56,-1.7479803776889857
7,190.8504286,26.59849011,71.20496877,57,-1.7754726276477064
7,194.1986817,26.69904582,71.29115225,58,-1.7010570194396046
7,197.5469348,26.83295486,71.35176291,59,-1.5781598033180495
7,200.895188,26.59490481,71.2551629,60,-1.7874786861192113
7,204.2434411,26.59950481,71.24251289,61,-1.781226533351384
7,207.5916942,26.70670126,71.25853075,62,-1.6904970917435946
7,210.9399474,26.7134096,71.24251289,63,-1.6829451275221052
7,214.2882005,26.60516055,71.166726,64,-1.763811392296932
7,217.6364536,26.59950481,71.24251289,65,-1.781226533351384
7,220.9847068,26.59950481,71.24251289,66,-1.781226533351384
7,224.3329599,26.66737368,71.25721782,67,-1.7250181813225676
7,227.681213,26.74506648,71.31529373,68,-1.660942173853769
7,231.0294662,26.72874293,71.26660814,69,-1.6716435327525865
7,234.3777193,26.70300483,71.31151291,70,-1.6998577713883631
7,237.7259724,26.62414768,71.26469147,71,-1.7639507843423115
7,241.0742256,26.60990208,71.23589646,72,-1.7712514247774298
7,244.4224787,26.63546257,71.25223121,73,-1.7520805141648832
7,247.7707318,26.70565868,71.19792827,74,-1.6852431524527955
7,251.118985,26.71371173,71.30675429,75,-1.6893754642977723
7,254.4672381,26.7293184,71.31151291,76,-1.675351178009192
7,257.8154912,26.62891466,71.21084076,77,-1.751213781150304
7,261.1637444,26.66182741,71.24028709,78,-1.7275346303125996
7,264.5119975,26.73996913,71.33862006,79,-1.6678636209381894
7,267.8602506,26.66737368,71.25721782,80,-1.7250181813225676
7,271.2085038,26.70823211,71.25505835,81,-1.6887749761765343
7,274.5567569,26.69940035,71.26928902,82,-1.6981826992150462
7,277.90501,26.64927532,71.26852929,83,-1.7425608313211722
7,281.2532632,26.60902206,71.1782715,84,-1.7625145276164884
7,284.6015163,26.62414768,71.26469147,85,-1.7639507843423115
7,287.9497694,26.59849011,71.20496877,86,-1.7754726276477064
7,291.2980226,26.6744531,71.24608186,87,-1.7173591784369626
7,294.6462757,26.66737368,71.25721782,88,-1.7250181813225676
7,297.9945288,26.71133242,71.30437498,89,-1.6913131565816348
7,301.342782,26.7134096,71.24251289,90,-1.6829451275221052
7,304.6910351,26.62414768,71.26469147,91,-1.7639507843423115
7,308.0392882,26.64290805,71.24807741,92,-1.7449980687499855
7,311.3875414,26.7134096,71.24251289,93,-1.6829451275221052
7,314.7357945,26.70300483,71.31151291,94,-1.6998577713883631
7,318.0840476,26.62414768,71.26469147,95,-1.7639507843423115
7,321.4323008,26.55460004,71.24360813,96,-1.8192019845362877
7,324.7805539,26.76456367,71.37510115,97,-1.6468852307422928
7,328.128807,26.64927532,71.26852929,98,-1.7425608313211722
7,331.4770602,26.66211594,71.22590178,99,-1.7253503668683199
7,334.8253133,26.64927532,71.26852929,100,-1.7425608313211722
7,338.1735664,26.7517807,71.33411636,101,-1.6561429854277019
7,341.5218195,26.77249076,71.29985093,102,-1.6341864264506172
7,344.8700727,26.72732451,71.31829979,103,-1.6778940574201
7,348.2183258,26.80650485,71.38051292,104,-1.6050749326695457
7,351.5665789,26.78580485,71.31052719,105,-1.622305635033882
7,354.9148321,26.80427905,71.36715808,106,-1.606834512178007
7,358.2630852,26.73134412,71.28317362,107,-1.670801528948254
7,361.6113383,26.64927532,71.26852929,108,-1.7425608313211722
7,364.9595915,26.62414768,71.26469147,109,-1.7639507843423115
7,368.3078446,26.34303307,71.15007892,110,-1.9577925091793051
7,371.6560977,26.01008098,70.8600891,111,-2.0734314670913085
7,375.0043509,26.11650473,70.82851282,112,-2.0097150099565435
7,378.352604,26.03872289,70.51738549,113,-1.9791002931452373
7,381.7008571,25.9785047,70.27651272,114,-1.9612718373004732
7,385.0491103,25.56450463,70.26568919,115,-2.1157450286501422
7,388.3973634,25.56450463,70.41451275,116,-2.1487836562993463
7,391.7456165,25.3110864,70.51111276,117,-2.259086385026952
7,395.0938697,25.03262953,70.34551273,118,-2.29957043988741
7,398.4421228,25.81541376,70.05487632,119,-1.9875156812440664
7,401.7903759,25.54568644,69.96914903,120,-2.0652790052177266
7,405.1386291,25.49080007,69.80448991,121,-2.0549899623815735
7,408.4868822,25.27887667,69.61058237,122,-2.085677515787249
7,411.8351353,25.21950456,69.65551261,123,-2.109018029865344
7,415.1833885,25.13104301,69.70682031,124,-2.141330943323033
7,418.5316416,24.88077723,69.67433079,125,-2.199289539711902
7,421.8798947,24.453933,69.43865543,126,-2.253998222684888
7,425.2281479,25.90950469,69.72451262,127,-1.909092666612952
7,428.576401,26.87550486,69.86251265,128,-1.5568234392402494
7,431.9246541,26.89408179,69.6608203,129,-1.551009704802319
7,435.2729073,27.09942943,69.47845597,130,-1.4814914338263423
7,438.6211604,27.28072312,69.4823853,131,-1.4195259510032308
7,441.9694135,26.67256365,69.38763021,132,-1.6270208883735977
7,445.3176667,26.23111492,69.1608176,133,-1.758402534216272
7,448.6659198,25.96155733,69.12167041,134,-1.8349919685481728
7,452.0141729,25.44822683,69.06134583,135,-1.9690252828649575
7,455.3624261,25.35257602,69.08379822,136,-1.9958787303232726
7,458.7106792,25.1753898,68.9587256,137,-2.0248141864683267
7,462.0589323,25.07679999,69.18348979,138,-2.0762235376204434
7,465.4071855,24.96491831,69.26292633,139,-2.113797845929376
7,468.7554386,25.02630453,69.20638525,140,-2.091376717505716
7,472.1036917,26.19284517,69.26059764,141,-1.7760971605262574
7,475.4519449,27.01350489,69.56351259,142,-1.5092277330065318
7,478.800198,27.28950494,69.51061258,143,-1.4150578634292414
7,482.1484511,27.55248612,69.52662579,144,-1.3254757556741685
7,485.4967043,27.26239779,69.45836971,145,-1.4269122509192531
7,488.8449574,26.74940139,69.47944361,146,-1.6022804413846627
7,492.1932105,26.984116,69.46384591,147,-1.5214142498099184
7,495.5414637,27.47643225,69.59780351,148,-1.345334328910062
7,498.8897168,27.634505,69.5865126,149,-1.2929643467221994
7,502.2379699,27.34681003,69.53856343,150,-1.3938717334544197
7,505.5862231,27.15807634,69.70041738,151,-1.4524026659839206
7,508.9344762,27.27225494,69.53907509,152,-1.4194661308057062
7,512.2827293,27.51950498,69.42989352,153,-1.3438614806113887
7,515.6309825,27.70588433,69.4104436,154,-1.2863654376144285
7,518.9792356,27.55893356,69.52298877,155,-1.3236469008251324
7,522.3274887,27.55381007,69.52452953,156,-1.3252115543699712
7,525.6757419,26.97210488,69.50371258,157,-1.524908636612419
7,529.023995,27.03892595,69.04056513,158,-1.5112673045144802
7,532.3722481,26.79248922,69.13262189,159,-1.5856093941739533
7,535.7205013,26.49217146,69.14823474,160,-1.6784619850874882
7,539.0687544,26.95242291,69.03564364,161,-1.5372356625636117
7,542.4170075,27.01916063,69.0345125,162,-1.517280849604195
7,545.7652607,27.29640494,68.91031247,163,-1.4397855333244929
7,549.1135138,27.29717161,68.90856009,164,-1.439633423123638
7,552.4617669,27.09042294,68.97343052,165,-1.4973482878757194
7,555.8100201,27.28334422,68.93101248,166,-1.4427395873063944
7,559.1582732,27.15150491,68.96551248,167,-1.479701444372457
7,562.5065263,27.15410869,69.04883325,168,-1.476652605919895
7,565.8547794,26.71016521,69.17381441,169,-1.611530875285391
7,569.2030326,26.78885369,69.11314042,170,-1.586636615990126
7,572.5512857,26.80533536,69.22397016,171,-1.5819575787596358
7,575.8995388,26.25943332,69.9068698,172,-1.8023948806943992
7,579.247792,26.11105736,69.87340738,173,-1.8549777504617455
7,582.5960451,25.57523796,69.90544599,174,-2.0449795392868753
7,585.9442982,25.10700454,69.74851262,175,-2.154931253939611
7,589.2925514,24.60144062,69.6158743,176,-2.2532867390778453
7,592.6408045,24.87052373,69.71257031,177,-2.2085920011749174
7,595.9890576,24.39150441,69.86251265,178,-2.34426399290813
7,599.3373108,23.7304843,69.97981267,179,-2.4861983393016223
7,602.6855639,23.94363161,70.11342178,180,-2.4796682310951694
7,606.033817,23.7636043,70.1564527,181,-2.517821894644627
7,609.3820702,23.57261747,70.08643721,182,-2.5315481916345854
7,612.7303233,23.43412924,69.95985195,183,-2.5256983946945417
7,616.0785764,23.18002343,69.87047419,184,-2.542356655501714
7,619.4268296,23.03363624,69.224588,185,-2.4509502515755788
7,622.7750827,22.73180769,69.59636974,186,-2.5476924912222274
7,626.1233358,22.42746835,69.77872692,187,-2.6105413127209873
7,629.471589,22.18005401,69.88206265,188,-2.6511347450324294
7,632.8198421,22.14644845,69.80501263,189,-2.641388076413864
7,636.1680952,22.47122105,69.52272013,190,-2.5639498732742263
7,639.5163484,22.46205962,69.52773481,191,-2.565712902199195
7,642.8646015,22.75184622,69.27601254,192,-2.493701639155313
7,646.2128546,22.75938873,69.2282433,193,-2.485422813533453
7,649.5611078,22.54082551,69.02465535,194,-2.4802894199121206
7,652.9093609,22.58495863,69.31051255,195,-2.5181677346521014
7,656.257614,22.46577679,69.37449437,196,-2.5410892551572806
7,659.6058672,22.47832225,69.38892165,197,-2.542000403152216
7,662.9541203,22.58025409,69.19982503,198,-2.501762511372579
7,666.3023734,22.58244954,69.07842159,199,-2.4834235307598567
9,0.0,31.82751796,73.67518407,0,0.0
9,3.348253133,31.94476552,73.92544845,1,1.1326690168246067
9,6.696506266,32.07322532,74.30291589,2,1.1977075250518767
9,10.0447594,32.19056553,74.41033436,3,1.112087810441339
9,13.39301253,31.87375234,73.88908872,4,1.3579261950235044
9,16.74126566,31.82858684,73.80110795,5,1.5623082280346232
9,20.0895188,31.88472655,73.87347441,6,1.289914590173554
9,23.43777193,31.93520315,74.06334235,7,1.300176106369122
9,26.78602506,31.93380208,73.98206895,8,1.2373927520218972
9,30.1342782,31.97015136,74.09334885,9,1.2420777177551956
9,33.48253133,31.99328628,74.11526951,10,1.2105596902056548
9,36.83078446,31.9511876,74.08510432,11,1.2777880073927876
9,40.17903759,31.99413959,74.26102048,12,1.2936967782269586
9,43.52729073,32.03091321,74.23592084,13,1.2228273256534619
9,46.87554386,31.99961829,74.37166346,14,1.3285485632835208
9,50.22379699,31.93522529,74.30628174,15,1.4017583086793892
9,53.57205013,32.14222533,74.72028182,16,1.2783057154829243
9,56.92030326,31.89399358,74.05300121,17,1.396632390843221
9,60.26855639,31.84091826,74.10860091,18,1.5398883615767456
9,63.61680952,31.77450575,74.07151341,19,1.7037650603237433
9,66.96506266,31.69256824,73.73513835,20,2.7235129644937994
9,70.31331579,31.63650573,74.00251339,21,2.099030606941509
9,73.66156892,31.74259325,73.77826335,22,2.2599281577385324
9,77.00982206,31.68747164,73.74454744,23,2.681721124239532
9,80.35807519,31.68034103,73.76466629,24,2.5953182698264943
9,83.70632832,31.66410573,73.83231336,25,2.3757929982123818
9,87.05458145,31.77450575,73.86451337,26,1.8438050592685056
9,90.40283459,31.77450575,74.27851344,27,1.6584373650142288
9,93.75108772,31.80664274,73.61025305,28,-1.8818579092186019
9,97.09934085,31.89304423,73.66989795,29,-0.08049744521777322
9,100.447594,31.82315961,73.7636672,30,1.6200128317525135
9,103.7958471,31.80049277,73.61181203,31,-1.9738969465334115
9,107.1441003,31.79155281,73.64777215,32,-2.4903417742082223
9,110.4923534,31.82751796,73.67518407,33,0.0
9,113.8406065,31.85117243,73.61917999,34,-1.1711550152892585
9,117.1888596,31.82625576,73.74376335,35,1.589199224994355
9,120.5371128,31.8588391,73.68664667,36,0.3508306193629733
9,123.8853659,31.8241521,73.68528163,37,1.8925474753944262
9,127.233619,31.98150579,74.10601341,38,1.2275249545405833
9,130.5818722,31.96739215,73.85353609,39,0.9057274782320284
9,133.9301253,31.9615321,73.91898706,40,1.0681972162457358
9,137.2783784,31.98746875,73.92414301,41,0.999726746396446
9,140.6266316,31.91084313,73.70157358,42,0.306711289973626
9,143.9748847,31.91613736,73.85452653,43,1.1118516558087703
