#Track ID	Time (sec)	X (micron)	Y (micron)
2	582.5960451	22.87350414	70.1730127
2	585.9442982	22.52850408	70.36276274
2	589.2925514	22.37988867	70.36674351
2	592.6408045	22.36586119	70.48844133
2	595.9890576	22.04550399	70.82851282
2	599.3373108	21.63917058	71.38204625
2	602.6855639	21.55593247	71.42651293
2	606.033817	21.59941089	71.3612571
2	609.3820702	21.52580177	71.46125762
2	612.7303233	21.28412454	71.47092673
2	616.0785764	21.21359818	71.48075822
2	619.4268296	21.19680384	71.42363793
2	622.7750827	21.05166171	71.78603931
2	626.1233358	20.98494824	72.06795749
2	629.471589	20.53133705	72.10884639
2	632.8198421	20.68350374	72.01951304
2	636.1680952	20.9846288	71.820388
2	639.5163484	21.03158714	71.77342966
2	642.8646015	21.20542884	71.38913792
2	646.2128546	21.32320599	71.46566187
2	649.5611078	21.20055647	71.48824978
2	652.9093609	21.14850383	71.58751296
2	656.257614	21.04657199	71.65494479
2	659.6058672	21.06900381	71.50501294
2	662.9541203	21.01332013	71.3579823
2	666.3023734	20.89950378	71.53351295
7	0	26.84045724	72.37060834
7	3.348253133	26.8317164	72.34253232
7	6.696506266	26.5950532	71.75444847
7	10.0447594	26.61850482	71.69851298
7	13.39301253	26.62611911	71.66932726
7	16.74126566	27.04743932	71.2142342
7	20.0895188	27.08976806	71.13840761
7	23.43777193	27.08918232	71.18241611
7	26.78602506	27.00734417	71.01703071
7	30.1342782	27.17179904	70.97868932
7	33.48253133	27.1678778	70.77003823
7	36.83078446	27.14565746	70.81213994
7	40.17903759	27.26315948	70.76327644
7	43.52729073	27.13558183	70.59497432
7	46.87554386	27.09099721	70.76906666
7	50.22379699	27.01350489	70.55251277
7	53.57205013	27.08952185	70.73963145
7	56.92030326	26.94450488	70.82851282
7	60.26855639	27.09177356	70.78628893
7	63.61680952	26.89706737	71.19938789
7	66.96506266	26.86421395	71.18605834
7	70.31331579	26.77756936	71.18241611
7	73.66156892	26.84650486	71.19551289
7	77.00982206	26.82068294	71.17918412
7	80.35807519	26.74828609	71.16273163
7	83.70632832	26.71594234	71.11745037
7	87.05458145	26.73271317	71.20130455
7	90.40283459	26.80650485	71.31151291
7	93.75108772	26.74839958	71.25703921
7	97.09934085	26.6734334	71.27109861
7	100.447594	26.46150479	71.17351288
7	103.7958471	26.46150479	71.31151291
7	107.1441003	26.67146197	71.29278433
7	110.4923534	26.65125482	71.2827629
7	113.8406065	26.60990208	71.23589646
7	117.1888596	26.66335557	71.27031887
7	120.5371128	26.5847191	71.22772718
7	123.8853659	26.62020482	71.28489862
7	127.233619	26.63714118	71.29896745
7	130.5818722	26.6588017	71.28455978
7	133.9301253	26.53991389	71.17351288
7	137.2783784	26.66129587	71.24972185
7	140.6266316	26.66850483	71.24251289
7	143.9748847	26.64380112	71.24080919
7	147.3231378	26.66850483	71.20598348
7	150.671391	26.73750484	71.24251289
7	154.0196441	26.66129587	71.24972185
7	157.3678972	26.66850483	71.03551286
7	160.7161504	26.63546257	71.25223121
7	164.0644035	26.58033814	71.17159622
7	167.4126566	26.67088414	71.24370255
7	170.7609098	26.66737368	71.25721782
7	174.1091629	26.66550483	71.2755129
7	177.457416	26.58695936	71.20218821
7	180.8056692	26.5084248	71.12935287
7	184.1539223	26.57889442	71.19412328
7	187.5021754	26.63824166	71.24130237
7	190.8504286	26.59849011	71.20496877
7	194.1986817	26.69904582	71.29115225
7	197.5469348	26.83295486	71.35176291
7	200.895188	26.59490481	71.2551629
7	204.2434411	26.59950481	71.24251289
7	207.5916942	26.70670126	71.25853075
7	210.9399474	26.7134096	71.24251289
7	214.2882005	26.60516055	71.166726
7	217.6364536	26.59950481	71.24251289
7	220.9847068	26.59950481	71.24251289
7	224.3329599	26.66737368	71.25721782
7	227.681213	26.74506648	71.31529373
7	231.0294662	26.72874293	71.26660814
7	234.3777193	26.70300483	71.31151291
7	237.7259724	26.62414768	71.26469147
7	241.0742256	26.60990208	71.23589646
7	244.4224787	26.63546257	71.25223121
7	247.7707318	26.70565868	71.19792827
7	251.118985	26.71371173	71.30675429
7	254.4672381	26.7293184	71.31151291
7	257.8154912	26.62891466	71.21084076
7	261.1637444	26.66182741	71.24028709
7	264.5119975	26.73996913	71.33862006
7	267.8602506	26.66737368	71.25721782
7	271.2085038	26.70823211	71.25505835
7	274.5567569	26.69940035	71.26928902
7	277.90501	26.64927532	71.26852929
7	281.2532632	26.60902206	71.1782715
7	284.6015163	26.62414768	71.26469147
7	287.9497694	26.59849011	71.20496877
7	291.2980226	26.6744531	71.24608186
7	294.6462757	26.66737368	71.25721782
7	297.9945288	26.71133242	71.30437498
7	301.342782	26.7134096	71.24251289
7	304.6910351	26.62414768	71.26469147
7	308.0392882	26.64290805	71.24807741
7	311.3875414	26.7134096	71.24251289
7	314.7357945	26.70300483	71.31151291
7	318.0840476	26.62414768	71.26469147
7	321.4323008	26.55460004	71.24360813
7	324.7805539	26.76456367	71.37510115
7	328.128807	26.64927532	71.26852929
7	331.4770602	26.66211594	71.22590178
7	334.8253133	26.64927532	71.26852929
7	338.1735664	26.7517807	71.33411636
7	341.5218195	26.77249076	71.29985093
7	344.8700727	26.72732451	71.31829979
7	348.2183258	26.80650485	71.38051292
7	351.5665789	26.78580485	71.31052719
7	354.9148321	26.80427905	71.36715808
7	358.2630852	26.73134412	71.28317362
7	361.6113383	26.64927532	71.26852929
7	364.9595915	26.62414768	71.26469147
7	368.3078446	26.34303307	71.15007892
7	371.6560977	26.01008098	70.8600891
7	375.0043509	26.11650473	70.82851282
7	378.352604	26.03872289	70.51738549
7	381.7008571	25.9785047	70.27651272
7	385.0491103	25.56450463	70.26568919
7	388.3973634	25.56450463	70.41451275
7	391.7456165	25.3110864	70.51111276
7	395.0938697	25.03262953	70.34551273
7	398.4421228	25.81541376	70.05487632
7	401.7903759	25.54568644	69.96914903
7	405.1386291	25.49080007	69.80448991
7	408.4868822	25.27887667	69.61058237
7	411.8351353	25.21950456	69.65551261
7	415.1833885	25.13104301	69.70682031
7	418.5316416	24.88077723	69.67433079
7	421.8798947	24.453933	69.43865543
7	425.2281479	25.90950469	69.72451262
7	428.576401	26.87550486	69.86251265
7	431.9246541	26.89408179	69.6608203
7	435.2729073	27.09942943	69.47845597
7	438.6211604	27.28072312	69.4823853
7	441.9694135	26.67256365	69.38763021
7	445.3176667	26.23111492	69.1608176
7	448.6659198	25.96155733	69.12167041
7	452.0141729	25.44822683	69.06134583
7	455.3624261	25.35257602	69.08379822
7	458.7106792	25.1753898	68.9587256
7	462.0589323	25.07679999	69.18348979
7	465.4071855	24.96491831	69.26292633
7	468.7554386	25.02630453	69.20638525
7	472.1036917	26.19284517	69.26059764
7	475.4519449	27.01350489	69.56351259
7	478.800198	27.28950494	69.51061258
7	482.1484511	27.55248612	69.52662579
7	485.4967043	27.26239779	69.45836971
7	488.8449574	26.74940139	69.47944361
7	492.1932105	26.984116	69.46384591
7	495.5414637	27.47643225	69.59780351
7	498.8897168	27.634505	69.5865126
7	502.2379699	27.34681003	69.53856343
7	505.5862231	27.15807634	69.70041738
7	508.9344762	27.27225494	69.53907509
7	512.2827293	27.51950498	69.42989352
7	515.6309825	27.70588433	69.4104436
7	518.9792356	27.55893356	69.52298877
7	522.3274887	27.55381007	69.52452953
7	525.6757419	26.97210488	69.50371258
7	529.023995	27.03892595	69.04056513
7	532.3722481	26.79248922	69.13262189
7	535.7205013	26.49217146	69.14823474
7	539.0687544	26.95242291	69.03564364
7	542.4170075	27.01916063	69.0345125
7	545.7652607	27.29640494	68.91031247
7	549.1135138	27.29717161	68.90856009
7	552.4617669	27.09042294	68.97343052
7	555.8100201	27.28334422	68.93101248
7	559.1582732	27.15150491	68.96551248
7	562.5065263	27.15410869	69.04883325
7	565.8547794	26.71016521	69.17381441
7	569.2030326	26.78885369	69.11314042
7	572.5512857	26.80533536	69.22397016
7	575.8995388	26.25943332	69.9068698
7	579.247792	26.11105736	69.87340738
7	582.5960451	25.57523796	69.90544599
7	585.9442982	25.10700454	69.74851262
7	589.2925514	24.60144062	69.6158743
7	592.6408045	24.87052373	69.71257031
7	595.9890576	24.39150441	69.86251265
7	599.3373108	23.7304843	69.97981267
7	602.6855639	23.94363161	70.11342178
7	606.033817	23.7636043	70.1564527
7	609.3820702	23.57261747	70.08643721
7	612.7303233	23.43412924	69.95985195
7	616.0785764	23.18002343	69.87047419
7	619.4268296	23.03363624	69.224588
7	622.7750827	22.73180769	69.59636974
7	626.1233358	22.42746835	69.77872692
7	629.471589	22.18005401	69.88206265
7	632.8198421	22.14644845	69.80501263
7	636.1680952	22.47122105	69.52272013
7	639.5163484	22.46205962	69.52773481
7	642.8646015	22.75184622	69.27601254
7	646.2128546	22.75938873	69.2282433
7	649.5611078	22.54082551	69.02465535
7	652.9093609	22.58495863	69.31051255
7	656.257614	22.46577679	69.37449437
7	659.6058672	22.47832225	69.38892165
7	662.9541203	22.58025409	69.19982503
7	666.3023734	22.58244954	69.07842159
9	0	31.82751796	73.67518407
9	3.348253133	31.94476552	73.92544845
9	6.696506266	32.07322532	74.30291589
9	10.0447594	32.19056553	74.41033436
9	13.39301253	31.87375234	73.88908872
9	16.74126566	31.82858684	73.80110795
9	20.0895188	31.88472655	73.87347441
9	23.43777193	31.93520315	74.06334235
9	26.78602506	31.93380208	73.98206895
9	30.1342782	31.97015136	74.09334885
9	33.48253133	31.99328628	74.11526951
9	36.83078446	31.9511876	74.08510432
9	40.17903759	31.99413959	74.26102048
9	43.52729073	32.03091321	74.23592084
9	46.87554386	31.99961829	74.37166346
9	50.22379699	31.93522529	74.30628174
9	53.57205013	32.14222533	74.72028182
9	56.92030326	31.89399358	74.05300121
9	60.26855639	31.84091826	74.10860091
9	63.61680952	31.77450575	74.07151341
9	66.96506266	31.69256824	73.73513835
9	70.31331579	31.63650573	74.00251339
9	73.66156892	31.74259325	73.77826335
9	77.00982206	31.68747164	73.74454744
9	80.35807519	31.68034103	73.76466629
9	83.70632832	31.66410573	73.83231336
9	87.05458145	31.77450575	73.86451337
9	90.40283459	31.77450575	74.27851344
9	93.75108772	31.80664274	73.61025305
9	97.09934085	31.89304423	73.66989795
9	100.447594	31.82315961	73.7636672
9	103.7958471	31.80049277	73.61181203
9	107.1441003	31.79155281	73.64777215
9	110.4923534	31.82751796	73.67518407
9	113.8406065	31.85117243	73.61917999
9	117.1888596	31.82625576	73.74376335
9	120.5371128	31.8588391	73.68664667
9	123.8853659	31.8241521	73.68528163
9	127.233619	31.98150579	74.10601341
9	130.5818722	31.96739215	73.85353609
9	133.9301253	31.9615321	73.91898706
9	137.2783784	31.98746875	73.92414301
9	140.6266316	31.91084313	73.70157358
9	143.9748847	31.91613736	73.85452653
9	147.3231378	31.9440243	73.83214299
9	150.671391	31.85500577	74.0768211
9	154.0196441	32.08126484	74.15713993
9	157.3678972	31.94882157	73.70290808
9	160.7161504	32.05137922	73.74572854
9	164.0644035	31.99389041	73.66016718
9	167.4126566	32.00774523	73.73331616
9	170.7609098	31.94065052	73.61756596
9	174.1091629	31.93883473	73.591237
9	177.457416	31.95254282	73.67284667
9	180.8056692	31.92874107	73.62991333
9	184.1539223	31.82625576	73.54183684
9	187.5021754	31.630233	73.60837696
9	190.8504286	31.80104422	73.59116717
9	194.1986817	31.82453076	73.54021331
9	197.5469348	31.83184379	73.63321755
9	200.895188	31.80104422	73.59116717
9	204.2434411	31.62596406	73.57701332
9	207.5916942	31.80104422	73.59116717
9	210.9399474	31.82625576	73.74376335
9	214.2882005	31.82625576	73.74376335
9	217.6364536	31.92975578	73.84726337
9	220.9847068	31.80754801	73.67694996
9	224.3329599	31.80608203	73.58266586
9	227.681213	31.81431345	73.6672441
9	231.0294662	31.71716771	73.65265418
9	234.3777193	31.66950573	73.56051331
9	237.7259724	31.71930574	73.58391332
9	241.0742256	31.81831528	73.6936562
9	244.4224787	31.83184379	73.63321755
9	247.7707318	31.84059027	73.67403446
9	251.118985	31.83184379	73.63321755
9	254.4672381	31.83184379	73.63321755
9	257.8154912	31.82015191	73.58214409
9	261.1637444	31.83184379	73.63321755
9	264.5119975	31.81831528	73.6936562
9	267.8602506	31.78874385	73.55675141
9	271.2085038	31.72461343	73.47492868
9	274.5567569	31.82625576	73.54183684
9	277.90501	31.78077848	73.57805877
9	281.2532632	31.72444692	73.434278
9	284.6015163	31.65183906	73.60288832
9	287.9497694	31.88357029	73.68422301
9	291.2980226	31.81250576	73.64651333
9	294.6462757	31.90360255	73.90123918
9	297.9945288	31.79438711	73.55108958
9	301.342782	31.80298195	73.55675141
9	304.6910351	31.70182574	73.4532733
9	308.0392882	31.75927198	73.63063021
9	311.3875414	31.78383008	73.54748629
9	314.7357945	31.79098337	73.44330434
9	318.0840476	31.78689037	73.45316714
9	321.4323008	31.8793159	73.5387285
9	324.7805539	31.98450579	73.70651334
9	328.128807	31.92975578	73.79551336
9	331.4770602	31.89385712	73.6164863
9	334.8253133	31.81763076	73.41709141
9	338.1735664	31.8291681	73.52488993
9	341.5218195	31.83184379	73.63321755
9	344.8700727	31.88766577	73.62715333
9	348.2183258	31.82740576	73.4804133
9	351.5665789	31.78689037	73.45316714
9	354.9148321	31.95295406	73.51356503
9	358.2630852	32.00774523	73.73331616
9	361.6113383	31.94065052	73.61756596
9	364.9595915	31.99486063	73.78772303
9	368.3078446	31.80785576	73.4838633
9	371.6560977	31.99300579	73.52578604
9	375.0043509	31.97541755	73.51748389
9	378.352604	31.75654684	73.53085577
9	381.7008571	31.96713079	73.55497165
9	385.0491103	31.92369497	73.58851332
9	388.3973634	31.87426481	73.53613982
9	391.7456165	31.83184379	73.63321755
9	395.0938697	31.87440129	73.61631929
9	398.4421228	31.82625576	73.54183684
9	401.7903759	31.77450575	73.39807329
9	405.1386291	31.89385712	73.6164863
9	408.4868822	31.8291681	73.52488993
9	411.8351353	31.84059027	73.46703442
9	415.1833885	31.85730577	73.53883331
9	418.5316416	31.86450577	73.60951332
9	421.8798947	31.82510576	73.52296331
9	425.2281479	31.83184379	73.63321755
9	428.576401	31.83184379	73.63321755
9	431.9246541	31.83184379	73.63321755
9	435.2729073	31.85469495	73.55308088
9	438.6211604	31.83184379	73.63321755
9	441.9694135	31.82970576	73.58214409
9	445.3176667	31.82970576	73.58214409
9	448.6659198	31.58566361	73.54039489
9	452.0141729	31.82453076	73.54021331
9	455.3624261	31.61320702	73.52488993
9	458.7106792	31.77450575	73.74376335
9	462.0589323	31.71930574	73.46325176
9	465.4071855	31.77450575	73.58851332
9	468.7554386	31.76176729	73.5439287
9	472.1036917	31.84542243	73.4821383
9	475.4519449	31.87964863	73.47898949
9	478.800198	31.82625576	73.54183684
9	482.1484511	31.77036575	73.52227331
9	485.4967043	31.80325576	73.4907633
9	488.8449574	31.83843223	73.5682192
9	492.1932105	31.82625576	73.54183684
9	495.5414637	31.80325576	73.4907633
9	498.8897168	31.83350576	73.61851332
9	502.2379699	31.83184379	73.63321755
9	505.5862231	31.83184379	73.63321755
9	508.9344762	31.83184379	73.63321755
9	512.2827293	31.88016202	73.66074771
9	515.6309825	31.88209899	73.70078453
9	518.9792356	31.87612395	73.62113151
9	522.3274887	31.78500575	73.54351331
9	525.6757419	31.9950352	73.84151337
9	529.023995	31.92400578	73.74721335
9	532.3722481	31.93759669	73.68762243
9	535.7205013	31.79499013	73.73837272
9	539.0687544	31.75493858	73.6245581
9	542.4170075	31.72812869	73.61679201
9	545.7652607	31.88357029	73.76657787
9	549.1135138	31.95715284	73.94366044
9	552.4617669	32.34375585	74.62351351
9	555.8100201	32.65425591	74.93401356
9	559.1582732	33.23454602	75.62263369
9	562.5065263	33.43227528	75.75405217
9	565.8547794	32.85550595	75.77658038
9	569.2030326	32.85456717	75.81481984
9	572.5512857	33.06150598	76.35451382
9	575.8995388	33.13986963	76.66424115
9	579.247792	33.2202203	76.6967996
9	582.5960451	33.22556572	76.68733478
9	585.9442982	33.11522907	76.76569851
9	589.2925514	33.06360122	77.05822823
9	592.6408045	33.154506	77.58131404
9	595.9890576	33.20362465	77.79634459
9	599.3373108	33.09844349	77.79643596
9	602.6855639	33.16077873	78.06828686
9	606.033817	33.25417269	78.28160941
9	609.3820702	33.3324534	78.35072471
9	612.7303233	33.3481512	78.47082065
9	616.0785764	33.3481512	78.07017542
9	619.4268296	33.43276835	78.47054699
9	622.7750827	33.3792489	78.24108559
9	626.1233358	33.36388535	78.45539351
9	629.471589	33.4902176	78.36941803
9	632.8198421	33.61208503	78.62914581
9	636.1680952	33.65841518	78.53455967
9	639.5163484	33.63750609	78.34951418
9	642.8646015	33.72156065	78.5916415
9	646.2128546	33.58933627	78.65675952
9	649.5611078	33.59196608	78.60205423
9	652.9093609	33.67135515	78.66717462
9	656.257614	33.5333788	78.53016876
9	659.6058672	33.52567848	78.72306597
9	662.9541203	33.40195432	78.83608323
9	666.3023734	33.53750607	78.9995143
10	0	26.05471367	75.09827479
10	3.348253133	26.28750476	75.05051358
10	6.696506266	26.29808371	75.1046978
10	10.0447594	26.19700474	75.06670589
10	13.39301253	26.2320216	75.10418775
10	16.74126566	26.27308168	75.08085974
10	20.0895188	26.29873553	75.01628281
10	23.43777193	26.18550474	75.12165994
10	26.78602506	26.25191725	74.93746356
10	30.1342782	26.26278475	75.1230736
10	33.48253133	26.19221307	75.09022192
10	36.83078446	26.20228853	74.94893248
10	40.17903759	26.11456106	74.99183752
10	43.52729073	26.1703399	75.17854657
10	46.87554386	26.18966137	75.18050156
10	50.22379699	26.25154761	75.1548136
10	53.57205013	26.21872697	75.16699509
10	56.92030326	26.08847347	75.20354486
10	60.26855639	26.25154761	75.1548136
10	63.61680952	26.2586119	75.1122636
10	66.96506266	26.31324801	75.09345954
10	70.31331579	26.18466328	74.97356235
10	73.66156892	26.15022064	75.18335452
10	77.00982206	26.17783807	75.20618028
10	80.35807519	26.13636837	75.19955907
10	83.70632832	26.04488446	75.22267817
10	87.05458145	25.96328411	75.28205774
10	90.40283459	26.06519703	75.20559054
10	93.75108772	26.17783807	75.20618028
10	97.09934085	26.13395301	75.21596189
10	100.447594	26.21872697	75.16699509
10	103.7958471	26.07564946	75.1582636
10	107.1441003	26.20850474	75.1525136
10	110.4923534	26.19215534	75.10568227
10	113.8406065	26.22540836	75.14226059
10	117.1888596	26.21482974	75.10651359
10	120.5371128	26.19248227	75.10418775
10	123.8853659	26.26731904	75.06511359
10	127.233619	26.19248227	75.10418775
10	130.5818722	26.25887184	75.1213617
10	133.9301253	26.21293848	75.09487504
10	137.2783784	26.15318828	75.12834904
10	140.6266316	26.32081645	75.0643967
10	143.9748847	26.38012016	75.0215905
10	147.3231378	26.19248227	75.10418775
10	150.671391	26.22505353	75.1225014
10	154.0196441	26.18467341	75.11399552
10	157.3678972	26.24518043	75.08227035
10	160.7161504	26.16958166	75.15516745
10	164.0644035	26.25887184	75.1213617
10	167.4126566	26.2320216	75.10186191
10	170.7609098	26.19623807	75.1203136
10	174.1091629	26.21482974	75.10651359
10	177.457416	26.27434226	75.05562609
10	180.8056692	26.11296626	75.11889821
10	184.1539223	26.09589433	75.12533178
10	187.5021754	26.14410473	75.1276736
10	190.8504286	26.18363987	75.08227035
10	194.1986817	26.2216476	75.08351359
10	197.5469348	26.19700474	75.06670589
10	200.895188	26.09589433	75.12533178
10	204.2434411	26.24356573	75.04676968
10	207.5916942	26.1117787	75.12541771
10	210.9399474	26.19700474	75.06670589
10	214.2882005	26.02335471	75.08063859
10	217.6364536	25.94773443	75.02632439
10	220.9847068	25.93745406	75.12747562
10	224.3329599	25.98512114	75.21899307
10	227.681213	26.17783807	75.20618028
10	231.0294662	26.0329784	75.19911887
10	234.3777193	26.05507789	75.23441606
10	237.7259724	26.08950472	75.1605136
10	241.0742256	26.13636837	75.19955907
10	244.4224787	26.16943624	75.09800674
10	247.7707318	26.00150471	75.1525136
10	251.118985	25.95771018	75.23600677
10	254.4672381	26.17783807	75.20618028
10	257.8154912	26.05507789	75.23441606
10	261.1637444	26.02910471	75.28131363
10	264.5119975	25.85125793	75.29290324
10	267.8602506	26.03818039	75.21094605
10	271.2085038	26.10960473	75.23416362
10	274.5567569	26.00927498	75.25197308
10	277.90501	26.00927498	75.25197308
10	281.2532632	25.96828248	75.26325436
10	284.6015163	26.00927498	75.25197308
10	287.9497694	25.95386184	75.2839422
10	291.2980226	25.96610021	75.28172711
10	294.6462757	26.01064169	75.24640403
10	297.9945288	25.90087969	75.26176362
10	301.342782	25.90605469	75.26435112
10	304.6910351	25.82960994	75.28627678
10	308.0392882	25.87724494	75.2615396
10	311.3875414	25.91746623	75.27724439
10	314.7357945	26.01064169	75.24640403
10	318.0840476	26.0502284	75.2308952
10	321.4323008	25.96488628	75.20547414
10	324.7805539	26.05229638	75.21288861
10	328.128807	26.11555952	74.95055466
10	331.4770602	26.20206474	75.05223358
10	334.8253133	26.20996044	75.04450092
