Spot ID,Track ID,T (sec),x (micron),y (micron),Frame
4526,7,77.00982206,26.82068294,71.17918412,23
4592,7,80.35807519,26.74828609,71.16273163,24
4660,7,83.70632832,26.71594234,71.11745037,25
4727,7,87.05458145,26.73271317,71.20130455,26
31126,7,90.40283459,26.80650485,71.31151291,27
4860,7,93.75108772,26.74839958,71.25703921,28
4923,7,97.09934085,26.6734334,71.27109861,29
31139,7,100.447594,26.46150479,71.17351288,30
31150,7,103.7958471,26.46150479,71.31151291,31
5126,7,107.1441003,26.67146197,71.29278433,32
5197,7,110.4923534,26.65125482,71.2827629,33
5267,7,113.8406065,26.60990208,71.23589646,34
5336,7,117.1888596,26.66335557,71.27031887,35
5409,7,120.5371128,26.5847191,71.22772718,36
5481,7,123.8853659,26.62020482,71.28489862,37
5551,7,127.233619,26.63714118,71.29896745,38
5619,7,130.5818722,26.6588017,71.28455978,39
5691,7,133.9301253,26.53991389,71.17351288,40
5768,7,137.2783784,26.66129587,71.24972185,41
31160,7,140.6266316,26.66850483,71.24251289,42
5914,7,143.9748847,26.64380112,71.24080919,43
5987,7,147.3231378,26.66850483,71.20598348,44
31173,7,150.671391,26.73750484,71.24251289,45
6133,7,154.0196441,26.66129587,71.24972185,46
31184,7,157.3678972,26.66850483,71.03551286,47
6285,7,160.7161504,26.63546257,71.25223121,48
6365,7,164.0644035,26.58033814,71.17159622,49
6442,7,167.4126566,26.67088414,71.24370255,50
6515,7,170.7609098,26.66737368,71.25721782,51
6590,7,174.1091629,26.66550483,71.2755129,52
6669,7,177.457416,26.58695936,71.20218821,53
6745,7,180.8056692,26.5084248,71.12935287,54
6816,7,184.1539223,26.57889442,71.19412328,55
6893,7,187.5021754,26.63824166,71.24130237,56
6972,7,190.8504286,26.59849011,71.20496877,57
7048,7,194.1986817,26.69904582,71.29115225,58
7129,7,197.5469348,26.83295486,71.35176291,59
7210,7,200.895188,26.59490481,71.2551629,60
31196,7,204.2434411,26.59950481,71.24251289,61
7371,7,207.5916942,26.70670126,71.25853075,62
7451,7,210.9399474,26.7134096,71.24251289,63
7531,7,214.2882005,26.60516055,71.166726,64
31205,7,217.6364536,26.59950481,71.24251289,65
31214,7,220.9847068,26.59950481,71.24251289,66
7771,7,224.3329599,26.66737368,71.25721782,67
7855,7,227.681213,26.74506648,71.31529373,68
7939,7,231.0294662,26.72874293,71.26660814,69
8023,7,234.3777193,26.70300483,71.31151291,70
8112,7,237.7259724,26.62414768,71.26469147,71
8200,7,241.0742256,26.60990208,71.23589646,72
8286,7,244.4224787,26.63546257,71.25223121,73
8374,7,247.7707318,26.70565868,71.19792827,74
8461,7,251.118985,26.71371173,71.30675429,75
8543,7,254.4672381,26.7293184,71.31151291,76
8627,7,257.8154912,26.62891466,71.21084076,77
8714,7,261.1637444,26.66182741,71.24028709,78
8795,7,264.5119975,26.73996913,71.33862006,79
8879,7,267.8602506,26.66737368,71.25721782,80
8968,7,271.2085038,26.70823211,71.25505835,81
9058,7,274.5567569,26.69940035,71.26928902,82
9146,7,277.90501,26.64927532,71.26852929,83
9233,7,281.2532632,26.60902206,71.1782715,84
9316,7,284.6015163,26.62414768,71.26469147,85
9398,7,287.9497694,26.59849011,71.20496877,86
9481,7,291.2980226,26.6744531,71.24608186,87
9568,7,294.6462757,26.66737368,71.25721782,88
9653,7,297.9945288,26.71133242,71.30437498,89
9740,7,301.342782,26.7134096,71.24251289,90
9827,7,304.6910351,26.62414768,71.26469147,91
9918,7,308.0392882,26.64290805,71.24807741,92
10005,7,311.3875414,26.7134096,71.24251289,93
10092,7,314.7357945,26.70300483,71.31151291,94
10182,7,318.0840476,26.62414768,71.26469147,95
10273,7,321.4323008,26.55460004,71.24360813,96
10363,7,324.7805539,26.76456367,71.37510115,97
10451,7,328.128807,26.64927532,71.26852929,98
10536,7,331.4770602,26.66211594,71.22590178,99
10623,7,334.8253133,26.64927532,71.26852929,100
10711,7,338.1735664,26.7517807,71.33411636,101
10797,7,341.5218195,26.77249076,71.29985093,102
10884,7,344.8700727,26.72732451,71.31829979,103
31223,7,348.2183258,26.80650485,71.38051292,104
11062,7,351.5665789,26.78580485,71.31052719,105
11158,7,354.9148321,26.80427905,71.36715808,106
11253,7,358.2630852,26.73134412,71.28317362,107
11347,7,361.6113383,26.64927532,71.26852929,108
11443,7,364.9595915,26.62414768,71.26469147,109
11541,7,368.3078446,26.34303307,71.15007892,110
11636,7,371.6560977,26.01008098,70.8600891,111
31234,7,375.0043509,26.11650473,70.82851282,112
11829,7,378.352604,26.03872289,70.51738549,113
31244,7,381.7008571,25.9785047,70.27651272,114
12025,7,385.0491103,25.56450463,70.26568919,115
31259,7,388.3973634,25.56450463,70.41451275,116
12235,7,391.7456165,25.3110864,70.51111276,117
12336,7,395.0938697,25.03262953,70.34551273,118
12436,7,398.4421228,25.81541376,70.05487632,119
12534,7,401.7903759,25.54568644,69.96914903,120
12635,7,405.1386291,25.49080007,69.80448991,121
12742,7,408.4868822,25.27887667,69.61058237,122
42385,7,411.8351353,25.21950456,69.65551261,123
12951,7,415.1833885,25.13104301,69.70682031,124
13057,7,418.5316416,24.88077723,69.67433079,125
13162,7,421.8798947,24.453933,69.43865543,126
31274,7,425.2281479,25.90950469,69.72451262,127
31287,7,428.576401,26.87550486,69.86251265,128
13485,7,431.9246541,26.89408179,69.6608203,129
13597,7,435.2729073,27.09942943,69.47845597,130
13708,7,438.6211604,27.28072312,69.4823853,131
13815,7,441.9694135,26.67256365,69.38763021,132
13922,7,445.3176667,26.23111492,69.1608176,133
14029,7,448.6659198,25.96155733,69.12167041,134
14141,7,452.0141729,25.44822683,69.06134583,135
14249,7,455.3624261,25.35257602,69.08379822,136
14361,7,458.7106792,25.1753898,68.9587256,137
14470,7,462.0589323,25.07679999,69.18348979,138
14579,7,465.4071855,24.96491831,69.26292633,139
14694,7,468.7554386,25.02630453,69.20638525,140
14803,7,472.1036917,26.19284517,69.26059764,141
14908,7,475.4519449,27.01350489,69.56351259,142
15014,7,478.800198,27.28950494,69.51061258,143
15122,7,482.1484511,27.55248612,69.52662579,144
15234,7,485.4967043,27.26239779,69.45836971,145
15343,7,488.8449574,26.74940139,69.47944361,146
15458,7,492.1932105,26.984116,69.46384591,147
15568,7,495.5414637,27.47643225,69.59780351,148
31295,7,498.8897168,27.634505,69.5865126,149
15787,7,502.2379699,27.34681003,69.53856343,150
15898,7,505.5862231,27.15807634,69.70041738,151
16007,7,508.9344762,27.27225494,69.53907509,152
16125,7,512.2827293,27.51950498,69.42989352,153
16237,7,515.6309825,27.70588433,69.4104436,154
16345,7,518.9792356,27.55893356,69.52298877,155
16457,7,522.3274887,27.55381007,69.52452953,156
16568,7,525.6757419,26.97210488,69.50371258,157
16676,7,529.023995,27.03892595,69.04056513,158
16786,7,532.3722481,26.79248922,69.13262189,159
16899,7,535.7205013,26.49217146,69.14823474,160
17008,7,539.0687544,26.95242291,69.03564364,161
17118,7,542.4170075,27.01916063,69.0345125,162
17225,7,545.7652607,27.29640494,68.91031247,163
17329,7,549.1135138,27.29717161,68.90856009,164
17438,7,552.4617669,27.09042294,68.97343052,165
17547,7,555.8100201,27.28334422,68.93101248,166
31308,7,559.1582732,27.15150491,68.96551248,167
17771,7,562.5065263,27.15410869,69.04883325,168
17886,7,565.8547794,26.71016521,69.17381441,169
17990,7,569.2030326,26.78885369,69.11314042,170
18096,7,572.5512857,26.80533536,69.22397016,171
18203,7,575.8995388,26.25943332,69.9068698,172
18311,7,579.247792,26.11105736,69.87340738,173
18419,7,582.5960451,25.57523796,69.90544599,174
18526,7,585.9442982,25.10700454,69.74851262,175
18635,7,589.2925514,24.60144062,69.6158743,176
18745,7,592.6408045,24.87052373,69.71257031,177
31318,7,595.9890576,24.39150441,69.86251265,178
18968,7,599.3373108,23.7304843,69.97981267,179
19083,7,602.6855639,23.94363161,70.11342178,180
19204,7,606.033817,23.7636043,70.1564527,181
19316,7,609.3820702,23.57261747,70.08643721,182
19428,7,612.7303233,23.43412924,69.95985195,183
19541,7,616.0785764,23.18002343,69.87047419,184
19652,7,619.4268296,23.03363624,69.224588,185
19772,7,622.7750827,22.73180769,69.59636974,186
19886,7,626.1233358,22.42746835,69.77872692,187
20003,7,629.471589,22.18005401,69.88206265,188
20121,7,632.8198421,22.14644845,69.80501263,189
20237,7,636.1680952,22.47122105,69.52272013,190
20358,7,639.5163484,22.46205962,69.52773481,191
20486,7,642.8646015,22.75184622,69.27601254,192
20617,7,646.2128546,22.75938873,69.2282433,193
20732,7,649.5611078,22.54082551,69.02465535,194
20851,7,652.9093609,22.58495863,69.31051255,195
20970,7,656.257614,22.46577679,69.37449437,196
21091,7,659.6058672,22.47832225,69.38892165,197
21211,7,662.9541203,22.58025409,69.19982503,198
21333,7,666.3023734,22.58244954,69.07842159,199
2940,9,0,31.82751796,73.67518407,0
3008,9,3.348253133,31.94476552,73.92544845,1
3077,9,6.696506266,32.07322532,74.30291589,2
3142,9,10.0447594,32.19056553,74.41033436,3
3209,9,13.39301253,31.87375234,73.88908872,4
3273,9,16.74126566,31.82858684,73.80110795,5
3341,9,20.0895188,31.88472655,73.87347441,6
3412,9,23.43777193,31.93520315,74.06334235,7
3481,9,26.78602506,31.93380208,73.98206895,8
3553,9,30.1342782,31.97015136,74.09334885,9
3619,9,33.48253133,31.99328628,74.11526951,10
3688,9,36.83078446,31.9511876,74.08510432,11
3759,9,40.17903759,31.99413959,74.26102048,12
3831,9,43.52729073,32.03091321,74.23592084,13
3902,9,46.87554386,31.99961829,74.37166346,14
3973,9,50.22379699,31.93522529,74.30628174,15
4043,9,53.57205013,32.14222533,74.72028182,16
4113,9,56.92030326,31.89399358,74.05300121,17
4186,9,60.26855639,31.84091826,74.10860091,18
35183,9,63.61680952,31.77450575,74.07151341,19
4324,9,66.96506266,31.69256824,73.73513835,20
35520,9,70.31331579,31.63650573,74.00251339,21
4461,9,73.66156892,31.74259325,73.77826335,22
4527,9,77.00982206,31.68747164,73.74454744,23
4593,9,80.35807519,31.68034103,73.76466629,24
4661,9,83.70632832,31.66410573,73.83231336,25
35529,9,87.05458145,31.77450575,73.86451337,26
35534,9,90.40283459,31.77450575,74.27851344,27
4861,9,93.75108772,31.80664274,73.61025305,28
4924,9,97.09934085,31.89304423,73.66989795,29
4991,9,100.447594,31.82315961,73.7636672,30
5057,9,103.7958471,31.80049277,73.61181203,31
5127,9,107.1441003,31.79155281,73.64777215,32
5198,9,110.4923534,31.82751796,73.67518407,33
5268,9,113.8406065,31.85117243,73.61917999,34
35567,9,117.1888596,31.82625576,73.74376335,35
5410,9,120.5371128,31.8588391,73.68664667,36
5482,9,123.8853659,31.8241521,73.68528163,37
35577,9,127.233619,31.98150579,74.10601341,38
5621,9,130.5818722,31.96739215,73.85353609,39
5693,9,133.9301253,31.9615321,73.91898706,40
5770,9,137.2783784,31.98746875,73.92414301,41
5843,9,140.6266316,31.91084313,73.70157358,42
5916,9,143.9748847,31.91613736,73.85452653,43
5989,9,147.3231378,31.9440243,73.83214299,44
6061,9,150.671391,31.85500577,74.0768211,45
6135,9,154.0196441,32.08126484,74.15713993,46
6211,9,157.3678972,31.94882157,73.70290808,47
6287,9,160.7161504,32.05137922,73.74572854,48
6366,9,164.0644035,31.99389041,73.66016718,49
6443,9,167.4126566,32.00774523,73.73331616,50
6516,9,170.7609098,31.94065052,73.61756596,51
6591,9,174.1091629,31.93883473,73.591237,52
6671,9,177.457416,31.95254282,73.67284667,53
6747,9,180.8056692,31.92874107,73.62991333,54
6818,9,184.1539223,31.82625576,73.54183684,55
6895,9,187.5021754,31.630233,73.60837696,56
6973,9,190.8504286,31.80104422,73.59116717,57
7049,9,194.1986817,31.82453076,73.54021331,58
7130,9,197.5469348,31.83184379,73.63321755,59
7211,9,200.895188,31.80104422,73.59116717,60
7287,9,204.2434411,31.62596406,73.57701332,61
7372,9,207.5916942,31.80104422,73.59116717,62
35593,9,210.9399474,31.82625576,73.74376335,63
35596,9,214.2882005,31.82625576,73.74376335,64
35599,9,217.6364536,31.92975578,73.84726337,65
7691,9,220.9847068,31.80754801,73.67694996,66
7772,9,224.3329599,31.80608203,73.58266586,67
7856,9,227.681213,31.81431345,73.6672441,68
7940,9,231.0294662,31.71716771,73.65265418,69
8024,9,234.3777193,31.66950573,73.56051331,70
8113,9,237.7259724,31.71930574,73.58391332,71
8201,9,241.0742256,31.81831528,73.6936562,72
8287,9,244.4224787,31.83184379,73.63321755,73
8375,9,247.7707318,31.84059027,73.67403446,74
8462,9,251.118985,31.83184379,73.63321755,75
8544,9,254.4672381,31.83184379,73.63321755,76
8628,9,257.8154912,31.82015191,73.58214409,77
8715,9,261.1637444,31.83184379,73.63321755,78
8796,9,264.5119975,31.81831528,73.6936562,79
8880,9,267.8602506,31.78874385,73.55675141,80
8969,9,271.2085038,31.72461343,73.47492868,81
9059,9,274.5567569,31.82625576,73.54183684,82
9147,9,277.90501,31.78077848,73.57805877,83
9234,9,281.2532632,31.72444692,73.434278,84
9317,9,284.6015163,31.65183906,73.60288832,85
9399,9,287.9497694,31.88357029,73.68422301,86
9482,9,291.2980226,31.81250576,73.64651333,87
9569,9,294.6462757,31.90360255,73.90123918,88
9654,9,297.9945288,31.79438711,73.55108958,89
9741,9,301.342782,31.80298195,73.55675141,90
9828,9,304.6910351,31.70182574,73.4532733,91
9920,9,308.0392882,31.75927198,73.63063021,92
10007,9,311.3875414,31.78383008,73.54748629,93
10093,9,314.7357945,31.79098337,73.44330434,94
10183,9,318.0840476,31.78689037,73.45316714,95
10274,9,321.4323008,31.8793159,73.5387285,96
10364,9,324.7805539,31.98450579,73.70651334,97
35606,9,328.128807,31.92975578,73.79551336,98
10537,9,331.4770602,31.89385712,73.6164863,99
10624,9,334.8253133,31.81763076,73.41709141,100
10712,9,338.1735664,31.8291681,73.52488993,101
10798,9,341.5218195,31.83184379,73.63321755,102
10885,9,344.8700727,31.88766577,73.62715333,103
10973,9,348.2183258,31.82740576,73.4804133,104
11064,9,351.5665789,31.78689037,73.45316714,105
11160,9,354.9148321,31.95295406,73.51356503,106
11255,9,358.2630852,32.00774523,73.73331616,107
11349,9,361.6113383,31.94065052,73.61756596,108
11447,9,364.9595915,31.99486063,73.78772303,109
11544,9,368.3078446,31.80785576,73.4838633,110
11640,9,371.6560977,31.99300579,73.52578604,111
11732,9,375.0043509,31.97541755,73.51748389,112
11834,9,378.352604,31.75654684,73.53085577,113
11933,9,381.7008571,31.96713079,73.55497165,114
12030,9,385.0491103,31.92369497,73.58851332,115
12132,9,388.3973634,31.87426481,73.53613982,116
12239,9,391.7456165,31.83184379,73.63321755,117
12340,9,395.0938697,31.87440129,73.61631929,118
12442,9,398.4421228,31.82625576,73.54183684,119
12540,9,401.7903759,31.77450575,73.39807329,120
12642,9,405.1386291,31.89385712,73.6164863,121
12749,9,408.4868822,31.8291681,73.52488993,122
12855,9,411.8351353,31.84059027,73.46703442,123
12958,9,415.1833885,31.85730577,73.53883331,124
13062,9,418.5316416,31.86450577,73.60951332,125
13167,9,421.8798947,31.82510576,73.52296331,126
13273,9,425.2281479,31.83184379,73.63321755,127
13377,9,428.576401,31.83184379,73.63321755,128
13488,9,431.9246541,31.83184379,73.63321755,129
13601,9,435.2729073,31.85469495,73.55308088,130
13711,9,438.6211604,31.83184379,73.63321755,131
13819,9,441.9694135,31.82970576,73.58214409,132
13927,9,445.3176667,31.82970576,73.58214409,133
14035,9,448.6659198,31.58566361,73.54039489,134
14148,9,452.0141729,31.82453076,73.54021331,135
14256,9,455.3624261,31.61320702,73.52488993,136
35613,9,458.7106792,31.77450575,73.74376335,137
14476,9,462.0589323,31.71930574,73.46325176,138
14587,9,465.4071855,31.77450575,73.58851332,139
14700,9,468.7554386,31.76176729,73.5439287,140
14809,9,472.1036917,31.84542243,73.4821383,141
14914,9,475.4519449,31.87964863,73.47898949,142
15020,9,478.800198,31.82625576,73.54183684,143
15132,9,482.1484511,31.77036575,73.52227331,144
15242,9,485.4967043,31.80325576,73.4907633,145
15352,9,488.8449574,31.83843223,73.5682192,146
15466,9,492.1932105,31.82625576,73.54183684,147
15577,9,495.5414637,31.80325576,73.4907633,148
15690,9,498.8897168,31.83350576,73.61851332,149
15794,9,502.2379699,31.83184379,73.63321755,150
15906,9,505.5862231,31.83184379,73.63321755,151
16018,9,508.9344762,31.83184379,73.63321755,152
16135,9,512.2827293,31.88016202,73.66074771,153
16247,9,515.6309825,31.88209899,73.70078453,154
16359,9,518.9792356,31.87612395,73.62113151,155
16469,9,522.3274887,31.78500575,73.54351331,156
16580,9,525.6757419,31.9950352,73.84151337,157
16688,9,529.023995,31.92400578,73.74721335,158
16801,9,532.3722481,31.93759669,73.68762243,159
