 3.33100 0.11402 -0.03633 -0.10808
 6.66200 0.20837 -0.09307 -0.18643
 9.99300 0.37919 -0.31072 -0.21735
 13.32300 0.19913 -0.15556 -0.12432
 16.65400 0.00000 0.00000 0.00000
 19.98500 0.31687 -0.31072 -0.06214
 23.31600 0.00000 0.00000 0.00000
 26.64700 0.09816 -0.09307 -0.03122
 29.97800 0.13183 -0.09337 -0.09307
 33.30900 0.19652 -0.18643 -0.06214
 36.64000 0.00000 0.00000 0.00000
 39.97000 0.00000 0.00000 0.00000
 43.30100 0.03092 -0.03092 0.00000
 46.63200 0.40499 0.40378 -0.03122
 49.96300 0.25053 -0.24857 0.03122
 53.29400 0.00000 0.00000 0.00000
 56.62500 0.31687 -0.31072 -0.06214
 59.95600 0.15545 -0.12429 -0.09337
 63.28700 0.12808 -0.12429 -0.03092
 66.61700 0.15526 -0.15526 0.00000
 69.94800 0.29295 -0.29000 -0.04143
 73.27900 0.18758 -0.18643 0.02071
 76.61000 0.29000 -0.29000 0.00000
 79.94100 0.14500 0.14500 0.00000
 83.27200 0.35759 -0.35215 -0.06214
 86.60300 0.24857 -0.24857 0.00000
 89.93400 0.19098 -0.18643 -0.04143
 93.26400 0.00000 0.00000 0.00000
 96.59500 0.00000 0.00000 0.00000
 99.92600 0.00000 0.00000 0.00000
 103.25700 0.00000 0.00000 0.00000
 106.58800 0.00000 0.00000 0.00000
 109.91900 0.10562 0.10357 0.02071
 113.25000 0.05859 0.04143 0.04143
 116.58100 0.12429 -0.12429 0.00000
 119.91100 0.12082 -0.10360 -0.06216
 123.24200 0.20818 0.20715 0.02071
 126.57300 0.13101 -0.04143 -0.12429
 129.90400 0.17577 -0.12429 0.12429
 133.23500 0.13896 -0.12429 0.06214
 136.56600 0.25029 -0.22786 0.10357
 139.89700 0.15080 -0.04143 0.14500
 143.22800 0.15776 0.14500 -0.06214
 146.55800 0.18763 -0.18649 -0.02072
 149.88900 0.00000 0.00000 0.00000
 153.22000 0.11155 -0.10357 0.04143
 156.55100 0.18758 -0.18643 0.02071
 159.88200 0.16701 -0.14500 -0.08286
 163.21300 0.12079 -0.10357 0.06214
 166.54400 0.02929 -0.02071 -0.02071
 169.87500 0.02071 0.02071 0.00000
 173.20500 0.06552 0.02072 -0.06216
 176.53600 0.25285 -0.14500 0.20715
 179.86700 0.10357 0.08286 -0.06214
 183.19800 0.04143 0.00000 0.04143
 186.52900 0.00000 0.00000 0.00000
 189.86000 0.00000 0.00000 0.00000
 193.19100 0.10357 -0.06214 0.08286
 196.52200 0.08788 -0.06214 0.06214
 199.85200 0.07471 -0.06216 0.04144
 203.18300 0.12600 -0.02071 0.12429
 206.51400 0.00000 0.00000 0.00000
 209.84500 0.14937 -0.08286 0.12429
 213.17600 0.06214 0.00000 -0.06214
 216.50700 0.15047 0.11378 -0.09847
 219.83800 0.00000 0.00000 0.00000
 223.16900 0.04908 -0.04653 0.01561
 226.49900 0.03123 0.00000 -0.03123
 229.83000 0.03122 0.00000 0.03122
 233.16100 0.06407 0.06214 -0.01561
 236.49200 0.00000 0.00000 0.00000
 239.82300 0.00000 0.00000 0.00000
 243.15400 0.00000 0.00000 0.00000
 246.48500 0.02208 -0.01561 -0.01561
 249.81600 0.00000 0.00000 0.00000
 253.14600 0.07933 -0.01562 -0.07778
 256.47700 0.03491 0.01561 0.03122
 259.80800 0.03092 0.00000 0.03092
 263.13900 0.08368 -0.03092 0.07775
