#vx_post  vy_post  v_post
0 0 0
0 0 0
4.2246 -2.97349 5.16613
0 0 0
0 0 0
0 0 0
3.21732 -3.84197 5.01118
0 0 0
0 0 0
0 0 0
-9.05266 11.9509 14.9925
0 0 0
0 0 0
0 0 0
0 0 0
-10.5298 10.4948 14.8667
0 0 0
0 0 0
0 0 0
-7.3876 13.0293 14.978
0 0 0
0 0 0
0 0 0
0 0 0
1.34117 -4.96448 5.14245
0 0 0
0 0 0
0 0 0
1.83457 -4.71771 5.06186
0 0 0
0 0 0
0 0 0
3.69746 -3.46519 5.06742
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.59268 -4.27807 5.00239
0 0 0
0 0 0
1.36121 -4.94502 5.12894
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.25325 -4.98448 5.13961
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-9.24436 11.7585 14.9573
0 0 0
4.78237 -2.45506 5.37572
0 0 0
0 0 0
2.33348 -4.43173 5.00853
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.51937 -2.72211 5.27585
0 0 0
-10.2495 10.7625 14.8622
0 0 0
-6.78085 13.3436 14.9677
0 0 0
0 0 0
0 0 0
-10.284 10.7224 14.857
0 0 0
0 0 0
0 0 0
3.50626 -3.63757 5.0523
0 0 0
0 0 0
3.0007 -4.00889 5.00753
0 0 0
2.26534 -4.4705 5.01171
0 0 0
0 0 0
0 0 0
1.38812 -4.9118 5.10418
0 0 0
-9.41295 11.608 14.9449
0 0 0
1.1829 -4.99432 5.13249
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-9.43046 11.5701 14.9265
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.12084 -3.16627 5.19679
0 0 0
1.09068 -5.005 5.12246
0 0 0
0 0 0
0 0 0
2.92713 -4.07021 5.01345
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.44728 -2.86063 5.28787
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.77899 -3.44229 5.11176
0 0 0
4.288 -2.99264 5.22904
0 0 0
-5.08555 13.9648 14.8619
0 0 0
3.11388 -3.93579 5.01864
0 0 0
0 0 0
0 0 0
-0.128703 -5.42516 5.42668
0 0 0
0 0 0
3.79316 -3.42036 5.10753
0 0 0
-8.00534 12.6842 14.9992
0 0 0
0 0 0
3.45782 -3.68535 5.05354
0 0 0
0 0 0
3.09234 -3.95012 5.01658
0 0 0
0 0 0
3.41534 -3.71486 5.04626
0 0 0
0 0 0
3.0627 -3.96926 5.0135
0 0 0
0 0 0
0 0 0
0 0 0
-9.62934 11.3998 14.9224
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.39833 -2.87635 5.25535
0 0 0
2.36289 -4.41106 5.00407
0 0 0
0 0 0
0 0 0
0 0 0
3.73741 -3.46388 5.09576
0 0 0
0 0 0
0 0 0
0 0 0
4.8532 -2.37109 5.40145
0 0 0
0 0 0
0 0 0
0 0 0
2.24398 -4.48217 5.01251
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.7687 -4.16465 5.001
0 0 0
0 0 0
-6.60279 13.4255 14.9613
0 0 0
0 0 0
0 0 0
0 0 0
0.363232 -5.2994 5.31183
0 0 0
0 0 0
3.46672 -3.6723 5.05014
0 0 0
