#vx_post  vy_post  v_post
0 0 0
0 0 0
0 0 0
0 0 0
-2.40115 5.44888 5.95448
0 0 0
0 0 0
7.32866 -1.99303 7.59483
-3.1484 -5.73623 6.54345
0 0 0
0 0 0
0 0 0
2.40115 -5.44888 5.95448
0 0 0
0.913602 1.89771 2.10617
0 0 0
0.710748 18.8715 18.8849
0 0 0
17.8147 -3.04267 18.0726
-3.98479 0.680584 4.04249
-13.8299 2.36208 14.0301
0 0 0
8.48138 -1.72267 8.65456
0 0 0
2.43765 -13.1353 13.3596
4.49492 10.8682 11.7611
-5.61106 -13.8617 14.9543
-2.83707 -12.2156 12.5408
9.97788 -1.67209 10.117
-6.82082 0.596629 6.84686
-3.15706 1.07546 3.33521
-2.06976 -17.8803 17.9997
0 0 0
0 0 0
5.61106 13.8617 14.9543
2.83707 12.2156 12.5408
-4.33066 6.22335 7.58187
0 0 0
0 0 0
2.06976 17.8803 17.9997
0 0 0
0 0 0
0 0 0
0 0 0
4.33066 -6.22335 7.58187
0 0 0
0 0 0
0 0 0
0 0 0
-6.0218 3.58137 7.00631
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-8.93938 2.6163 9.31437
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.0744 13.1987 13.3607
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.14087 -0.405972 1.21095
-1.14087 0.405972 1.21095
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.69797 7.49842 7.96903
0 0 0
0 0 0
0 0 0
-1.09522 0.500743 1.20426
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.42294 -0.279765 4.43178
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.05074 1.78956 6.30983
-3.38326 6.33168 7.1789
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
