spot ID,Track ID,T (sec),x (micron),y (micron),Frame ,Ids
2044,0,0.000,87.581,115.039,0,0
2049,0,3.331,87.764,115.039,1,1
2054,0,6.662,88.182,114.989,2,2
2062,0,9.993,88.389,114.885,3,3
2065,0,13.323,88.493,114.782,4,5
2067,0,16.654,88.700,114.264,5,6
2069,0,19.985,89.217,114.161,6,7
2071,0,23.316,89.217,114.368,7,8
2073,0,26.647,90.149,114.575,8,40
2075,0,29.978,91.080,114.419,9,41
2077,0,33.309,91.184,114.471,10,42
2079,0,36.640,91.442,114.419,11,43
2081,0,39.970,91.960,114.264,12,44
2083,0,43.301,91.908,114.109,13,46
2085,0,46.632,92.219,114.057,14,47
2087,0,49.963,92.219,114.057,15,48
2089,0,53.294,92.115,114.057,16,50
2091,0,56.625,92.115,114.057,17,51
2093,0,59.956,93.150,113.798,18,52
2095,0,63.287,93.719,113.540,19,54
2097,0,66.617,93.771,113.436,20,55
2099,0,69.948,93.616,113.436,21,56
2101,0,73.279,93.409,113.540,22,57
2107,0,76.610,93.409,113.540,23,58
2109,0,79.941,93.564,113.436,24,59
2111,0,83.272,93.564,113.436,25,60
2113,0,86.603,93.461,113.333,26,61
2115,0,89.934,93.461,113.591,27,166
2117,0,93.264,93.305,113.643,28,
2119,0,96.595,93.771,113.177,29,
2121,0,99.926,93.823,113.281,30,
2123,0,103.257,93.926,113.177,31,
2125,0,106.588,94.185,112.608,32,
2127,0,109.919,94.858,112.401,33,
2129,0,113.250,95.427,111.832,34,
2131,0,116.581,95.893,111.418,35,
2133,0,119.911,96.773,110.176,36,
2135,0,123.242,97.652,108.882,37,
2137,0,126.573,98.325,108.002,38,
2139,0,129.904,98.843,107.588,39,
2141,0,133.235,99.153,106.864,40,
2143,0,136.566,99.515,106.088,41,
2145,0,139.897,99.671,105.467,42,
2147,0,143.228,100.188,104.587,43,
2149,0,146.558,100.757,102.569,44,
2151,0,149.889,100.757,102.569,45,
2153,0,153.220,101.068,102.103,46,
2155,0,156.551,101.482,101.223,47,
2157,0,159.882,101.275,102.051,48,
2159,0,163.213,101.275,101.482,49,
2161,0,166.544,101.275,101.482,50,
2163,0,169.875,101.223,100.809,51,
2165,0,173.205,101.327,100.343,52,
2167,0,176.536,101.327,100.343,53,
2169,0,179.867,101.120,101.637,54,
2171,0,183.198,101.275,101.741,55,
2173,0,186.529,101.068,101.999,56,
2175,0,189.860,101.327,101.534,57,
2177,0,193.191,101.378,101.120,58,
2179,0,196.522,101.223,101.275,59,
2181,0,199.852,100.964,102.465,60,
2183,0,203.183,100.964,102.620,61,
2185,0,206.514,101.120,102.206,62,
2187,0,209.845,101.120,102.051,63,
2189,0,213.176,101.120,102.051,64,
2191,0,216.507,101.120,102.051,65,
2193,0,219.838,101.741,101.016,66,
2195,0,223.169,101.741,101.016,67,
2197,0,226.499,101.741,100.964,68,
2199,0,229.830,101.585,100.499,69,
2201,0,233.161,101.741,100.136,70,
2203,0,236.492,101.741,99.205,71,
2205,0,239.823,101.430,98.584,72,
2207,0,243.154,101.482,98.066,73,
2209,0,246.485,101.378,97.652,74,
2211,0,249.816,101.171,96.410,75,
2213,0,253.146,101.327,96.048,76,
2215,0,256.477,101.275,96.566,77,
2217,0,259.808,101.275,96.566,78,
2219,0,263.139,101.275,96.566,79,
2221,0,266.470,101.275,96.566,80,
2223,0,269.801,101.275,96.566,81,
2225,0,273.132,101.120,96.462,82,
2227,0,276.463,101.068,95.738,83,
2229,0,279.793,101.120,95.427,84,
2231,0,283.124,101.120,95.427,85,
2233,0,286.455,101.120,95.427,86,
2235,0,289.786,101.223,95.168,87,
2237,0,293.117,101.223,95.168,88,
2239,0,296.448,100.964,93.719,89,
2241,0,299.779,101.051,93.116,90,
2243,0,303.110,101.120,93.047,91,
2245,0,306.440,101.223,92.909,92,
2247,0,309.771,101.223,92.909,93,
2249,0,313.102,101.223,92.909,94,
2251,0,316.433,101.223,92.909,95,
2253,0,319.764,101.361,92.978,96,
2255,0,323.095,101.361,93.185,97,
2257,0,326.426,101.051,92.805,98,
2259,0,329.757,100.602,92.598,99,
2261,0,333.087,100.602,92.598,100,
2263,0,336.418,100.602,92.598,101,
2265,0,339.749,100.223,92.046,102,
2267,0,343.080,99.947,91.598,103,
2269,0,346.411,99.464,91.322,104,
2271,0,349.742,99.464,91.322,105,
2273,0,353.073,99.464,91.322,106,
2275,0,356.404,99.326,91.149,107,
2277,0,359.734,99.326,91.149,108,
2279,0,363.065,99.326,91.149,109,
2281,0,366.396,98.912,90.770,110,
2283,0,369.727,98.912,90.770,111,
2285,0,373.058,98.567,90.770,112,
2287,0,376.389,97.635,90.425,113,
2289,0,379.720,97.187,90.045,114,
2291,0,383.051,96.635,90.011,115,
2293,0,386.381,96.014,89.976,116,
2295,0,389.712,95.358,90.149,117,
2297,0,393.043,95.082,90.425,118,
2299,0,396.374,94.289,90.218,119,
2301,0,399.705,93.599,90.804,120,
2303,0,403.036,93.288,91.080,121,
2305,0,406.367,93.081,91.425,122,
2307,0,409.698,92.978,91.563,123,
2309,0,413.028,92.943,91.977,124,
2311,0,416.359,92.943,91.977,125,
2313,0,419.690,92.667,93.564,126,
2315,0,423.021,92.667,93.564,127,
2317,0,426.352,92.771,93.564,128,
2319,0,429.683,92.771,94.220,129,
2321,0,433.014,92.805,95.013,130,
2323,0,436.345,92.840,95.427,131,
2325,0,439.675,92.909,95.738,132,
2327,0,443.006,92.909,95.738,133,
2329,0,446.337,92.909,95.772,134,
2331,0,449.668,92.978,96.635,135,
2333,0,452.999,92.978,96.842,136,
2335,0,456.330,92.943,96.738,137,
2337,0,459.661,92.943,97.221,138,
2339,0,462.992,92.943,97.221,139,
2341,0,466.322,92.943,97.497,140,
2343,0,469.653,93.012,98.187,141,
2345,0,472.984,93.012,98.187,142,
2347,0,476.315,93.012,98.394,143,
2349,0,479.646,93.012,98.394,144,
2351,0,482.977,93.012,98.394,145,
2353,0,486.308,93.081,98.808,146,
2355,0,489.639,93.116,99.188,147,
2357,0,492.969,93.116,99.188,148,
2359,0,496.300,93.116,99.188,149,
2361,0,499.631,93.116,99.188,150,
2363,0,502.962,93.116,99.188,151,
2365,0,506.293,93.116,99.188,152,
2367,0,509.624,93.185,98.877,153,
2369,0,512.955,93.185,98.877,154,
2371,0,516.286,93.185,98.877,155,
2373,0,519.616,93.081,98.360,156,
2375,0,522.947,93.081,98.498,157,
2377,0,526.278,93.116,98.774,158,
2379,0,529.609,93.116,98.774,159,
2381,0,532.940,93.116,98.774,160,
2383,0,536.271,93.116,98.774,161,
2385,0,539.602,93.116,98.946,162,
2387,0,542.933,93.116,99.050,163,
2389,0,546.263,93.116,99.050,164,
2391,0,549.594,93.219,98.567,165,
2393,0,552.925,93.150,98.222,166,
2395,0,556.256,93.116,98.015,167,
2397,0,559.587,93.185,98.015,168,
2399,0,562.918,93.185,98.015,169,
2401,0,566.249,93.185,97.842,170,
2403,0,569.580,93.185,97.842,171,
2405,0,572.910,93.081,97.601,172,
2407,0,576.241,93.081,97.601,173,
2409,0,579.572,92.909,97.428,174,
2411,0,582.903,92.909,97.601,175,
2413,0,586.234,92.529,97.704,176,
2415,0,589.565,92.805,98.084,177,
2417,0,592.896,93.047,98.015,178,
2419,0,596.227,92.874,98.084,179,
2421,0,599.557,92.495,97.980,180,
2423,0,602.888,92.391,98.222,181,
2425,0,606.219,92.288,98.291,182,
2427,0,609.550,92.495,98.532,183,
2429,0,612.881,92.633,98.877,184,
2431,0,616.212,92.598,98.394,185,
2433,0,619.543,92.391,98.187,186,
2435,0,622.874,92.391,97.946,187,
2437,0,626.204,92.391,97.946,188,
2439,0,629.535,92.391,97.946,189,
2441,0,632.866,92.460,97.946,190,
2443,0,636.197,92.460,97.946,191,
2445,0,639.528,92.460,97.946,192,
2447,0,642.859,92.460,97.911,193,
2449,0,646.190,92.598,97.842,194,
2451,0,649.521,92.426,97.704,195,
2453,0,652.851,92.426,97.704,196,
2455,0,656.182,92.426,97.704,197,
2457,0,659.513,92.460,97.980,198,
2459,0,662.844,92.564,97.980,199,
4682,1,0.000,32.189,140.450,0,
4684,1,3.331,30.947,139.622,1,
4460,1,6.662,30.467,139.569,2,
4689,1,9.993,30.533,139.208,3,
4692,1,13.323,30.533,139.208,4,
4696,1,16.654,29.705,138.794,5,
4698,1,19.985,29.291,138.587,6,
4700,1,23.316,29.291,138.587,7,
4702,1,26.647,29.498,138.690,8,
4704,1,29.978,29.601,138.794,9,
4706,1,33.309,29.601,138.794,10,
4708,1,36.640,29.601,138.794,11,
4710,1,39.970,29.601,138.794,12,
4712,1,43.301,29.601,138.794,13,
4714,1,46.632,29.601,138.794,14,
4716,1,49.963,29.601,138.794,15,
4718,1,53.294,29.601,138.794,16,
4720,1,56.625,29.601,138.794,17,
4722,1,59.956,29.498,138.794,18,
4724,1,63.287,29.187,138.587,19,
4726,1,66.617,29.498,138.690,20,
4728,1,69.948,29.498,138.690,21,
4730,1,73.279,29.498,138.690,22,
4732,1,76.610,28.566,138.173,23,
4734,1,79.941,27.738,137.862,24,
4736,1,83.272,27.014,137.414,25,
4738,1,86.603,26.669,137.276,26,
4740,1,89.934,25.979,137.138,27,
4742,1,93.264,25.358,136.862,28,
4744,1,96.595,25.358,136.862,29,
4746,1,99.926,25.013,136.586,30,
4748,1,103.257,24.116,136.034,31,
4750,1,106.588,23.012,135.344,32,
4752,1,109.919,21.839,134.516,33,
4754,1,113.250,21.701,133.895,34,
4756,1,116.581,21.080,133.895,35,
4758,1,119.911,21.080,133.757,36,
4760,1,123.242,20.735,133.412,37,
4762,1,126.573,20.321,133.136,38,
4764,1,129.904,20.321,133.136,39,
4766,1,133.235,20.045,132.791,40,
4768,1,136.566,20.045,132.791,41,
4770,1,139.897,19.631,132.170,42,
4772,1,143.228,19.631,132.170,43,
4774,1,146.558,19.148,131.687,44,
4776,1,149.889,18.872,131.480,45,
4778,1,153.220,18.320,130.928,46,
4780,1,156.551,17.837,130.652,47,
4782,1,159.882,17.699,130.721,48,
4784,1,163.213,17.216,130.031,49,
4786,1,166.544,17.216,130.031,50,
4788,1,169.875,16.940,129.341,51,
4790,1,173.205,16.595,129.134,52,
4792,1,176.536,16.319,128.651,53,
4794,1,179.867,16.112,128.030,54,
4796,1,183.198,16.112,128.030,55,
4798,1,186.529,15.836,127.409,56,
4800,1,189.860,15.698,126.719,57,
4802,1,193.191,15.491,126.305,58,
4804,1,196.522,15.491,126.305,59,
4806,1,199.852,15.008,125.270,60,
4808,1,203.183,15.008,125.063,61,
4810,1,206.514,15.008,125.063,62,
4812,1,209.845,15.008,125.063,63,
4814,1,213.176,15.008,125.063,64,
4816,1,216.507,15.008,125.063,65,
4818,1,219.838,15.008,125.063,66,
4820,1,223.169,14.939,124.925,67,
4822,1,226.499,14.870,124.718,68,
4824,1,229.830,14.594,123.959,69,
4828,1,233.161,14.594,123.959,70,
4830,1,236.492,14.594,123.959,71,
4832,1,239.823,14.594,123.959,72,
4834,1,243.154,14.594,123.959,73,
4836,1,246.485,14.594,123.959,74,
4838,1,249.816,14.594,123.545,75,
4840,1,253.146,14.594,123.545,76,
4842,1,256.477,14.594,123.545,77,
4844,1,259.808,14.456,123.131,78,
4846,1,263.139,14.456,123.131,79,
4848,1,266.470,14.318,122.510,80,
4850,1,269.801,14.318,122.510,81,
4852,1,273.132,14.318,122.510,82,
4854,1,276.463,14.318,122.510,83,
4856,1,279.793,14.318,122.441,84,
4858,1,283.124,14.318,122.441,85,
4860,1,286.455,14.111,121.613,86,
4862,1,289.786,14.111,121.613,87,
4864,1,293.117,13.835,121.268,88,
4866,1,296.448,13.697,120.716,89,
4868,1,299.779,13.697,120.854,90,
4870,1,303.110,13.697,120.854,91,
4872,1,306.440,13.904,121.682,92,
4874,1,309.771,13.697,120.923,93,
4876,1,313.102,13.697,120.923,94,
4878,1,316.433,13.973,121.889,95,
4880,1,319.764,14.042,122.441,96,
4882,1,323.095,13.973,121.682,97,
4884,1,326.426,13.973,122.234,98,
4886,1,329.757,13.973,121.889,99,
4888,1,333.087,13.835,121.613,100,
4890,1,336.418,13.835,120.992,101,
4892,1,339.749,13.835,120.854,102,
4894,1,343.080,13.628,121.475,103,
4896,1,346.411,13.766,121.130,104,
4898,1,349.742,13.766,121.130,105,
4900,1,353.073,13.766,120.716,106,
4902,1,356.404,13.559,120.509,107,
4904,1,359.734,13.559,120.509,108,
4906,1,363.065,13.697,120.026,109,
4908,1,366.396,13.697,120.026,110,
4910,1,369.727,13.421,119.819,111,
4912,1,373.058,13.352,119.888,112,
4914,1,376.389,13.352,119.888,113,
4916,1,379.720,13.628,119.612,114,
4918,1,383.051,13.628,119.612,115,
4920,1,386.381,13.628,119.612,116,
4922,1,389.712,13.628,119.612,117,
4924,1,393.043,13.628,119.957,118,
4926,1,396.374,13.628,119.957,119,
4928,1,399.705,13.628,119.957,120,
4930,1,403.036,13.628,119.957,121,
4932,1,406.367,13.628,119.957,122,
4934,1,409.698,13.628,119.957,123,
4938,1,413.028,13.628,119.957,124,
4940,1,416.359,13.559,119.888,125,
4942,1,419.690,13.559,119.888,126,
4944,1,423.021,13.421,119.543,127,
4946,1,426.352,13.421,119.543,128,
4948,1,429.683,13.421,119.543,129,
4950,1,433.014,13.421,119.543,130,
4955,1,436.345,13.628,119.888,131,
4957,1,439.675,13.628,119.888,132,
4959,1,443.006,13.628,119.888,133,
4961,1,446.337,13.628,119.888,134,
4963,1,449.668,13.628,119.888,135,
4965,1,452.999,13.628,119.888,136,
4967,1,456.330,13.628,119.888,137,
4969,1,459.661,13.628,119.888,138,
4971,1,462.992,13.628,119.888,139,
4973,1,466.322,13.766,120.095,140,
4975,1,469.653,13.628,119.681,141,
4977,1,472.984,13.628,119.957,142,
4979,1,476.315,13.628,119.957,143,
4981,1,479.646,13.628,119.957,144,
4983,1,482.977,13.628,119.957,145,
4985,1,486.308,13.628,119.957,146,
4987,1,489.639,13.628,119.957,147,
4989,1,492.969,13.628,119.612,148,
4991,1,496.300,13.628,119.612,149,
4993,1,499.631,13.697,119.819,150,
4995,1,502.962,13.697,119.819,151,
4997,1,506.293,13.697,119.819,152,
4999,1,509.624,13.421,119.750,153,
5001,1,512.955,13.559,119.543,154,
5003,1,516.286,13.559,119.543,155,
5005,1,519.616,13.559,119.543,156,
5007,1,522.947,13.559,119.543,157,
5009,1,526.278,13.559,119.888,158,
5011,1,529.609,13.559,119.888,159,
5013,1,532.940,13.559,119.888,160,
5015,1,536.271,13.559,119.888,161,
5017,1,539.602,13.559,119.888,162,
5019,1,542.933,13.559,119.888,163,
5021,1,546.263,13.559,119.888,164,
5023,1,549.594,13.559,119.888,165,
5025,1,552.925,13.559,119.888,166,
5027,1,556.256,13.559,119.888,167,
5029,1,559.587,13.559,119.888,168,
5031,1,562.918,13.559,119.888,169,
5033,1,566.249,13.559,119.888,170,
5035,1,569.580,13.559,119.888,171,
5037,1,572.910,13.559,119.888,172,
5039,1,576.241,13.559,119.888,173,
5041,1,579.572,13.628,120.302,174,
5043,1,582.903,13.697,121.061,175,
5045,1,586.234,13.697,120.785,176,
5047,1,589.565,13.697,120.785,177,
5049,1,592.896,13.697,120.785,178,
5051,1,596.227,13.697,120.785,179,
5053,1,599.557,13.697,120.785,180,
5055,1,602.888,13.904,121.337,181,
5057,1,606.219,13.904,121.820,182,
5059,1,609.550,13.904,121.820,183,
5061,1,612.881,13.628,120.992,184,
5063,1,616.212,13.697,120.716,185,
5065,1,619.543,13.697,120.509,186,
5067,1,622.874,13.628,120.371,187,
5069,1,626.204,13.559,120.026,188,
5071,1,629.535,13.559,120.026,189,
5073,1,632.866,13.559,120.026,190,
5075,1,636.197,13.559,120.026,191,
5077,1,639.528,13.559,120.026,192,
5079,1,642.859,13.559,120.026,193,
5081,1,646.190,13.490,119.681,194,
5083,1,649.521,13.628,119.750,195,
5085,1,652.851,13.628,120.164,196,
5087,1,656.182,13.559,119.957,197,
5089,1,659.513,13.559,119.957,198,
5091,1,662.844,13.559,119.957,199,
5094,2,0.000,143.779,43.830,0,
5096,2,3.331,143.658,43.470,1,
5098,2,6.662,143.348,42.849,2,
5100,2,9.993,142.313,42.125,3,
5102,2,13.323,141.795,41.711,4,
5104,2,16.654,141.795,41.711,5,
5106,2,19.985,140.760,41.504,6,
5108,2,23.316,140.760,41.504,7,
5110,2,26.647,140.450,41.400,8,
5112,2,29.978,140.139,41.090,9,
5114,2,33.309,139.518,40.883,10,
5116,2,36.640,139.518,40.883,11,
5118,2,39.970,139.518,40.883,12,
5120,2,43.301,139.415,40.883,13,
5122,2,46.632,140.760,40.779,14,
5124,2,49.963,139.932,40.883,15,
5126,2,53.294,139.932,40.883,16,
5128,2,56.625,138.897,40.676,17,
5130,2,59.956,138.483,40.365,18,
5132,2,63.287,138.069,40.262,19,
5134,2,66.617,137.552,40.262,20,
5136,2,69.948,136.586,40.124,21,
5138,2,73.279,135.965,40.193,22,
5140,2,76.610,134.999,40.193,23,
5142,2,79.941,135.482,40.193,24,
5144,2,83.272,134.309,39.986,25,
5146,2,86.603,133.481,39.986,26,
5148,2,89.934,132.860,39.848,27,
5150,2,93.264,132.860,39.848,28,
5152,2,96.595,132.860,39.848,29,
5154,2,99.926,132.860,39.848,30,
5156,2,103.257,132.860,39.848,31,
5158,2,106.588,132.860,39.848,32,
5160,2,109.919,133.205,39.917,33,
5162,2,113.250,133.343,40.055,34,
5164,2,116.581,132.929,40.055,35,
5166,2,119.911,132.584,39.848,36,
5168,2,123.242,133.274,39.917,37,
5170,2,126.573,133.136,39.503,38,
5172,2,129.904,132.722,39.917,39,
5174,2,133.235,132.308,40.124,40,
5176,2,136.566,131.549,40.469,41,
5178,2,139.897,131.411,40.952,42,
5180,2,143.228,131.894,40.745,43,
5182,2,146.558,131.273,40.676,44,
5184,2,149.889,131.273,40.676,45,
5186,2,153.220,130.928,40.814,46,
5188,2,156.551,130.307,40.883,47,
5190,2,159.882,129.824,40.607,48,
5192,2,163.213,129.479,40.814,49,
5194,2,166.544,129.410,40.745,50,
5196,2,169.875,129.479,40.745,51,
5198,2,173.205,129.548,40.538,52,
5200,2,176.536,129.065,41.228,53,
5205,2,179.867,129.341,41.021,54,
5208,2,183.198,129.341,41.159,55,
5210,2,186.529,129.341,41.159,56,
5212,2,189.860,129.341,41.159,57,
5214,2,193.191,129.134,41.435,58,
5216,2,196.522,128.927,41.642,59,
5218,2,199.852,128.720,41.780,60,
5220,2,203.183,128.651,42.194,61,
5222,2,206.514,128.651,42.194,62,
5224,2,209.845,128.375,42.608,63,
5226,2,213.176,128.375,42.401,64,
5228,2,216.507,128.754,42.073,65,
5230,2,219.838,128.754,42.073,66,
5232,2,223.169,128.599,42.125,67,
5234,2,226.499,128.599,42.021,68,
5236,2,229.830,128.599,42.125,69,
5238,2,233.161,128.806,42.073,70,
5240,2,236.492,128.806,42.073,71,
5242,2,239.823,128.806,42.073,72,
5244,2,243.154,128.806,42.073,73,
5246,2,246.485,128.754,42.021,74,
5248,2,249.816,128.754,42.021,75,
5250,2,253.146,128.702,41.762,76,
5252,2,256.477,128.754,41.866,77,
5254,2,259.808,128.754,41.969,78,
5256,2,263.139,128.651,42.228,79,
5258,2,266.470,128.495,42.021,80,
5260,2,269.801,128.754,41.762,81,
5262,2,273.132,128.754,41.762,82,
5264,2,276.463,128.909,41.762,83,
5266,2,279.793,128.651,41.969,84,
5268,2,283.124,128.340,42.073,85,
5270,2,286.455,128.444,42.125,86,
5272,2,289.786,128.340,42.539,87,
5274,2,293.117,128.340,42.539,88,
5276,2,296.448,128.340,42.539,89,
5278,2,299.779,128.340,42.539,90,
5280,2,303.110,128.340,42.539,91,
5282,2,306.440,128.340,42.539,92,
5284,2,309.771,128.340,42.539,93,
5286,2,313.102,128.702,42.125,94,
5288,2,316.433,128.702,42.125,95,
5290,2,319.764,129.272,41.711,96,
5292,2,323.095,128.754,42.073,97,
5294,2,326.426,128.754,42.073,98,
5296,2,329.757,128.651,41.659,99,
5298,2,333.087,128.909,41.659,100,
5300,2,336.418,128.651,42.073,101,
5302,2,339.749,128.651,42.176,102,
5304,2,343.080,127.823,42.797,103,
5306,2,346.411,127.823,42.797,104,
5308,2,349.742,127.823,42.797,105,
5310,2,353.073,127.667,43.211,106,
5312,2,356.404,127.512,43.677,107,
5314,2,359.734,127.512,44.039,108,
5316,2,363.065,127.512,44.039,109,
5318,2,366.396,127.357,44.298,110,
5320,2,369.727,126.374,46.006,111,
5322,2,373.058,126.218,46.265,112,
5324,2,376.389,125.856,46.989,113,
5326,2,379.720,125.856,46.989,114,
5328,2,383.051,125.856,46.989,115,
5330,2,386.381,125.546,47.144,116,
5332,2,389.712,125.546,47.144,117,
5334,2,393.043,125.339,46.937,118,
5336,2,396.374,125.442,46.782,119,
5338,2,399.705,125.494,46.886,120,
5340,2,403.036,125.804,47.041,121,
5342,2,406.367,125.804,47.041,122,
5344,2,409.698,125.804,47.351,123,
5346,2,413.028,125.753,47.144,124,
5348,2,416.359,125.649,47.507,125,
5350,2,419.690,125.649,47.507,126,
5352,2,423.021,125.494,48.024,127,
5354,2,426.352,125.494,48.386,128,
5356,2,429.683,125.494,48.386,129,
5358,2,433.014,125.494,48.179,130,
5360,2,436.345,125.494,48.179,131,
5362,2,439.675,125.494,48.179,132,
5364,2,443.006,125.494,48.179,133,
5366,2,446.337,125.494,48.179,134,
5368,2,449.668,125.494,47.403,135,
5370,2,452.999,125.494,47.403,136,
5372,2,456.330,125.494,47.558,137,
5374,2,459.661,125.390,47.507,138,
5376,2,462.992,125.597,47.662,139,
5378,2,466.322,125.494,47.248,140,
5380,2,469.653,125.494,47.248,141,
5382,2,472.984,125.494,47.248,142,
5384,2,476.315,125.494,47.558,143,
5386,2,479.646,125.494,47.765,144,
5388,2,482.977,125.494,47.765,145,
5390,2,486.308,125.494,47.765,146,
5392,2,489.639,125.494,47.765,147,
5394,2,492.969,125.494,47.765,148,
5396,2,496.300,125.494,47.765,149,
5398,2,499.631,125.494,47.765,150,
5400,2,502.962,125.494,47.765,151,
5402,2,506.293,125.494,47.507,152,
5404,2,509.624,125.494,47.507,153,
5406,2,512.955,125.183,47.300,154,
5408,2,516.286,125.183,47.300,155,
5410,2,519.616,125.235,47.610,156,
5412,2,522.947,125.028,48.283,157,
5414,2,526.278,125.028,48.283,158,
5416,2,529.609,125.028,48.542,159,
5418,2,532.940,125.028,48.956,160,
5420,2,536.271,124.873,48.697,161,
5422,2,539.602,125.028,49.007,162,
5424,2,542.933,124.925,49.577,163,
5426,2,546.263,124.718,49.887,164,
5428,2,549.594,124.718,50.922,165,
5430,2,552.925,124.666,50.870,166,
5432,2,556.256,124.769,51.491,167,
5434,2,559.587,124.769,51.957,168,
5436,2,562.918,124.769,52.578,169,
5438,2,566.249,124.769,52.733,170,
5440,2,569.580,124.769,53.872,171,
5442,2,572.910,124.873,55.010,172,
5444,2,576.241,125.028,54.855,173,
5446,2,579.572,125.028,55.373,174,
5448,2,582.903,125.287,55.994,175,
5450,2,586.234,125.287,55.994,176,
5452,2,589.565,125.287,55.994,177,
5454,2,592.896,125.494,56.873,178,
5456,2,596.227,125.804,57.391,179,
5458,2,599.557,125.908,57.546,180,
5465,2,602.888,125.753,57.598,181,
5467,2,606.219,125.753,57.391,182,
5469,2,609.550,125.339,57.494,183,
5473,2,612.881,124.821,57.443,184,
5475,2,616.212,124.821,57.443,185,
5477,2,619.543,124.821,57.443,186,
5479,2,622.874,124.821,57.443,187,
5481,2,626.204,124.821,57.443,188,
5483,2,629.535,124.821,57.443,189,
5485,2,632.866,124.821,57.443,190,
5487,2,636.197,124.821,57.443,191,
5489,2,639.528,124.821,57.443,192,
5491,2,642.859,124.821,57.443,193,
5495,2,646.190,124.821,57.443,194,
5493,2,649.521,124.821,57.443,195,
5498,2,652.851,124.200,56.873,196,
5500,2,656.182,124.200,56.873,197,
5502,2,659.513,124.200,56.615,198,
5504,2,662.844,124.304,56.149,199,
7568,3,0.000,87.251,86.216,0,
7738,3,3.331,87.147,86.112,1,
7742,3,6.662,87.147,86.112,2,
7746,3,9.993,87.147,86.112,3,
7748,3,13.323,86.837,86.009,4,
7750,3,16.654,86.837,86.009,5,
7752,3,19.985,86.837,86.009,6,
7754,3,23.316,86.837,86.009,7,
7756,3,26.647,86.837,86.009,8,
7758,3,29.978,86.837,86.009,9,
7760,3,33.309,86.940,86.112,10,
7762,3,36.640,86.940,86.319,11,
7764,3,39.970,86.837,85.905,12,
7766,3,43.301,86.837,86.216,13,
7768,3,46.632,86.837,86.009,14,
7770,3,49.963,87.044,86.216,15,
7772,3,53.294,87.044,86.216,16,
7774,3,56.625,86.940,86.112,17,
7776,3,59.956,87.044,86.319,18,
7778,3,63.287,87.044,86.319,19,
7780,3,66.617,86.733,86.112,20,
7782,3,69.948,86.733,86.009,21,
7784,3,73.279,86.837,86.009,22,
7786,3,76.610,86.940,86.216,23,
7788,3,79.941,87.251,86.423,24,
7790,3,83.272,87.147,86.630,25,
7792,3,86.603,87.147,86.630,26,
7794,3,89.934,89.010,88.079,27,
7796,3,93.264,88.596,87.975,28,
7798,3,96.595,88.182,87.044,29,
7800,3,99.926,87.768,86.837,30,
7802,3,103.257,88.907,87.872,31,
7804,3,106.588,88.389,87.665,32,
7806,3,109.919,89.114,87.975,33,
7808,3,113.250,88.596,87.768,34,
7810,3,116.581,88.596,87.768,35,
7812,3,119.911,88.596,87.768,36,
7814,3,123.242,88.803,87.872,37,
7816,3,126.573,88.596,87.665,38,
7818,3,129.904,87.768,86.940,39,
7820,3,133.235,87.458,86.526,40,
7822,3,136.566,86.940,85.905,41,
7824,3,139.897,86.940,85.905,42,
7826,3,143.228,86.940,85.905,43,
7828,3,146.558,86.940,85.905,44,
7830,3,149.889,86.940,85.905,45,
7832,3,153.220,86.940,85.905,46,
7834,3,156.551,86.940,85.905,47,
7836,3,159.882,86.940,85.905,48,
7838,3,163.213,86.423,85.284,49,
7840,3,166.544,86.423,85.284,50,
7842,3,169.875,86.423,85.284,51,
7846,3,173.205,86.423,85.284,52,
7848,3,176.536,86.319,84.870,53,
7850,3,179.867,86.216,84.353,54,
7852,3,183.198,85.905,84.353,55,
7854,3,186.529,85.905,84.353,56,
7856,3,189.860,85.905,84.353,57,
7858,3,193.191,85.802,83.732,58,
7860,3,196.522,85.388,82.800,59,
7862,3,199.852,85.388,82.386,60,
7864,3,203.183,85.388,82.179,61,
9867,3,206.514,85.388,81.662,62,
10088,3,209.845,85.284,80.420,63,
10091,3,213.176,85.181,80.109,64,
10094,3,216.507,85.077,79.592,65,
10096,3,219.838,85.181,78.867,66,
10098,3,223.169,85.181,78.867,67,
10100,3,226.499,85.181,78.867,68,
10102,3,229.830,85.181,78.867,69,
10104,3,233.161,85.181,78.557,70,
10106,3,236.492,85.181,78.557,71,
10108,3,239.823,85.181,78.557,72,
10110,3,243.154,85.077,78.350,73,
10112,3,246.485,85.284,79.074,74,
10114,3,249.816,84.870,78.453,75,
10116,3,253.146,84.870,78.453,76,
10118,3,256.477,84.870,77.522,77,
10120,3,259.808,84.560,77.004,78,
10122,3,263.139,84.560,77.004,79,
10124,3,266.470,84.456,76.280,80,
10126,3,269.801,84.456,76.280,81,
10128,3,273.132,84.456,76.280,82,
10130,3,276.463,84.456,76.280,83,
10132,3,279.793,84.456,76.280,84,
10134,3,283.124,84.456,76.590,85,
10136,3,286.455,84.456,76.383,86,
10138,3,289.786,84.456,76.383,87,
10140,3,293.117,84.353,76.487,88,
10142,3,296.448,84.560,76.176,89,
10144,3,299.779,84.560,76.176,90,
10146,3,303.110,84.663,76.280,91,
10148,3,306.440,84.663,76.280,92,
10150,3,309.771,84.663,76.280,93,
10152,3,313.102,84.663,76.280,94,
10154,3,316.433,84.663,76.280,95,
