spot ID,Track ID,x (micron),y (micron),T (sec),Frame,vx,vy,speed,smooth avg speed normed max,smooth avg speed non normed
2149,0,100.757,102.569,146.558,44,0.17061469265367396,-0.605097451274363,0.6286909406759713,0.9480021221592194,0.4386369383560847
2151,0,100.757,102.569,149.889,45,0.0,0.0,0.0,0.0,0.0
2153,0,101.068,102.103,153.22,46,0.09325337331334119,-0.1397301349325362,0.16799018495906878,0.0,0.0
2155,0,101.482,101.223,156.551,47,0.1241379310344832,-0.2638680659670151,0.29161032587803737,0.4783519087160341,0.22133158965729638
2157,0,101.275,102.051,159.882,48,-0.06206896551723947,0.2482758620689664,0.2559169009004069,0.5904118167286649,0.27318127840184264
2159,0,101.275,101.482,163.213,49,0.0,-0.17061469265367396,0.17061469265367396,0.45160818652915946,0.20895737218869226
2161,0,101.275,101.482,166.544,50,0.0,0.0,0.0,0.0,0.0
2163,0,101.223,100.809,169.875,51,-0.015592203898052985,-0.20179910044977567,0.20240057748123425,0.0,0.0
2165,0,101.327,100.343,173.205,52,0.03118440779610171,-0.13973013493253192,0.14316765660531414,0.3679022465661213,0.17022695548458422
2167,0,101.327,100.343,176.536,53,0.0,0.0,0.0,0.0,0.0
2169,0,101.12,101.637,179.867,54,-0.06206896551723947,0.38800599700149835,0.3929391940103545,0.0,0.0
2171,0,101.275,101.741,183.198,55,0.046476761619190746,0.03118440779610171,0.05596924745072646,0.320509950235576,0.148298722120774
2173,0,101.068,101.999,186.529,56,-0.06206896551724373,0.07736131934032851,0.09918331619005828,0.16102679689969818,0.07450648003244427
2175,0,101.327,101.534,189.86,57,0.07766116941529246,-0.13943028485756798,0.15959969163633525,0.2719189310731811,0.12581584430985804
2177,0,101.378,101.12,193.191,58,0.015292353823089036,-0.1241379310344832,0.1250763047382383,0.3053568401825634,0.14128743633895807
2179,0,101.223,101.275,196.522,59,-0.046476761619190746,0.046476761619190746,0.06572806661704088,0.19595983171554612,0.09066986097953517
2181,0,100.964,102.465,199.852,60,-0.07766116941529246,0.35682158920539664,0.3651751685944919,0.3348344664579234,0.15492662072177232
2183,0,100.964,102.62,203.183,61,0.0,0.046476761619190746,0.046476761619190746,0.28156110254785793,0.1302772399923102
2185,0,101.12,102.206,206.514,62,0.046776611694154695,-0.1241379310344832,0.13265849887251038,0.16970302244394772,0.07852093624542024
2187,0,101.12,102.051,209.845,63,0.0,-0.046476761619190746,0.046476761619190746,0.16970302244394772,0.07852093624542024
2189,0,101.12,102.051,213.176,64,0.0,0.0,0.0,0.0,0.0
2191,0,101.12,102.051,216.507,65,0.0,0.0,0.0,0.0,0.0
2193,0,101.741,101.016,219.838,66,0.18620689655172268,-0.31034482758620585,0.3619211520938446,0.0,0.0
2195,0,101.741,101.016,223.169,67,0.0,0.0,0.0,0.0,0.0
2197,0,101.741,100.964,226.499,68,0.0,-0.015592203898052985,0.015592203898052985,0.0,0.0
2199,0,101.585,100.499,229.83,69,-0.046776611694154695,-0.13943028485757225,0.14706752101347692,0.10349425595849451,0.04788639446046574
2201,0,101.741,100.136,233.161,70,0.046776611694154695,-0.10884557721139416,0.11847114028347705,0.2852783265407902,0.131997185247
2203,0,101.741,99.205,236.492,71,0.0,-0.27916041979010414,0.27916041979010414,0.39304050906454174,0.18185833292579082
2205,0,101.43,98.584,239.823,72,-0.09325337331334119,-0.18620689655172268,0.2082527309730687,0.5211063700068058,0.241113914573335
2207,0,101.482,98.066,243.154,73,0.015592203898048725,-0.1553223388305849,0.15610299728769256,0.389677276827236,0.18030217829589168
2209,0,101.378,97.652,246.485,74,-0.03118440779610171,-0.1241379310344832,0.12799489525412988,0.3054963695646677,0.1413519960477882
2211,0,101.171,96.41,249.816,75,-0.06206896551723947,-0.37241379310344963,0.3775507777426491,0.47510337686463083,0.21982850645511295
2213,0,101.327,96.048,253.146,76,0.046776611694150434,-0.10854572713643022,0.1181957117714585,0.4565545263008126,0.21124602459019234
2215,0,101.275,96.566,256.477,77,-0.015592203898048725,0.1553223388305849,0.15610299728769256,0.2935692674164155,0.13583337172461293
2217,0,101.275,96.566,259.808,78,0.0,0.0,0.0,0.0,0.0
2219,0,101.275,96.566,263.139,79,0.0,0.0,0.0,0.0,0.0
2221,0,101.275,96.566,266.47,80,0.0,0.0,0.0,0.0,0.0
2223,0,101.275,96.566,269.801,81,0.0,0.0,0.0,0.0,0.0
2225,0,101.12,96.462,273.132,82,-0.046476761619190746,-0.03118440779610171,0.05596924745072646,0.0,0.0
2227,0,101.068,95.738,276.463,83,-0.015592203898052985,-0.2170914542728647,0.21765067502929036,0.23853870157893692,0.11037094041699565
2229,0,101.12,95.427,279.793,84,0.015592203898052985,-0.09325337331334119,0.09454791619446634,0.31003455287510123,0.14345179602339725
2231,0,101.12,95.427,283.124,85,0.0,0.0,0.0,0.0,0.0
2233,0,101.12,95.427,286.455,86,0.0,0.0,0.0,0.0,0.0
2235,0,101.223,95.168,289.786,87,0.03088455772113776,-0.07766116941529246,0.08357698930077015,0.0,0.0
2237,0,101.223,95.168,293.117,88,0.0,0.0,0.0,0.0,0.0
2239,0,100.964,93.719,296.448,89,-0.07766116941529246,-0.43448275862069335,0.44136892139524103,0.0,0.0
2241,0,101.051,93.116,299.779,90,0.026086956521740118,-0.18080959520239714,0.18268179717153507,0.6136950501224577,0.2839543410059875
2243,0,101.12,93.047,303.11,91,0.020689655172414577,-0.020689655172414577,0.02925959094565135,0.15801047217142222,0.07311083817366318
2245,0,101.223,92.909,306.44,92,0.03088455772113776,-0.04137931034482489,0.05163432221152537,0.08400545209323666,0.03886899981560102
2247,0,101.223,92.909,309.771,93,0.0,0.0,0.0,0.0,0.0
2249,0,101.223,92.909,313.102,94,0.0,0.0,0.0,0.0,0.0
2251,0,101.223,92.909,316.433,95,0.0,0.0,0.0,0.0,0.0
2253,0,101.361,92.978,319.764,96,0.041379310344829154,0.020689655172410316,0.04626347539654722,0.0,0.0
2255,0,101.361,93.185,323.095,97,0.0,0.06206896551724373,0.06206896551724373,0.11581384728106317,0.05358662201609785
2257,0,101.051,92.805,326.426,98,-0.09295352323838149,-0.11394302848575576,0.14704887358607707,0.2064772525103566,0.09553623115846548
2259,0,100.602,92.598,329.757,99,-0.13463268365817033,-0.06206896551724373,0.14825152946725964,0.3191056915449338,0.14764897702176485
2261,0,100.602,92.598,333.087,100,0.0,0.0,0.0,0.0,0.0
2263,0,100.602,92.598,336.418,101,0.0,0.0,0.0,0.0,0.0
2265,0,100.223,92.046,339.749,102,-0.11364317841079608,-0.1655172413793081,0.20077532017935912,0.0,0.0
2267,0,99.947,91.598,343.08,103,-0.08275862068965405,-0.13433283358321066,0.1577792745481757,0.3846663964346691,0.17798366319715128
2269,0,99.464,91.322,346.411,104,-0.14482758620689778,-0.08275862068965405,0.16680533272341877,0.35061787302559183,0.16222954227842748
2271,0,99.464,91.322,349.742,105,0.0,0.0,0.0,0.0,0.0
2273,0,99.464,91.322,353.073,106,0.0,0.0,0.0,0.0,0.0
2275,0,99.326,91.149,356.404,107,-0.041379310344829154,-0.05187406296851629,0.06635635413037155,0.0,0.0
2277,0,99.326,91.149,359.734,108,0.0,0.0,0.0,0.0,0.0
2279,0,99.326,91.149,363.065,109,0.0,0.0,0.0,0.0,0.0
2281,0,98.912,90.77,366.396,110,-0.12413793103447894,-0.11364317841079608,0.16830032062010183,0.0,0.0
2283,0,98.912,90.77,369.727,111,0.0,0.0,0.0,0.0,0.0
2285,0,98.567,90.77,373.058,112,-0.10344827586207289,0.0,0.10344827586207289,0.0,0.0
2287,0,97.635,90.425,376.389,113,-0.27946026986506384,-0.10344827586206863,0.2979925975790153,0.37946215986450244,0.17557568293818382
2289,0,97.187,90.045,379.72,114,-0.13433283358321066,-0.11394302848575576,0.17614858477717132,0.49516099287033905,0.2291090882911821
2291,0,96.635,90.011,383.051,115,-0.1655172413793081,-0.010194902548727444,0.1658309175992046,0.36938260440675624,0.17091191136781428
2293,0,96.014,89.976,386.381,116,-0.18620689655172692,-0.010494752623687133,0.18650240790954395,0.3800835568190698,0.17586320092077484
2295,0,95.358,90.149,389.712,117,-0.1967016491754098,0.05187406296851629,0.20342678583998616,0.4209692738653834,0.19478086505726516
2297,0,95.082,90.425,393.043,118,-0.08275862068965831,0.08275862068965405,0.11703836378260239,0.33348192321031694,0.15430080415949182
2299,0,94.289,90.218,396.374,119,-0.237781109445275,-0.06206896551723947,0.24574867749268992,0.3665336262090067,0.16959370010552535
2301,0,93.599,90.804,399.705,120,-0.20689655172413726,0.17571214392803555,0.27144233391113715,0.5581982788468433,0.25827619823396636
2303,0,93.288,91.08,403.036,121,-0.09325337331334545,0.08275862068965405,0.1246803149369306,0.3975958509051661,0.18396607208737176
2305,0,93.081,91.425,406.367,122,-0.06206896551723947,0.10344827586206863,0.1206403840312808,0.26506318295147413,0.12264371600343958
2307,0,92.978,91.563,409.698,123,-0.03088455772114202,0.041379310344829154,0.05163432221153134,0.17057669823976088,0.07892518267824303
2309,0,92.943,91.977,413.028,124,-0.010494752623687133,0.1241379310344832,0.12458075996779959,0.17334001753701633,0.08020375989649618
2311,0,92.943,91.977,416.359,125,0.0,0.0,0.0,0.0,0.0
2313,0,92.667,93.564,419.69,126,-0.08275862068965405,0.475862068965514,0.48300486330739323,0.0,0.0
2315,0,92.667,93.564,423.021,127,0.0,0.0,0.0,0.0,0.0
2317,0,92.771,93.564,426.352,128,0.03118440779610171,0.0,0.03118440779610171,0.0,0.0
2319,0,92.771,94.22,429.683,129,0.0,0.19670164917541408,0.19670164917541408,0.1692687780570645,0.0783200130365914
2321,0,92.805,95.013,433.014,130,0.010194902548727444,0.23778110944527928,0.23799956312356108,0.4676233496367173,0.21636752660561734
2323,0,92.84,95.427,436.345,131,0.010494752623687133,0.1241379310344832,0.12458075996779959,0.37214970222281263,0.1721922368921942
2325,0,92.909,95.738,439.675,132,0.020689655172414577,0.09325337331334119,0.09552095825247355,0.2357647817258373,0.10908745836229576
2327,0,92.909,95.738,443.006,133,0.0,0.0,0.0,0.0,0.0
2329,0,92.909,95.772,446.337,134,0.0,0.010194902548727444,0.010194902548727444,0.0,0.0
2331,0,92.978,96.635,449.668,135,0.020689655172410316,0.25877061469265356,0.2595964037878164,0.1111846884058774,0.05144472799633494
2333,0,92.978,96.842,452.999,136,0.0,0.06206896551723947,0.06206896551723947,0.27434098746618135,0.12693652049392778
2335,0,92.943,96.738,456.33,137,-0.010494752623687133,-0.03118440779610171,0.03290299564212895,0.09766952633877564,0.045191314452283665
2337,0,92.943,97.221,459.661,138,0.0,0.14482758620689778,0.14482758620689778,0.1491926658459771,0.06903087307738193
2339,0,92.943,97.221,462.992,139,0.0,0.0,0.0,0.0,0.0
2341,0,92.943,97.497,466.322,140,0.0,0.08275862068965405,0.08275862068965405,0.0,0.0
2343,0,93.012,98.187,469.653,141,0.020689655172414577,0.20689655172413726,0.20792846112663851,0.28350955451739757,0.13117878122990376
2345,0,93.012,98.187,472.984,142,0.0,0.0,0.0,0.0,0.0
2347,0,93.012,98.394,476.315,143,0.0,0.06206896551724373,0.06206896551724373,0.0,0.0
2349,0,93.012,98.394,479.646,144,0.0,0.0,0.0,0.0,0.0
2351,0,93.012,98.394,482.977,145,0.0,0.0,0.0,0.0,0.0
2353,0,93.081,98.808,486.308,146,0.020689655172414577,0.1241379310344832,0.12585025924754994,0.0,0.0
2355,0,93.116,99.188,489.639,147,0.010494752623687133,0.11394302848575576,0.11442531875917208,0.2593535701644689,0.12000190011131219
2357,0,93.116,99.188,492.969,148,0.0,0.0,0.0,0.0,0.0
2359,0,93.116,99.188,496.3,149,0.0,0.0,0.0,0.0,0.0
2361,0,93.116,99.188,499.631,150,0.0,0.0,0.0,0.0,0.0
2363,0,93.116,99.188,502.962,151,0.0,0.0,0.0,0.0,0.0
2365,0,93.116,99.188,506.293,152,0.0,0.0,0.0,0.0,0.0
2367,0,93.185,98.877,509.624,153,0.020689655172414577,-0.09325337331334545,0.09552095825247771,0.0,0.0
2369,0,93.185,98.877,512.955,154,0.0,0.0,0.0,0.0,0.0
2371,0,93.185,98.877,516.286,155,0.0,0.0,0.0,0.0,0.0
2373,0,93.081,98.36,519.616,156,-0.03118440779610171,-0.15502248875562097,0.1581279207147814,0.0,0.0
2375,0,93.081,98.498,522.947,157,0.0,0.041379310344829154,0.041379310344829154,0.1748235811301909,0.08089019906910527
2377,0,93.116,98.774,526.278,158,0.010494752623687133,0.08275862068965405,0.08342139492412257,0.12697974653774252,0.05875304068696209
2379,0,93.116,98.774,529.609,159,0.0,0.0,0.0,0.0,0.0
2381,0,93.116,98.774,532.94,160,0.0,0.0,0.0,0.0,0.0
2383,0,93.116,98.774,536.271,161,0.0,0.0,0.0,0.0,0.0
2385,0,93.116,98.946,539.602,162,0.0,0.05157421289355234,0.05157421289355234,0.0,0.0
2387,0,93.116,99.05,542.933,163,0.0,0.03118440779610171,0.03118440779610171,0.08667406449058031,0.04010375651526304
2389,0,93.116,99.05,546.263,164,0.0,0.0,0.0,0.0,0.0
2391,0,93.219,98.567,549.594,165,0.03088455772113776,-0.14482758620689778,0.14808404921579738,0.0,0.0
2393,0,93.15,98.222,552.925,166,-0.020689655172410316,-0.10344827586206863,0.10549695545364282,0.27013335461809307,0.1249896649468028
2395,0,93.116,98.015,556.256,167,-0.010194902548727444,-0.06206896551723947,0.06290065594537399,0.17605633564976794,0.08146058984732453
2397,0,93.185,98.015,559.587,168,0.020689655172414577,0.0,0.020689655172414577,0.07796655075467539,0.03607482337626169
2399,0,93.185,98.015,562.918,169,0.0,0.0,0.0,0.0,0.0
2401,0,93.185,97.842,566.249,170,0.0,-0.05187406296851629,0.05187406296851629,0.0,0.0
2403,0,93.185,97.842,569.58,171,0.0,0.0,0.0,0.0,0.0
2405,0,93.081,97.601,572.91,172,-0.03118440779610171,-0.07226386806596692,0.07870536142759935,0.0,0.0
2407,0,93.081,97.601,576.241,173,0.0,0.0,0.0,0.0,0.0
2409,0,92.909,97.428,579.572,174,-0.05157421289355234,-0.05187406296851629,0.07314928464756885,0.0,0.0
2411,0,92.909,97.601,582.903,175,0.0,0.05187406296851629,0.05187406296851629,0.1331325596891318,0.0615999236842864
2413,0,92.529,97.704,586.234,176,-0.11394302848576002,0.03088455772113776,0.11805451980393215,0.16912996146875886,0.07825578313471235
2415,0,92.805,98.084,589.565,177,0.08275862068965831,0.11394302848576002,0.140826144728035,0.27866797554520806,0.12893860124767612
2417,0,93.047,98.015,592.896,178,0.0725637181409266,-0.020689655172414577,0.07545564936828296,0.22278791728642217,0.1030831130616731
2419,0,92.874,98.084,596.227,179,-0.05187406296851629,0.020689655172414577,0.05584783111290011,0.14029853763740205,0.06491559413911326
2421,0,92.495,97.98,599.557,180,-0.11364317841079181,-0.03118440779610171,0.1178441313299081,0.1753320228991324,0.08112545312144104
2423,0,92.391,98.222,602.888,181,-0.03118440779610171,0.0725637181409266,0.07898076018898152,0.20850608911946314,0.09647496605983501
2425,0,92.288,98.291,606.219,182,-0.03088455772114202,0.020689655172414577,0.03717415415021537,0.11710766197416993,0.05418526510192963
2427,0,92.495,98.532,609.55,183,0.06206896551724373,0.07226386806596692,0.09526081622701048,0.12861209271357638,0.059508320988734216
2429,0,92.633,98.877,612.881,184,0.04137931034482489,0.10344827586206863,0.1114172029062298,0.22265752788358317,0.10302278238612028
2431,0,92.598,98.394,616.212,185,-0.010494752623687133,-0.1448275862068935,0.14520733300748814,0.2748998533415945,0.12719510558652714
2433,0,92.391,98.187,619.543,186,-0.06206896551723947,-0.06206896551724373,0.08777877283695104,0.24400185888643147,0.11289872230598451
2435,0,92.391,97.946,622.874,187,0.0,-0.07226386806596692,0.07226386806596692,0.17213114698663426,0.0796444201390274
2437,0,92.391,97.946,626.204,188,0.0,0.0,0.0,0.0,0.0
2439,0,92.391,97.946,629.535,189,0.0,0.0,0.0,0.0,0.0
2441,0,92.46,97.946,632.866,190,0.020689655172410316,0.0,0.020689655172410316,0.0,0.0
2443,0,92.46,97.946,636.197,191,0.0,0.0,0.0,0.0,0.0
2445,0,92.46,97.946,639.528,192,0.0,0.0,0.0,0.0,0.0
2447,0,92.46,97.911,642.859,193,0.0,-0.010494752623687133,0.010494752623687133,0.0,0.0
2449,0,92.598,97.842,646.19,194,0.041379310344829154,-0.020689655172414577,0.046263475396549125,0.047622187252397835,0.02203460300978484
2451,0,92.426,97.704,649.521,195,-0.05157421289355234,-0.041379310344829154,0.06612221079337219,0.1195355043242582,0.055308618426106154
2453,0,92.426,97.704,652.851,196,0.0,0.0,0.0,0.0,0.0
2455,0,92.426,97.704,656.182,197,0.0,0.0,0.0,0.0,0.0
2457,0,92.46,97.98,659.513,198,0.010194902548723184,0.08275862068965831,0.08338420315882801,0.0,0.0
2459,0,92.564,97.98,662.844,199,0.03118440779610171,0.0,0.03118440779610171,0.11020841334165235,0.050993009276349685
4682,1,32.189,140.45,0.0,0,,,,0.0,0.0
4684,1,30.947,139.622,3.331,1,-0.3724137931034485,-0.24827586206895788,0.44758567557483603,,
4460,1,30.467,139.569,6.662,2,-0.14392803598200912,-0.015892053973021198,0.1448027517733,0.620995954548885,0.254581298365665
4689,1,30.533,139.208,9.993,3,0.019790104947526987,-0.10824587706146627,0.11004007522098574,0.3079116498604022,0.12623036757191058
4692,1,30.533,139.208,13.323,4,0.0,0.0,0.0,0.0,0.0
4696,1,29.705,138.794,16.654,5,-0.2482758620689664,-0.12413793103447894,0.2775808523792833,0.0,0.0
4698,1,29.291,138.587,19.985,6,-0.12413793103448213,-0.06206896551724799,0.13879042618964452,0.47878086071155956,0.19627930304493527
4700,1,29.291,138.587,23.316,7,0.0,0.0,0.0,0.0,0.0
4702,1,29.498,138.69,26.647,8,0.0620689655172416,0.03088455772114202,0.0693282942672837,0.0,0.0
4704,1,29.601,138.794,29.978,9,0.030884557721138826,0.03118440779610597,0.043889898555637956,0.1345549936234026,0.055161687813431684
4706,1,29.601,138.794,33.309,10,0.0,0.0,0.0,0.0,0.0
4708,1,29.601,138.794,36.64,11,0.0,0.0,0.0,0.0,0.0
4710,1,29.601,138.794,39.97,12,0.0,0.0,0.0,0.0,0.0
4712,1,29.601,138.794,43.301,13,0.0,0.0,0.0,0.0,0.0
4714,1,29.601,138.794,46.632,14,0.0,0.0,0.0,0.0,0.0
4716,1,29.601,138.794,49.963,15,0.0,0.0,0.0,0.0,0.0
4718,1,29.601,138.794,53.294,16,0.0,0.0,0.0,0.0,0.0
4720,1,29.601,138.794,56.625,17,0.0,0.0,0.0,0.0,0.0
4722,1,29.498,138.794,59.956,18,-0.030884557721138826,0.0,0.030884557721138826,0.0,0.0
4724,1,29.187,138.587,63.287,19,-0.09325337331334331,-0.06206896551724799,0.11202119493515096,0.14347725780023945,0.058819427581077444
4726,1,29.498,138.69,66.617,20,0.09325337331334331,0.03088455772114202,0.09823465549361042,0.2558849466135,0.10490168488845701
4728,1,29.498,138.69,69.948,21,0.0,0.0,0.0,0.0,0.0
4730,1,29.498,138.69,73.279,22,0.0,0.0,0.0,0.0,0.0
4732,1,28.566,138.173,76.61,23,-0.2794602698650681,-0.15502248875562097,0.31957786915405034,0.0,0.0
4734,1,27.738,137.862,79.941,24,-0.24827586206896535,-0.09325337331334545,0.2652114162708802,0.7101445029742816,0.2911283209981051
4736,1,27.014,137.414,83.272,25,-0.21709145427286364,-0.13433283358321066,0.2552920086818258,0.6347124125357549,0.2602044488188948
4738,1,26.669,137.276,86.603,26,-0.10344827586206863,-0.04137931034482063,0.11141720290622822,0.4113931062162816,0.1686532582894311
4740,1,25.979,137.138,89.934,27,-0.20689655172413832,-0.041379310344829154,0.21099391090728833,0.37400151437990187,0.15332433395758152
4742,1,25.358,136.862,93.264,28,-0.18620689655172373,-0.08275862068965831,0.20376947176129961,0.5057859892527451,0.2073502297332435
4744,1,25.358,136.862,96.595,29,0.0,0.0,0.0,0.0,0.0
4746,1,25.013,136.586,99.926,30,-0.10344827586206863,-0.08275862068964979,0.13247843249860702,0.0,0.0
4748,1,24.116,136.034,103.257,31,-0.2689655172413799,-0.16551724137931662,0.3158138797753227,0.4989424679104861,0.20454468400312506
4750,1,23.012,135.344,106.588,32,-0.33103448275862046,-0.20689655172413726,0.39037163305061756,0.8564795663881588,0.3511193244296647
4752,1,21.839,134.516,109.919,33,-0.351724137931035,-0.2482758620689664,0.43052383544865225,1.0,0.4099564522132878
4754,1,21.701,133.895,113.25,34,-0.041379310344827024,-0.1862068965517184,0.19074919566812298,0.6990242334624233,0.28656949476136806
4756,1,21.08,133.895,116.581,35,-0.18620689655172482,0.0,0.18620689655172482,0.45971800415690317,0.18846436200273753
4758,1,21.08,133.757,119.911,36,0.0,-0.041379310344829154,0.041379310344829154,0.21411731017538405,0.08777877283695255
4760,1,20.735,133.412,123.242,37,-0.10344827586206863,-0.10344827586206863,0.14629795472825075,0.18978986869510642,0.07780558123627156
4762,1,20.321,133.136,126.573,38,-0.12413793103448213,-0.08275862068965831,0.14919522519161457,0.36037849180284964,0.14773948795347167
4764,1,20.321,133.136,129.904,39,0.0,0.0,0.0,0.0,0.0
4766,1,20.045,132.791,133.235,40,-0.08275862068965512,-0.10344827586206863,0.13247843249861035,0.0,0.0
4768,1,20.045,132.791,136.566,41,0.0,0.0,0.0,0.0,0.0
4770,1,19.631,132.17,139.897,42,-0.1241379310344832,-0.18620689655172692,0.2237928377874226,0.0,0.0
4772,1,19.631,132.17,143.228,43,0.0,0.0,0.0,0.0,0.0
4774,1,19.148,131.687,146.558,44,-0.1448275862068967,-0.14482758620688926,0.20481713661954667,0.0,0.0
4776,1,18.872,131.48,149.889,45,-0.08275862068965512,-0.06206896551724799,0.10344827586207289,0.35506433206894694,0.1455609138824662
4778,1,18.32,130.928,153.22,46,-0.16551724137931023,-0.1655172413793081,0.23407672756520026,0.37957973739021206,0.1556111624725428
4780,1,17.837,130.652,156.551,47,-0.1448275862068967,-0.08275862068965831,0.16680533272341996,0.48199924503036096,0.19759870046212996
4782,1,17.699,130.721,159.882,48,-0.041379310344827024,0.020689655172418837,0.046263475396549125,0.21428233327295393,0.08784642512056555
4784,1,17.216,130.031,163.213,49,-0.1448275862068967,-0.20689655172413726,0.25254942653242096,0.2636662816513549,0.10809169339405895
4786,1,17.216,130.031,166.544,50,0.0,0.0,0.0,0.0,0.0
4788,1,16.94,129.341,169.875,51,-0.08275862068965512,-0.20689655172413726,0.22283440581246158,0.0,0.0
