Frame total,Track ID,Classification
200,0,Back
200,1,Leading_edge
200,2,Back
200,3,Leading_edge
200,5,Back
200,6,Back
200,7,Back
200,8,Back
200,40,Leading_edge
200,41,Leading_edge
200,42,Back
200,43,Back
200,44,Back
200,46,Leading_edge
200,47,Leading_edge
200,48,Leading_edge
200,50,Back
200,51,Leading_edge
200,52,Leading_edge
200,54,Back
184,55,Back
200,56,Leading_edge
200,57,Back
200,58,Back
200,59,Back
200,60,Back
200,61,Leading_edge
200,166,Leading_edge
