,spot ID,Track ID,T (sec),x (micron),y (micron),Frame,Ids,squared displacement,dt,vx,vy,speed
89,2239,0,296.448,100.964,93.719,89,,633.6470890000003,1.0,-0.07766116941529246,-0.43448275862069335,0.44136892139524103
90,2241,0,299.779,101.051,93.116,90,,662.0588290000001,1.0,0.026086956521740118,-0.18080959520239714,0.18268179717153507
91,2243,0,303.11,101.12,93.047,91,,666.9525850000002,1.0,0.020689655172414577,-0.020689655172414577,0.02925959094565135
92,2245,0,306.44,101.223,92.909,92,,675.8410639999997,1.0,0.03088455772113776,-0.04137931034482489,0.05163432221152537
93,2247,0,309.771,101.223,92.909,93,,675.8410639999997,1.0,0.0,0.0,0.0
94,2249,0,313.102,101.223,92.909,94,,675.8410639999997,1.0,0.0,0.0,0.0
95,2251,0,316.433,101.223,92.909,95,,675.8410639999997,1.0,0.0,0.0,0.0
96,2253,0,319.764,101.361,92.978,96,,676.5761210000003,1.0,0.041379310344829154,0.020689655172410316,0.04626347539654722
97,2255,0,323.095,101.361,93.185,97,,667.485716,1.0,0.0,0.06206896551724373,0.06206896551724373
98,2257,0,326.426,101.051,92.805,98,,675.7916559999998,1.0,-0.09295352323838149,-0.11394302848575576,0.14704887358607707
99,2259,0,329.757,100.602,92.598,99,,673.1449220000002,1.0,-0.13463268365817033,-0.06206896551724373,0.14825152946725964
100,2261,0,333.087,100.602,92.598,100,,673.1449220000002,1.0,0.0,0.0,0.0
101,2263,0,336.418,100.602,92.598,101,,673.1449220000002,1.0,0.0,0.0,0.0
102,2265,0,339.749,100.223,92.046,102,,688.4982129999996,1.0,-0.11364317841079608,-0.1655172413793081,0.20077532017935912
103,2267,0,343.08,99.947,91.598,103,,702.3984370000002,1.0,-0.08275862068965405,-0.13433283358321066,0.1577792745481757
104,2269,0,346.411,99.464,91.322,104,,703.7017779999999,1.0,-0.14482758620689778,-0.08275862068965405,0.16680533272341877
105,2271,0,349.742,99.464,91.322,105,,703.7017779999999,1.0,0.0,0.0,0.0
106,2273,0,353.073,99.464,91.322,106,,703.7017779999999,1.0,0.0,0.0,0.0
107,2275,0,356.404,99.326,91.149,107,,708.6771249999998,1.0,-0.041379310344829154,-0.05187406296851629,0.06635635413037155
108,2277,0,359.734,99.326,91.149,108,,708.6771249999998,1.0,0.0,0.0,0.0
109,2279,0,363.065,99.326,91.149,109,,708.6771249999998,1.0,0.0,0.0,0.0
110,2281,0,366.396,98.912,90.77,110,,717.3759220000004,1.0,-0.12413793103447894,-0.11364317841079608,0.16830032062010183
111,2283,0,369.727,98.912,90.77,111,,717.3759220000004,1.0,0.0,0.0,0.0
112,2285,0,373.058,98.567,90.77,112,,709.676557,1.0,-0.10344827586207289,0.0,0.10344827586207289
113,2287,0,376.389,97.635,90.425,113,,706.9319120000002,1.0,-0.27946026986506384,-0.10344827586206863,0.2979925975790153
114,2289,0,379.72,97.187,90.045,114,,716.9752719999999,1.0,-0.13433283358321066,-0.11394302848575576,0.17614858477717132
115,2291,0,383.051,96.635,90.011,115,,708.3757000000003,1.0,-0.1655172413793081,-0.010194902548727444,0.1658309175992046
116,2293,0,386.381,96.014,89.976,116,,699.269458,1.0,-0.18620689655172692,-0.010494752623687133,0.18650240790954395
117,2295,0,389.712,95.358,90.149,117,,679.993829,1.0,-0.1967016491754098,0.05187406296851629,0.20342678583998616
118,2297,0,393.043,95.082,90.425,118,,662.113997,1.0,-0.08275862068965831,0.08275862068965405,0.11703836378260239
119,2299,0,396.374,94.289,90.218,119,,661.0793049999999,1.0,-0.237781109445275,-0.06206896551723947,0.24574867749268992
120,2301,0,399.705,93.599,90.804,120,,623.5515489999999,1.0,-0.20689655172413726,0.17571214392803555,0.27144233391113715
121,2303,0,403.036,93.288,91.08,121,,606.6035300000001,1.0,-0.09325337331334545,0.08275862068965405,0.1246803149369306
122,2305,0,406.367,93.081,91.425,122,,587.8709960000002,1.0,-0.06206896551723947,0.10344827586206863,0.1206403840312808
123,2307,0,409.698,92.978,91.563,123,,580.2501849999999,1.0,-0.03088455772114202,0.041379310344829154,0.05163432221153134
124,2309,0,413.028,92.943,91.977,124,,560.6068879999999,1.0,-0.010494752623687133,0.1241379310344832,0.12458075996779959
125,2311,0,416.359,92.943,91.977,125,,560.6068879999999,1.0,0.0,0.0,0.0
126,2313,0,419.69,92.667,93.564,126,,487.04302100000035,1.0,-0.08275862068965405,0.475862068965514,0.48300486330739323
127,2315,0,423.021,92.667,93.564,127,,487.04302100000035,1.0,0.0,0.0,0.0
128,2317,0,426.352,92.771,93.564,128,,488.1117250000003,1.0,0.03118440779610171,0.0,0.03118440779610171
129,2319,0,429.683,92.771,94.22,129,,460.3668610000001,1.0,0.0,0.19670164917541408,0.19670164917541408
130,2321,0,433.014,92.805,95.013,130,,428.3308519999999,1.0,0.010194902548727444,0.23778110944527928,0.23799956312356108
131,2323,0,436.345,92.84,95.427,131,,412.2876249999998,1.0,0.010494752623687133,0.1241379310344832,0.12458075996779959
132,2325,0,439.675,92.909,95.738,132,,400.91618500000016,1.0,0.020689655172414577,0.09325337331334119,0.09552095825247355
133,2327,0,443.006,92.909,95.738,133,,400.91618500000016,1.0,0.0,0.0,0.0
134,2329,0,446.337,92.909,95.772,134,,399.6048729999999,1.0,0.0,0.010194902548727444,0.010194902548727444
135,2331,0,449.668,92.978,96.635,135,,367.83482499999974,1.0,0.020689655172410316,0.25877061469265356,0.2595964037878164
136,2333,0,452.999,92.978,96.842,136,,360.258418,1.0,0.0,0.06206896551723947,0.06206896551723947
137,2335,0,456.33,92.943,96.738,137,,363.677645,1.0,-0.010494752623687133,-0.03118440779610171,0.03290299564212895
138,2337,0,459.661,92.943,97.221,138,,346.23216799999983,1.0,0.0,0.14482758620689778,0.14482758620689778
139,2339,0,462.992,92.943,97.221,139,,346.23216799999983,1.0,0.0,0.0,0.0
140,2341,0,466.322,92.943,97.497,140,,336.472808,1.0,0.0,0.08275862068965405,0.08275862068965405
141,2343,0,469.653,93.012,98.187,141,,313.4856650000001,1.0,0.020689655172414577,0.20689655172413726,0.20792846112663851
142,2345,0,472.984,93.012,98.187,142,,313.4856650000001,1.0,0.0,0.0,0.0
143,2347,0,476.315,93.012,98.394,143,,306.5517859999998,1.0,0.0,0.06206896551724373,0.06206896551724373
144,2349,0,479.646,93.012,98.394,144,,306.5517859999998,1.0,0.0,0.0,0.0
145,2351,0,482.977,93.012,98.394,145,,306.5517859999998,1.0,0.0,0.0,0.0
146,2353,0,486.308,93.081,98.808,146,,293.6953609999998,1.0,0.020689655172414577,0.1241379310344832,0.12585025924754994
147,2355,0,489.639,93.116,99.188,147,,281.89042599999993,1.0,0.010494752623687133,0.11394302848575576,0.11442531875917208
148,2357,0,492.969,93.116,99.188,148,,281.89042599999993,1.0,0.0,0.0,0.0
149,2359,0,496.3,93.116,99.188,149,,281.89042599999993,1.0,0.0,0.0,0.0
150,2361,0,499.631,93.116,99.188,150,,281.89042599999993,1.0,0.0,0.0,0.0
151,2363,0,502.962,93.116,99.188,151,,281.89042599999993,1.0,0.0,0.0,0.0
152,2365,0,506.293,93.116,99.188,152,,281.89042599999993,1.0,0.0,0.0,0.0
153,2367,0,509.624,93.185,98.877,153,,292.6150600000002,1.0,0.020689655172414577,-0.09325337331334545,0.09552095825247771
154,2369,0,512.955,93.185,98.877,154,,292.6150600000002,1.0,0.0,0.0,0.0
155,2371,0,516.286,93.185,98.877,155,,292.6150600000002,1.0,0.0,0.0,0.0
156,2373,0,519.616,93.081,98.36,156,,308.4390410000001,1.0,-0.03118440779610171,-0.15502248875562097,0.1581279207147814
157,2375,0,522.947,93.081,98.498,157,,303.8546809999999,1.0,0.0,0.041379310344829154,0.041379310344829154
158,2377,0,526.278,93.116,98.774,158,,295.18645,1.0,0.010494752623687133,0.08275862068965405,0.08342139492412257
159,2379,0,529.609,93.116,98.774,159,,295.18645,1.0,0.0,0.0,0.0
160,2381,0,532.94,93.116,98.774,160,,295.18645,1.0,0.0,0.0,0.0
161,2383,0,536.271,93.116,98.774,161,,295.18645,1.0,0.0,0.0,0.0
162,2385,0,539.602,93.116,98.946,162,,289.6208740000001,1.0,0.0,0.05157421289355234,0.05157421289355234
163,2387,0,542.933,93.116,99.05,163,,286.2843460000001,1.0,0.0,0.03118440779610171,0.03118440779610171
164,2389,0,546.263,93.116,99.05,164,,286.2843460000001,1.0,0.0,0.0,0.0
165,2391,0,549.594,93.219,98.567,165,,303.1138280000002,1.0,0.03088455772113776,-0.14482758620689778,0.14808404921579738
166,2393,0,552.925,93.15,98.222,166,,313.82525000000027,1.0,-0.020689655172410316,-0.10344827586206863,0.10549695545364282
167,2395,0,556.256,93.116,98.015,167,,320.452801,1.0,-0.010194902548727444,-0.06206896551723947,0.06290065594537399
168,2397,0,559.587,93.185,98.015,168,,321.22139200000004,1.0,0.020689655172414577,0.0,0.020689655172414577
169,2399,0,562.918,93.185,98.015,169,,321.22139200000004,1.0,0.0,0.0,0.0
170,2401,0,566.249,93.185,97.842,170,,327.1416250000001,1.0,0.0,-0.05187406296851629,0.05187406296851629
171,2403,0,569.58,93.185,97.842,171,,327.1416250000001,1.0,0.0,0.0,0.0
172,2405,0,572.91,93.081,97.601,172,,334.33384400000006,1.0,-0.03118440779610171,-0.07226386806596692,0.07870536142759935
173,2407,0,576.241,93.081,97.601,173,,334.33384400000006,1.0,0.0,0.0,0.0
174,2409,0,579.572,92.909,97.428,174,,338.5349050000002,1.0,-0.05157421289355234,-0.05187406296851629,0.07314928464756885
175,2411,0,582.903,92.909,97.601,175,,332.47142800000006,1.0,0.0,0.05187406296851629,0.05187406296851629
176,2413,0,586.234,92.529,97.704,176,,324.98492900000025,1.0,-0.11394302848576002,0.03088455772113776,0.11805451980393215
177,2415,0,589.565,92.805,98.084,177,,314.76220099999995,1.0,0.08275862068965831,0.11394302848576002,0.140826144728035
178,2417,0,592.896,93.047,98.015,178,,319.693732,1.0,0.0725637181409266,-0.020689655172414577,0.07545564936828296
179,2419,0,596.227,92.874,98.084,179,,315.4878739999998,1.0,-0.05187406296851629,0.020689655172414577,0.05584783111290011
180,2421,0,599.557,92.495,97.98,180,,315.15687699999995,1.0,-0.11364317841079181,-0.03118440779610171,0.1178441313299081
181,2423,0,602.888,92.391,98.222,181,,305.9475890000002,1.0,-0.03118440779610171,0.0725637181409266,0.07898076018898152
182,2425,0,606.219,92.288,98.291,182,,302.6513530000001,1.0,-0.03088455772114202,0.020689655172414577,0.03717415415021537
183,2427,0,609.55,92.495,98.532,183,,296.62844500000017,1.0,0.06206896551724373,0.07226386806596692,0.09526081622701048
184,2429,0,612.881,92.633,98.877,184,,286.73294800000014,1.0,0.04137931034482489,0.10344827586206863,0.1114172029062298
185,2431,0,616.212,92.598,98.394,185,,302.22631399999983,1.0,-0.010494752623687133,-0.1448275862068935,0.14520733300748814
186,2433,0,619.543,92.391,98.187,186,,307.12600400000014,1.0,-0.06206896551723947,-0.06206896551724373,0.08777877283695104
187,2435,0,622.874,92.391,97.946,187,,315.30674900000014,1.0,0.0,-0.07226386806596692,0.07226386806596692
188,2437,0,626.204,92.391,97.946,188,,315.30674900000014,1.0,0.0,0.0,0.0
189,2439,0,629.535,92.391,97.946,189,,315.30674900000014,1.0,0.0,0.0,0.0
190,2441,0,632.866,92.46,97.946,190,,315.97529000000003,1.0,0.020689655172410316,0.0,0.020689655172410316
191,2443,0,636.197,92.46,97.946,191,,315.97529000000003,1.0,0.0,0.0,0.0
192,2445,0,639.528,92.46,97.946,192,,315.97529000000003,1.0,0.0,0.0,0.0
193,2447,0,642.859,92.46,97.911,193,,317.1730249999999,1.0,0.0,-0.010494752623687133,0.010494752623687133
194,2449,0,646.19,92.598,97.842,194,,320.9070980000001,1.0,0.041379310344829154,-0.020689655172414577,0.046263475396549125
195,2451,0,649.521,92.426,97.704,195,,323.9762500000003,1.0,-0.05157421289355234,-0.041379310344829154,0.06612221079337219
196,2453,0,652.851,92.426,97.704,196,,323.9762500000003,1.0,0.0,0.0,0.0
197,2455,0,656.182,92.426,97.704,197,,323.9762500000003,1.0,0.0,0.0,0.0
198,2457,0,659.513,92.46,97.98,198,,314.8141219999998,1.0,0.010194902548723184,0.08275862068965831,0.08338420315882801
199,2459,0,662.844,92.564,97.98,199,,315.8397699999998,1.0,0.03118440779610171,0.0,0.03118440779610171
200,4682,1,0.0,32.189,140.45,0,,0.0,,,,
201,4684,1,3.331,30.947,139.622,1,,2.22814799999996,1.0,-0.3724137931034485,-0.24827586206895788,0.44758567557483603
202,4460,1,6.662,30.467,139.569,2,,3.741445000000005,1.0,-0.14392803598200912,-0.015892053973021198,0.1448027517733
203,4689,1,9.993,30.533,139.208,3,,4.284899999999972,1.0,0.019790104947526987,-0.10824587706146627,0.11004007522098574
204,4692,1,13.323,30.533,139.208,4,,4.284899999999972,1.0,0.0,0.0,0.0
205,4696,1,16.654,29.705,138.794,5,,8.912591999999934,1.0,-0.2482758620689664,-0.12413793103447894,0.2775808523792833
206,4698,1,19.985,29.291,138.587,6,,11.869172999999996,1.0,-0.12413793103448213,-0.06206896551724799,0.13879042618964452
207,4700,1,23.316,29.291,138.587,7,,11.869172999999996,1.0,0.0,0.0,0.0
208,4702,1,26.647,29.498,138.69,8,,10.339080999999961,1.0,0.0620689655172416,0.03088455772114202,0.0693282942672837
209,4704,1,29.978,29.601,138.794,9,,9.44007999999993,1.0,0.030884557721138826,0.03118440779610597,0.043889898555637956
210,4706,1,33.309,29.601,138.794,10,,9.44007999999993,1.0,0.0,0.0,0.0
211,4708,1,36.64,29.601,138.794,11,,9.44007999999993,1.0,0.0,0.0,0.0
212,4710,1,39.97,29.601,138.794,12,,9.44007999999993,1.0,0.0,0.0,0.0
213,4712,1,43.301,29.601,138.794,13,,9.44007999999993,1.0,0.0,0.0,0.0
214,4714,1,46.632,29.601,138.794,14,,9.44007999999993,1.0,0.0,0.0,0.0
215,4716,1,49.963,29.601,138.794,15,,9.44007999999993,1.0,0.0,0.0,0.0
216,4718,1,53.294,29.601,138.794,16,,9.44007999999993,1.0,0.0,0.0,0.0
217,4720,1,56.625,29.601,138.794,17,,9.44007999999993,1.0,0.0,0.0,0.0
218,4722,1,59.956,29.498,138.794,18,,9.98381699999992,1.0,-0.030884557721138826,0.0,0.030884557721138826
219,4724,1,63.287,29.187,138.587,19,,12.482772999999993,1.0,-0.09325337331334331,-0.06206896551724799,0.11202119493515096
220,4726,1,66.617,29.498,138.69,20,,10.339080999999961,1.0,0.09325337331334331,0.03088455772114202,0.09823465549361042
221,4728,1,69.948,29.498,138.69,21,,10.339080999999961,1.0,0.0,0.0,0.0
222,4730,1,73.279,29.498,138.69,22,,10.339080999999961,1.0,0.0,0.0,0.0
223,4732,1,76.61,28.566,138.173,23,,18.310857999999946,1.0,-0.2794602698650681,-0.15502248875562097,0.31957786915405034
224,4734,1,79.941,27.738,137.862,24,,26.50914499999997,1.0,-0.24827586206896535,-0.09325337331334545,0.2652114162708802
225,4736,1,83.272,27.014,137.414,25,,35.99792100000002,1.0,-0.21709145427286364,-0.13433283358321066,0.2552920086818258
226,4738,1,86.603,26.669,137.276,26,,40.54467599999985,1.0,-0.10344827586206863,-0.04137931034482063,0.11141720290622822
227,4740,1,89.934,25.979,137.138,27,,49.5334439999999,1.0,-0.20689655172413832,-0.041379310344829154,0.21099391090728833
228,4742,1,93.264,25.358,136.862,28,,59.536304999999956,1.0,-0.18620689655172373,-0.08275862068965831,0.20376947176129961
229,4744,1,96.595,25.358,136.862,29,,59.536304999999956,1.0,0.0,0.0,0.0
230,4746,1,99.926,25.013,136.586,30,,66.42547199999979,1.0,-0.10344827586206863,-0.08275862068964979,0.13247843249860702
231,4748,1,103.257,24.116,136.034,31,,84.67438499999999,1.0,-0.2689655172413799,-0.16551724137931662,0.3158138797753227
232,4750,1,106.588,23.012,135.344,32,,110.28856499999993,1.0,-0.33103448275862046,-0.20689655172413726,0.39037163305061756
233,4752,1,109.919,21.839,134.516,33,,142.334856,1.0,-0.351724137931035,-0.2482758620689664,0.43052383544865225
234,4754,1,113.25,21.701,133.895,34,,152.96616899999972,1.0,-0.041379310344827024,-0.1862068965517184,0.19074919566812298
235,4756,1,116.581,21.08,133.895,35,,166.37790599999977,1.0,-0.18620689655172482,0.0,0.18620689655172482
236,4758,1,119.911,21.08,133.757,36,,168.20612999999983,1.0,0.0,-0.041379310344829154,0.041379310344829154
237,4760,1,123.242,20.735,133.412,37,,180.72755999999976,1.0,-0.10344827586206863,-0.10344827586206863,0.14629795472825075
238,4762,1,126.573,20.321,133.136,38,,194.34401999999986,1.0,-0.12413793103448213,-0.08275862068965831,0.14919522519161457
239,4764,1,129.904,20.321,133.136,39,,194.34401999999986,1.0,0.0,0.0,0.0
240,4766,1,133.235,20.045,132.791,40,,206.13701699999984,1.0,-0.08275862068965512,-0.10344827586206863,0.13247843249861035
241,4768,1,136.566,20.045,132.791,41,,206.13701699999984,1.0,0.0,0.0,0.0
242,4770,1,139.897,19.631,132.17,42,,226.26176400000003,1.0,-0.1241379310344832,-0.18620689655172692,0.2237928377874226
243,4772,1,143.228,19.631,132.17,43,,226.26176400000003,1.0,0.0,0.0,0.0
244,4774,1,146.558,19.148,131.687,44,,246.85784999999962,1.0,-0.1448275862068967,-0.14482758620688926,0.20481713661954667
