Track ID,T (sec),x (micron),y (micron),Frame,principal angle
0,0.0,87.581,115.039,0,0.0
0,3.331,87.764,115.039,1,0.0
0,6.662,88.182,114.989,2,-0.0830035287772167
0,9.993,88.389,114.885,3,-0.1883352450676989
0,13.323,88.493,114.782,4,-0.27467543596342087
0,16.654,88.7,114.264,5,-0.6057305199358881
0,19.985,89.217,114.161,6,-0.4925552167468955
0,23.316,89.217,114.368,7,-0.3892228125229839
0,26.647,90.149,114.575,8,-0.1787567083485337
0,29.978,91.08,114.419,9,-0.17537317536996233
0,33.309,91.184,114.471,10,-0.15635957713356197
0,36.64,91.442,114.419,11,-0.1592208901246675
0,39.97,91.96,114.264,12,-0.17516719688361096
0,43.301,91.908,114.109,13,-0.21170878573941013
0,46.632,92.219,114.057,14,-0.20864777399789508
0,49.963,92.219,114.057,15,-0.20864777399789508
0,53.294,92.115,114.057,16,-0.213291396588315
0,56.625,92.115,114.057,17,-0.213291396588315
0,59.956,93.15,113.798,18,-0.219258265806479
0,63.287,93.719,113.54,19,-0.23952787069394338
0,66.617,93.771,113.436,20,-0.2533993570075626
0,69.948,93.616,113.436,21,-0.2596223741112855
0,73.279,93.409,113.54,22,-0.2517497498434686
0,76.61,93.409,113.54,23,-0.2517497498434686
0,79.941,93.564,113.436,24,-0.26177755266107755
0,83.272,93.564,113.436,25,-0.26177755266107755
0,86.603,93.461,113.333,26,-0.2823829172951517
0,89.934,93.461,113.591,27,-0.24145416634623607
0,93.264,93.305,113.643,28,-0.23921551270637842
0,96.595,93.771,113.177,29,-0.29219768875003044
0,99.926,93.823,113.281,30,-0.2745292892416068
0,103.257,93.926,113.177,31,-0.28544551049213535
0,106.588,94.185,112.608,32,-0.352716690178421
0,109.919,94.858,112.401,33,-0.34777761546267666
0,113.25,95.427,111.832,34,-0.3880209144835412
0,116.581,95.893,111.418,35,-0.4108441831442898
0,119.911,96.773,110.176,36,-0.486614275987136
0,123.242,97.652,108.882,37,-0.5487301217112259
0,126.573,98.325,108.002,38,-0.579861289880822
0,129.904,98.843,107.588,39,-0.5844904589350287
0,133.235,99.153,106.864,40,-0.6150394477120442
0,136.566,99.515,106.088,41,-0.6435279223985018
0,139.897,99.671,105.467,42,-0.6696770790076927
0,143.228,100.188,104.587,43,-0.6922129105780372
0,146.558,100.757,102.569,44,-0.7578764547851015
0,149.889,100.757,102.569,45,-0.7578764547851015
0,153.22,101.068,102.103,46,-0.7645481405583135
0,156.551,101.482,101.223,47,-0.782331463049838
0,159.882,101.275,102.051,48,-0.7589445501921493
0,163.213,101.275,101.482,49,-0.7803708673043821
0,166.544,101.275,101.482,50,-0.7803708673043821
0,169.875,101.223,100.809,51,-0.806491475379451
0,173.205,101.327,100.343,52,-0.8187870582699838
0,176.536,101.327,100.343,53,-0.8187870582699838
0,179.867,101.12,101.637,54,-0.7803130210820705
0,183.198,101.275,101.741,55,-0.7707282022175442
0,186.529,101.068,101.999,56,-0.7685490022047511
0,189.86,101.327,101.534,57,-0.7765546817885227
0,193.191,101.378,101.12,58,-0.7897999245484778
0,196.522,101.223,101.275,59,-0.7898497139387888
