 ,Label,Area,X,Y,XM,YM
170,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:18/200 - Series 1,2.238,31.631,42.021,31.631,42.021
171,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:18/200 - Series 1,2.525,8.844,43.334,8.844,43.334
172,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:18/200 - Series 1,2.769,33.422,47.504,33.422,47.504
173,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:18/200 - Series 1,3.681,16.747,46.761,16.747,46.761
174,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:18/200 - Series 1,2.673,6.176,46.164,6.176,46.164
175,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.631,11.193,9.765,11.193,9.765
176,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.408,37.187,15.557,37.187,15.557
177,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.536,28.614,18.335,28.614,18.335
178,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.292,23.036,19.174,23.036,19.174
179,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.843,12.265,35.840,12.265,35.840
180,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.302,29.323,40.095,29.323,40.095
181,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.249,31.731,42.071,31.731,42.071
182,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.599,9.507,43.330,9.507,43.330
183,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.780,33.419,47.476,33.419,47.476
184,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.716,6.209,46.163,6.209,46.163
185,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:19/200 - Series 1,2.228,16.466,47.432,16.466,47.432
186,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.589,11.604,9.755,11.604,9.755
187,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.408,37.015,15.539,37.015,15.539
188,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.663,28.829,18.326,28.829,18.326
189,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.345,22.203,19.206,22.203,19.206
190,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.790,12.267,35.857,12.267,35.857
191,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,3.098,19.722,40.861,19.722,40.861
192,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.334,31.809,42.127,31.809,42.127
193,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.589,10.486,43.454,10.486,43.454
194,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.811,33.410,47.477,33.410,47.477
195,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.684,6.135,46.165,6.135,46.165
196,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:20/200 - Series 1,2.249,16.251,47.765,16.251,47.765
197,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:21/200 - Series 1,2.514,11.919,9.723,11.919,9.723
198,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:21/200 - Series 1,2.451,36.520,15.545,36.520,15.545
199,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:21/200 - Series 1,2.589,29.107,18.199,29.107,18.199
200,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:21/200 - Series 1,2.875,12.264,35.951,12.264,35.951
201,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:21/200 - Series 1,2.366,31.890,42.206,31.890,42.206
202,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:21/200 - Series 1,2.567,10.844,43.703,10.844,43.703
203,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:21/200 - Series 1,2.769,33.398,47.451,33.398,47.451
204,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:21/200 - Series 1,2.567,6.254,46.156,6.254,46.156
205,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:21/200 - Series 1,2.207,16.219,47.829,16.219,47.829
206,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.493,12.227,9.661,12.227,9.661
207,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.302,36.452,15.540,36.452,15.540
208,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.483,29.096,18.185,29.096,18.185
209,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.334,22.107,19.212,22.107,19.212
210,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.695,12.251,36.115,12.251,36.115
211,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.525,29.377,40.106,29.377,40.106
212,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,3.108,19.713,40.867,19.713,40.867
213,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.154,32.095,42.188,32.095,42.188
214,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.610,11.263,43.982,11.263,43.982
215,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.875,33.380,47.437,33.380,47.437
216,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.567,6.206,46.178,6.206,46.178
217,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:22/200 - Series 1,2.281,16.112,47.922,16.112,47.922
218,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:23/200 - Series 1,2.408,36.524,15.525,36.524,15.525
219,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:23/200 - Series 1,2.451,29.529,17.994,29.529,17.994
220,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:23/200 - Series 1,2.493,22.118,19.221,22.118,19.221
221,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:23/200 - Series 1,2.769,12.291,36.172,12.291,36.172
222,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:23/200 - Series 1,2.281,32.025,42.131,32.025,42.131
223,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:23/200 - Series 1,2.631,11.303,44.107,11.303,44.107
224,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:23/200 - Series 1,2.822,33.367,47.431,33.367,47.431
225,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:23/200 - Series 1,3.565,16.226,47.334,16.226,47.334
226,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:23/200 - Series 1,2.801,6.285,46.156,6.285,46.156
227,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:24/200 - Series 1,2.557,12.167,9.644,12.167,9.644
228,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:24/200 - Series 1,2.419,36.445,15.482,36.445,15.482
229,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:24/200 - Series 1,2.536,29.850,17.934,29.850,17.934
230,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:24/200 - Series 1,2.376,22.102,19.213,22.102,19.213
231,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:24/200 - Series 1,2.854,11.812,36.252,11.812,36.252
232,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:24/200 - Series 1,2.387,31.982,42.102,31.982,42.102
233,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:24/200 - Series 1,2.578,11.413,44.331,11.413,44.331
234,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:24/200 - Series 1,2.843,33.358,47.324,33.358,47.324
235,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:24/200 - Series 1,2.207,15.904,48.058,15.904,48.058
236,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.917,5.197,9.950,5.197,9.950
237,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.620,12.352,9.601,12.352,9.601
238,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.429,36.268,15.452,36.268,15.452
239,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.652,29.996,17.886,29.996,17.886
240,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.313,22.178,19.221,22.178,19.221
241,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.790,11.629,36.617,11.629,36.617
242,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.260,29.499,40.104,29.499,40.104
243,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.387,32.068,42.105,32.068,42.105
244,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.589,11.488,44.404,11.488,44.404
245,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.801,33.367,47.383,33.367,47.383
246,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.705,6.300,46.139,6.300,46.139
247,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:25/200 - Series 1,2.302,15.649,48.612,15.649,48.612
248,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:26/200 - Series 1,2.567,12.383,9.593,12.383,9.593
249,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:26/200 - Series 1,2.419,36.052,15.432,36.052,15.432
250,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:26/200 - Series 1,2.546,30.063,17.856,30.063,17.856
251,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:26/200 - Series 1,2.907,11.523,36.846,11.523,36.846
252,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:26/200 - Series 1,2.376,29.484,40.104,29.484,40.104
253,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:26/200 - Series 1,2.408,31.839,42.084,31.839,42.084
254,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:26/200 - Series 1,2.504,11.642,44.532,11.642,44.532
255,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:26/200 - Series 1,2.758,33.376,47.385,33.376,47.385
256,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:27/200 - Series 1,2.514,12.466,9.593,12.466,9.593
257,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:27/200 - Series 1,2.398,35.941,15.390,35.941,15.390
258,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:27/200 - Series 1,2.589,30.031,17.786,30.031,17.786
259,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:27/200 - Series 1,2.366,22.221,19.221,22.221,19.221
260,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:27/200 - Series 1,3.024,11.537,36.870,11.537,36.870
261,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:27/200 - Series 1,2.387,31.979,42.085,31.979,42.085
262,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:27/200 - Series 1,2.589,11.682,44.667,11.682,44.667
263,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:27/200 - Series 1,2.780,33.363,47.322,33.363,47.322
264,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:27/200 - Series 1,2.705,6.319,46.128,6.319,46.128
265,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:28/200 - Series 1,2.567,12.492,9.623,12.492,9.623
266,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:28/200 - Series 1,2.440,35.818,15.338,35.818,15.338
267,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:28/200 - Series 1,2.514,30.047,17.767,30.047,17.767
268,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:28/200 - Series 1,2.270,22.227,19.212,22.227,19.212
269,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:28/200 - Series 1,2.737,11.519,36.931,11.519,36.931
270,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:28/200 - Series 1,2.302,32.049,42.125,32.049,42.125
271,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:28/200 - Series 1,2.483,11.752,44.729,11.752,44.729
272,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:28/200 - Series 1,2.769,33.400,47.395,33.400,47.395
273,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:28/200 - Series 1,2.610,6.139,46.180,6.139,46.180
274,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:29/200 - Series 1,2.843,5.119,9.928,5.119,9.928
275,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:29/200 - Series 1,2.451,35.811,15.309,35.811,15.309
276,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:29/200 - Series 1,2.567,30.020,17.783,30.020,17.783
277,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:29/200 - Series 1,2.801,11.542,36.926,11.542,36.926
278,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:29/200 - Series 1,3.193,19.727,40.888,19.727,40.888
279,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:29/200 - Series 1,2.302,32.035,42.091,32.035,42.091
280,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:29/200 - Series 1,2.546,11.927,45.029,11.927,45.029
281,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:29/200 - Series 1,2.917,33.396,47.362,33.396,47.362
282,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:29/200 - Series 1,2.631,6.209,46.173,6.209,46.173
283,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:30/200 - Series 1,2.461,35.840,15.325,35.840,15.325
284,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:30/200 - Series 1,2.483,29.958,17.824,29.958,17.824
285,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:30/200 - Series 1,2.429,22.701,19.223,22.701,19.223
286,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:30/200 - Series 1,2.790,11.535,36.963,11.535,36.963
287,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:30/200 - Series 1,3.193,19.754,40.861,19.754,40.861
288,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:30/200 - Series 1,2.154,32.037,42.091,32.037,42.091
289,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:30/200 - Series 1,2.631,12.090,45.410,12.090,45.410
290,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:30/200 - Series 1,2.917,33.395,47.315,33.395,47.315
291,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.472,12.991,9.428,12.991,9.428
292,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.451,35.687,15.357,35.687,15.357
293,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.514,29.952,17.827,29.952,17.827
294,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.557,23.170,19.222,23.170,19.222
295,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.790,11.526,37.051,11.526,37.051
296,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,3.193,19.742,40.879,19.742,40.879
297,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.111,31.448,41.930,31.448,41.930
298,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.567,12.191,45.846,12.191,45.846
299,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.790,33.389,47.408,33.389,47.408
300,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.642,6.210,46.188,6.210,46.188
301,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:31/200 - Series 1,2.461,15.115,48.174,15.115,48.174
302,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:32/200 - Series 1,2.483,13.357,9.320,13.357,9.320
303,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:32/200 - Series 1,2.387,35.737,15.362,35.737,15.362
304,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:32/200 - Series 1,2.514,29.888,17.847,29.888,17.847
305,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:32/200 - Series 1,2.483,23.367,19.224,23.367,19.224
306,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:32/200 - Series 1,2.748,11.535,37.034,11.535,37.034
307,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:32/200 - Series 1,3.236,19.747,40.869,19.747,40.869
308,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:32/200 - Series 1,2.164,31.404,41.944,31.404,41.944
309,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:32/200 - Series 1,2.610,12.054,45.837,12.054,45.837
310,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:32/200 - Series 1,2.854,33.397,47.417,33.397,47.417
311,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,2.567,13.682,9.125,13.682,9.125
312,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,3.055,4.741,9.829,4.741,9.829
313,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,2.472,35.288,15.303,35.288,15.303
314,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,2.525,29.854,17.822,29.854,17.822
315,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,2.355,23.376,19.211,23.376,19.211
316,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,2.811,11.413,37.325,11.413,37.325
317,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,3.172,19.719,40.915,19.719,40.915
318,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,2.270,31.442,41.934,31.442,41.934
319,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,2.536,11.733,46.184,11.733,46.184
320,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,2.886,33.395,47.358,33.395,47.358
321,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:33/200 - Series 1,2.663,6.177,46.212,6.177,46.212
322,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:34/200 - Series 1,2.960,4.781,9.849,4.781,9.849
323,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:34/200 - Series 1,2.461,35.269,15.308,35.269,15.308
324,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:34/200 - Series 1,2.525,29.919,17.819,29.919,17.819
325,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:34/200 - Series 1,2.843,11.285,37.680,11.285,37.680
326,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:34/200 - Series 1,3.193,19.719,40.867,19.719,40.867
327,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:34/200 - Series 1,2.143,31.493,41.951,31.493,41.951
328,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:34/200 - Series 1,2.610,11.402,46.722,11.402,46.722
329,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:34/200 - Series 1,2.780,33.398,47.361,33.398,47.361
330,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:34/200 - Series 1,2.578,6.312,46.194,6.312,46.194
331,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:35/200 - Series 1,2.440,34.948,15.305,34.948,15.305
332,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:35/200 - Series 1,2.546,29.944,17.847,29.944,17.847
333,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:35/200 - Series 1,2.281,23.807,19.215,23.807,19.215
334,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:35/200 - Series 1,2.928,11.217,38.062,11.217,38.062
335,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:35/200 - Series 1,3.225,19.708,40.844,19.708,40.844
336,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:35/200 - Series 1,2.048,29.218,40.299,29.218,40.299
337,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:35/200 - Series 1,2.281,31.432,42.068,31.432,42.068
338,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:35/200 - Series 1,2.790,33.438,47.382,33.438,47.382
339,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:35/200 - Series 1,2.652,11.035,47.276,11.035,47.276
