,frame,Area,X,Y,x,y
1344,42,2.398,34.045,14.766,34.045,14.766
1345,42,2.525,29.893,17.912,29.893,17.912
1346,42,1.793,31.656,19.022,31.656,19.022
1347,42,1.369,15.615,19.558,15.615,19.558
1348,42,1.188,24.199,19.201,24.199,19.201
1349,42,1.093,26.766,19.53,26.766,19.53
1350,42,1.825,15.269,21.51,15.269,21.51
1351,42,1.347,18.931,20.619,18.931,20.619
1352,42,1.92,41.162,26.175,41.162,26.175
1353,42,1.379,18.299,32.317,18.299,32.317
1354,42,1.018,34.508,33.844,34.508,33.844
1355,42,1.146,50.331,38.63,50.331,38.63
1356,42,2.864,11.083,41.18,11.083,41.18
1357,42,1.57,20.113,39.533,20.113,39.533
1358,42,1.411,8.534,40.315,8.534,40.315
1359,42,1.103,48.907,41.346,48.907,41.346
1360,42,1.262,27.854,41.169,27.854,41.169
1361,42,1.613,19.336,42.073,19.336,42.073
1362,42,2.366,31.917,42.109,31.917,42.109
1363,42,1.931,24.374,43.049,24.374,43.049
1364,42,2.663,33.316,46.671,33.316,46.671
1365,42,4.477,4.875,46.601,4.875,46.601
1366,42,1.22,48.303,47.234,48.303,47.234
1367,42,2.451,10.373,47.683,10.373,47.683
1368,42,1.666,8.393,48.488,8.393,48.488
1369,43,1.103,1.648,1.685,1.648,1.685
1370,43,1.05,36.263,2.824,36.263,2.824
1371,43,1.634,33.01,3.35,33.01,3.35
1372,43,1.103,0.824,4.446,0.824,4.446
1373,43,1.188,16.24,6.692,16.24,6.692
1374,43,1.294,14.22,8.647,14.22,8.647
1375,43,1.422,3.132,9.374,3.132,9.374
1376,43,1.56,5.906,10.21,5.906,10.21
1377,43,2.504,33.616,14.581,33.616,14.581
1378,43,2.557,29.988,17.915,29.988,17.915
1379,43,1.761,31.838,19.017,31.838,19.017
1380,43,1.316,15.682,19.579,15.682,19.579
1381,43,1.167,24.257,19.192,24.257,19.192
1382,43,1.178,26.877,19.595,26.877,19.595
1383,43,1.761,15.312,21.57,15.312,21.57
1384,43,1.39,18.882,20.604,18.882,20.604
1385,43,1.931,40.974,26.335,40.974,26.335
1386,43,1.422,17.787,31.567,17.787,31.567
1387,43,1.008,34.73,33.61,34.73,33.61
1388,43,1.114,50.407,38.331,50.407,38.331
1389,43,1.146,32.335,38.957,32.335,38.957
1390,43,1.613,20.123,39.492,20.123,39.492
1391,43,2.875,11.224,41.821,11.224,41.821
1392,43,1.517,8.451,40.391,8.451,40.391
1393,43,1.156,49.007,41.022,49.007,41.022
1394,43,1.209,27.887,41.165,27.887,41.165
1395,43,1.581,19.337,42.056,19.337,42.056
1396,43,2.238,31.882,42.102,31.882,42.102
1397,43,1.878,24.31,43.169,24.31,43.169
1398,43,2.642,33.207,46.208,33.207,46.208
1399,43,1.825,2.805,46.933,2.805,46.933
1400,43,2.748,6.325,46.243,6.325,46.243
1401,43,1.114,48.384,47.027,48.384,47.027
1402,43,2.451,10.6,47.343,10.6,47.343
1403,44,1.008,34.073,1.105,34.073,1.105
1404,44,1.125,1.791,1.785,1.791,1.785
1405,44,1.719,33.225,3.494,33.225,3.494
1406,44,1.125,36.365,2.948,36.365,2.948
1407,44,1.114,0.862,4.511,0.862,4.511
1408,44,1.156,16.42,6.274,16.42,6.274
1409,44,1.22,14.545,8.425,14.545,8.425
1410,44,1.464,3.077,9.382,3.077,9.382
1411,44,1.538,5.832,10.207,5.832,10.207
1412,44,2.461,33.37,14.556,33.37,14.556
1413,44,2.472,29.876,17.855,29.876,17.855
1414,44,1.857,32.202,19.071,32.202,19.071
1415,44,1.316,15.585,19.543,15.585,19.543
1416,44,1.273,24.392,19.226,24.392,19.226
1417,44,1.135,26.954,19.442,26.954,19.442
1418,44,1.782,15.243,21.451,15.243,21.451
1419,44,1.379,18.849,20.628,18.849,20.628
1420,44,1.687,43.477,23.883,43.477,23.883
1421,44,2.026,15.809,25.812,15.809,25.812
1422,44,1.888,41.145,26.146,41.145,26.146
1423,44,1.369,17.855,31.649,17.855,31.649
1424,44,1.082,50.509,38.267,50.509,38.267
1425,44,1.061,32.547,38.806,32.547,38.806
1426,44,3.193,19.733,40.728,19.733,40.728
1427,44,2.398,29.098,40.357,29.098,40.357
1428,44,1.57,8.305,40.501,8.305,40.501
1429,44,1.167,49.109,40.846,49.109,40.846
1430,44,2.992,11.493,42.888,11.493,42.888
1431,44,2.26,31.864,42.082,31.864,42.082
1432,44,1.888,24.395,43.276,24.395,43.276
1433,44,2.673,33.141,45.49,33.141,45.49
1434,44,2.737,6.131,46.287,6.131,46.287
1435,44,1.209,48.308,47.087,48.308,47.087
1436,44,2.472,10.794,47.046,10.794,47.046
1437,44,1.888,2.289,48.018,2.289,48.018
1438,44,1.697,8.249,48.425,8.249,48.425
1439,45,1.029,34.486,1.273,34.486,1.273
1440,45,1.072,1.901,1.915,1.901,1.915
1441,45,1.337,0.795,2.631,0.795,2.631
1442,45,1.082,36.745,3.195,36.745,3.195
1443,45,1.57,33.714,3.772,33.714,3.772
1444,45,1.018,0.836,4.636,0.836,4.636
1445,45,1.178,16.556,6.128,16.556,6.128
1446,45,1.188,14.7,8.29,14.7,8.29
1447,45,1.422,3.053,9.356,3.053,9.356
1448,45,1.57,5.838,10.189,5.838,10.189
1449,45,2.483,33.144,14.463,33.144,14.463
1450,45,2.631,29.937,17.836,29.937,17.836
1451,45,1.846,32.511,19.194,32.511,19.194
1452,45,1.22,15.297,19.402,15.297,19.402
1453,45,2.461,26.153,19.397,26.153,19.397
1454,45,1.729,15.064,21.245,15.064,21.245
1455,45,1.379,18.449,20.543,18.449,20.543
1456,45,1.549,43.855,23.761,43.855,23.761
1457,45,1.05,15.415,24.237,15.415,24.237
1458,45,1.857,41.566,25.895,41.566,25.895
1459,45,1.347,17.97,31.783,17.97,31.783
1460,45,1.082,33.567,35.248,33.567,35.248
1461,45,1.05,50.304,38.401,50.304,38.401
1462,45,1.082,32.775,38.493,32.775,38.493
1463,45,3.236,19.709,40.731,19.709,40.731
1464,45,1.072,30.544,39.408,30.544,39.408
1465,45,1.199,48.927,41.093,48.927,41.093
1466,45,1.284,27.825,41.177,27.825,41.177
1467,45,2.811,11.579,43.312,11.579,43.312
1468,45,1.528,7.987,42.156,7.987,42.156
1469,45,2.238,31.898,42.052,31.898,42.052
1470,45,2.705,33.117,45.155,33.117,45.155
1471,45,1.963,24.301,43.356,24.301,43.356
1472,45,2.62,6.118,46.268,6.118,46.268
1473,45,1.22,48.216,47.28,48.216,47.28
1474,45,1.75,8.084,48.335,8.084,48.335
1475,45,2.44,10.648,47.108,10.648,47.108
1476,45,1.761,2.259,48.132,2.259,48.132
1477,46,1.4,1.258,1.621,1.258,1.621
1478,46,2.143,35.839,2.428,35.839,2.428
1479,46,1.04,1.928,2.095,1.928,2.095
1480,46,1.538,33.845,3.851,33.845,3.851
1481,46,1.029,0.776,4.759,0.776,4.759
1482,46,1.22,16.744,5.989,16.744,5.989
1483,46,1.156,14.899,8.082,14.899,8.082
1484,46,1.432,2.971,9.35,2.971,9.35
1485,46,1.506,5.758,10.164,5.758,10.164
1486,46,2.398,32.905,14.383,32.905,14.383
1487,46,2.546,30.074,17.84,30.074,17.84
1488,46,1.146,15.037,19.271,15.037,19.271
1489,46,1.825,32.858,19.243,32.858,19.243
1490,46,1.146,25.148,19.278,25.148,19.278
1491,46,1.082,27.776,19.645,27.776,19.645
1492,46,1.761,14.936,21.139,14.936,21.139
1493,46,1.411,17.959,20.416,17.959,20.416
1494,46,1.485,43.915,23.791,43.915,23.791
1495,46,1.952,41.566,25.889,41.566,25.889
1496,46,1.39,18.077,31.949,18.077,31.949
1497,46,1.072,33.29,35.553,33.29,35.553
1498,46,1.125,32.736,38.499,32.736,38.499
1499,46,1.061,50.079,38.672,50.079,38.672
1500,46,3.268,19.697,40.894,19.697,40.894
1501,46,1.029,30.57,39.382,30.57,39.382
1502,46,1.135,48.754,41.399,48.754,41.399
1503,46,1.22,27.868,41.171,27.868,41.171
1504,46,1.04,49.15,42.497,49.15,42.497
1505,46,2.684,11.657,43.602,11.657,43.602
1506,46,2.196,31.974,41.981,31.974,41.981
1507,46,1.506,7.33,42.807,7.33,42.807
1508,46,1.888,24.433,43.095,24.433,43.095
1509,46,2.78,32.83,44.621,32.83,44.621
1510,46,2.727,6.266,46.237,6.266,46.237
1511,46,1.178,48.277,47.193,48.277,47.193
1512,46,1.782,8.163,48.243,8.163,48.243
1513,46,2.366,10.803,46.957,10.803,46.957
1514,46,1.008,37.403,47.767,37.403,47.767
1515,46,1.687,2.284,48.142,2.284,48.142
1516,47,1.125,34.868,1.577,34.868,1.577
1517,47,1.061,1.852,2.278,1.852,2.278
1518,47,1.135,37.105,3.575,37.105,3.575
1519,47,1.623,34.207,4.083,34.207,4.083
1520,47,1.188,16.805,5.9,16.805,5.9
1521,47,1.135,14.917,8.06,14.917,8.06
1522,47,1.475,2.818,9.398,2.818,9.398
1523,47,1.538,5.601,10.103,5.601,10.103
1524,47,2.493,32.56,14.29,32.56,14.29
1525,47,2.631,30.029,17.847,30.029,17.847
1526,47,1.337,15.005,19.275,15.005,19.275
1527,47,1.772,33.411,19.279,33.411,19.279
1528,47,1.167,26.327,19.319,26.327,19.319
1529,47,1.156,28.89,19.69,28.89,19.69
1530,47,1.761,14.834,21.045,14.834,21.045
1531,47,1.453,18.085,20.482,18.085,20.482
1532,47,1.708,43.983,23.744,43.983,23.744
1533,47,1.888,41.475,25.913,41.475,25.913
1534,47,1.029,15.996,27.053,15.996,27.053
1535,47,1.422,17.883,31.661,17.883,31.661
1536,47,1.072,33.041,36.069,33.041,36.069
1537,47,1.125,49.656,39.43,49.656,39.43
1538,47,1.623,20.097,39.627,20.097,39.627
1539,47,2.345,29.034,40.389,29.034,40.389
1540,47,1.05,49.231,42.291,49.231,42.291
1541,47,2.758,11.687,43.519,11.687,43.519
1542,47,1.591,19.317,42.201,19.317,42.201
1543,47,2.238,31.8,41.883,31.8,41.883
1544,47,1.231,48.452,42.194,48.452,42.194
1545,47,1.475,7.054,43.183,7.054,43.183
1546,47,2.864,32.73,44.458,32.73,44.458
1547,47,1.888,24.39,43.082,24.39,43.082
1548,47,2.578,6.185,46.232,6.185,46.232
1549,47,1.146,48.234,47.238,48.234,47.238
1550,47,1.782,8.342,47.988,8.342,47.988
1551,47,2.567,11.229,46.937,11.229,46.937
1552,47,1.782,2.332,48.16,2.332,48.16
1553,48,1.061,35.269,2.037,35.269,2.037
1554,48,1.103,1.731,2.627,1.731,2.627
1555,48,1.04,37.544,4.01,37.544,4.01
1556,48,1.655,34.751,4.589,34.751,4.589
1557,48,2.302,15.947,6.877,15.947,6.877
1558,48,1.39,2.407,9.357,2.407,9.357
1559,48,1.528,5.243,10.035,5.243,10.035
1560,48,2.483,32.432,14.233,32.432,14.233
1561,48,2.578,29.902,17.812,29.902,17.812
1562,48,1.814,33.478,19.341,33.478,19.341
1563,48,1.199,15.081,19.313,15.081,19.313
1564,48,2.175,28.529,19.556,28.529,19.556
1565,48,1.793,14.712,20.92,14.712,20.92
1566,48,1.432,18.124,20.487,18.124,20.487
1567,48,1.867,41.527,25.917,41.527,25.917
1568,48,1.284,18.104,31.988,18.104,31.988
1569,48,1.05,32.741,36.303,32.741,36.303
1570,48,1.029,33.103,37.229,33.103,37.229
1571,48,1.167,49.526,39.279,49.526,39.279
1572,48,1.517,20.058,39.665,20.058,39.665
1573,48,1.029,49.332,41.913,49.332,41.913
1574,48,1.262,27.777,41.207,27.777,41.207
1575,48,2.302,31.33,41.728,31.33,41.728
1576,48,2.78,11.729,43.564,11.729,43.564
1577,48,1.103,48.455,42.195,48.455,42.195
1578,48,1.634,19.304,42.232,19.304,42.232
1579,48,2.769,32.402,44.223,32.402,44.223
1580,48,1.92,24.464,43.106,24.464,43.106
1581,48,1.475,5.733,44.216,5.733,44.216
1582,48,2.408,5.985,46.28,5.985,46.28
1583,48,4.328,10.305,47.186,10.305,47.186
1584,48,1.156,48.161,47.355,48.161,47.355
1585,48,1.74,2.229,48.181,2.229,48.181
1586,48,2.228,9.205,48.762,9.205,48.762
1587,48,1.825,10.595,48.494,10.595,48.494
1588,49,1.188,1.7,2.705,1.7,2.705
1589,49,1.093,35.564,2.303,35.564,2.303
1590,49,1.496,34.86,4.75,34.86,4.75
1591,49,1.114,37.695,4.423,37.695,4.423
1592,49,1.156,16.872,5.835,16.872,5.835
1593,49,1.04,15.029,7.95,15.029,7.95
1594,49,1.475,1.971,9.262,1.971,9.262
1595,49,1.496,4.83,9.953,4.83,9.953
1596,49,2.451,32.376,14.218,32.376,14.218
1597,49,2.546,29.874,17.832,29.874,17.832
1598,49,1.867,33.627,19.423,33.627,19.423
1599,49,1.273,15.247,19.405,15.247,19.405
1600,49,1.188,28.082,19.493,28.082,19.493
1601,49,1.814,14.731,20.913,14.731,20.913
1602,49,1.018,30.576,19.924,30.576,19.924
1603,49,1.464,18.363,20.551,18.363,20.551
1604,49,1.04,15.645,24.025,15.645,24.025
1605,49,1.496,44.271,23.69,44.271,23.69
1606,49,1.793,41.614,25.862,41.614,25.862
1607,49,1.4,18.062,31.94,18.062,31.94
1608,49,1.061,33.428,36.591,33.428,36.591
1609,49,1.188,49.273,39.35,49.273,39.35
1610,49,1.56,20.08,39.639,20.08,39.639
1611,49,1.984,29.069,40.379,29.069,40.379
1612,49,1.04,49.37,41.771,49.37,41.771
1613,49,2.313,31.384,41.782,31.384,41.782
1614,49,2.833,11.763,43.46,11.763,43.46
1615,49,1.644,19.303,42.185,19.303,42.185
1616,49,1.146,48.457,42.335,48.457,42.335
1617,49,2.864,31.983,43.942,31.983,43.942
1618,49,1.857,24.769,43.264,24.769,43.264
1619,49,1.485,5.385,44.653,5.385,44.653
1620,49,2.684,6.033,46.286,6.033,46.286
1621,49,2.493,11.932,46.614,11.932,46.614
1622,49,1.793,8.895,47.388,8.895,47.388
1623,49,1.167,48.147,47.395,48.147,47.395
1624,49,1.804,1.909,48.232,1.909,48.232
1625,49,3.978,10.34,48.232,10.34,48.232
1626,50,1.008,1.614,2.509,1.614,2.509
1627,50,1.156,36.092,2.795,36.092,2.795
1628,50,1.475,34.792,4.852,34.792,4.852
1629,50,1.082,38.14,4.952,38.14,4.952
1630,50,1.167,16.808,5.925,16.808,5.925
1631,50,1.04,14.965,8.04,14.965,8.04
1632,50,1.517,1.9,9.256,1.9,9.256
1633,50,1.528,4.685,9.945,4.685,9.945
1634,50,2.557,32.346,14.233,32.346,14.233
1635,50,2.429,29.957,17.821,29.957,17.821
1636,50,1.878,33.83,19.417,33.83,19.417
1637,50,1.316,15.385,19.474,15.385,19.474
1638,50,1.029,28.663,19.465,28.663,19.465
1639,50,1.719,14.704,20.954,14.704,20.954
1640,50,1.061,31.139,19.985,31.139,19.985
1641,50,1.337,18.546,20.584,18.546,20.584
1642,50,1.867,41.568,25.9,41.568,25.9
1643,50,1.294,18.152,32.026,18.152,32.026
1644,50,1.082,33.624,35.861,33.624,35.861
1645,50,1.05,49.247,39.736,49.247,39.736
1646,50,3.066,19.679,40.883,19.679,40.883
1647,50,1.156,27.954,41.097,27.954,41.097
1648,50,1.082,49.386,41.986,49.386,41.986
1649,50,2.833,11.795,43.23,11.795,43.23
1650,50,2.366,31.628,41.867,31.628,41.867
1651,50,1.135,48.414,42.785,48.414,42.785
1652,50,2.79,31.521,43.545,31.521,43.545
1653,50,1.899,24.589,43.171,24.589,43.171
1654,50,1.496,5.265,44.788,5.265,44.788
1655,50,2.514,12.33,46.507,12.33,46.507
1656,50,1.814,9.209,47.062,9.209,47.062
1657,50,1.369,7.467,46.083,7.467,46.083
1658,50,1.305,4.818,46.499,4.818,46.499
1659,50,1.167,48.085,47.551,48.085,47.551
1660,50,1.804,1.812,48.113,1.812,48.113
1661,50,2.292,10.294,47.899,10.294,47.899
1662,50,1.878,11.237,48.238,11.237,48.238
1663,51,1.156,1.556,1.716,1.556,1.716
1664,51,1.04,36.589,3.341,36.589,3.341
1665,51,1.231,0.534,4.259,0.534,4.259
1666,51,1.591,34.914,5.074,34.914,5.074
1667,51,1.156,38.622,5.453,38.622,5.453
1668,51,1.135,16.833,5.937,16.833,5.937
1669,51,1.241,14.968,8.006,14.968,8.006
1670,51,1.485,1.97,9.25,1.97,9.25
1671,51,1.517,4.811,9.921,4.811,9.921
1672,51,2.557,32.304,14.215,32.304,14.215
1673,51,2.589,29.923,17.856,29.923,17.856
1674,51,1.825,33.95,19.568,33.95,19.568
1675,51,1.411,15.371,19.444,15.371,19.444
1676,51,2.132,30.618,19.843,30.618,19.843
1677,51,1.772,15.117,21.418,15.117,21.418
1678,51,1.485,18.611,20.635,18.611,20.635
1679,51,1.952,41.592,25.924,41.592,25.924
1680,51,1.4,18.202,32.136,18.202,32.136
1681,51,1.125,32.007,36.972,32.007,36.972
1682,51,1.072,30.813,39.257,30.813,39.257
1683,51,1.103,49.192,39.788,49.192,39.788
1684,51,1.56,20.072,39.669,20.072,39.669
1685,51,1.008,49.472,41.547,49.472,41.547
1686,51,1.199,27.999,41.014,27.999,41.014
1687,51,2.875,11.788,43.015,11.788,43.015
1688,51,2.345,31.456,42.063,31.456,42.063
1689,51,2.854,30.996,42.708,30.996,42.708
1690,51,1.602,19.296,42.202,19.296,42.202
1691,51,1.093,48.426,42.694,48.426,42.694
1692,51,1.91,24.438,43.138,24.438,43.138
1693,51,1.506,5.091,44.949,5.091,44.949
1694,51,1.793,9.623,46.81,9.623,46.81
1695,51,2.483,12.913,46.493,12.913,46.493
1696,51,2.758,6.172,46.245,6.172,46.245
1697,51,1.178,48.036,47.605,48.036,47.605
1698,51,1.782,1.753,48.174,1.753,48.174
1699,51,4.127,11.213,47.925,11.213,47.925
1700,52,1.114,1.662,1.406,1.662,1.406
1701,52,1.103,0.525,4.007,0.525,4.007
1702,52,1.602,35.195,5.266,35.195,5.266
1703,52,1.146,38.742,5.465,38.742,5.465
1704,52,1.252,16.932,5.793,16.932,5.793
1705,52,1.146,15.029,7.941,15.029,7.941
1706,52,1.443,1.877,9.24,1.877,9.24
1707,52,1.517,4.747,9.961,4.747,9.961
1708,52,2.461,32.4,14.225,32.4,14.225
1709,52,2.673,29.943,17.874,29.943,17.874
1710,52,1.39,15.414,19.524,15.414,19.524
1711,52,1.697,34.38,19.887,34.38,19.887
1712,52,2.175,31.175,19.961,31.175,19.961
1713,52,1.485,18.692,20.693,18.692,20.693
1714,52,1.74,15.38,22.157,15.38,22.157
1715,52,1.57,45.362,23.316,45.362,23.316
1716,52,1.963,41.665,25.913,41.665,25.913
1717,52,1.432,18.418,32.48,18.418,32.48
1718,52,1.114,49.202,39.63,49.202,39.63
1719,52,1.538,20.093,39.579,20.093,39.579
1720,52,1.22,28.135,40.932,28.135,40.932
1721,52,2.758,11.904,43.083,11.904,43.083
1722,52,1.623,19.307,42.141,19.307,42.141
1723,52,1.146,48.479,42.69,48.479,42.69
1724,52,1.931,24.715,43.272,24.715,43.272
1725,52,1.485,4.9,45.01,4.9,45.01
1726,52,1.676,9.804,46.55,9.804,46.55
1727,52,2.461,13.231,46.485,13.231,46.485
1728,52,2.652,6.28,46.238,6.28,46.238
1729,52,1.156,48.108,47.515,48.108,47.515
1730,52,1.804,1.856,48.12,1.856,48.12
1731,52,2.228,11.203,47.661,11.203,47.661
1732,52,1.857,11.952,48.21,11.952,48.21
1733,53,1.199,1.573,1.546,1.573,1.546
1734,53,1.188,0.544,4.131,0.544,4.131
1735,53,1.581,35.665,5.667,35.665,5.667
1736,53,1.241,16.849,5.828,16.849,5.828
1737,53,1.05,38.995,5.724,38.995,5.724
1738,53,1.125,15.055,7.909,15.055,7.909
1739,53,1.453,1.888,9.264,1.888,9.264
1740,53,1.464,4.742,9.952,4.742,9.952
1741,53,2.504,32.374,14.147,32.374,14.147
1742,53,2.705,30.02,17.881,30.02,17.881
1743,53,1.804,34.49,19.93,34.49,19.93
1744,53,1.432,15.444,19.541,15.444,19.541
1745,53,1.04,30.143,19.383,30.143,19.383
1746,53,1.05,32.477,20.513,32.477,20.513
1747,53,1.422,18.67,20.712,18.67,20.712
1748,53,1.804,15.624,22.916,15.624,22.916
1749,53,1.602,45.449,23.308,45.449,23.308
1750,53,1.008,15.705,25.591,15.705,25.591
1751,53,1.941,41.533,25.976,41.533,25.976
1752,53,1.422,18.467,32.59,18.467,32.59
1753,53,1.093,34.517,33.922,34.517,33.922
1754,53,1.103,31.116,37.964,31.116,37.964
1755,53,1.018,31.312,38.812,31.312,38.812
1756,53,1.114,49.189,39.567,49.189,39.567
1757,53,1.634,20.123,39.498,20.123,39.498
1758,53,1.008,49.671,40.88,49.671,40.88
1759,53,1.082,28.491,40.764,28.491,40.764
1760,53,2.323,31.477,41.971,31.477,41.971
1761,53,2.79,11.916,43.077,11.916,43.077
1762,53,2.907,31.061,42.692,31.061,42.692
1763,53,1.57,19.335,42.037,19.335,42.037
1764,53,1.146,48.513,42.635,48.513,42.635
1765,53,1.899,25.14,43.569,25.14,43.569
1766,53,1.56,4.616,45.134,4.616,45.134
1767,53,1.719,10.281,46.206,10.281,46.206
1768,53,2.642,6.328,46.209,6.328,46.209
1769,53,4.7,12.455,46.934,12.455,46.934
1770,53,1.178,48.303,47.143,48.303,47.143
1771,53,1.782,1.69,47.493,1.69,47.493
1772,53,1.867,12.601,48.098,12.601,48.098
1773,54,1.178,1.557,1.5,1.557,1.5
1774,54,1.061,36.968,3.743,36.968,3.743
1775,54,1.167,0.554,4.142,0.554,4.142
1776,54,1.188,16.934,5.709,16.934,5.709
1777,54,1.464,36.074,5.995,36.074,5.995
1778,54,1.135,38.942,5.825,38.942,5.825
1779,54,1.04,15.067,7.901,15.067,7.901
1780,54,1.337,2.273,9.363,2.273,9.363
1781,54,1.422,5.14,9.993,5.14,9.993
1782,54,2.493,32.404,14.156,32.404,14.156
1783,54,2.578,30.048,17.896,30.048,17.896
1784,54,1.369,15.418,19.53,15.418,19.53
1785,54,2.217,31.445,19.985,31.445,19.985
1786,54,1.708,34.578,19.989,34.578,19.989
1787,54,1.485,18.648,20.673,18.648,20.673
1788,54,1.772,15.913,23.772,15.913,23.772
1789,54,1.506,45.583,23.268,45.583,23.268
1790,54,1.825,41.566,25.987,41.566,25.987
1791,54,1.347,18.612,32.585,18.612,32.585
1792,54,1.156,30.974,38.177,30.974,38.177
1793,54,1.082,31.498,38.816,31.498,38.816
1794,54,1.591,20.15,39.406,20.15,39.406
1795,54,1.146,49.19,39.562,49.19,39.562
1796,54,1.135,28.673,40.61,28.673,40.61
1797,54,2.811,11.722,43.046,11.722,43.046
1798,54,2.238,31.488,41.965,31.488,41.965
1799,54,2.843,31.065,42.65,31.065,42.65
1800,54,1.655,19.363,42.005,19.363,42.005
1801,54,1.093,48.495,42.671,48.495,42.671
1802,54,1.888,25.372,43.689,25.372,43.689
1803,54,1.772,10.644,45.644,10.644,45.644
1804,54,1.506,4.049,45.443,4.049,45.443
1805,54,1.825,1.565,47.169,1.565,47.169
1806,54,2.748,6.218,46.238,6.218,46.238
1807,54,1.167,48.273,47.195,48.273,47.195
1808,54,2.493,12.995,46.398,12.995,46.398
1809,54,2.292,12.681,47.178,12.681,47.178
1810,54,1.825,8.895,48.884,8.895,48.884
1811,54,1.846,13.32,47.962,13.32,47.962
1812,55,1.008,0.581,4.016,0.581,4.016
1813,55,1.125,37.325,4.116,37.325,4.116
1814,55,1.199,16.914,5.72,16.914,5.72
1815,55,1.613,36.377,6.202,36.377,6.202
1816,55,1.22,39.415,6.246,39.415,6.246
1817,55,1.125,15.098,7.85,15.098,7.85
1818,55,1.432,2.111,9.262,2.111,9.262
1819,55,1.453,4.992,10.0,4.992,10.0
1820,55,2.483,32.456,14.233,32.456,14.233
1821,55,2.472,30.133,17.887,30.133,17.887
1822,55,1.358,15.525,19.55,15.525,19.55
1823,55,1.156,30.346,19.397,30.346,19.397
1824,55,1.74,34.914,20.201,34.914,20.201
1825,55,1.178,32.647,20.573,32.647,20.573
1826,55,1.379,18.74,20.665,18.74,20.665
1827,55,1.814,16.504,25.468,16.504,25.468
1828,55,1.899,41.837,25.822,41.837,25.822
1829,55,1.326,18.757,32.802,18.757,32.802
1830,55,1.103,30.871,38.235,30.871,38.235
1831,55,1.22,31.754,38.687,31.754,38.687
1832,55,1.029,49.188,39.545,49.188,39.545
1833,55,1.05,49.88,39.921,49.88,39.921
1834,55,1.57,20.09,39.562,20.09,39.562
1835,55,1.178,28.743,40.197,28.743,40.197
1836,55,2.716,11.634,42.902,11.634,42.902
1837,55,1.613,19.322,42.13,19.322,42.13
1838,55,1.135,48.528,42.559,48.528,42.559
1839,55,1.888,25.532,43.78,25.532,43.78
1840,55,1.591,10.791,44.828,10.791,44.828
1841,55,1.591,3.838,45.588,3.838,45.588
1842,55,1.782,1.51,47.036,1.51,47.036
1843,55,2.673,6.321,46.204,6.321,46.204
1844,55,1.22,48.251,47.273,48.251,47.273
1845,55,2.483,13.09,46.289,13.09,46.289
1846,55,1.782,9.44,48.173,9.44,48.173
1847,55,2.228,13.192,47.079,13.192,47.079
1848,55,1.91,13.565,47.868,13.565,47.868
1849,56,1.018,0.565,4.065,0.565,4.065
1850,56,1.188,37.382,4.151,37.382,4.151
1851,56,2.472,15.961,6.893,15.961,6.893
1852,56,1.549,36.66,6.43,36.66,6.43
1853,56,1.231,39.461,6.345,39.461,6.345
1854,56,2.96,3.846,9.696,3.846,9.696
1855,56,2.536,32.445,14.227,32.445,14.227
1856,56,2.578,30.121,17.94,30.121,17.94
1857,56,1.39,15.539,19.545,15.539,19.545
1858,56,1.082,30.863,19.399,30.863,19.399
1859,56,1.644,35.17,20.356,35.17,20.356
1860,56,1.072,33.022,20.76,33.022,20.76
1861,56,1.432,18.836,20.7,18.836,20.7
1862,56,1.549,45.743,23.25,45.743,23.25
1863,56,1.804,16.833,26.063,16.833,26.063
1864,56,2.016,41.956,25.774,41.956,25.774
1865,56,1.485,53.609,28.989,53.609,28.989
1866,56,1.029,35.337,32.726,35.337,32.726
1867,56,1.369,18.942,33.089,18.942,33.089
1868,56,1.167,30.622,38.34,30.622,38.34
1869,56,1.072,32.016,38.488,32.016,38.488
1870,56,1.093,49.232,39.44,49.232,39.44
1871,56,1.634,20.09,39.581,20.09,39.581
1872,56,1.082,29.005,40.043,29.005,40.043
1873,56,2.599,11.582,42.562,11.582,42.562
1874,56,1.644,19.321,42.154,19.321,42.154
1875,56,1.156,48.565,42.406,48.565,42.406
1876,56,1.729,10.888,44.383,10.888,44.383
1877,56,1.91,25.634,43.869,25.634,43.869
1878,56,1.835,1.386,46.416,1.386,46.416
1879,56,1.549,3.562,45.626,3.562,45.626
1880,56,2.684,6.352,46.196,6.352,46.196
1881,56,1.167,48.361,47.081,48.361,47.081
1882,56,2.525,13.139,46.22,13.139,46.22
1883,56,1.835,9.819,47.828,9.819,47.828
1884,56,2.302,13.473,47.016,13.473,47.016
1885,56,1.867,13.928,47.792,13.928,47.792
1886,57,1.114,0.572,4.006,0.572,4.006
1887,57,1.125,37.434,4.184,37.434,4.184
1888,57,1.199,16.915,5.853,16.915,5.853
1889,57,1.57,36.831,6.597,36.831,6.597
1890,57,1.178,39.527,6.383,39.527,6.383
1891,57,1.209,14.994,7.93,14.994,7.93
1892,57,1.475,2.396,9.369,2.396,9.369
1893,57,1.464,5.172,10.09,5.172,10.09
1894,57,2.567,32.416,14.168,32.416,14.168
1895,57,2.599,30.19,17.909,30.19,17.909
1896,57,2.079,32.242,20.071,32.242,20.071
1897,57,1.411,15.703,19.614,15.703,19.614
1898,57,1.825,35.476,20.447,35.476,20.447
1899,57,1.4,18.922,20.644,18.922,20.644
1900,57,1.888,41.864,25.795,41.864,25.795
1901,57,1.729,17.024,26.598,17.024,26.598
1902,57,1.029,16.702,28.277,16.702,28.277
