,frame,Area,X,Y,x,y
132,5,1.125,48.202,43.167,48.202,43.167
133,5,3.395,22.365,43.624,22.365,43.624
134,5,2.451,5.986,43.352,5.986,43.352
135,5,1.326,20.183,44.013,20.183,44.013
136,5,1.623,22.911,44.615,22.911,44.615
137,5,1.782,1.376,45.562,1.376,45.562
138,5,2.631,33.436,47.471,33.436,47.471
139,5,2.504,6.089,46.418,6.089,46.418
140,5,1.231,23.662,47.099,23.662,47.099
141,6,1.05,0.973,2.174,0.973,2.174
142,6,2.313,9.987,9.804,9.987,9.804
143,6,1.432,5.324,10.183,5.324,10.183
144,6,1.475,7.963,11.434,7.963,11.434
145,6,2.249,38.333,15.736,38.333,15.736
146,6,2.048,20.15,19.161,20.15,19.161
147,6,1.613,28.225,18.893,28.225,18.893
148,6,1.156,15.547,19.507,15.547,19.507
149,6,2.557,23.403,19.403,23.403,19.403
150,6,1.273,18.767,20.532,18.767,20.532
151,6,1.549,17.14,27.725,17.14,27.725
152,6,1.708,37.575,30.01,37.575,30.01
153,6,1.262,16.479,30.844,16.479,30.844
154,6,2.716,13.857,34.038,13.857,34.038
155,6,1.125,34.882,33.261,34.882,33.261
156,6,1.347,12.328,34.351,12.328,34.351
157,6,2.122,29.412,40.145,29.412,40.145
158,6,1.464,20.185,39.56,20.185,39.56
159,6,1.453,19.376,42.112,19.376,42.112
160,6,2.249,31.94,42.109,31.94,42.109
161,6,1.093,48.402,42.741,48.402,42.741
162,6,2.408,6.107,43.284,6.107,43.284
163,6,1.273,21.657,43.362,21.657,43.362
164,6,2.175,21.189,44.462,21.189,44.462
165,6,1.294,19.269,44.269,19.269,44.269
166,6,1.644,22.228,44.981,22.228,44.981
167,6,1.103,47.943,45.667,47.943,45.667
168,6,1.04,48.766,46.201,48.766,46.201
169,6,1.719,1.477,46.41,1.477,46.41
170,6,2.695,33.432,47.448,33.432,47.448
171,6,1.135,24.076,46.472,24.076,46.472
172,6,1.305,7.319,46.117,7.319,46.117
173,6,1.284,4.766,46.686,4.766,46.686
174,7,1.082,1.313,1.789,1.313,1.789
175,7,2.345,9.987,9.806,9.987,9.806
176,7,1.432,5.356,10.183,5.356,10.183
177,7,1.464,7.96,11.405,7.96,11.405
178,7,2.228,38.278,15.739,38.278,15.739
179,7,1.613,28.906,18.864,28.906,18.864
180,7,1.061,22.033,18.987,22.033,18.987
181,7,1.114,15.469,19.481,15.469,19.481
182,7,2.61,24.11,19.414,24.11,19.414
183,7,1.04,19.466,19.355,19.466,19.355
184,7,1.167,18.655,20.531,18.655,20.531
185,7,1.772,17.112,27.515,17.112,27.515
186,7,1.475,37.193,29.255,37.193,29.255
187,7,1.782,37.827,29.782,37.827,29.782
188,7,1.241,16.594,30.874,16.594,30.874
189,7,2.758,13.844,34.052,13.844,34.052
190,7,1.05,34.821,33.297,34.821,33.297
191,7,1.453,12.05,34.435,12.05,34.435
192,7,3.119,19.801,40.785,19.801,40.785
193,7,1.029,30.769,39.179,30.769,39.179
194,7,1.178,28.088,40.964,28.088,40.964
195,7,2.302,31.974,42.101,31.974,42.101
196,7,2.408,6.346,43.342,6.346,43.342
197,7,1.294,21.268,43.618,21.268,43.618
198,7,1.316,18.778,44.575,18.778,44.575
199,7,2.238,20.357,44.856,20.357,44.856
200,7,1.167,47.991,45.117,47.991,45.117
201,7,1.666,22.103,45.123,22.103,45.123
202,7,1.04,48.748,45.952,48.748,45.952
203,7,1.772,1.483,46.5,1.483,46.5
204,7,1.135,24.211,46.295,24.211,46.295
205,7,2.589,33.393,47.34,33.393,47.34
206,7,2.631,6.112,46.261,6.112,46.261
207,8,2.345,9.205,9.768,9.205,9.768
208,8,1.432,5.211,10.162,5.211,10.162
209,8,1.464,7.877,11.358,7.877,11.358
210,8,2.345,38.162,15.759,38.162,15.759
211,8,1.655,29.478,18.893,29.478,18.893
212,8,2.525,24.7,19.348,24.7,19.348
213,8,1.125,15.483,19.495,15.483,19.495
214,8,1.984,20.815,19.259,20.815,19.259
215,8,1.273,18.737,20.526,18.737,20.526
216,8,1.57,17.034,27.283,17.034,27.283
217,8,1.018,16.191,27.884,16.191,27.884
218,8,1.528,37.411,29.054,37.411,29.054
219,8,1.857,38.064,29.547,38.064,29.547
220,8,1.337,16.577,31.018,16.577,31.018
221,8,2.727,13.857,34.018,13.857,34.018
222,8,1.305,11.886,34.627,11.886,34.627
223,8,1.008,33.085,35.778,33.085,35.778
224,8,2.154,29.469,40.069,29.469,40.069
225,8,3.13,19.771,40.872,19.771,40.872
226,8,1.05,48.707,41.926,48.707,41.926
227,8,2.185,31.277,41.922,31.277,41.922
228,8,2.398,6.693,43.332,6.693,43.332
229,8,1.337,20.639,43.899,20.639,43.899
230,8,1.061,48.001,44.809,48.001,44.809
231,8,3.543,19.451,45.194,19.451,45.194
232,8,1.75,21.252,45.604,21.252,45.604
233,8,1.273,24.352,46.276,24.352,46.276
234,8,2.61,33.416,47.505,33.416,47.505
235,8,2.631,6.068,46.271,6.068,46.271
236,8,1.772,2.101,48.087,2.101,48.087
237,9,1.082,1.32,1.573,1.32,1.573
238,9,2.345,9.32,9.755,9.32,9.755
239,9,1.39,5.246,10.146,5.246,10.146
240,9,1.379,7.873,11.344,7.873,11.344
241,9,2.26,38.073,15.723,38.073,15.723
242,9,2.631,24.869,19.26,24.869,19.26
243,9,1.581,29.61,18.856,29.61,18.856
244,9,1.029,22.535,19.056,22.535,19.056
245,9,1.262,15.513,19.535,15.513,19.535
246,9,1.316,18.729,20.532,18.729,20.532
247,9,1.093,15.957,25.36,15.957,25.36
248,9,1.464,16.798,26.581,16.798,26.581
249,9,1.464,37.657,28.828,37.657,28.828
250,9,1.814,38.243,29.396,38.243,29.396
251,9,1.241,16.621,30.825,16.621,30.825
252,9,1.008,35.178,32.97,35.178,32.97
253,9,2.578,13.776,34.084,13.776,34.084
254,9,1.4,11.726,34.841,11.726,34.841
255,9,3.087,19.78,40.84,19.78,40.84
256,9,1.135,28.152,40.942,28.152,40.942
257,9,1.061,48.878,41.789,48.878,41.789
258,9,2.175,31.381,41.943,31.381,41.943
259,9,2.451,7.385,42.987,7.385,42.987
260,9,1.337,20.01,44.219,20.01,44.219
261,9,1.072,48.037,44.735,48.037,44.735
262,9,2.196,19.428,45.527,19.428,45.527
263,9,1.347,17.784,45.612,17.784,45.612
264,9,1.167,24.541,46.159,24.541,46.159
265,9,1.75,20.359,46.112,20.359,46.112
266,9,2.673,33.4,47.508,33.4,47.508
267,9,2.567,6.159,46.218,6.159,46.218
268,9,1.772,2.092,48.288,2.092,48.288
269,10,1.156,1.362,1.496,1.362,1.496
270,10,2.376,9.39,9.768,9.39,9.768
271,10,1.4,5.118,10.099,5.118,10.099
272,10,1.432,7.804,11.257,7.804,11.257
273,10,2.345,37.853,15.667,37.853,15.667
274,10,2.504,25.322,19.169,25.322,19.169
275,10,1.56,30.059,18.884,30.059,18.884
276,10,1.103,22.772,19.086,22.772,19.086
277,10,1.347,15.476,19.488,15.476,19.488
278,10,1.167,20.227,19.581,20.227,19.581
279,10,1.326,18.698,20.537,18.698,20.537
280,10,1.485,16.782,26.067,16.782,26.067
281,10,1.549,37.826,28.585,37.826,28.585
282,10,1.729,38.624,28.926,38.624,28.926
283,10,1.125,16.627,30.777,16.627,30.777
284,10,2.673,13.543,34.35,13.543,34.35
285,10,1.326,11.604,35.103,11.604,35.103
286,10,1.57,20.201,39.539,20.201,39.539
287,10,1.156,28.138,40.939,28.138,40.939
288,10,1.018,48.908,41.777,48.908,41.777
289,10,1.485,19.381,42.005,19.381,42.005
290,10,2.185,31.589,42.015,31.589,42.015
291,10,2.504,7.496,42.919,7.496,42.919
292,10,1.018,48.057,44.604,48.057,44.604
293,10,1.39,19.579,44.459,19.579,44.459
294,10,2.048,19.256,45.681,19.256,45.681
295,10,1.072,24.641,46.137,24.641,46.137
296,10,2.843,33.43,47.43,33.43,47.43
297,10,1.294,17.388,45.937,17.388,45.937
298,10,1.602,19.92,46.378,19.92,46.378
299,10,2.578,6.146,46.212,6.146,46.212
300,10,1.825,2.114,48.337,2.114,48.337
301,11,1.072,1.256,1.562,1.256,1.562
302,11,2.122,9.743,9.77,9.743,9.77
303,11,1.4,5.071,10.056,5.071,10.056
304,11,1.432,7.841,10.902,7.841,10.902
305,11,2.323,37.715,15.653,37.715,15.653
306,11,2.483,25.894,19.097,25.894,19.097
307,11,1.517,30.396,18.888,30.396,18.888
308,11,1.209,15.47,19.47,15.47,19.47
309,11,2.323,21.703,19.367,21.703,19.367
310,11,1.252,18.88,20.545,18.88,20.545
311,11,1.676,16.771,25.747,16.771,25.747
312,11,1.772,38.848,28.726,38.848,28.726
313,11,1.209,16.61,30.816,16.61,30.816
314,11,2.758,13.431,34.482,13.431,34.482
315,11,1.262,11.259,35.321,11.259,35.321
316,11,1.528,20.218,39.458,20.218,39.458
317,11,2.122,29.293,40.173,29.293,40.173
318,11,1.061,48.587,42.055,48.587,42.055
319,11,1.443,19.377,41.938,19.377,41.938
320,11,2.27,31.492,41.978,31.492,41.978
321,11,2.483,7.601,42.902,7.601,42.902
322,11,1.273,19.271,44.678,19.271,44.678
323,11,1.04,47.968,44.992,47.968,44.992
324,11,2.111,18.987,45.887,18.987,45.887
325,11,1.093,24.836,46.0,24.836,46.0
326,11,2.801,33.464,47.421,33.464,47.421
327,11,2.631,6.185,46.197,6.185,46.197
328,11,1.273,17.184,46.228,17.184,46.228
329,11,1.623,19.865,46.445,19.865,46.445
330,11,1.75,2.077,48.297,2.077,48.297
331,12,1.4,5.197,9.972,5.197,9.972
332,12,1.061,8.44,9.747,8.44,9.747
333,12,1.146,11.161,9.751,11.161,9.751
334,12,1.453,7.937,10.901,7.937,10.901
335,12,2.196,37.871,15.659,37.871,15.659
336,12,2.536,25.908,19.206,25.908,19.206
337,12,2.313,22.021,19.296,22.021,19.296
338,12,1.697,30.717,18.98,30.717,18.98
339,12,1.273,15.554,19.5,15.554,19.5
340,12,1.305,18.82,20.529,18.82,20.529
341,12,1.729,16.748,25.63,16.748,25.63
342,12,1.761,39.062,28.478,39.062,28.478
343,12,1.262,16.68,30.636,16.68,30.636
344,12,2.642,13.261,34.639,13.261,34.639
345,12,1.337,11.172,35.479,11.172,35.479
346,12,1.411,20.163,39.507,20.163,39.507
347,12,1.125,28.088,40.959,28.088,40.959
348,12,1.125,48.754,41.806,48.754,41.806
349,12,1.517,19.342,41.954,19.342,41.954
350,12,2.281,31.576,42.019,31.576,42.019
351,12,2.504,7.588,42.961,7.588,42.961
352,12,1.114,48.065,44.768,48.065,44.768
353,12,1.167,5.908,44.469,5.908,44.469
354,12,1.284,18.729,44.968,18.729,44.968
355,12,2.079,18.703,45.96,18.703,45.96
356,12,1.008,25.092,45.914,25.092,45.914
357,12,2.822,33.446,47.38,33.446,47.38
358,12,1.655,19.392,46.585,19.392,46.585
359,12,2.631,6.193,46.177,6.193,46.177
360,12,1.273,16.592,46.47,16.592,46.47
361,12,1.761,1.992,48.551,1.992,48.551
362,13,1.061,1.252,1.427,1.252,1.427
363,13,1.453,5.072,9.948,5.072,9.948
364,13,2.302,9.657,9.756,9.657,9.756
365,13,1.581,7.855,10.866,7.855,10.866
366,13,2.345,37.812,15.633,37.812,15.633
367,13,2.578,26.019,19.148,26.019,19.148
368,13,1.114,23.287,19.05,23.287,19.05
369,13,1.697,30.841,18.996,30.841,18.996
370,13,1.231,15.497,19.482,15.497,19.482
371,13,1.103,20.827,19.473,20.827,19.473
372,13,1.316,18.739,20.532,18.739,20.532
373,13,1.687,16.716,25.32,16.716,25.32
374,13,1.464,38.451,27.967,38.451,27.967
375,13,1.772,39.409,28.082,39.409,28.082
376,13,1.326,16.739,30.544,16.739,30.544
377,13,1.008,34.438,33.651,34.438,33.651
378,13,2.801,12.95,34.873,12.95,34.873
379,13,1.411,10.943,35.646,10.943,35.646
380,13,1.528,20.192,39.533,20.192,39.533
381,13,1.04,28.116,40.921,28.116,40.921
382,13,1.114,48.955,41.496,48.955,41.496
383,13,1.464,19.365,42.024,19.365,42.024
384,13,2.281,31.822,42.067,31.822,42.067
385,13,2.493,7.615,42.963,7.615,42.963
386,13,1.125,48.084,44.41,48.084,44.41
387,13,1.114,25.258,45.666,25.258,45.666
388,13,1.305,18.165,45.322,18.165,45.322
389,13,2.122,18.264,46.295,18.264,46.295
390,13,2.748,33.402,47.373,33.402,47.373
391,13,2.557,6.149,46.173,6.149,46.173
392,13,1.75,18.989,46.855,18.989,46.855
393,13,1.369,16.0,46.737,16.0,46.737
394,13,1.857,1.928,48.642,1.928,48.642
395,14,2.281,9.897,9.763,9.897,9.763
396,14,1.475,5.13,10.012,5.13,10.012
397,14,1.517,7.955,10.901,7.955,10.901
398,14,2.313,37.975,15.632,37.975,15.632
399,14,2.483,26.41,19.068,26.41,19.068
400,14,1.697,31.124,19.047,31.124,19.047
401,14,1.273,15.433,19.484,15.433,19.484
402,14,1.029,23.284,19.113,23.284,19.113
403,14,1.072,20.718,19.484,20.718,19.484
404,14,1.326,18.709,20.53,18.709,20.53
405,14,1.761,16.606,25.027,16.606,25.027
406,14,1.835,39.552,27.92,39.552,27.92
407,14,1.284,53.923,29.138,53.923,29.138
408,14,1.305,16.739,30.342,16.739,30.342
409,14,1.156,33.89,34.022,33.89,34.022
410,14,2.716,12.536,35.268,12.536,35.268
411,14,1.432,10.988,35.574,10.988,35.574
412,14,2.111,29.333,40.139,29.333,40.139
413,14,1.528,20.19,39.553,20.19,39.553
414,14,1.072,48.995,41.042,48.995,41.042
415,14,1.464,19.365,42.033,19.365,42.033
416,14,1.05,49.329,42.713,49.329,42.713
417,14,2.249,31.881,42.072,31.881,42.072
418,14,2.493,7.702,42.983,7.702,42.983
419,14,1.125,48.182,43.907,48.182,43.907
420,14,1.093,25.471,45.469,25.471,45.469
421,14,1.029,48.562,46.269,48.562,46.269
422,14,1.273,17.766,45.835,17.766,45.835
423,14,2.716,33.423,47.424,33.423,47.424
424,14,2.663,6.251,46.155,6.251,46.155
425,14,2.228,18.0,46.638,18.0,46.638
426,14,1.729,19.349,46.759,19.349,46.759
427,14,1.316,15.465,47.136,15.465,47.136
428,14,1.75,1.958,48.822,1.958,48.822
429,15,1.135,8.683,9.708,8.683,9.708
430,15,1.199,11.361,9.812,11.361,9.812
431,15,1.411,5.069,10.032,5.069,10.032
432,15,1.453,7.9,10.869,7.9,10.869
433,15,2.281,38.275,15.662,38.275,15.662
434,15,2.578,26.971,18.894,26.971,18.894
435,15,1.337,15.332,19.442,15.332,19.442
436,15,1.114,23.412,19.123,23.412,19.123
437,15,1.761,31.282,19.068,31.282,19.068
438,15,1.05,20.879,19.433,20.879,19.433
439,15,1.294,18.504,20.473,18.504,20.473
440,15,1.761,16.569,24.812,16.569,24.812
441,15,1.56,38.902,27.548,38.902,27.548
442,15,1.878,39.742,27.824,39.742,27.824
443,15,1.252,16.74,30.403,16.74,30.403
444,15,1.188,33.87,33.919,33.87,33.919
445,15,2.875,12.491,35.325,12.491,35.325
446,15,1.506,10.967,35.64,10.967,35.64
447,15,1.072,30.818,39.16,30.818,39.16
448,15,1.496,20.174,39.601,20.174,39.601
449,15,1.125,49.299,40.835,49.299,40.835
450,15,1.008,28.058,40.971,28.058,40.971
451,15,1.496,19.373,42.039,19.373,42.039
452,15,2.345,31.888,42.064,31.888,42.064
453,15,2.599,7.705,43.043,7.705,43.043
454,15,1.061,48.298,43.662,48.298,43.662
455,15,1.146,25.538,45.499,25.538,45.499
456,15,2.684,33.446,47.537,33.446,47.537
457,15,1.347,17.495,45.883,17.495,45.883
458,15,2.642,6.114,46.191,6.114,46.191
459,15,2.27,17.829,46.644,17.829,46.644
460,15,1.772,19.427,46.739,19.427,46.739
461,15,1.379,15.261,47.258,15.261,47.258
462,15,1.814,1.89,48.993,1.89,48.993
463,16,2.398,10.156,9.745,10.156,9.745
464,16,1.443,5.017,10.023,5.017,10.023
465,16,1.432,7.8,10.796,7.8,10.796
466,16,2.366,37.772,15.648,37.772,15.648
467,16,2.557,27.673,18.646,27.673,18.646
468,16,1.209,14.902,19.272,14.902,19.272
469,16,1.74,31.261,19.017,31.261,19.017
470,16,1.125,23.523,19.159,23.523,19.159
471,16,1.04,21.032,19.375,21.032,19.375
472,16,1.294,17.992,20.364,17.992,20.364
473,16,1.74,16.605,24.596,16.605,24.596
474,16,1.623,39.064,27.341,39.064,27.341
475,16,1.825,39.92,27.574,39.92,27.574
476,16,1.358,16.749,30.375,16.749,30.375
477,16,1.114,33.887,33.858,33.887,33.858
478,16,2.716,12.507,35.422,12.507,35.422
479,16,1.358,11.534,35.277,11.534,35.277
480,16,1.05,33.01,35.893,33.01,35.893
481,16,1.04,30.736,39.181,30.736,39.181
482,16,1.453,20.217,39.519,20.217,39.519
483,16,1.156,49.47,40.465,49.47,40.465
484,16,1.146,28.096,40.982,28.096,40.982
485,16,1.464,19.386,42.028,19.386,42.028
486,16,2.376,31.83,42.055,31.83,42.055
487,16,1.125,48.333,43.258,48.333,43.258
488,16,2.504,7.863,43.099,7.863,43.099
489,16,1.135,25.788,45.02,25.788,45.02
490,16,2.695,33.424,47.521,33.424,47.521
491,16,1.358,17.309,45.844,17.309,45.844
492,16,1.125,48.344,46.954,48.344,46.954
493,16,2.727,6.131,46.185,6.131,46.185
494,16,1.835,19.662,46.643,19.662,46.643
495,16,2.313,17.248,46.931,17.248,46.931
496,16,1.411,15.126,47.136,15.126,47.136
497,16,1.91,20.49,48.934,20.49,48.934
498,16,1.846,1.82,49.084,1.82,49.084
499,17,2.387,10.297,9.741,10.297,9.741
500,17,1.411,4.961,10.046,4.961,10.046
501,17,1.411,7.721,10.762,7.721,10.762
502,17,2.345,37.498,15.619,37.498,15.619
503,17,2.483,28.518,18.449,28.518,18.449
504,17,1.178,14.913,19.283,14.913,19.283
505,17,1.74,31.334,19.014,31.334,19.014
506,17,2.366,22.657,19.19,22.657,19.19
507,17,1.347,18.016,20.362,18.016,20.362
508,17,1.74,16.557,24.457,16.557,24.457
509,17,1.581,39.268,27.099,39.268,27.099
510,17,1.878,40.162,27.292,40.162,27.292
511,17,1.316,16.738,30.345,16.738,30.345
512,17,1.072,33.949,33.912,33.949,33.912
513,17,2.716,12.466,35.535,12.466,35.535
514,17,1.369,11.402,35.552,11.402,35.552
515,17,1.018,33.156,35.753,33.156,35.753
516,17,1.072,30.739,39.208,30.739,39.208
517,17,3.066,19.756,40.811,19.756,40.811
518,17,1.125,49.511,40.228,49.511,40.228
519,17,1.167,28.05,40.998,28.05,40.998
520,17,2.334,31.573,42.006,31.573,42.006
521,17,1.018,49.148,43.162,49.148,43.162
522,17,1.04,48.346,42.974,48.346,42.974
523,17,1.22,26.131,44.225,26.131,44.225
524,17,2.589,8.266,43.16,8.266,43.16
525,17,2.78,33.418,47.515,33.418,47.515
526,17,1.125,48.4,46.585,48.4,46.585
527,17,1.337,17.162,45.865,17.162,45.865
528,17,1.369,7.366,46.002,7.366,46.002
529,17,3.66,16.172,47.169,16.172,47.169
530,17,1.74,18.903,46.858,18.903,46.858
531,17,1.273,4.701,46.401,4.701,46.401
532,17,1.878,20.379,48.321,20.379,48.321
533,17,1.835,1.544,49.428,1.544,49.428
534,18,2.302,10.765,9.743,10.765,9.743
535,18,1.379,4.884,10.01,4.884,10.01
536,18,1.379,7.688,10.745,7.688,10.745
537,18,2.355,37.128,15.578,37.128,15.578
538,18,2.493,28.661,18.347,28.661,18.347
539,18,1.782,31.356,18.963,31.356,18.963
540,18,1.125,14.891,19.255,14.891,19.255
541,18,1.167,24.023,19.129,24.023,19.129
542,18,1.156,21.504,19.225,21.504,19.225
543,18,1.241,17.951,20.35,17.951,20.35
544,18,1.761,16.514,24.23,16.514,24.23
545,18,1.443,39.463,26.811,39.463,26.811
546,18,1.941,40.528,26.847,40.528,26.847
547,18,1.369,53.489,28.782,53.489,28.782
548,18,1.231,16.882,29.779,16.882,29.779
549,18,1.135,33.906,33.796,33.906,33.796
550,18,2.801,12.258,35.835,12.258,35.835
551,18,1.05,33.76,34.99,33.76,34.99
552,18,1.39,11.229,35.775,11.229,35.775
553,18,2.334,29.327,40.123,29.327,40.123
554,18,3.108,19.711,40.894,19.711,40.894
555,18,1.178,49.49,40.312,49.49,40.312
556,18,2.238,31.631,42.021,31.631,42.021
557,18,1.199,27.341,42.649,27.341,42.649
558,18,1.05,48.357,42.972,48.357,42.972
559,18,2.525,8.844,43.334,8.844,43.334
560,18,2.769,33.422,47.504,33.422,47.504
561,18,3.681,16.747,46.761,16.747,46.761
562,18,1.05,48.222,46.871,48.222,46.871
563,18,2.673,6.176,46.164,6.176,46.164
564,18,1.804,18.152,47.167,18.152,47.167
565,18,1.804,20.296,47.739,20.296,47.739
566,18,1.337,14.909,47.37,14.909,47.37
567,19,2.631,11.193,9.765,11.193,9.765
568,19,1.422,4.562,9.936,4.562,9.936
569,19,1.4,7.387,10.388,7.387,10.388
570,19,2.408,37.187,15.557,37.187,15.557
571,19,2.536,28.614,18.335,28.614,18.335
572,19,1.729,31.247,18.99,31.247,18.99
573,19,1.135,14.92,19.265,14.92,19.265
574,19,2.292,23.036,19.174,23.036,19.174
575,19,1.273,17.958,20.372,17.958,20.372
576,19,1.687,16.515,24.37,16.515,24.37
577,19,1.517,40.187,25.933,40.187,25.933
578,19,1.825,41.05,26.24,41.05,26.24
579,19,1.146,16.841,28.898,16.841,28.898
580,19,1.04,33.813,33.852,33.813,33.852
581,19,2.843,12.265,35.84,12.265,35.84
