 ,Label,Area,X,Y,XM,YM
3206,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:92/200 - Series 1,1.719,38.572,47.170,38.572,47.170
3207,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:92/200 - Series 1,1.814,22.245,48.725,22.245,48.725
3208,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:92/200 - Series 1,1.750,8.833,49.379,8.833,49.379
3209,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.252,16.929,5.879,16.929,5.879
3210,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.146,39.012,5.918,39.012,5.918
3211,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.093,41.458,7.666,41.458,7.666
3212,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.220,14.976,7.983,14.976,7.983
3213,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.506,41.642,9.889,41.642,9.889
3214,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.496,1.717,9.197,1.717,9.197
3215,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.581,4.635,9.951,4.635,9.951
3216,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,2.514,30.141,17.929,30.141,17.929
3217,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,2.546,35.426,19.478,35.426,19.478
3218,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.146,14.802,19.282,14.802,19.282
3219,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.061,33.838,20.527,33.838,20.527
3220,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.167,17.974,20.492,17.974,20.492
3221,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.708,39.044,21.989,39.044,21.989
3222,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.029,35.932,22.073,35.932,22.073
3223,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.475,46.169,23.058,46.169,23.058
3224,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.581,18.207,23.965,18.207,23.965
3225,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.846,48.844,23.131,48.844,23.131
3226,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,2.642,42.522,26.163,42.522,26.163
3227,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.835,13.376,34.658,13.376,34.658
3228,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.231,21.238,34.806,21.238,34.806
3229,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,2.801,11.703,36.599,11.703,36.599
3230,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.093,50.339,35.490,50.339,35.490
3231,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.008,51.025,36.697,51.025,36.697
3232,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.178,50.085,38.540,50.085,38.540
3233,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.591,20.128,39.574,20.128,39.574
3234,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.018,29.372,40.785,29.372,40.785
3235,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.125,27.494,42.201,27.494,42.201
3236,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.740,25.407,43.771,25.407,43.771
3237,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,2.005,31.876,45.251,31.876,45.251
3238,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.581,18.963,44.491,18.963,44.491
3239,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,2.451,14.937,46.710,14.937,46.710
3240,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,2.737,6.174,46.319,6.174,46.319
3241,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,2.334,21.144,46.156,21.144,46.156
3242,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.072,48.192,47.474,48.192,47.474
3243,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.655,38.653,47.150,38.653,47.150
3244,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:93/200 - Series 1,1.825,22.202,48.739,22.202,48.739
3245,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,2.525,15.889,6.967,15.889,6.967
3246,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.114,39.041,6.006,39.041,6.006
3247,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.135,41.465,7.659,41.465,7.659
3248,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.496,41.701,9.931,41.701,9.931
3249,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.496,1.707,9.208,1.707,9.208
3250,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.538,4.616,9.958,4.616,9.958
3251,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,2.695,30.172,17.916,30.172,17.916
3252,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,2.578,35.737,19.766,35.737,19.766
3253,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.082,14.891,19.325,14.891,19.325
3254,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.326,17.977,20.500,17.977,20.500
3255,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,2.058,35.009,21.430,35.009,21.430
3256,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.761,39.425,22.113,39.425,22.113
3257,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.432,46.213,23.083,46.213,23.083
3258,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.708,18.261,23.917,18.261,23.917
3259,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.835,48.871,23.124,48.871,23.124
3260,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,2.589,43.084,26.069,43.084,26.069
3261,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.867,13.391,34.052,13.391,34.052
3262,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.284,21.319,34.870,21.319,34.870
3263,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,2.769,11.705,36.577,11.705,36.577
3264,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.029,50.322,35.558,50.322,35.558
3265,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.061,50.083,38.604,50.083,38.604
3266,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.581,20.137,39.546,20.137,39.546
3267,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.050,29.427,40.924,29.427,40.924
3268,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.072,27.422,42.320,27.422,42.320
3269,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.782,25.591,43.929,25.591,43.929
3270,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,2.069,31.917,45.229,31.917,45.229
3271,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.644,18.919,44.732,18.919,44.732
3272,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,2.599,14.911,46.795,14.911,46.795
3273,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.358,7.547,46.105,7.547,46.105
3274,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,2.398,21.666,46.096,21.666,46.096
3275,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.305,4.789,46.529,4.789,46.529
3276,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.114,48.161,47.521,48.161,47.521
3277,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.687,38.767,47.111,38.767,47.111
3278,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:94/200 - Series 1,1.782,22.154,48.740,22.154,48.740
3279,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,2.440,15.893,6.965,15.893,6.965
3280,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.125,38.772,5.796,38.772,5.796
3281,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.167,41.125,7.571,41.125,7.571
3282,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.549,41.716,9.911,41.716,9.911
3283,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.528,1.714,9.227,1.714,9.227
3284,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.517,4.591,9.953,4.591,9.953
3285,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,2.610,30.188,17.904,30.188,17.904
3286,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.178,14.843,19.308,14.843,19.308
3287,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,2.514,36.550,20.524,36.550,20.524
3288,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.294,17.920,20.480,17.920,20.480
3289,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.740,40.473,22.676,40.473,22.676
3290,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.358,46.529,22.992,46.529,22.992
3291,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.857,48.869,23.045,48.869,23.045
3292,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.666,18.127,24.055,18.127,24.055
3293,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,2.567,43.251,26.069,43.251,26.069
3294,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.878,13.437,33.941,13.437,33.941
3295,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.252,21.131,34.735,21.131,34.735
3296,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,2.727,11.738,36.556,11.738,36.556
3297,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.050,50.282,35.511,50.282,35.511
3298,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.008,50.105,38.644,50.105,38.644
3299,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.560,20.136,39.557,20.136,39.557
3300,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.125,27.352,42.457,27.352,42.457
3301,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.804,25.451,43.814,25.451,43.814
3302,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,2.079,31.844,45.245,31.844,45.245
3303,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.602,18.803,44.689,18.803,44.689
3304,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.464,7.475,46.119,7.475,46.119
3305,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,2.536,14.635,47.007,14.635,47.007
3306,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,2.302,20.743,46.193,20.743,46.193
3307,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.379,4.775,46.550,4.775,46.550
3308,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.188,48.154,47.553,48.154,47.553
3309,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.782,38.739,47.090,38.739,47.090
3310,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:95/200 - Series 1,1.814,22.068,48.659,22.068,48.659
3311,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,2.398,15.928,6.909,15.928,6.909
3312,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.072,38.568,5.766,38.568,5.766
3313,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.199,41.038,7.506,41.038,7.506
3314,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.613,41.694,9.866,41.694,9.866
3315,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.453,1.793,9.206,1.793,9.206
3316,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.538,4.697,9.989,4.697,9.989
3317,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,2.599,30.254,17.876,30.254,17.876
3318,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.241,14.846,19.309,14.846,19.309
3319,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,2.525,37.112,20.890,37.112,20.890
3320,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.262,17.926,20.469,17.926,20.469
3321,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.050,34.138,20.771,34.138,20.771
3322,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.018,36.222,22.286,36.222,22.286
3323,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.846,41.228,22.771,41.228,22.771
3324,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.782,49.522,22.918,49.522,22.918
3325,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.220,46.945,22.913,46.945,22.913
3326,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.772,18.146,24.110,18.146,24.110
3327,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,2.578,43.777,25.934,43.777,25.934
3328,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.867,13.386,33.740,13.386,33.740
3329,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.262,21.183,34.795,21.183,34.795
3330,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,2.758,11.682,36.662,11.682,36.662
3331,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.040,50.251,35.720,50.251,35.720
3332,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.231,50.089,38.726,50.089,38.726
3333,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.570,20.126,39.569,20.126,39.569
3334,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.008,29.030,40.766,29.030,40.766
3335,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.029,27.340,42.478,27.340,42.478
3336,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.814,25.517,43.848,25.517,43.848
3337,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,2.143,31.791,45.246,31.791,45.246
3338,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.602,18.805,44.696,18.805,44.696
3339,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.379,7.471,46.118,7.471,46.118
3340,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,2.217,20.853,46.155,20.853,46.155
3341,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,2.557,14.569,47.130,14.569,47.130
3342,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.400,4.782,46.544,4.782,46.544
3343,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.676,38.867,47.070,38.867,47.070
3344,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:96/200 - Series 1,1.846,22.027,48.605,22.027,48.605
3345,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.241,38.489,5.448,38.489,5.448
3346,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.146,16.943,5.781,16.943,5.781
3347,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.135,40.822,7.350,40.822,7.350
3348,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.220,15.015,7.895,15.015,7.895
3349,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.538,41.674,9.856,41.674,9.856
3350,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.464,1.824,9.223,1.824,9.223
3351,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.528,4.684,9.973,4.684,9.973
3352,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,2.610,30.257,17.875,30.257,17.875
3353,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.135,14.827,19.297,14.827,19.297
3354,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.262,17.974,20.484,17.974,20.484
3355,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.114,34.227,20.813,34.227,20.813
3356,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,2.483,38.062,21.445,38.062,21.445
3357,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.018,18.198,22.663,18.198,22.663
3358,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.729,50.396,22.668,50.396,22.668
3359,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.676,18.043,24.260,18.043,24.260
3360,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.782,42.234,23.555,42.234,23.555
3361,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,2.514,44.388,25.911,44.388,25.911
3362,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.772,13.316,33.314,13.316,33.314
3363,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.305,21.180,34.788,21.180,34.788
3364,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.358,12.175,35.510,12.175,35.510
3365,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.008,50.242,36.028,50.242,36.028
3366,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.316,10.970,38.415,10.970,38.415
3367,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.188,50.022,39.005,50.022,39.005
3368,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.560,20.138,39.547,20.138,39.547
3369,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.050,28.936,40.707,28.936,40.707
3370,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.050,27.352,42.455,27.352,42.455
3371,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.772,25.558,43.876,25.558,43.876
3372,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,2.058,31.774,45.283,31.774,45.283
3373,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:97/200 - Series 1,1.591,18.654,44.361,18.654,44.361
