 ,Label,Area,X,Y,XM,YM
1425,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,1.082,50.509,38.267,50.509,38.267
1426,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,1.061,32.547,38.806,32.547,38.806
1427,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,3.193,19.733,40.728,19.733,40.728
1428,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,2.398,29.098,40.357,29.098,40.357
1429,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,1.570,8.305,40.501,8.305,40.501
1430,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,1.167,49.109,40.846,49.109,40.846
1431,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,2.992,11.493,42.888,11.493,42.888
1432,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,2.260,31.864,42.082,31.864,42.082
1433,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,1.888,24.395,43.276,24.395,43.276
1434,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,2.673,33.141,45.490,33.141,45.490
1435,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,2.737,6.131,46.287,6.131,46.287
1436,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,1.209,48.308,47.087,48.308,47.087
1437,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,2.472,10.794,47.046,10.794,47.046
1438,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,1.888,2.289,48.018,2.289,48.018
1439,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,1.697,8.249,48.425,8.249,48.425
1440,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.029,34.486,1.273,34.486,1.273
1441,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.072,1.901,1.915,1.901,1.915
1442,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.337,0.795,2.631,0.795,2.631
1443,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.082,36.745,3.195,36.745,3.195
1444,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.570,33.714,3.772,33.714,3.772
1445,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.018,0.836,4.636,0.836,4.636
1446,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.178,16.556,6.128,16.556,6.128
1447,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.188,14.700,8.290,14.700,8.290
1448,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.422,3.053,9.356,3.053,9.356
1449,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.570,5.838,10.189,5.838,10.189
1450,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,2.483,33.144,14.463,33.144,14.463
1451,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,2.631,29.937,17.836,29.937,17.836
1452,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.846,32.511,19.194,32.511,19.194
1453,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.220,15.297,19.402,15.297,19.402
1454,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,2.461,26.153,19.397,26.153,19.397
1455,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.729,15.064,21.245,15.064,21.245
1456,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.379,18.449,20.543,18.449,20.543
1457,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.549,43.855,23.761,43.855,23.761
1458,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.050,15.415,24.237,15.415,24.237
1459,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.857,41.566,25.895,41.566,25.895
1460,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.347,17.970,31.783,17.970,31.783
1461,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.082,33.567,35.248,33.567,35.248
1462,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.050,50.304,38.401,50.304,38.401
1463,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.082,32.775,38.493,32.775,38.493
1464,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,3.236,19.709,40.731,19.709,40.731
1465,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.072,30.544,39.408,30.544,39.408
1466,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.199,48.927,41.093,48.927,41.093
1467,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.284,27.825,41.177,27.825,41.177
1468,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,2.811,11.579,43.312,11.579,43.312
1469,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.528,7.987,42.156,7.987,42.156
1470,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,2.238,31.898,42.052,31.898,42.052
1471,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,2.705,33.117,45.155,33.117,45.155
1472,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.963,24.301,43.356,24.301,43.356
1473,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,2.620,6.118,46.268,6.118,46.268
1474,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.220,48.216,47.280,48.216,47.280
1475,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.750,8.084,48.335,8.084,48.335
1476,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,2.440,10.648,47.108,10.648,47.108
1477,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:45/200 - Series 1,1.761,2.259,48.132,2.259,48.132
1478,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.400,1.258,1.621,1.258,1.621
1479,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,2.143,35.839,2.428,35.839,2.428
1480,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.040,1.928,2.095,1.928,2.095
1481,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.538,33.845,3.851,33.845,3.851
1482,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.029,0.776,4.759,0.776,4.759
1483,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.220,16.744,5.989,16.744,5.989
1484,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.156,14.899,8.082,14.899,8.082
1485,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.432,2.971,9.350,2.971,9.350
1486,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.506,5.758,10.164,5.758,10.164
1487,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,2.398,32.905,14.383,32.905,14.383
1488,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,2.546,30.074,17.840,30.074,17.840
1489,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.146,15.037,19.271,15.037,19.271
1490,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.825,32.858,19.243,32.858,19.243
1491,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.146,25.148,19.278,25.148,19.278
1492,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.082,27.776,19.645,27.776,19.645
1493,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.761,14.936,21.139,14.936,21.139
1494,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.411,17.959,20.416,17.959,20.416
1495,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.485,43.915,23.791,43.915,23.791
1496,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.952,41.566,25.889,41.566,25.889
1497,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.390,18.077,31.949,18.077,31.949
1498,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.072,33.290,35.553,33.290,35.553
1499,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.125,32.736,38.499,32.736,38.499
1500,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.061,50.079,38.672,50.079,38.672
1501,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,3.268,19.697,40.894,19.697,40.894
1502,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.029,30.570,39.382,30.570,39.382
1503,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.135,48.754,41.399,48.754,41.399
1504,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.220,27.868,41.171,27.868,41.171
1505,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.040,49.150,42.497,49.150,42.497
1506,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,2.684,11.657,43.602,11.657,43.602
1507,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,2.196,31.974,41.981,31.974,41.981
1508,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.506,7.330,42.807,7.330,42.807
1509,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.888,24.433,43.095,24.433,43.095
1510,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,2.780,32.830,44.621,32.830,44.621
1511,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,2.727,6.266,46.237,6.266,46.237
1512,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.178,48.277,47.193,48.277,47.193
1513,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.782,8.163,48.243,8.163,48.243
1514,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,2.366,10.803,46.957,10.803,46.957
1515,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.008,37.403,47.767,37.403,47.767
1516,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:46/200 - Series 1,1.687,2.284,48.142,2.284,48.142
1517,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.125,34.868,1.577,34.868,1.577
1518,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.061,1.852,2.278,1.852,2.278
1519,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.135,37.105,3.575,37.105,3.575
1520,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.623,34.207,4.083,34.207,4.083
1521,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.188,16.805,5.900,16.805,5.900
1522,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.135,14.917,8.060,14.917,8.060
1523,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.475,2.818,9.398,2.818,9.398
1524,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.538,5.601,10.103,5.601,10.103
1525,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,2.493,32.560,14.290,32.560,14.290
1526,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,2.631,30.029,17.847,30.029,17.847
1527,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.337,15.005,19.275,15.005,19.275
1528,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.772,33.411,19.279,33.411,19.279
1529,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.167,26.327,19.319,26.327,19.319
1530,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.156,28.890,19.690,28.890,19.690
1531,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.761,14.834,21.045,14.834,21.045
1532,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.453,18.085,20.482,18.085,20.482
1533,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.708,43.983,23.744,43.983,23.744
1534,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.888,41.475,25.913,41.475,25.913
1535,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.029,15.996,27.053,15.996,27.053
1536,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.422,17.883,31.661,17.883,31.661
1537,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.072,33.041,36.069,33.041,36.069
1538,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.125,49.656,39.430,49.656,39.430
1539,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.623,20.097,39.627,20.097,39.627
1540,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,2.345,29.034,40.389,29.034,40.389
1541,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.050,49.231,42.291,49.231,42.291
1542,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,2.758,11.687,43.519,11.687,43.519
1543,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.591,19.317,42.201,19.317,42.201
1544,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,2.238,31.800,41.883,31.800,41.883
1545,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.231,48.452,42.194,48.452,42.194
1546,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.475,7.054,43.183,7.054,43.183
1547,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,2.864,32.730,44.458,32.730,44.458
1548,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.888,24.390,43.082,24.390,43.082
1549,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,2.578,6.185,46.232,6.185,46.232
1550,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.146,48.234,47.238,48.234,47.238
1551,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.782,8.342,47.988,8.342,47.988
1552,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,2.567,11.229,46.937,11.229,46.937
1553,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:47/200 - Series 1,1.782,2.332,48.160,2.332,48.160
1554,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.061,35.269,2.037,35.269,2.037
1555,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.103,1.731,2.627,1.731,2.627
1556,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.040,37.544,4.010,37.544,4.010
1557,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.655,34.751,4.589,34.751,4.589
1558,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,2.302,15.947,6.877,15.947,6.877
1559,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.390,2.407,9.357,2.407,9.357
1560,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.528,5.243,10.035,5.243,10.035
1561,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,2.483,32.432,14.233,32.432,14.233
1562,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,2.578,29.902,17.812,29.902,17.812
1563,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.814,33.478,19.341,33.478,19.341
1564,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.199,15.081,19.313,15.081,19.313
1565,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,2.175,28.529,19.556,28.529,19.556
1566,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.793,14.712,20.920,14.712,20.920
1567,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.432,18.124,20.487,18.124,20.487
1568,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.867,41.527,25.917,41.527,25.917
1569,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.284,18.104,31.988,18.104,31.988
1570,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.050,32.741,36.303,32.741,36.303
1571,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.029,33.103,37.229,33.103,37.229
1572,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.167,49.526,39.279,49.526,39.279
1573,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.517,20.058,39.665,20.058,39.665
1574,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.029,49.332,41.913,49.332,41.913
1575,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.262,27.777,41.207,27.777,41.207
1576,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,2.302,31.330,41.728,31.330,41.728
1577,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,2.780,11.729,43.564,11.729,43.564
1578,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.103,48.455,42.195,48.455,42.195
1579,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.634,19.304,42.232,19.304,42.232
1580,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,2.769,32.402,44.223,32.402,44.223
1581,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.920,24.464,43.106,24.464,43.106
1582,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.475,5.733,44.216,5.733,44.216
1583,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,2.408,5.985,46.280,5.985,46.280
1584,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,4.328,10.305,47.186,10.305,47.186
1585,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.156,48.161,47.355,48.161,47.355
1586,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.740,2.229,48.181,2.229,48.181
1587,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,2.228,9.205,48.762,9.205,48.762
1588,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:48/200 - Series 1,1.825,10.595,48.494,10.595,48.494
1589,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:49/200 - Series 1,1.188,1.700,2.705,1.700,2.705
1590,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:49/200 - Series 1,1.093,35.564,2.303,35.564,2.303
1591,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:49/200 - Series 1,1.496,34.860,4.750,34.860,4.750
1592,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:49/200 - Series 1,1.114,37.695,4.423,37.695,4.423
