,spot ID,Track ID,x (micron),y (micron),t (sec),Frame,Classification,squared displacement,vx,vy,speed
0,2005,0,70.63876279,40.93425741,0.0,0,After_Contact,0.0,,,
1,2050,0,70.69051279,40.8825074,3.348253133,1,After_Contact,0.005356126034999856,0.015517241379309868,-0.015517244377810865,0.0219446953294975
2,2053,0,70.69051279,40.8825074,6.696506266,2,After_Contact,0.005356126034999856,0.0,0.0,0.0
3,2056,0,70.69051279,40.98600742,10.0447594,3,After_Contact,0.005356126034999856,0.0,0.03103448875562173,0.03103448875562173
4,2059,0,70.69051279,40.98600742,13.39301253,4,After_Contact,0.005356126034999856,0.0,0.0,0.0
5,2062,0,70.69051279,40.98600742,16.74126566,5,After_Contact,0.005356126034999856,0.0,0.0,0.0
6,2065,0,70.69051279,40.98600742,20.0895188,6,After_Contact,0.005356126034999856,0.0,0.0,0.0
7,2068,0,70.69051279,40.98600742,23.43777193,7,After_Contact,0.005356126034999856,0.0,0.0,0.0
8,2071,0,70.94926284,41.03775743,26.78602506,8,After_Contact,0.10712253519000364,0.07758622188905646,0.015517244377810865,0.07912273187964763
9,2074,0,70.94926284,41.03775743,30.1342782,9,After_Contact,0.10712253519000364,0.0,0.0,0.0
10,2077,0,70.94926284,41.03775743,33.48253133,10,After_Contact,0.10712253519000364,0.0,0.0,0.0
11,2080,0,70.94926284,41.03775743,36.83078446,11,After_Contact,0.10712253519000364,0.0,0.0,0.0
12,2083,0,70.94926284,41.03775743,40.17903759,12,After_Contact,0.10712253519000364,0.0,0.0,0.0
13,2086,0,70.94926284,41.03775743,43.52729073,13,After_Contact,0.10712253519000364,0.0,0.0,0.0
14,2089,0,70.94926284,41.03775743,46.87554386,14,After_Contact,0.10712253519000364,0.0,0.0,0.0
15,2092,0,70.94926284,41.03775743,50.22379699,15,After_Contact,0.10712253519000364,0.0,0.0,0.0
16,2095,0,70.94926284,41.03775743,53.57205013,16,After_Contact,0.10712253519000364,0.0,0.0,0.0
17,2098,0,71.05276286,40.8825074,56.92030326,17,After_Contact,0.17407412149500506,0.03103448875562173,-0.046551733133432596,0.05594822025810239
18,2101,0,71.05276286,40.8825074,60.26855639,18,After_Contact,0.17407412149500506,0.0,0.0,0.0
19,2104,0,71.05276286,40.8825074,63.61680952,19,After_Contact,0.17407412149500506,0.0,0.0,0.0
20,2107,0,71.05276286,40.8825074,66.96506266,20,After_Contact,0.17407412149500506,0.0,0.0,0.0
