3.343 0.2950128 
6.686 -2.8840387 
10.029 -0.8495948 
13.372 -0.5290719 
16.715 0.7230338 
20.058 1.0060901 
23.401 -0.6462058 
26.744 -2.5630493 
30.087 -2.9621715 
33.430 -0.8522530 
36.773 0.0752585 
40.116 1.7036145 
43.459 1.5094746 
46.802 -0.8493180 
50.145 -2.8026905 
53.488 -1.5634310 
56.831 -1.6538624 
60.174 -2.2922839 
63.517 -0.7615288 
66.860 0.7671962 
70.203 -0.8775683 
73.546 -2.5916851 
76.889 0.9652620 
80.232 1.2826746 
83.575 -0.8603409 
86.918 1.6089933 
90.261 -3.5841392 
93.604 -2.4265117 
96.947 -0.8557154 
100.290 1.3946792 
103.633 1.6840440 
106.976 0.8083148 
110.319 0.8939418 
113.662 -1.8880818 
117.005 -1.8232895 
120.348 -2.1887086 
123.691 -0.8447112 
127.034 -0.8447112 
130.377 -1.5882708 
133.720 -1.2932349 
137.063 -1.9112000 
140.406 0.7114990 
143.749 1.8802098 
147.092 -2.4293082 
150.435 1.7669838 
153.778 -0.8563361 
157.121 -1.7220212 
160.464 -2.0858029 
163.807 -3.3101281 
167.150 -0.8632737 
170.493 -1.7422828 
173.836 -2.0037152 
177.179 -1.9330544 
180.522 -1.6759092 
183.865 -2.7688385 
187.208 -3.2509455 
190.551 -0.8947510 
193.894 -3.9560185 
197.237 -1.8239161 
200.580 -0.8966209 
203.923 -2.1141015 
207.266 -1.5474349 
210.609 -1.8507929 
213.952 -1.4743637 
217.295 1.0698495 
220.638 -0.4432656 
223.981 -1.2297794 
227.324 -2.1374511 
230.667 -1.9071008 
234.010 -1.2482868 
237.353 -1.2516369 
240.696 -1.0764183 
244.039 -0.7945074 
247.382 -1.5855142 
250.725 -1.4081360 
254.068 -0.8974693 
257.411 -0.4715859 
260.754 -0.4670410 
264.097 -0.8727857 
267.440 -0.3388765 
270.783 -2.0771883 
274.126 -1.7576016 
277.469 -0.1882472 
280.812 -0.6579611 
284.155 -0.6587261 
287.498 0.7891470 
290.841 1.3776995 
294.184 -0.9784950 
297.527 -0.9784950 
300.870 -1.4216082 
304.213 -0.7890207 
307.556 2.1558387 
310.899 0.5870215 
314.242 -1.4483063 
317.585 -2.4191440 
320.928 -1.4216010 
324.271 -0.9966362 
327.614 -2.2791192 
330.957 2.1444698 
334.301 2.0828218 
337.644 1.9106768 
340.987 -0.9859372 
344.330 -3.8256581 
347.673 -3.8275318 
351.016 2.0011948 
354.359 -3.7936024 
357.702 -3.6500194 
361.045 2.1723826 
364.388 -3.0398435 
367.731 -3.9187351 
371.074 -3.9021741 
374.417 -2.0933025 
377.760 -0.9661224 
381.103 -1.3486130 
384.446 -2.0004869 
387.789 -1.9855670 
391.132 -2.1252852 
394.475 -0.9811164 
397.818 -0.9814284 
401.161 -0.9845549 
404.504 0.1686388 
407.847 0.1235275 
411.190 0.5278118 
414.533 0.5904425 
417.876 1.6992791 
421.219 -2.5541018 
424.562 -2.4568349 
427.905 0.6895753 
431.248 0.5913856 
434.591 -0.9794107 
437.934 -0.9794107 
441.277 -2.5529484 
444.620 -3.5326234 
447.963 -2.9686901 
451.306 1.8413124 
454.649 1.3299672 
457.992 1.4790335 
461.335 -0.9678209 
464.678 0.6040392 
468.021 2.1766858 
471.364 1.8889445 
474.707 2.1840737 
478.050 2.1855983 
481.393 -0.9559944 
484.736 -1.6212834 
488.079 -1.8160508 
491.422 -3.3196260 
494.765 -3.9050122 
498.108 -3.2500157 
501.451 -3.9660022 
504.794 -3.3099592 
508.137 -3.1991672 
511.480 2.1888549 
514.823 1.7268184 
518.166 -2.8446854 
521.509 -3.6278055 
524.852 -3.8455088 
528.195 -2.9839731 
531.538 1.9162298 
534.881 1.6130050 
538.224 -2.5122280 
541.567 -2.5141257 
544.910 -0.9433294 
548.253 1.2166810 
551.596 -0.9421180 
554.939 0.7953837 
558.282 0.4474150 
561.625 -2.4605689 
564.968 -2.5133629 
568.311 -3.3452653 
571.654 2.0368959 
574.997 -3.0511395 
578.340 -2.9382142 
581.683 1.4163924 
585.026 -2.0483556 
588.369 -1.5304828 
591.712 -0.9424802 
595.055 -2.8577719 
598.398 -3.3761644 
601.741 -1.4083928 
605.084 -1.9770004 
608.427 -2.5204785 
611.770 -1.4716274 
615.113 -2.9421828 
618.456 -2.3837519 
621.799 -0.9548527 
625.142 -2.5290427 
628.485 -0.9582463 
631.828 -1.3405644 
635.171 -0.9600580 
638.514 -2.3347316 
641.857 -1.7481709 
645.200 -1.9161136 
648.543 -1.6125132 
651.886 -1.8995704 
655.229 -1.6903593 
658.572 -1.8298914 
661.915 -1.5301614 
665.258 -1.6046612 
668.601 -1.9244545 
671.944 0.0545664 
