#Track ID	T (sec)	x (micron)	y (micron)
26	810.571	37.778	88.217
26	813.907	38.054	88.217
26	817.243	38.054	88.355
26	820.578	37.985	88.079
26	823.914	38.123	88.079
26	827.250	37.916	88.079
26	830.585	37.916	88.562
26	833.921	38.054	88.148
26	837.257	38.054	88.079
26	840.592	38.054	88.079
26	843.928	38.123	87.734
26	847.264	37.640	86.285
26	850.599	37.640	86.630
26	853.935	37.295	86.492
26	857.271	36.743	85.043
26	860.607	36.605	84.974
26	863.942	36.467	84.767
26	867.278	36.398	84.491
26	870.614	36.536	83.594
26	873.949	36.605	84.284
26	877.285	36.605	83.387
26	880.621	36.812	83.111
26	883.956	36.881	82.835
26	887.292	37.088	82.559
26	890.628	37.019	81.800
26	893.963	37.226	81.179
26	897.299	37.295	80.972
26	900.635	37.364	80.489
26	903.970	37.364	80.420
26	907.306	37.433	79.799
26	910.642	37.433	79.454
26	913.977	37.502	79.247
26	917.313	37.502	79.385
26	920.649	37.640	79.799
26	923.985	37.778	79.661
26	927.320	37.916	78.902
26	930.656	37.847	78.557
26	933.992	37.640	78.833
26	937.327	37.640	79.109
26	940.663	37.208	79.022
26	943.999	37.157	79.178
26	947.334	37.502	79.247
26	950.670	37.433	79.799
26	954.006	37.364	79.385
26	957.341	37.088	79.247
26	960.677	36.743	79.126
26	964.013	36.743	78.764
26	967.348	37.157	78.833
26	970.684	37.157	78.695
26	974.020	36.743	79.937
26	977.355	36.743	80.006
26	980.691	37.157	79.730
26	984.027	36.398	79.730
26	987.363	36.329	80.006
26	990.698	36.605	80.213
26	994.034	36.398	80.144
26	997.370	36.536	79.799
26	1000.705	36.191	80.144
26	1004.041	36.191	80.351
26	1007.377	35.432	80.351
26	1010.712	36.467	79.868
26	1014.048	36.122	79.178
26	1017.384	36.674	79.178
26	1020.719	36.467	78.971
26	1024.055	36.467	78.971
26	1027.391	36.329	79.109
26	1030.726	36.122	79.109
26	1034.062	36.329	79.109
26	1037.398	36.674	79.109
26	1040.733	36.605	78.971
26	1044.069	36.605	78.971
26	1047.405	36.467	78.626
26	1050.741	36.467	78.764
26	1054.076	36.536	79.661
26	1057.412	36.536	79.385
26	1060.748	36.536	78.695
26	1064.083	36.536	78.074
26	1067.419	36.536	78.419
26	1070.755	36.467	78.074
26	1074.090	36.605	76.694
26	1077.426	36.812	76.763
26	1080.762	36.674	76.556
26	1084.097	36.674	76.556
26	1087.433	36.605	76.556
26	1090.769	36.398	76.418
26	1094.104	36.398	75.659
26	1097.440	36.467	75.866
26	1100.776	36.467	75.659
26	1104.111	36.260	74.900
26	1107.447	36.260	75.521
26	1110.783	36.260	75.107
26	1114.119	36.260	74.693
26	1117.454	36.536	74.900
26	1120.790	36.536	74.969
26	1124.126	36.536	75.107
26	1127.461	36.536	75.659
26	1130.797	36.467	74.969
26	1134.133	36.467	75.176
26	1137.468	36.398	75.107
26	1140.804	36.674	75.107
26	1144.140	36.536	75.314
26	1147.475	36.467	75.383
26	1150.811	36.536	75.728
26	1154.147	36.605	76.211
26	1157.482	36.812	76.073
26	1160.818	36.467	76.073
26	1164.154	36.191	75.797
26	1167.489	36.122	75.521
26	1170.825	36.122	75.590
26	1174.161	35.570	74.831
26	1177.497	35.501	74.141
26	1180.832	35.432	73.244
26	1184.168	35.087	72.830
26	1187.504	35.018	72.485
26	1190.839	35.087	72.278
26	1194.175	35.294	70.967
26	1197.511	35.156	69.725
26	1200.846	35.294	69.035
26	1204.182	35.294	68.828
26	1207.518	35.432	68.552
26	1210.853	35.984	68.000
26	1214.189	36.260	67.793
26	1217.525	36.536	67.655
26	1220.860	36.467	67.310
26	1224.196	36.743	67.172
26	1227.532	36.743	66.896
26	1230.867	36.398	67.034
26	1234.203	36.743	66.758
26	1237.539	36.605	66.551
26	1240.875	36.881	66.413
26	1244.210	36.881	65.999
26	1247.546	37.157	66.137
26	1250.882	37.571	66.068
26	1254.217	38.123	65.792
26	1257.553	38.123	65.447
26	1260.889	38.054	65.309
26	1264.224	37.847	65.309
26	1267.560	38.261	64.550
26	1270.896	39.020	64.343
26	1274.231	39.365	64.343
26	1277.567	39.917	64.274
26	1280.903	40.331	64.274
26	1284.238	40.607	64.274
26	1287.574	41.159	64.757
26	1290.910	41.366	65.102
26	1294.245	41.780	65.309
26	1297.581	41.642	65.309
26	1300.917	42.125	65.102
26	1304.253	42.332	65.378
26	1307.588	42.815	65.654
26	1310.924	43.229	65.654
26	1314.260	43.712	65.585
26	1317.595	44.057	65.861
26	1320.931	45.161	66.068
26	1324.267	45.920	66.206
26	1327.602	45.713	66.275
26	1330.938	46.127	66.551
27	0.000	87.182	152.801
27	3.336	86.888	153.025
27	6.671	87.044	153.025
27	10.007	87.147	152.973
27	13.343	87.147	152.818
27	16.678	86.733	152.973
27	20.014	86.888	152.973
27	23.350	87.613	152.870
27	26.685	87.613	152.870
27	30.021	87.354	152.766
27	33.357	87.354	152.870
27	36.693	87.354	152.870
27	40.028	87.561	152.663
27	43.364	87.923	152.507
27	46.700	87.923	152.404
27	50.035	88.079	152.404
27	53.371	88.286	152.249
27	56.707	89.631	150.644
27	60.042	89.631	150.386
27	63.378	89.735	150.334
27	66.714	89.838	150.282
27	70.049	89.838	150.282
27	73.385	89.890	150.593
