#vx_post  vy_post  v_post
0 0 0
-5.18109 -1.67696 5.44572
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.03319 7.5184 11.0027
0 0 0
0 0 0
-10.1103 -6.57906 12.0625
5.57357 -6.65723 8.68236
4.05915 3.48873 5.35237
0 0 0
0 0 0
-2.2534 1.38412 2.64455
0 0 0
0 0 0
0 0 0
-1.95735 -5.74532 6.06959
0 0 0
1.63204 5.39851 5.63981
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.72638 -1.60791 3.1652
0 0 0
0 0 0
0 0 0
0 0 0
-7.79947 -6.6162 10.2277
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-3.34867 0.756377 3.43303
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-7.06443 -6.91231 9.88363
0 0 0
4.75905 0.371989 4.77357
0 0 0
0.619882 -11.6276 11.6441
0 0 0
5.35576 -4.33198 6.88841
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.41013 -0.44316 4.43234
0 0 0
0 0 0
-1.90702 -3.26616 3.78213
0 0 0
-2.87818 1.08791 3.07693
0 0 0
0 0 0
-4.44986 -5.73842 7.26159
0 0 0
0 0 0
0 0 0
3.86986 -5.47906 6.70789
0 0 0
-3.18384 0.459798 3.21687
7.70147 -4.03787 8.69581
0 0 0
4.26341 -5.13225 6.67208
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.97373 0.340432 2.99315
10.2745 12.6226 16.2756
0 0 0
-1.85426 -4.24698 4.63413
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.02304 2.31402 2.53008
0 0 0
0 0 0
0 0 0
7.38963 2.33228 7.74895
0 0 0
0 0 0
-7.36835 -15.572 17.2273
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.539213 9.48426 9.49958
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.88204 -8.47616 8.95274
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.78948 -2.69168 3.23224
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.88701 6.2721 7.3789
-3.24114 0.183654 3.24634
0 0 0
0 0 0
-0.0563152 -11.3175 11.3176
7.35003 9.81549 12.2624
-5.51553 -2.06075 5.88793
0.512308 -3.72754 3.76258
-3.48099 -0.469981 3.51258
0 0 0
3.31701 5.85401 6.72844
0 0 0
0 0 0
0 0 0
-4.19145 -0.0583688 4.19186
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.78595 7.28578 7.32805
4.12714 1.25884 4.31485
5.12057 8.07453 9.56129
0 0 0
3.34212 4.70654 5.77246
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
10.6594 8.07226 13.3711
2.88421 -8.3049 8.79148
7.16654 7.18045 10.1449
0 0 0
0.104836 9.41986 9.42045
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.96144 12.7896 13.128
7.64988 1.98509 7.90324
0 0 0
0 0 0
0 0 0
0 0 0
11.2636 5.48161 12.5266
0 0 0
0 0 0
0 0 0
0 0 0
6.32158 0.435858 6.33658
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.96187 -7.14933 7.41363
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.80912 3.90551 7.84966
-2.58544 0.164658 2.59068
0 0 0
0 0 0
0 0 0
0 0 0
5.62251 8.32648 10.047
0 0 0
0 0 0
-1.48525 6.87869 7.03721
0 0 0
0 0 0
0 0 0
2.69571 -7.30438 7.78594
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.82343 6.85147 8.37903
3.88047 -5.56078 6.78087
0 0 0
0 0 0
0 0 0
0 0 0
0.186029 -9.27899 9.28086
0 0 0
5.9826 2.91061 6.65306
0 0 0
0 0 0
2.16844 -7.3176 7.63212
-1.1151 8.2957 8.37031
0 0 0
0 0 0
-4.54525 -3.63457 5.81974
0 0 0
1.30114 10.7567 10.8351
0 0 0
0 0 0
0 0 0
-1.20297 -10.0871 10.1586
0 0 0
11.5671 8.49484 14.3513
0 0 0
5.79828 5.5977 8.05942
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
9.38969 7.23776 11.8554
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.624749 0.213875 0.660343
0 0 0
-2.66986 -6.60003 7.11959
-5.04499 -5.16424 7.2195
-0.766519 3.66297 3.74231
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.15259 -6.2133 6.57562
0 0 0
8.17034 5.52495 9.86304
0 0 0
8.54137 9.76436 12.973
0 0 0
0 0 0
0 0 0
0 0 0
5.32817 6.54309 8.4381
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.0074759 -8.19734 8.19734
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.54602 -5.83962 8.7722
6.52107 7.28385 9.77644
-3.36667 -0.52595 3.40751
0 0 0
5.14802 4.42836 6.79062
6.31795 -6.09189 8.77654
0 0 0
1.81706 4.65081 4.99317
0 0 0
-6.60321 -7.42554 9.93685
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.62947 6.9766 7.45567
0 0 0
0 0 0
-1.22366 3.04531 3.28196
0 0 0
1.00282 5.43744 5.52914
0 0 0
0 0 0
0 0 0
5.20115 7.45428 9.08946
0 0 0
0 0 0
0 0 0
0 0 0
5.34862 7.65822 9.3411
0 0 0
0 0 0
0 0 0
0 0 0
2.56682 4.92664 5.55521
0 0 0
-2.73811 6.67065 7.21075
0 0 0
0 0 0
8.13984 10.5443 13.3207
-1.76005 0.514905 1.83382
0 0 0
0 0 0
3.40593 -8.95481 9.58065
0 0 0
0 0 0
0 0 0
-7.24024 -7.32175 10.297
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.10862 -2.09303 4.61102
0 0 0
4.39852 6.63361 7.95938
0 0 0
0 0 0
-5.99429 -3.95083 7.17918
0 0 0
0 0 0
1.97382 -5.82819 6.15335
-0.76889 -2.73123 2.83739
0 0 0
