 ,Label,Area,X,Y,XM,YM
1,C1-video5AC.tif:1,3.514,45.419,13.319,45.419,13.319
2,C1-video5AC.tif:1,2.057,80.437,16.620,80.437,16.620
3,C1-video5AC.tif:1,2.657,79.909,21.271,79.909,21.271
4,C1-video5AC.tif:1,2.828,81.426,23.836,81.426,23.836
5,C1-video5AC.tif:1,2.571,53.685,24.057,53.685,24.057
6,C1-video5AC.tif:1,2.400,51.654,26.374,51.654,26.374
7,C1-video5AC.tif:1,2.057,73.369,27.182,73.369,27.182
8,C1-video5AC.tif:1,4.585,63.033,26.688,63.033,26.688
9,C1-video5AC.tif:1,4.842,10.824,27.733,10.824,27.733
10,C1-video5AC.tif:1,2.228,85.630,27.635,85.630,27.635
11,C1-video5AC.tif:1,3.556,69.621,28.849,69.621,28.849
12,C1-video5AC.tif:1,2.228,87.780,30.600,87.780,30.600
13,C1-video5AC.tif:1,5.570,86.180,31.638,86.180,31.638
14,C1-video5AC.tif:1,2.571,83.652,31.581,83.652,31.581
15,C1-video5AC.tif:1,2.571,8.111,31.271,8.111,31.271
16,C1-video5AC.tif:1,2.271,50.936,31.111,50.936,31.111
17,C1-video5AC.tif:1,2.828,41.159,32.882,41.159,32.882
18,C1-video5AC.tif:1,2.914,44.054,34.861,44.054,34.861
19,C1-video5AC.tif:1,2.057,83.080,36.229,83.080,36.229
20,C1-video5AC.tif:1,2.142,67.921,35.968,67.921,35.968
21,C1-video5AC.tif:1,2.014,75.548,35.712,75.548,35.712
22,C1-video5AC.tif:1,2.742,14.471,37.186,14.471,37.186
23,C1-video5AC.tif:1,2.828,49.285,37.843,49.285,37.843
24,C1-video5AC.tif:1,2.485,75.719,39.537,75.719,39.537
25,C1-video5AC.tif:1,2.999,83.072,38.916,83.072,38.916
26,C1-video5AC.tif:1,6.256,44.539,41.452,44.539,41.452
27,C1-video5AC.tif:1,6.470,27.219,39.827,27.219,39.827
28,C1-video5AC.tif:1,2.228,17.559,40.970,17.559,40.970
29,C1-video5AC.tif:1,3.899,69.901,42.993,69.901,42.993
30,C1-video5AC.tif:1,3.942,89.044,48.087,89.044,48.087
31,C1-video5AC.tif:1,3.985,7.295,48.562,7.295,48.562
32,C1-video5AC.tif:1,5.956,63.938,48.961,63.938,48.961
33,C1-video5AC.tif:1,3.642,59.179,50.714,59.179,50.714
34,C1-video5AC.tif:1,2.828,17.062,49.282,17.062,49.282
35,C1-video5AC.tif:1,4.071,54.425,50.638,54.425,50.638
36,C1-video5AC.tif:1,2.571,25.585,50.632,25.585,50.632
37,C1-video5AC.tif:1,5.956,34.331,50.760,34.331,50.760
38,C1-video5AC.tif:1,5.613,72.008,50.185,72.008,50.185
39,C1-video5AC.tif:1,2.528,19.783,50.110,19.783,50.110
40,C1-video5AC.tif:1,3.728,39.443,51.302,39.443,51.302
41,C1-video5AC.tif:1,2.014,20.962,51.048,20.962,51.048
42,C1-video5AC.tif:1,3.856,51.561,53.896,51.561,53.896
43,C1-video5AC.tif:1,8.570,35.545,57.899,35.545,57.899
44,C1-video5AC.tif:1,3.771,40.537,56.885,40.537,56.885
45,C1-video5AC.tif:1,5.099,73.201,56.948,73.201,56.948
46,C1-video5AC.tif:1,4.328,30.678,57.543,30.678,57.543
47,C1-video5AC.tif:1,2.657,54.004,58.624,54.004,58.624
48,C1-video5AC.tif:1,3.385,51.715,60.561,51.715,60.561
49,C1-video5AC.tif:1,5.613,64.059,60.484,64.059,60.484
50,C1-video5AC.tif:1,2.785,79.585,60.993,79.585,60.993
51,C1-video5AC.tif:1,8.056,8.663,65.370,8.663,65.370
52,C1-video5AC.tif:1,3.642,12.248,62.893,12.248,62.893
53,C1-video5AC.tif:1,5.099,85.640,63.934,85.640,63.934
54,C1-video5AC.tif:1,2.442,18.944,62.654,18.944,62.654
55,C1-video5AC.tif:1,2.999,73.426,64.631,73.426,64.631
56,C1-video5AC.tif:1,2.014,6.494,64.599,6.494,64.599
57,C1-video5AC.tif:1,2.828,3.745,66.403,3.745,66.403
58,C1-video5AC.tif:1,6.684,30.681,67.954,30.681,67.954
59,C1-video5AC.tif:1,7.027,41.670,67.004,41.670,67.004
60,C1-video5AC.tif:1,3.942,53.690,67.565,53.690,67.565
61,C1-video5AC.tif:1,9.427,67.543,68.772,67.543,68.772
62,C1-video5AC.tif:1,4.028,85.938,66.562,85.938,66.562
63,C1-video5AC.tif:1,2.314,34.067,68.437,34.067,68.437
64,C1-video5AC.tif:1,2.828,74.009,67.598,74.009,67.598
65,C1-video5AC.tif:1,2.014,85.643,69.175,85.643,69.175
66,C1-video5AC.tif:1,2.228,32.587,70.412,32.587,70.412
67,C1-video5AC.tif:1,9.384,20.980,72.242,20.980,72.242
68,C1-video5AC.tif:1,2.742,43.363,70.331,43.363,70.331
69,C1-video5AC.tif:1,6.299,50.361,71.261,50.361,71.261
70,C1-video5AC.tif:1,4.156,39.532,71.845,39.532,71.845
71,C1-video5AC.tif:1,2.614,69.184,70.962,69.184,70.962
72,C1-video5AC.tif:1,7.713,78.762,74.396,78.762,74.396
73,C1-video5AC.tif:1,8.913,45.269,73.612,45.269,73.612
74,C1-video5AC.tif:1,4.199,64.506,73.060,64.506,73.060
75,C1-video5AC.tif:1,3.556,74.297,74.297,74.297,74.297
76,C1-video5AC.tif:1,5.956,32.032,74.402,32.032,74.402
77,C1-video5AC.tif:1,3.556,27.265,74.486,27.265,74.486
78,C1-video5AC.tif:1,2.357,14.883,74.748,14.883,74.748
79,C1-video5AC.tif:1,2.442,49.130,75.702,49.130,75.702
80,C1-video5AC.tif:1,3.085,59.927,75.319,59.927,75.319
81,C1-video5AC.tif:1,2.828,68.595,76.810,68.595,76.810
82,C1-video5AC.tif:1,2.228,83.970,77.080,83.970,77.080
83,C1-video5AC.tif:1,2.271,67.187,78.225,67.187,78.225
84,C1-video5AC.tif:1,2.228,53.295,78.338,53.295,78.338
85,C1-video5AC.tif:1,3.471,72.600,78.439,72.600,78.439
86,C1-video5AC.tif:1,2.442,13.025,79.254,13.025,79.254
87,C1-video5AC.tif:2,3.342,45.360,13.214,45.360,13.214
88,C1-video5AC.tif:2,2.057,80.458,16.564,80.458,16.564
89,C1-video5AC.tif:2,2.571,79.730,21.266,79.730,21.266
90,C1-video5AC.tif:2,2.785,81.435,23.918,81.435,23.918
91,C1-video5AC.tif:2,2.571,53.703,24.047,53.703,24.047
92,C1-video5AC.tif:2,2.699,51.633,26.353,51.633,26.353
93,C1-video5AC.tif:2,4.456,62.922,26.663,62.922,26.663
94,C1-video5AC.tif:2,7.456,10.147,28.606,10.147,28.606
95,C1-video5AC.tif:2,2.185,73.796,27.472,73.796,27.472
96,C1-video5AC.tif:2,2.228,85.336,27.726,85.336,27.726
97,C1-video5AC.tif:2,2.914,41.601,29.516,41.601,29.516
98,C1-video5AC.tif:2,3.599,69.564,28.844,69.564,28.844
99,C1-video5AC.tif:2,8.013,86.648,31.290,86.648,31.290
100,C1-video5AC.tif:2,2.742,83.738,31.810,83.738,31.810
101,C1-video5AC.tif:2,2.357,50.958,31.082,50.958,31.082
102,C1-video5AC.tif:2,2.828,44.072,34.732,44.072,34.732
103,C1-video5AC.tif:2,2.057,83.063,36.281,83.063,36.281
104,C1-video5AC.tif:2,2.571,14.445,37.029,14.445,37.029
105,C1-video5AC.tif:2,2.100,67.961,35.944,67.961,35.944
106,C1-video5AC.tif:2,4.456,50.494,37.571,50.494,37.571
107,C1-video5AC.tif:2,2.400,75.769,39.541,75.769,39.541
108,C1-video5AC.tif:2,2.957,82.907,38.915,82.907,38.915
109,C1-video5AC.tif:2,6.085,27.231,39.836,27.231,39.836
110,C1-video5AC.tif:2,6.470,44.443,41.532,44.443,41.532
111,C1-video5AC.tif:2,4.413,69.746,42.649,69.746,42.649
112,C1-video5AC.tif:2,2.228,17.316,41.141,17.316,41.141
113,C1-video5AC.tif:2,3.985,7.409,48.174,7.409,48.174
114,C1-video5AC.tif:2,5.185,63.861,48.952,63.861,48.952
115,C1-video5AC.tif:2,2.699,17.702,48.673,17.702,48.673
116,C1-video5AC.tif:2,2.571,60.265,48.897,60.265,48.897
117,C1-video5AC.tif:2,7.241,34.748,50.357,34.748,50.357
118,C1-video5AC.tif:2,2.142,89.403,48.591,89.403,48.591
119,C1-video5AC.tif:2,2.400,54.892,49.687,54.892,49.687
120,C1-video5AC.tif:2,2.742,25.597,50.511,25.597,50.511
121,C1-video5AC.tif:2,5.913,70.943,50.067,70.943,50.067
122,C1-video5AC.tif:2,2.485,19.876,50.080,19.876,50.080
123,C1-video5AC.tif:2,3.771,39.111,51.555,39.111,51.555
124,C1-video5AC.tif:2,2.057,21.041,51.043,21.041,51.043
125,C1-video5AC.tif:2,2.100,58.211,52.086,58.211,52.086
126,C1-video5AC.tif:2,3.856,51.603,53.730,51.603,53.730
127,C1-video5AC.tif:2,6.642,35.347,57.070,35.347,57.070
128,C1-video5AC.tif:2,3.428,40.528,56.855,40.528,56.855
129,C1-video5AC.tif:2,4.842,73.251,57.043,73.251,57.043
130,C1-video5AC.tif:2,4.413,30.637,57.581,30.637,57.581
131,C1-video5AC.tif:2,2.742,53.794,58.840,53.794,58.840
132,C1-video5AC.tif:2,3.642,51.608,60.684,51.608,60.684
133,C1-video5AC.tif:2,5.956,64.195,60.825,64.195,60.825
134,C1-video5AC.tif:2,2.699,79.529,60.962,79.529,60.962
135,C1-video5AC.tif:2,3.728,12.290,62.791,12.290,62.791
136,C1-video5AC.tif:2,7.927,8.744,65.191,8.744,65.191
137,C1-video5AC.tif:2,2.228,91.279,63.055,91.279,63.055
138,C1-video5AC.tif:2,2.400,18.881,62.658,18.881,62.658
139,C1-video5AC.tif:2,2.914,73.330,64.417,73.330,64.417
140,C1-video5AC.tif:2,3.685,86.317,64.514,86.317,64.514
141,C1-video5AC.tif:2,2.785,3.794,66.656,3.794,66.656
142,C1-video5AC.tif:2,4.928,30.369,66.788,30.369,66.788
143,C1-video5AC.tif:2,6.813,41.647,66.899,41.647,66.899
144,C1-video5AC.tif:2,3.728,53.826,67.421,53.826,67.421
145,C1-video5AC.tif:2,2.699,68.617,66.856,68.617,66.856
146,C1-video5AC.tif:2,4.114,85.832,66.464,85.832,66.464
147,C1-video5AC.tif:2,2.357,34.195,68.237,34.195,68.237
148,C1-video5AC.tif:2,2.185,85.737,69.087,85.737,69.087
149,C1-video5AC.tif:2,2.185,32.586,70.358,32.586,70.358
150,C1-video5AC.tif:2,3.471,24.688,71.669,24.688,71.669
151,C1-video5AC.tif:2,2.742,43.341,70.374,43.341,70.374
152,C1-video5AC.tif:2,6.256,49.544,71.160,49.544,71.160
153,C1-video5AC.tif:2,4.028,39.171,71.633,39.171,71.633
154,C1-video5AC.tif:2,7.756,78.671,74.501,78.671,74.501
155,C1-video5AC.tif:2,3.556,74.247,74.292,74.247,74.292
156,C1-video5AC.tif:2,4.799,30.754,74.794,30.754,74.794
157,C1-video5AC.tif:2,4.928,26.508,74.474,26.508,74.474
158,C1-video5AC.tif:2,2.485,15.015,74.820,15.015,74.820
159,C1-video5AC.tif:2,2.614,49.190,75.743,49.190,75.743
160,C1-video5AC.tif:2,2.571,33.144,74.941,33.144,74.941
161,C1-video5AC.tif:2,2.657,68.811,76.680,68.811,76.680
162,C1-video5AC.tif:2,2.142,83.984,77.058,83.984,77.058
163,C1-video5AC.tif:2,2.100,53.256,78.282,53.256,78.282
164,C1-video5AC.tif:2,3.642,72.685,78.337,72.685,78.337
165,C1-video5AC.tif:2,2.357,12.945,79.366,12.945,79.366
166,C1-video5AC.tif:3,3.514,45.787,13.205,45.787,13.205
167,C1-video5AC.tif:3,2.185,80.444,16.651,80.444,16.651
168,C1-video5AC.tif:3,2.357,79.735,21.869,79.735,21.869
169,C1-video5AC.tif:3,2.742,81.477,24.306,81.477,24.306
170,C1-video5AC.tif:3,2.571,53.679,24.043,53.679,24.043
171,C1-video5AC.tif:3,2.614,51.585,26.396,51.585,26.396
172,C1-video5AC.tif:3,5.013,11.582,27.190,11.582,27.190
173,C1-video5AC.tif:3,4.713,62.996,26.673,62.996,26.673
174,C1-video5AC.tif:3,2.957,73.640,27.323,73.640,27.323
175,C1-video5AC.tif:3,3.685,85.623,27.168,85.623,27.168
176,C1-video5AC.tif:3,2.957,41.612,29.594,41.612,29.594
177,C1-video5AC.tif:3,3.428,69.725,28.871,69.725,28.871
178,C1-video5AC.tif:3,2.485,8.573,30.193,8.573,30.193
179,C1-video5AC.tif:3,2.057,51.120,31.033,51.120,31.033
180,C1-video5AC.tif:3,3.814,2.350,34.338,2.350,34.338
181,C1-video5AC.tif:3,4.371,44.537,34.847,44.537,34.847
182,C1-video5AC.tif:3,2.142,83.139,36.175,83.139,36.175
183,C1-video5AC.tif:3,2.185,68.012,35.947,68.012,35.947
184,C1-video5AC.tif:3,2.699,14.442,37.022,14.442,37.022
185,C1-video5AC.tif:3,2.742,50.210,38.192,50.210,38.192
186,C1-video5AC.tif:3,2.271,75.799,39.543,75.799,39.543
187,C1-video5AC.tif:3,2.914,82.544,38.831,82.544,38.831
188,C1-video5AC.tif:3,6.042,27.228,39.903,27.228,39.903
189,C1-video5AC.tif:3,6.427,44.464,41.509,44.464,41.509
190,C1-video5AC.tif:3,2.357,17.172,41.191,17.172,41.191
191,C1-video5AC.tif:3,3.728,69.851,42.933,69.851,42.933
192,C1-video5AC.tif:3,3.985,7.422,47.852,7.422,47.852
193,C1-video5AC.tif:3,4.114,88.859,48.018,88.859,48.018
194,C1-video5AC.tif:3,5.356,63.570,49.110,63.570,49.110
195,C1-video5AC.tif:3,2.785,60.302,48.873,60.302,48.873
196,C1-video5AC.tif:3,7.027,34.768,50.293,34.768,50.293
197,C1-video5AC.tif:3,2.357,54.838,49.524,54.838,49.524
198,C1-video5AC.tif:3,2.699,25.614,50.566,25.614,50.566
199,C1-video5AC.tif:3,5.570,70.090,49.889,70.090,49.889
200,C1-video5AC.tif:3,2.571,19.907,50.049,19.907,50.049
201,C1-video5AC.tif:3,4.028,38.967,51.633,38.967,51.633
202,C1-video5AC.tif:3,5.185,52.108,53.214,52.108,53.214
203,C1-video5AC.tif:3,2.142,57.939,52.172,57.939,52.172
204,C1-video5AC.tif:3,6.513,35.435,57.146,35.435,57.146
205,C1-video5AC.tif:3,3.685,40.326,56.636,40.326,56.636
206,C1-video5AC.tif:3,4.928,73.266,57.056,73.266,57.056
207,C1-video5AC.tif:3,4.328,30.723,57.584,30.723,57.584
208,C1-video5AC.tif:3,3.471,51.317,61.138,51.317,61.138
209,C1-video5AC.tif:3,2.699,79.598,61.050,79.598,61.050
210,C1-video5AC.tif:3,5.356,64.361,61.324,64.361,61.324
211,C1-video5AC.tif:3,7.970,8.644,65.339,8.644,65.339
212,C1-video5AC.tif:3,2.314,90.961,62.759,90.961,62.759
213,C1-video5AC.tif:3,2.357,18.907,62.648,18.907,62.648
214,C1-video5AC.tif:3,2.657,46.652,64.274,46.652,64.274
215,C1-video5AC.tif:3,2.957,73.421,64.466,73.421,64.466
216,C1-video5AC.tif:3,2.742,86.707,64.400,86.707,64.400
217,C1-video5AC.tif:3,2.057,6.620,64.653,6.620,64.653
218,C1-video5AC.tif:3,6.856,41.379,66.693,41.379,66.693
219,C1-video5AC.tif:3,4.756,85.686,66.224,85.686,66.224
220,C1-video5AC.tif:3,2.699,3.803,66.807,3.803,66.807
221,C1-video5AC.tif:3,3.814,30.005,66.041,30.005,66.041
222,C1-video5AC.tif:3,3.814,53.837,67.374,53.837,67.374
223,C1-video5AC.tif:3,3.685,69.268,67.147,69.268,67.147
224,C1-video5AC.tif:3,2.400,34.240,68.192,34.240,68.192
225,C1-video5AC.tif:3,2.271,32.603,70.277,32.603,70.277
226,C1-video5AC.tif:3,2.100,85.802,69.077,85.802,69.077
227,C1-video5AC.tif:3,2.657,43.296,70.373,43.296,70.373
228,C1-video5AC.tif:3,4.585,49.325,71.491,49.325,71.491
229,C1-video5AC.tif:3,2.142,38.891,71.374,38.891,71.374
230,C1-video5AC.tif:3,3.942,78.278,73.305,78.278,73.305
231,C1-video5AC.tif:3,2.185,38.281,72.570,38.281,72.570
232,C1-video5AC.tif:3,3.214,82.387,73.227,82.387,73.227
233,C1-video5AC.tif:3,5.742,32.042,74.432,32.042,74.432
234,C1-video5AC.tif:3,3.685,27.288,74.657,27.288,74.657
235,C1-video5AC.tif:3,2.528,14.997,74.838,14.997,74.838
236,C1-video5AC.tif:3,2.914,49.233,76.066,49.233,76.066
237,C1-video5AC.tif:3,2.142,73.324,75.087,73.324,75.087
238,C1-video5AC.tif:3,2.614,68.851,76.582,68.851,76.582
239,C1-video5AC.tif:3,2.228,83.978,77.040,83.978,77.040
240,C1-video5AC.tif:3,2.142,67.068,77.857,67.068,77.857
241,C1-video5AC.tif:3,2.185,53.197,78.009,53.197,78.009
242,C1-video5AC.tif:3,3.214,72.711,78.303,72.711,78.303
243,C1-video5AC.tif:3,2.614,12.361,80.233,12.361,80.233
244,C1-video5AC.tif:4,3.342,45.986,13.245,45.986,13.245
245,C1-video5AC.tif:4,2.185,79.790,18.182,79.790,18.182
246,C1-video5AC.tif:4,2.142,79.600,21.975,79.600,21.975
247,C1-video5AC.tif:4,2.742,81.432,24.248,81.432,24.248
248,C1-video5AC.tif:4,2.614,78.668,23.868,78.668,23.868
249,C1-video5AC.tif:4,2.485,53.706,24.112,53.706,24.112
250,C1-video5AC.tif:4,2.271,51.533,26.623,51.533,26.623
251,C1-video5AC.tif:4,7.370,10.870,27.968,10.870,27.968
252,C1-video5AC.tif:4,4.756,62.979,26.626,62.979,26.626
253,C1-video5AC.tif:4,2.142,85.574,27.601,85.574,27.601
254,C1-video5AC.tif:4,3.556,69.563,28.827,69.563,28.827
255,C1-video5AC.tif:4,2.100,51.465,31.056,51.465,31.056
256,C1-video5AC.tif:4,2.742,41.280,32.729,41.280,32.729
257,C1-video5AC.tif:4,3.599,2.472,34.002,2.472,34.002
258,C1-video5AC.tif:4,4.456,44.577,34.854,44.577,34.854
259,C1-video5AC.tif:4,2.014,83.150,36.148,83.150,36.148
260,C1-video5AC.tif:4,2.057,67.926,35.927,67.926,35.927
261,C1-video5AC.tif:4,2.699,14.462,37.137,14.462,37.137
262,C1-video5AC.tif:4,5.442,69.672,41.755,69.672,41.755
263,C1-video5AC.tif:4,2.657,51.229,38.612,51.229,38.612
264,C1-video5AC.tif:4,2.485,75.826,39.537,75.826,39.537
265,C1-video5AC.tif:4,2.914,82.687,38.806,82.687,38.806
266,C1-video5AC.tif:4,2.228,25.397,39.063,25.397,39.063
267,C1-video5AC.tif:4,4.156,28.038,40.300,28.038,40.300
268,C1-video5AC.tif:4,5.013,44.278,42.139,44.278,42.139
269,C1-video5AC.tif:4,2.228,17.229,41.189,17.229,41.189
270,C1-video5AC.tif:4,4.071,7.460,47.613,7.460,47.613
271,C1-video5AC.tif:4,4.028,88.724,47.870,88.724,47.870
272,C1-video5AC.tif:4,7.070,34.822,50.264,34.822,50.264
273,C1-video5AC.tif:4,2.271,54.880,49.494,54.880,49.494
274,C1-video5AC.tif:4,2.571,25.502,50.567,25.502,50.567
275,C1-video5AC.tif:4,2.228,19.900,49.847,19.900,49.847
276,C1-video5AC.tif:4,3.771,38.881,51.818,38.881,51.818
277,C1-video5AC.tif:4,3.856,52.470,52.389,52.470,52.389
278,C1-video5AC.tif:4,2.314,58.209,52.137,58.209,52.137
279,C1-video5AC.tif:4,6.684,35.503,57.233,35.503,57.233
280,C1-video5AC.tif:4,3.728,40.131,56.510,40.131,56.510
281,C1-video5AC.tif:4,4.928,73.265,56.991,73.265,56.991
282,C1-video5AC.tif:4,2.057,62.829,57.046,62.829,57.046
283,C1-video5AC.tif:4,4.628,30.563,57.724,30.563,57.724
284,C1-video5AC.tif:4,6.513,52.562,60.159,52.562,60.159
285,C1-video5AC.tif:4,5.785,64.355,61.291,64.355,61.291
286,C1-video5AC.tif:4,2.699,78.994,60.446,78.994,60.446
287,C1-video5AC.tif:4,2.271,90.305,62.137,90.305,62.137
288,C1-video5AC.tif:4,2.485,18.983,62.614,18.983,62.614
289,C1-video5AC.tif:4,3.085,73.459,64.498,73.459,64.498
290,C1-video5AC.tif:4,2.142,6.388,64.841,6.388,64.841
291,C1-video5AC.tif:4,6.684,41.364,66.621,41.364,66.621
292,C1-video5AC.tif:4,3.471,30.029,66.119,30.029,66.119
293,C1-video5AC.tif:4,2.485,3.908,67.132,3.908,67.132
294,C1-video5AC.tif:4,3.771,53.961,67.317,53.961,67.317
295,C1-video5AC.tif:4,2.400,34.307,68.062,34.307,68.062
296,C1-video5AC.tif:4,2.014,85.709,69.136,85.709,69.136
297,C1-video5AC.tif:4,2.057,32.590,70.242,32.590,70.242
298,C1-video5AC.tif:4,6.127,48.951,70.964,48.951,70.964
299,C1-video5AC.tif:4,2.871,43.947,70.255,43.947,70.255
300,C1-video5AC.tif:4,2.185,38.070,71.271,38.070,71.271
301,C1-video5AC.tif:4,4.713,46.729,72.890,46.729,72.890
302,C1-video5AC.tif:4,3.685,82.461,73.300,82.461,73.300
303,C1-video5AC.tif:4,5.913,31.877,74.502,31.877,74.502
304,C1-video5AC.tif:4,2.357,20.563,73.630,20.563,73.630
305,C1-video5AC.tif:4,2.485,15.072,74.863,15.072,74.863
306,C1-video5AC.tif:4,2.785,68.773,76.397,68.773,76.397
307,C1-video5AC.tif:4,3.728,78.445,76.182,78.445,76.182
308,C1-video5AC.tif:4,2.785,49.312,76.248,49.312,76.248
309,C1-video5AC.tif:4,2.014,73.214,75.104,73.214,75.104
310,C1-video5AC.tif:4,2.314,83.954,77.019,83.954,77.019
311,C1-video5AC.tif:4,2.185,52.755,77.903,52.755,77.903
312,C1-video5AC.tif:4,3.385,72.679,78.365,72.679,78.365
313,C1-video5AC.tif:5,3.471,46.106,13.375,46.106,13.375
314,C1-video5AC.tif:5,2.100,79.448,18.932,79.448,18.932
315,C1-video5AC.tif:5,2.528,79.535,22.077,79.535,22.077
316,C1-video5AC.tif:5,2.785,81.429,24.195,81.429,24.195
317,C1-video5AC.tif:5,2.614,53.869,24.143,53.869,24.143
318,C1-video5AC.tif:5,7.584,11.299,27.674,11.299,27.674
319,C1-video5AC.tif:5,4.799,62.917,26.648,62.917,26.648
320,C1-video5AC.tif:5,3.642,85.896,27.014,85.896,27.014
321,C1-video5AC.tif:5,5.913,71.624,28.353,71.624,28.353
322,C1-video5AC.tif:5,2.699,49.071,30.536,49.071,30.536
323,C1-video5AC.tif:5,2.057,51.651,30.645,51.651,30.645
324,C1-video5AC.tif:5,2.828,41.184,32.176,41.184,32.176
325,C1-video5AC.tif:5,3.985,2.516,33.969,2.516,33.969
326,C1-video5AC.tif:5,4.285,44.580,34.807,44.580,34.807
327,C1-video5AC.tif:5,2.228,83.114,36.257,83.114,36.257
328,C1-video5AC.tif:5,2.785,14.422,37.153,14.422,37.153
329,C1-video5AC.tif:5,8.098,44.541,40.699,44.541,40.699
330,C1-video5AC.tif:5,2.614,51.687,38.884,51.687,38.884
331,C1-video5AC.tif:5,2.785,82.639,38.825,82.639,38.825
332,C1-video5AC.tif:5,2.314,75.659,39.667,75.659,39.667
333,C1-video5AC.tif:5,2.185,25.353,39.044,25.353,39.044
334,C1-video5AC.tif:5,3.771,27.804,40.306,27.804,40.306
335,C1-video5AC.tif:5,2.271,69.472,42.019,69.472,42.019
336,C1-video5AC.tif:5,2.228,16.910,41.384,16.910,41.384
337,C1-video5AC.tif:5,5.356,87.409,47.434,87.409,47.434
338,C1-video5AC.tif:5,4.242,7.388,48.165,7.388,48.165
339,C1-video5AC.tif:5,9.684,14.664,49.456,14.664,49.456
340,C1-video5AC.tif:5,7.284,34.976,50.104,34.976,50.104
341,C1-video5AC.tif:5,7.499,53.086,51.833,53.086,51.833
342,C1-video5AC.tif:5,9.512,65.294,49.661,65.294,49.661
343,C1-video5AC.tif:5,2.614,25.459,50.411,25.459,50.411
344,C1-video5AC.tif:5,2.528,19.972,49.987,19.972,49.987
345,C1-video5AC.tif:5,3.728,38.520,52.213,38.520,52.213
346,C1-video5AC.tif:5,2.228,58.151,52.180,58.151,52.180
347,C1-video5AC.tif:5,2.014,36.161,55.566,36.161,55.566
348,C1-video5AC.tif:5,3.728,39.893,56.415,39.893,56.415
349,C1-video5AC.tif:5,5.013,73.254,57.059,73.254,57.059
350,C1-video5AC.tif:5,4.499,30.255,57.939,30.255,57.939
351,C1-video5AC.tif:5,4.499,35.349,58.150,35.349,58.150
352,C1-video5AC.tif:5,6.299,52.487,60.221,52.487,60.221
353,C1-video5AC.tif:5,2.614,78.098,59.855,78.098,59.855
354,C1-video5AC.tif:5,5.528,64.314,61.377,64.314,61.377
355,C1-video5AC.tif:5,3.128,23.682,62.138,23.682,62.138
356,C1-video5AC.tif:5,8.013,8.687,65.325,8.687,65.325
357,C1-video5AC.tif:5,3.685,12.220,63.096,12.220,63.096
358,C1-video5AC.tif:5,2.314,18.937,62.219,18.937,62.219
359,C1-video5AC.tif:5,3.042,73.472,64.408,73.472,64.408
360,C1-video5AC.tif:5,2.699,86.705,64.451,86.705,64.451
361,C1-video5AC.tif:5,2.014,6.296,64.886,6.296,64.886
362,C1-video5AC.tif:5,5.570,85.658,66.043,85.658,66.043
363,C1-video5AC.tif:5,6.942,41.380,66.715,41.380,66.715
364,C1-video5AC.tif:5,2.657,3.863,66.991,3.863,66.991
365,C1-video5AC.tif:5,3.514,30.033,66.137,30.033,66.137
366,C1-video5AC.tif:5,3.556,54.138,67.154,54.138,67.154
367,C1-video5AC.tif:5,2.485,34.330,68.207,34.330,68.207
368,C1-video5AC.tif:5,5.270,31.601,69.549,31.601,69.549
369,C1-video5AC.tif:5,2.100,86.038,68.992,86.038,68.992
370,C1-video5AC.tif:5,9.341,22.449,71.322,22.449,71.322
371,C1-video5AC.tif:5,6.213,48.978,71.013,48.978,71.013
372,C1-video5AC.tif:5,5.142,43.951,71.789,43.951,71.789
373,C1-video5AC.tif:5,4.328,36.607,71.648,36.607,71.648
374,C1-video5AC.tif:5,4.328,46.621,72.767,46.621,72.767
375,C1-video5AC.tif:5,3.985,82.705,73.339,82.705,73.339
376,C1-video5AC.tif:5,4.499,30.866,74.732,30.866,74.732
377,C1-video5AC.tif:5,7.241,23.312,74.020,23.312,74.020
378,C1-video5AC.tif:5,2.442,14.953,74.722,14.953,74.722
379,C1-video5AC.tif:5,2.528,27.557,75.511,27.557,75.511
380,C1-video5AC.tif:5,2.528,68.740,75.988,68.740,75.988
381,C1-video5AC.tif:5,2.442,33.093,74.903,33.093,74.903
382,C1-video5AC.tif:5,2.142,73.150,75.158,73.150,75.158
383,C1-video5AC.tif:5,2.614,49.013,76.860,49.013,76.860
384,C1-video5AC.tif:5,2.100,83.989,77.162,83.989,77.162
385,C1-video5AC.tif:5,3.471,90.532,77.483,90.532,77.483
386,C1-video5AC.tif:5,2.271,53.439,78.057,53.439,78.057
387,C1-video5AC.tif:5,4.799,73.145,78.532,73.145,78.532
388,C1-video5AC.tif:5,4.242,76.957,79.635,76.957,79.635
389,C1-video5AC.tif:6,3.471,45.572,12.879,45.572,12.879
390,C1-video5AC.tif:6,2.057,79.475,18.906,79.475,18.906
391,C1-video5AC.tif:6,2.485,81.437,24.205,81.437,24.205
392,C1-video5AC.tif:6,2.485,53.859,24.169,53.859,24.169
393,C1-video5AC.tif:6,5.142,75.241,25.911,75.241,25.911
394,C1-video5AC.tif:6,7.241,11.520,27.532,11.520,27.532
395,C1-video5AC.tif:6,4.671,62.876,26.615,62.876,26.615
396,C1-video5AC.tif:6,2.357,85.583,27.582,85.583,27.582
397,C1-video5AC.tif:6,3.599,69.801,28.896,69.801,28.896
398,C1-video5AC.tif:6,7.670,86.710,30.970,86.710,30.970
399,C1-video5AC.tif:6,2.142,50.736,30.483,50.736,30.483
