#vx_post  vy_post  v_post
0 0 0
0 0 0
2.0035 -1.94917 2.79523
-2.0035 1.94917 2.79523
-11.54 -4.31582 12.3207
0 0 0
-0.535878 11.0183 11.0313
9.26586 6.75097 11.4644
0 0 0
11.1592 -3.46831 11.6857
-13.3049 -9.49974 16.3483
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.11506 -3.96707 6.47314
0 0 0
0 0 0
0 0 0
-4.26985 -2.51577 4.95587
0 0 0
-7.51199 3.44288 8.26338
0 0 0
6.602 0.215083 6.60551
0.905334 -11.8168 11.8514
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-7.41608 -3.3306 8.12965
6.6167 -5.85722 8.83673
0 0 0
0 0 0
0 0 0
0 0 0
-13.3598 -5.67096 14.5136
1.88732 -9.02214 9.21743
-4.0681 -6.75895 7.88878
3.20247 6.20215 6.98015
0.865631 0.556796 1.02924
-4.46278 4.52227 6.35353
0 0 0
0 0 0
7.51199 -3.44288 8.26338
0 0 0
6.51759 -1.26065 6.63839
0 0 0
2.00391 -6.46765 6.77098
0 0 0
0 0 0
0 0 0
0 0 0
4.66441 -3.68082 5.94182
0 0 0
0 0 0
0 0 0
-8.80343 -11.2004 14.246
0 0 0
0 0 0
7.19985 7.34147 10.2828
0 0 0
4.53652 4.83584 6.63064
0 0 0
-1.56497 5.05156 5.28842
5.11635 0.928802 5.19997
0 0 0
1.65427 -1.14042 2.00927
-1.65427 1.14042 2.00927
0 0 0
9.20727 -2.87475 9.64562
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.9128 -9.90563 10.0886
-6.11454 2.63803 6.65934
-0.0319954 3.77362 3.77375
-11.1003 -2.83206 11.4559
0 0 0
0 0 0
0 0 0
0 0 0
-0.594992 -3.10409 3.1606
0 0 0
0 0 0
0 0 0
-5.07439 2.5709 5.6885
0 0 0
-1.78177 -1.45994 2.3035
-2.82238 -3.88663 4.8033
4.60415 5.34656 7.05577
0 0 0
0 0 0
0 0 0
0 0 0
13.7131 5.37167 14.7277
-3.09014 -7.03328 7.68219
0 0 0
0 0 0
0 0 0
