0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
0.00000e+00 3.23617e-01 3.96129e+00 -5.11854e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
1.00000e-02 3.15125e-01 3.73051e+00 -5.07984e+00
