,Spot ID,Track_ID,X (micron),Y (micron),T (sec),Frame,is main track,which main track id,frame range
1265,115465,7,81.04,157.84,216.51,65,False,,
1266,115467,7,81.04,157.84,219.84,66,False,,
1267,115469,7,81.04,157.84,223.17,67,False,,
1268,115471,7,81.04,157.84,226.5,68,False,,
1269,115473,7,81.11,157.91,229.83,69,False,,
1270,115475,7,81.11,157.91,233.16,70,False,,
1271,115477,7,81.11,157.91,236.49,71,False,,
1272,115479,7,81.11,157.91,239.82,72,False,,
1273,115481,7,81.11,157.91,243.15,73,False,,
1274,115483,7,81.11,157.91,246.48,74,False,,
1275,115485,7,81.11,157.91,249.82,75,False,,
1276,115487,7,81.11,157.7,253.15,76,False,,
1277,115489,7,81.11,157.7,256.48,77,False,,
1278,115491,7,81.18,158.04,259.81,78,False,,
1279,115493,7,80.97,157.63,263.14,79,False,,
1280,115495,7,80.97,157.63,266.47,80,False,,
1281,115497,7,80.97,157.63,269.8,81,False,,
1282,115499,7,80.83,157.49,273.13,82,False,,
1283,115501,7,80.83,157.49,276.46,83,False,,
1284,115503,7,80.83,157.35,279.79,84,False,,
1285,115505,7,80.42,156.94,283.12,85,False,,
1286,115507,7,80.01,156.25,286.46,86,False,,
1287,115513,7,80.63,156.94,289.79,87,False,,
1288,115515,7,80.63,156.94,293.12,88,False,,
1289,115517,7,80.28,156.53,296.45,89,False,,
1290,115519,7,80.28,156.53,299.78,90,False,,
1291,115521,7,80.28,156.53,303.11,91,False,,
1292,115523,7,80.28,156.53,306.44,92,False,,
1293,115525,7,80.83,156.94,309.77,93,False,,
1294,115527,7,81.11,157.35,313.1,94,False,,
1295,115529,7,80.56,157.35,316.43,95,False,,
1296,115531,7,80.28,156.66,319.76,96,False,,
1297,115533,7,79.94,156.18,323.09,97,False,,
1298,115535,7,80.49,156.04,326.43,98,False,,
1299,115537,7,79.73,155.84,329.76,99,False,,
1300,115539,7,79.25,155.22,333.09,100,False,,
1301,115541,7,79.11,155.63,336.42,101,False,,
1302,115543,7,79.38,156.04,339.75,102,False,,
1303,115545,7,78.76,155.28,343.08,103,False,,
1304,115547,7,78.28,155.08,346.41,104,False,,
1305,115549,7,79.25,154.59,349.74,105,False,,
1306,115551,7,79.25,154.25,353.07,106,False,,
1307,115553,7,80.14,154.18,356.4,107,False,,
1308,115555,7,80.9,154.04,359.73,108,False,,
1309,115557,7,81.45,153.9,363.07,109,False,,
1310,115559,7,81.45,153.9,366.4,110,False,,
1311,115561,7,82.21,153.9,369.73,111,False,,
1312,115563,7,82.9,153.77,373.06,112,False,,
1313,115565,7,82.21,153.77,376.39,113,False,,
1314,115567,7,81.73,153.77,379.72,114,False,,
1315,115569,7,81.87,153.84,383.05,115,False,,
1316,115571,7,80.97,154.32,386.38,116,False,,
1317,115573,7,80.7,154.25,389.71,117,False,,
1318,115579,7,80.63,154.46,393.04,118,False,,
1319,115581,7,79.94,154.53,396.37,119,False,,
1320,115583,7,79.94,154.39,399.7,120,False,,
1321,115585,7,79.25,154.39,403.04,121,False,,
1322,115587,7,79.52,154.18,406.37,122,False,,
1323,115589,7,79.25,154.18,409.7,123,False,,
1324,115591,7,78.9,154.11,413.03,124,False,,
1325,115593,7,78.49,154.25,416.36,125,False,,
1326,115595,7,77.52,153.7,419.69,126,False,,
1327,115597,7,77.04,153.9,423.02,127,False,,
1328,115599,7,76.14,153.9,426.35,128,False,,
1329,115601,7,75.11,153.9,429.68,129,False,,
1330,115603,7,74.42,154.59,433.01,130,False,,
1331,115605,7,74.28,155.28,436.34,131,False,,
1332,115607,7,73.93,155.63,439.68,132,False,,
1333,115609,7,73.93,155.63,443.01,133,False,,
1334,115611,7,73.45,156.25,446.34,134,False,,
1335,115613,7,73.31,156.6,449.67,135,False,,
1336,115615,7,72.83,157.08,453.0,136,False,,
1337,115617,7,72.14,157.29,456.33,137,False,,
1338,115619,7,72.14,157.49,459.66,138,False,,
1339,115621,7,72.14,157.49,462.99,139,False,,
1340,115623,7,71.59,157.91,466.32,140,False,,
1341,115625,7,71.31,158.6,469.65,141,False,,
1342,115627,7,71.31,158.6,472.98,142,False,,
1343,115629,7,71.93,160.18,476.32,143,False,,
1344,115631,7,72.21,160.74,479.65,144,False,,
1345,115633,7,72.21,160.94,482.98,145,False,,
1346,115635,7,72.21,160.94,486.31,146,False,,
1347,115637,7,72.14,160.46,489.64,147,False,,
1348,115639,7,72.14,160.46,492.97,148,False,,
1349,115641,7,72.14,160.46,496.3,149,False,,
1350,115643,7,72.14,160.67,499.63,150,False,,
1351,115645,7,72.14,160.67,502.96,151,False,,
1352,115647,7,71.86,160.46,506.29,152,False,,
1353,115649,7,71.86,160.39,509.62,153,False,,
1354,115651,7,72.07,160.46,512.95,154,False,,
1355,115653,7,72.35,161.08,516.29,155,False,,
1356,115655,7,72.69,161.43,519.62,156,False,,
1357,115657,7,72.69,161.43,522.95,157,False,,
1358,115659,7,73.45,162.32,526.28,158,False,,
1359,115661,7,74.0,163.15,529.61,159,False,,
1360,115663,7,74.62,163.91,532.94,160,False,,
1361,115665,7,74.62,163.91,536.27,161,False,,
1362,115667,7,74.83,163.98,539.6,162,False,,
1363,115669,7,74.49,163.77,542.93,163,False,,
1364,115671,7,74.49,163.77,546.26,164,False,,
1365,115673,7,74.62,163.77,549.59,165,False,,
1366,115675,7,74.83,164.19,552.93,166,False,,
1367,115677,7,75.11,164.6,556.26,167,False,,
1368,115679,7,74.69,164.6,559.59,168,False,,
1369,115681,7,74.83,164.81,562.92,169,False,,
1370,115683,7,74.9,164.94,566.25,170,False,,
1371,115685,7,75.24,165.57,569.58,171,False,,
1372,115687,7,75.31,165.91,572.91,172,False,,
1373,115689,7,74.69,165.77,576.24,173,False,,
1374,115691,7,74.35,165.15,579.57,174,False,,
1375,115693,7,74.14,164.53,582.9,175,False,,
1376,115695,7,73.93,163.84,586.23,176,False,,
1377,115697,7,74.55,163.5,589.56,177,False,,
1378,115699,7,74.62,164.05,592.9,178,False,,
1379,115701,7,74.9,164.53,596.23,179,False,,
1380,115703,7,74.9,164.53,599.56,180,False,,
1381,115705,7,74.9,164.53,602.89,181,False,,
1382,115707,7,74.9,164.53,606.22,182,False,,
1383,115709,7,74.9,164.53,609.55,183,False,,
1384,115711,7,74.42,163.77,612.88,184,False,,
1385,115713,7,74.9,164.05,616.21,185,False,,
1386,115715,7,75.11,164.46,619.54,186,False,,
1387,115717,7,74.9,164.6,622.87,187,False,,
1388,115719,7,74.28,164.67,626.2,188,False,,
1389,115721,7,74.55,165.15,629.54,189,False,,
1390,115723,7,74.83,165.57,632.87,190,False,,
1391,115725,7,74.83,165.77,636.2,191,False,,
1392,115727,7,75.24,166.6,639.53,192,False,,
1393,115729,7,75.24,166.6,642.86,193,False,,
1394,115731,7,75.24,166.6,646.19,194,False,,
1395,115733,7,75.24,167.5,649.52,195,False,,
1396,115735,7,75.38,167.84,652.85,196,False,,
1397,115737,7,75.52,168.53,656.18,197,False,,
1398,115739,7,75.52,168.81,659.51,198,False,,
1399,115741,7,75.52,169.08,662.84,199,False,,
1400,117744,8,123.89,81.87,0.0,0,False,,
1401,117987,8,123.79,81.56,3.33,1,False,,
1402,117989,8,123.79,81.56,6.66,2,False,,
1403,117991,8,123.79,81.56,9.99,3,False,,
1404,117993,8,123.79,81.56,13.32,4,False,,
1405,117995,8,123.79,81.56,16.65,5,False,,
1406,117997,8,123.79,81.56,19.99,6,False,,
1407,117999,8,123.79,81.56,23.32,7,False,,
1408,118001,8,123.89,82.01,26.65,8,False,,
1409,118003,8,123.89,82.01,29.98,9,False,,
1410,118005,8,123.89,82.01,33.31,10,False,,
1411,118007,8,123.89,82.01,36.64,11,False,,
1412,118009,8,123.89,82.01,39.97,12,False,,
1413,118011,8,123.89,82.01,43.3,13,False,,
1414,118013,8,123.89,82.01,46.63,14,False,,
1415,118015,8,123.89,82.01,49.96,15,False,,
1416,118017,8,123.89,82.01,53.29,16,False,,
1417,118019,8,123.89,82.01,56.62,17,False,,
1418,118021,8,123.89,82.01,59.96,18,False,,
1419,118023,8,123.89,82.01,63.29,19,False,,
1420,118025,8,123.89,82.01,66.62,20,False,,
1421,118027,8,123.89,82.01,69.95,21,False,,
1422,118029,8,123.89,82.01,73.28,22,False,,
1423,118031,8,123.89,82.14,76.61,23,False,,
1424,118033,8,123.89,82.14,79.94,24,False,,
1425,118035,8,123.89,82.14,83.27,25,False,,
1426,118037,8,123.89,82.14,86.6,26,False,,
1427,118039,8,123.89,82.14,89.93,27,False,,
1428,118041,8,123.89,82.14,93.26,28,False,,
1429,118043,8,123.89,82.14,96.6,29,False,,
1430,118045,8,123.89,82.14,99.93,30,False,,
1431,118047,8,123.89,82.14,103.26,31,False,,
1432,118049,8,123.89,82.14,106.59,32,False,,
1433,118051,8,123.89,82.14,109.92,33,False,,
1434,118053,8,123.89,82.14,113.25,34,False,,
1435,118055,8,123.89,82.14,116.58,35,False,,
1436,118057,8,123.89,82.14,119.91,36,False,,
1437,118059,8,123.89,82.14,123.24,37,False,,
1438,118061,8,123.89,82.14,126.57,38,False,,
1439,118063,8,123.89,82.14,129.9,39,False,,
1440,118065,8,123.89,82.14,133.23,40,False,,
1441,118067,8,123.89,82.14,136.57,41,False,,
1442,118069,8,123.89,82.14,139.9,42,False,,
1443,118071,8,123.89,82.14,143.23,43,False,,
1444,118073,8,123.89,82.14,146.56,44,False,,
1445,118075,8,123.89,82.14,149.89,45,False,,
1446,118077,8,123.89,82.14,153.22,46,False,,
1447,118079,8,123.89,82.14,156.55,47,False,,
1448,118081,8,123.89,82.14,159.88,48,False,,
1449,118083,8,123.89,82.14,163.21,49,False,,
1450,118085,8,123.82,82.35,166.54,50,False,,
1451,118087,8,123.82,81.8,169.87,51,False,,
1452,118089,8,123.82,81.8,173.21,52,False,,
1453,118091,8,123.82,81.8,176.54,53,False,,
1454,118093,8,123.96,82.14,179.87,54,False,,
1455,118095,8,123.96,82.14,183.2,55,False,,
1456,118097,8,123.68,81.94,186.53,56,False,,
1457,118099,8,123.68,81.94,189.86,57,False,,
1458,118101,8,123.68,81.94,193.19,58,False,,
1459,118103,8,123.68,81.94,196.52,59,False,,
1460,118105,8,123.68,81.94,199.85,60,False,,
1461,118107,8,123.68,81.94,203.18,61,False,,
1462,118109,8,123.68,81.94,206.51,62,False,,
1463,118111,8,123.68,81.94,209.85,63,False,,
1464,118113,8,123.68,81.94,213.18,64,False,,
1465,118115,8,123.68,81.94,216.51,65,False,,
1466,118117,8,123.68,81.94,219.84,66,False,,
1467,118119,8,123.68,81.94,223.17,67,False,,
1468,118121,8,123.82,82.08,226.5,68,False,,
1469,118123,8,123.82,82.08,229.83,69,False,,
1470,118125,8,123.68,82.14,233.16,70,False,,
1471,118127,8,123.68,82.14,236.49,71,False,,
1472,118129,8,123.68,82.14,239.82,72,False,,
1473,118131,8,123.75,81.8,243.15,73,False,,
1474,118133,8,123.75,81.8,246.48,74,False,,
1475,118135,8,123.75,81.8,249.82,75,False,,
1476,118137,8,123.75,81.8,253.15,76,False,,
1477,118139,8,123.75,81.8,256.48,77,False,,
1478,118141,8,123.75,81.8,259.81,78,False,,
1479,118143,8,123.75,81.8,263.14,79,False,,
1480,118145,8,123.75,81.8,266.47,80,False,,
1481,118147,8,123.75,81.8,269.8,81,False,,
1482,118149,8,123.75,81.8,273.13,82,False,,
1483,118151,8,123.75,81.8,276.46,83,False,,
1484,118153,8,123.75,82.21,279.79,84,False,,
1485,118155,8,123.75,82.21,283.12,85,False,,
1486,118157,8,123.75,82.21,286.46,86,False,,
1487,118159,8,123.34,82.21,289.79,87,False,,
1488,118161,8,122.85,82.49,293.12,88,False,,
1489,118163,8,122.72,82.49,296.45,89,False,,
1490,118165,8,122.16,82.49,299.78,90,False,,
1491,118167,8,122.3,82.08,303.11,91,False,,
1492,118169,8,122.65,81.04,306.44,92,False,,
1493,118171,8,122.65,81.04,309.77,93,False,,
1494,118173,8,123.27,80.83,313.1,94,False,,
1495,118175,8,123.61,80.56,316.43,95,False,,
1496,118177,8,124.37,79.8,319.76,96,False,,
1497,118179,8,124.99,78.83,323.09,97,False,,
1498,118181,8,125.96,78.21,326.43,98,False,,
1499,118183,8,127.62,77.94,329.76,99,False,,
1500,118185,8,128.24,77.8,333.09,100,False,,
1501,118187,8,129.0,77.45,336.42,101,False,,
1502,118189,8,129.0,77.45,339.75,102,False,,
1503,118191,8,129.0,77.45,343.08,103,False,,
1504,118193,8,129.2,77.45,346.41,104,False,,
1505,118195,8,129.55,77.66,349.74,105,False,,
1506,118197,8,130.17,77.59,353.07,106,False,,
1507,118199,8,130.17,77.59,356.4,107,False,,
1508,118201,8,129.96,77.73,359.73,108,False,,
1509,118203,8,129.96,77.73,363.07,109,False,,
1510,118205,8,129.96,77.73,366.4,110,False,,
1511,118207,8,129.96,77.73,369.73,111,False,,
1512,118209,8,129.96,77.73,373.06,112,False,,
1513,118211,8,130.72,77.66,376.39,113,False,,
1514,118216,8,130.79,77.66,379.72,114,False,,
1515,118218,8,130.93,77.66,383.05,115,False,,
1516,118220,8,131.27,77.59,386.38,116,False,,
1517,118222,8,131.27,77.59,389.71,117,False,,
1518,118224,8,132.24,77.52,393.04,118,False,,
1519,118226,8,133.14,77.25,396.37,119,False,,
1520,118228,8,133.76,77.25,399.7,120,False,,
1521,118230,8,135.62,76.9,403.04,121,False,,
1522,118232,8,136.45,76.76,406.37,122,False,,
1523,118234,8,137.21,76.83,409.7,123,False,,
1524,118236,8,138.1,76.69,413.03,124,False,,
1525,118238,8,139.69,77.45,416.36,125,False,,
1526,118240,8,140.1,77.87,419.69,126,False,,
1527,118242,8,140.59,78.21,423.02,127,False,,
1528,118244,8,141.35,78.28,426.35,128,False,,
1529,118246,8,141.9,78.49,429.68,129,False,,
1530,118248,8,142.45,78.9,433.01,130,False,,
1531,118250,8,142.59,79.04,436.34,131,False,,
1532,118252,8,143.69,80.01,439.68,132,False,,
1533,118254,8,144.24,79.8,443.01,133,False,,
1534,118256,8,144.24,79.8,446.34,134,False,,
1535,118258,8,144.38,79.87,449.67,135,False,,
1536,118260,8,145.9,80.28,453.0,136,False,,
1537,118262,8,145.83,80.14,456.33,137,False,,
1538,118264,8,145.9,80.14,459.66,138,False,,
1539,118266,8,146.8,80.01,462.99,139,False,,
1540,118268,8,146.66,80.28,466.32,140,False,,
1541,118270,8,147.28,80.07,469.65,141,False,,
1542,118272,8,147.28,80.07,472.98,142,False,,
1543,118274,8,147.49,80.07,476.32,143,False,,
1544,118276,8,147.54,80.06,479.65,144,False,,
1545,118278,8,147.8,80.26,482.98,145,False,,
1546,118280,8,148.01,80.32,486.31,146,False,,
1547,118282,8,147.59,80.06,489.64,147,False,,
1548,118284,8,148.06,80.06,492.97,148,False,,
1549,118286,8,148.21,80.11,496.3,149,False,,
1550,118288,8,148.21,80.11,499.63,150,False,,
1551,118290,8,148.68,80.57,502.96,151,False,,
1552,118292,8,148.68,80.57,506.29,152,False,,
1553,118294,8,149.25,80.94,509.62,153,False,,
1554,118296,8,149.87,81.4,512.95,154,False,,
1555,118298,8,150.39,81.87,516.29,155,False,,
1556,118300,8,150.39,81.87,519.62,156,False,,
1557,118302,8,150.7,81.77,522.95,157,False,,
1558,118304,8,150.8,81.87,526.28,158,False,,
1559,118306,8,150.75,81.77,529.61,159,False,,
1560,118308,8,150.02,81.82,532.94,160,False,,
1561,118310,8,150.02,81.82,536.27,161,False,,
1562,118312,8,150.28,81.45,539.6,162,False,,
1563,118314,8,150.75,81.45,542.93,163,False,,
1564,118316,8,150.64,81.45,546.26,164,False,,
1565,118318,8,150.64,81.45,549.59,165,False,,
1566,118320,8,150.39,81.14,552.93,166,False,,
1567,118322,8,150.39,81.14,556.26,167,False,,
1568,118324,8,149.97,81.09,559.59,168,False,,
1569,118326,8,149.97,81.09,562.92,169,False,,
1570,118328,8,149.92,80.94,566.25,170,False,,
1571,118330,8,149.61,80.94,569.58,171,False,,
1572,118332,8,149.35,80.89,572.91,172,False,,
1573,118334,8,148.99,80.99,576.24,173,False,,
1574,118336,8,148.68,80.89,579.57,174,False,,
1575,118338,8,147.59,80.47,582.9,175,False,,
1576,118340,8,146.76,80.37,586.23,176,False,,
1577,118342,8,147.02,80.42,589.56,177,False,,
1578,118344,8,146.56,80.11,592.9,178,False,,
1579,118346,8,146.19,80.01,596.23,179,False,,
1580,118348,8,145.88,80.01,599.56,180,False,,
1581,118350,8,145.88,80.01,602.89,181,False,,
1582,118352,8,145.31,79.95,606.22,182,False,,
1583,118354,8,144.49,79.85,609.55,183,False,,
1584,118356,8,144.07,79.54,612.88,184,False,,
1585,118358,8,144.12,79.18,616.21,185,False,,
1586,118360,8,144.12,79.59,619.54,186,False,,
1587,118362,8,142.83,79.28,622.87,187,False,,
1588,118364,8,143.71,79.59,626.2,188,False,,
1589,118366,8,144.23,80.47,629.54,189,False,,
1590,118368,8,145.37,81.04,632.87,190,False,,
1591,118370,8,145.62,81.51,636.2,191,False,,
1592,118372,8,146.25,82.18,639.53,192,False,,
1593,118374,8,146.87,82.64,642.86,193,False,,
1594,118376,8,146.66,82.9,646.19,194,False,,
1595,118378,8,147.13,83.27,649.52,195,False,,
1596,118380,8,147.69,83.89,652.85,196,False,,
1597,118382,8,147.64,83.84,656.18,197,False,,
1598,118384,8,147.75,83.84,659.51,198,False,,
1599,118386,8,147.44,83.84,662.84,199,False,,
1600,118589,40,56.1,46.26,0.0,0,False,,
1601,118591,40,56.1,46.11,3.33,1,False,,
1602,118593,40,55.84,45.59,6.66,2,False,,
1603,118595,40,55.79,46.16,9.99,3,False,,
1604,118597,40,55.63,46.06,13.32,4,False,,
1605,118599,40,55.42,45.85,16.65,5,False,,
1606,118601,40,55.22,45.59,19.99,6,False,,
1607,118603,40,54.65,44.97,23.32,7,False,,
1608,118605,40,54.44,44.97,26.65,8,False,,
1609,118607,40,54.44,44.82,29.98,9,False,,
1610,118609,40,54.34,45.07,33.31,10,False,,
1611,118611,40,54.34,45.07,36.64,11,False,,
1612,118613,40,53.98,44.71,39.97,12,False,,
1613,118615,40,53.98,44.71,43.3,13,False,,
1614,118617,40,53.15,44.3,46.63,14,False,,
1615,118619,40,52.47,43.68,49.96,15,False,,
1616,118621,40,52.11,43.26,53.29,16,False,,
1617,118623,40,51.96,43.21,56.62,17,False,,
1618,118625,40,51.8,42.85,59.96,18,False,,
1619,118627,40,51.96,42.54,63.29,19,False,,
1620,118629,40,51.75,42.28,66.62,20,False,,
1621,118631,40,51.59,42.12,69.95,21,False,,
1622,118633,40,51.54,41.45,73.28,22,False,,
1623,118635,40,51.28,40.99,76.61,23,False,,
1624,118637,40,50.56,40.05,79.94,24,False,,
1625,118639,40,50.46,39.95,83.27,25,False,,
1626,118641,40,50.61,39.38,86.6,26,False,,
1627,118643,40,50.4,38.76,89.93,27,False,,
1628,118645,40,50.09,38.61,93.26,28,False,,
1629,118647,40,50.09,38.61,96.6,29,False,,
1630,118649,40,49.84,37.98,99.93,30,False,,
1631,118651,40,49.42,37.67,103.26,31,False,,
1632,118653,40,49.42,36.9,106.59,32,False,,
1633,118655,40,49.21,36.79,109.92,33,False,,
1634,118657,40,49.06,36.12,113.25,34,False,,
1635,118659,40,48.9,35.35,116.58,35,False,,
1636,118661,40,48.85,34.62,119.91,36,False,,
1637,118663,40,48.85,34.62,123.24,37,False,,
1638,118665,40,48.85,34.26,126.57,38,False,,
1639,118667,40,48.8,34.05,129.9,39,False,,
1640,118669,40,48.85,33.95,133.23,40,False,,
1641,118671,40,48.9,34.1,136.57,41,False,,
1642,118673,40,48.9,34.1,139.9,42,False,,
1643,118675,40,48.9,34.1,143.23,43,False,,
1644,118677,40,48.9,34.1,146.56,44,False,,
1645,118679,40,48.9,34.1,149.89,45,False,,
1646,118681,40,48.9,34.1,153.22,46,False,,
1647,118683,40,48.9,34.1,156.55,47,False,,
1648,118685,40,48.9,34.1,159.88,48,False,,
1649,118687,40,48.9,34.1,163.21,49,False,,
1650,118689,40,48.9,34.1,166.54,50,False,,
1651,118691,40,48.9,34.1,169.87,51,False,,
1652,118693,40,48.9,34.1,173.21,52,False,,
1653,118695,40,48.9,34.1,176.54,53,False,,
1654,118697,40,48.9,34.1,179.87,54,False,,
1655,118699,40,48.65,34.0,183.2,55,False,,
1656,118701,40,48.65,34.0,186.53,56,False,,
1657,118703,40,48.65,34.0,189.86,57,False,,
1658,118705,40,48.65,34.0,193.19,58,False,,
1659,118707,40,48.7,34.16,196.52,59,False,,
1660,118709,40,48.8,33.95,199.85,60,False,,
1661,118711,40,48.8,33.95,203.18,61,False,,
1662,118713,40,48.8,33.84,206.51,62,False,,
1663,118715,40,48.8,33.84,209.85,63,False,,
1664,118717,40,48.8,33.84,213.18,64,False,,
1665,118719,40,48.8,33.84,216.51,65,False,,
1666,118721,40,48.8,33.84,219.84,66,False,,
1667,118723,40,48.8,33.84,223.17,67,False,,
1668,118725,40,48.8,33.95,226.5,68,False,,
1669,118727,40,48.8,34.1,229.83,69,False,,
1670,118729,40,48.8,34.1,233.16,70,False,,
1671,118731,40,48.8,34.1,236.49,71,False,,
1672,118733,40,48.8,34.1,239.82,72,False,,
1673,118735,40,48.8,34.1,243.15,73,False,,
1674,118737,40,48.8,34.1,246.48,74,False,,
1675,118739,40,48.8,34.1,249.82,75,False,,
1676,118741,40,48.8,34.1,253.15,76,False,,
1677,118743,40,48.8,34.1,256.48,77,False,,
1678,118745,40,48.8,34.1,259.81,78,False,,
1679,118747,40,48.8,34.1,263.14,79,False,,
1680,118749,40,48.8,34.1,266.47,80,False,,
1681,118751,40,48.8,34.1,269.8,81,False,,
1682,118753,40,48.8,34.1,273.13,82,False,,
1683,118764,40,48.9,34.05,276.46,83,False,,
1684,118766,40,48.9,34.05,279.79,84,False,,
1685,118768,40,48.9,34.05,283.12,85,False,,
1686,118770,40,48.9,34.05,286.46,86,False,,
1687,118772,40,48.9,34.05,289.79,87,False,,
1688,118774,40,48.9,34.05,293.12,88,False,,
1689,118776,40,48.9,34.05,296.45,89,False,,
1690,118778,40,48.9,34.05,299.78,90,False,,
1691,118780,40,48.9,34.05,303.11,91,False,,
1692,118782,40,48.9,34.05,306.44,92,False,,
1693,118784,40,48.9,34.05,309.77,93,False,,
1694,118786,40,48.9,34.05,313.1,94,False,,
1695,118788,40,48.9,34.05,316.43,95,False,,
1696,118790,40,48.9,34.05,319.76,96,False,,
1697,118792,40,49.01,34.47,323.09,97,False,,
1698,118794,40,48.75,34.31,326.43,98,False,,
1699,118796,40,48.75,34.31,329.76,99,False,,
1700,118798,40,48.75,34.31,333.09,100,False,,
1701,118800,40,48.75,34.31,336.42,101,False,,
1702,118802,40,48.75,34.31,339.75,102,False,,
1703,118804,40,48.75,34.31,343.08,103,False,,
1704,118806,40,48.75,34.31,346.41,104,False,,
1705,118808,40,48.75,33.95,349.74,105,False,,
1706,118810,40,48.75,33.95,353.07,106,False,,
1707,118812,40,48.75,33.95,356.4,107,False,,
1708,118814,40,48.85,34.0,359.73,108,False,,
1709,118816,40,48.85,34.05,363.07,109,False,,
1710,118818,40,48.85,34.16,366.4,110,False,,
1711,118820,40,48.85,34.16,369.73,111,False,,
1712,118822,40,48.85,34.16,373.06,112,False,,
1713,118824,40,48.85,34.16,376.39,113,False,,
1714,118826,40,48.85,34.16,379.72,114,False,,
1715,118828,40,48.85,34.0,383.05,115,False,,
1716,118830,40,48.85,34.0,386.38,116,False,,
1717,118832,40,48.85,34.0,389.71,117,False,,
1718,118834,40,48.85,34.0,393.04,118,False,,
1719,118836,40,48.85,34.0,396.37,119,False,,
1720,118838,40,48.85,34.0,399.7,120,False,,
1721,118840,40,48.59,34.41,403.04,121,False,,
1722,118842,40,48.59,34.41,406.37,122,False,,
1723,118844,40,48.59,34.41,409.7,123,False,,
1724,118846,40,48.59,34.41,413.03,124,False,,
1725,118848,40,48.59,34.41,416.36,125,False,,
1726,118850,40,48.59,34.41,419.69,126,False,,
1727,118852,40,48.59,34.41,423.02,127,False,,
1728,118854,40,48.59,34.41,426.35,128,False,,
1729,118856,40,48.59,34.41,429.68,129,False,,
1730,118858,40,48.59,34.41,433.01,130,False,,
1731,118860,40,48.59,34.41,436.34,131,False,,
1732,118862,40,48.59,34.41,439.68,132,False,,
1733,118864,40,48.59,34.41,443.01,133,False,,
1734,118866,40,48.59,34.41,446.34,134,False,,
1735,118868,40,48.59,34.41,449.67,135,False,,
1736,118870,40,48.59,34.41,453.0,136,False,,
1737,118872,40,48.59,34.41,456.33,137,False,,
1738,118874,40,48.59,34.41,459.66,138,False,,
1739,118876,40,48.59,34.41,462.99,139,False,,
1740,118878,40,48.59,34.41,466.32,140,False,,
1741,118880,40,48.59,34.41,469.65,141,False,,
1742,118882,40,48.59,34.41,472.98,142,False,,
1743,118884,40,48.59,34.41,476.32,143,False,,
1744,118886,40,48.59,34.41,479.65,144,False,,
1745,118888,40,48.59,34.41,482.98,145,False,,
1746,118890,40,48.59,34.41,486.31,146,False,,
1747,118892,40,48.59,34.41,489.64,147,False,,
1748,118894,40,48.59,34.41,492.97,148,False,,
1749,118896,40,48.8,34.41,496.3,149,False,,
1750,118898,40,48.8,34.41,499.63,150,False,,
1751,118900,40,48.8,34.41,502.96,151,False,,
1752,118902,40,49.01,33.84,506.29,152,False,,
1753,118904,40,49.01,33.84,509.62,153,False,,
1754,118906,40,49.01,33.84,512.95,154,False,,
1755,118908,40,49.01,33.84,516.29,155,False,,
1756,118910,40,49.01,33.84,519.62,156,False,,
1757,118912,40,49.01,33.84,522.95,157,False,,
1758,118914,40,49.01,33.84,526.28,158,False,,
1759,118916,40,49.01,33.84,529.61,159,False,,
1760,118918,40,49.01,33.84,532.94,160,False,,
1761,118920,40,49.01,33.84,536.27,161,False,,
1762,118922,40,49.01,33.84,539.6,162,False,,
1763,118924,40,49.01,33.84,542.93,163,False,,
1764,118926,40,49.01,33.84,546.26,164,False,,
1765,118928,40,48.8,33.48,549.59,165,False,,
1766,118930,40,48.8,32.6,552.93,166,False,,
1767,118932,40,48.8,32.6,556.26,167,False,,
1768,118934,40,48.54,31.62,559.59,168,False,,
1769,118936,40,48.54,31.21,562.92,169,False,,
1770,118938,40,48.18,31.1,566.25,170,False,,
1771,118940,40,48.18,30.89,569.58,171,False,,
1772,118942,40,48.18,30.89,572.91,172,False,,
1773,118944,40,48.18,30.89,576.24,173,False,,
1774,118946,40,48.18,30.89,579.57,174,False,,
1775,118948,40,48.02,30.58,582.9,175,False,,
1776,118950,40,48.02,30.53,586.23,176,False,,
1777,118952,40,48.02,30.53,589.56,177,False,,
1778,118954,40,48.02,30.53,592.9,178,False,,
1779,118956,40,48.18,30.58,596.23,179,False,,
1780,118958,40,48.18,30.58,599.56,180,False,,
1781,118960,40,48.08,30.22,602.89,181,False,,
1782,118962,40,47.92,30.48,606.22,182,False,,
1783,118964,40,48.02,30.17,609.55,183,False,,
1784,118966,40,48.02,30.27,612.88,184,False,,
1785,118968,40,48.02,30.27,616.21,185,False,,
1786,118970,40,48.02,30.27,619.54,186,False,,
1787,118972,40,48.02,30.27,622.87,187,False,,
1788,118974,40,48.02,30.27,626.2,188,False,,
1789,118976,40,48.02,30.27,629.54,189,False,,
1790,118978,40,47.92,30.12,632.87,190,False,,
1791,118980,40,47.77,29.96,636.2,191,False,,
1792,118982,40,47.87,30.38,639.53,192,False,,
1793,118984,40,47.87,30.38,642.86,193,False,,
1794,118986,40,47.87,30.38,646.19,194,False,,
1795,118988,40,47.87,30.38,649.52,195,False,,
1796,118990,40,47.87,30.38,652.85,196,False,,
1797,118992,40,47.87,30.38,656.18,197,False,,
1798,118994,40,47.87,30.38,659.51,198,False,,
1799,119007,40,47.87,30.43,662.84,199,False,,
1800,119013,41,112.16,9.42,0.0,0,False,,
