Spot ID,Track_ID,X (micron),Y (micron),T (sec),Frame
119543,42,165.7,134.31,203.18,61
119545,42,165.7,134.31,206.51,62
119547,42,165.7,134.31,209.85,63
119549,42,165.98,134.52,213.18,64
119551,42,166.53,134.72,216.51,65
119553,42,166.53,134.72,219.84,66
119555,42,166.6,135.07,223.17,67
119557,42,166.6,135.07,226.5,68
119559,42,166.6,135.07,229.83,69
119561,42,166.53,135,233.16,70
119563,42,165.84,134.45,236.49,71
119565,42,165.22,134.03,239.82,72
119567,42,164.81,133.55,243.15,73
119569,42,164.32,133.14,246.48,74
119571,42,164.32,133.14,249.82,75
119573,42,163.91,133,253.15,76
119575,42,163.7,132.45,256.48,77
119577,42,162.32,131.69,259.81,78
119579,42,161.84,131.07,263.14,79
119581,42,161.63,131.34,266.47,80
119583,42,161.29,131.27,269.8,81
119585,42,161.22,131.27,273.13,82
119587,42,160.39,130.58,276.46,83
119589,42,159.77,130.31,279.79,84
119591,42,159.77,130.31,283.12,85
119593,42,159.22,129.62,286.46,86
119595,42,159.22,129.62,289.79,87
119597,42,158.73,129.2,293.12,88
119599,42,157.91,128.17,296.45,89
119601,42,157.15,128.37,299.78,90
119603,42,155.91,128.03,303.11,91
119605,42,155.91,127.75,306.44,92
119607,42,156.87,127.06,309.77,93
119609,42,156.87,127.06,313.1,94
119611,42,157.29,127.06,316.43,95
119613,42,156.94,127.13,319.76,96
119615,42,156.53,127.27,323.09,97
119617,42,155.56,127.68,326.43,98
119619,42,154.66,127.48,329.76,99
119621,42,153.97,127.62,333.09,100
119623,42,153.63,127.68,336.42,101
119625,42,153.01,127.2,339.75,102
119627,42,152.66,126.99,343.08,103
119629,42,152.46,126.99,346.41,104
119631,42,151.63,126.72,349.74,105
119633,42,151.21,126.79,353.07,106
119635,42,150.45,126.79,356.4,107
119637,42,150.45,126.79,359.73,108
119639,42,149.83,126.58,363.07,109
119641,42,149.21,126.51,366.4,110
119643,42,147.76,126.17,369.73,111
119645,42,148.18,126.37,373.06,112
119647,42,148.18,126.37,376.39,113
119649,42,148.18,126.37,379.72,114
119651,42,147.97,126.44,383.05,115
119653,42,147.14,126.51,386.38,116
119655,42,146.8,126.37,389.71,117
119657,42,147,126.24,393.04,118
119659,42,147,126.44,396.37,119
119661,42,147.42,126.44,399.7,120
119663,42,146.73,126.3,403.04,121
119665,42,146.73,126.3,406.37,122
119667,42,146.52,126.37,409.7,123
119669,42,145.97,126.3,413.03,124
119671,42,145.69,126.44,416.36,125
119673,42,145.35,126.37,419.69,126
119675,42,144.59,126.1,423.02,127
119677,42,144.52,126.37,426.35,128
119679,42,144.73,126.44,429.68,129
119681,42,144.24,126.99,433.01,130
119683,42,144.38,127.13,436.34,131
119685,42,144.59,126.79,439.68,132
119687,42,144.38,127.48,443.01,133
119689,42,143.83,128.03,446.34,134
119691,42,143.49,128.86,449.67,135
119693,42,143.42,129.27,453,136
119695,42,143.42,129.27,456.33,137
119697,42,143.28,128.93,459.66,138
119699,42,143.49,128.93,462.99,139
119701,42,143.49,129.06,466.32,140
119703,42,143.21,129.69,469.65,141
119705,42,142.86,129.89,472.98,142
119707,42,142.59,130.44,476.32,143
119709,42,142.52,130.65,479.65,144
119711,42,142.11,131.2,482.98,145
119713,42,142.11,131.2,486.31,146
119715,42,141.76,131.55,489.64,147
119717,42,141.28,132.24,492.97,148
119719,42,141,132.79,496.3,149
119721,42,140.45,133.07,499.63,150
119723,42,139.97,133.2,502.96,151
119725,42,139.97,133.2,506.29,152
119727,42,139.97,133.41,509.62,153
119729,42,139.21,133.48,512.95,154
119731,42,138.38,134.1,516.29,155
119733,42,137.62,134.1,519.62,156
119735,42,137,134.72,522.95,157
119737,42,135.21,135.48,526.28,158
119739,42,134.31,135.48,529.61,159
119741,42,133.55,135.83,532.94,160
119743,42,132.24,135.96,536.27,161
119745,42,131.48,136.24,539.6,162
119747,42,129.82,136.24,542.93,163
119749,42,129.41,136.1,546.26,164
119751,42,129.41,136.1,549.59,165
119753,42,130.1,136.24,552.93,166
119755,42,130.17,136.03,556.26,167
119757,42,130.17,136.03,559.59,168
119759,42,130.17,136.03,562.92,169
119761,42,130.1,136.17,566.25,170
119763,42,129.34,135.96,569.58,171
119765,42,129.06,135.62,572.91,172
119767,42,129.41,135.76,576.24,173
119769,42,129.89,136.03,579.57,174
119771,42,129.48,136.03,582.9,175
119773,42,128.86,135.96,586.23,176
119775,42,129.41,135.83,589.56,177
119777,42,128.17,135.34,592.9,178
119779,42,128.1,135.14,596.23,179
119781,42,128.79,135.07,599.56,180
119783,42,129.62,135.62,602.89,181
119785,42,130.38,136.03,606.22,182
119787,42,131.41,135.96,609.55,183
119789,42,132.58,136.03,612.88,184
119791,42,132.79,136.38,616.21,185
119793,42,133.69,136.38,619.54,186
119795,42,133.69,136.52,622.87,187
119797,42,134.45,137,626.2,188
119799,42,134.45,137,629.54,189
119801,42,135.07,137.14,632.87,190
119803,42,135.96,137.48,636.2,191
119805,42,135.96,137.48,639.53,192
119807,42,135.83,136.59,642.86,193
119809,42,135.83,136.59,646.19,194
119811,42,136.93,136.52,649.52,195
119813,42,137.62,136.65,652.85,196
119815,42,138.03,136.79,656.18,197
119817,42,138.03,136.79,659.51,198
119819,42,138.03,136.79,662.84,199
121821,43,124.74,129.32,0,0
122038,43,124.3,129.06,3.33,1
122041,43,124.1,129.13,6.66,2
122045,43,124.1,129.62,9.99,3
122047,43,125.68,131.27,13.32,4
122049,43,126.86,132.1,16.65,5
122051,43,127.06,132.72,19.99,6
122053,43,127.82,134.17,23.32,7
122055,43,127.48,133.69,26.65,8
122057,43,127.34,133.69,29.98,9
122059,43,127.48,134.38,33.31,10
122061,43,126.93,134.93,36.64,11
122063,43,126.79,136.17,39.97,12
122065,43,126.65,136.52,43.3,13
122067,43,126.24,135.83,46.63,14
122069,43,126.24,135.41,49.96,15
122071,43,126.51,134.31,53.29,16
122073,43,126.72,134.17,56.62,17
122075,43,126.72,134.38,59.96,18
122077,43,126.72,134.38,63.29,19
122079,43,126.37,135.34,66.62,20
122081,43,126.17,135.9,69.95,21
122083,43,126.3,135.69,73.28,22
122085,43,126.3,135.27,76.61,23
122087,43,126.17,135.83,79.94,24
122089,43,126.17,136.72,83.27,25
122091,43,126.37,135.41,86.6,26
122093,43,126.37,135.55,89.93,27
122095,43,126.44,136.31,93.26,28
122097,43,126.86,137.55,96.6,29
122099,43,127.34,138.45,99.93,30
122101,43,127.2,139.35,103.26,31
122103,43,127.27,140.31,106.59,32
122105,43,127.41,140.38,109.92,33
122107,43,127.96,140.93,113.25,34
122109,43,128.03,141.48,116.58,35
122111,43,128.1,141.55,119.91,36
122113,43,129.06,141.55,123.24,37
122115,43,129.34,141.62,126.57,38
122117,43,129.75,141.48,129.9,39
122119,43,130.24,141.35,133.23,40
122121,43,130.24,141.35,136.57,41
122123,43,130.58,141.28,139.9,42
122125,43,131.27,141.21,143.23,43
122127,43,132.24,140.66,146.56,44
122129,43,132.93,139.14,149.89,45
122131,43,132.93,138.93,153.22,46
122133,43,132.79,138.59,156.55,47
122135,43,132.65,138.59,159.88,48
122137,43,132.65,138.59,163.21,49
122139,43,132.45,138.17,166.54,50
122141,43,132.45,138.17,169.87,51
122143,43,132.79,138.38,173.21,52
122145,43,132.79,138.38,176.54,53
122147,43,133,138.66,179.87,54
122149,43,133,138.79,183.2,55
122151,43,133,138.79,186.53,56
122153,43,133,138.79,189.86,57
122155,43,133.41,138.66,193.19,58
122157,43,133.55,138.31,196.52,59
122159,43,133.55,138.31,199.85,60
122161,43,133.14,138.24,203.18,61
122163,43,133.14,138.24,206.51,62
122165,43,133.41,138.31,209.85,63
122167,43,133.2,137.83,213.18,64
122169,43,133.48,138.38,216.51,65
122171,43,132.72,138.24,219.84,66
122173,43,132.45,137.76,223.17,67
122175,43,132.79,137.55,226.5,68
122177,43,132.38,136.45,229.83,69
122179,43,132.51,136.1,233.16,70
122181,43,132.79,136.03,236.49,71
122183,43,131.82,135.55,239.82,72
122185,43,131.82,135.34,243.15,73
122187,43,132.86,134.86,246.48,74
122189,43,133.89,134.72,249.82,75
122191,43,133.76,134.79,253.15,76
122193,43,133.76,134.79,256.48,77
122195,43,133.55,134.86,259.81,78
122197,43,133.55,134.86,263.14,79
122199,43,133.83,134.93,266.47,80
122201,43,133.34,135.14,269.8,81
122203,43,132.45,135.76,273.13,82
122205,43,132.1,135.41,276.46,83
122207,43,131.76,135.9,279.79,84
122209,43,131.13,135.62,283.12,85
122211,43,130.31,136.52,286.46,86
122213,43,128.65,137,289.79,87
122215,43,128.17,137.41,293.12,88
122217,43,127.75,137.55,296.45,89
122219,43,127.13,138.17,299.78,90
122221,43,126.93,138.38,303.11,91
122223,43,126.93,138.38,306.44,92
122225,43,126.93,138.38,309.77,93
122227,43,126.44,138.93,313.1,94
122229,43,126.3,140.31,316.43,95
122231,43,126.3,140.66,319.76,96
122233,43,126.24,140.66,323.09,97
122235,43,126.3,140.59,326.43,98
122237,43,126.3,140.59,329.76,99
122239,43,126.3,140.59,333.09,100
122241,43,126.3,140.59,336.42,101
122243,43,126.3,140.59,339.75,102
122245,43,126.3,140.59,343.08,103
122247,43,126.3,140.04,346.41,104
122249,43,126.44,140.52,349.74,105
122251,43,126.3,140.17,353.07,106
122253,43,126.37,140.24,356.4,107
122255,43,126.37,140.24,359.73,108
122257,43,126.37,140.24,363.07,109
122259,43,126.37,140.24,366.4,110
122269,43,126.51,140.45,369.73,111
122271,43,126.51,140.45,373.06,112
122273,43,126.51,140.24,376.39,113
122275,43,126.51,140.17,379.72,114
122277,43,126.51,140.17,383.05,115
122279,43,126.3,140.79,386.38,116
122281,43,126.17,140.93,389.71,117
122283,43,126.17,140.93,393.04,118
122285,43,126.17,140.93,396.37,119
122287,43,126.17,140.79,399.7,120
122289,43,126.17,140.17,403.04,121
122291,43,126.17,140.17,406.37,122
122293,43,126.17,140.17,409.7,123
122295,43,126.37,140.79,413.03,124
122297,43,126.37,140.79,416.36,125
122299,43,126.37,140.79,419.69,126
122301,43,126.3,141.07,423.02,127
122303,43,126.58,142.31,426.35,128
122305,43,126.99,142.38,429.68,129
122307,43,126.03,142.52,433.01,130
122309,43,126.3,142.52,436.34,131
122311,43,126.37,142.93,439.68,132
122313,43,126.44,142.66,443.01,133
122315,43,126.44,142.8,446.34,134
122317,43,126.17,143.07,449.67,135
122319,43,126.17,142.93,453,136
122321,43,125.96,143.35,456.33,137
122323,43,125.96,143.35,459.66,138
122325,43,126.03,142.45,462.99,139
122327,43,126.03,143.62,466.32,140
122329,43,125.61,144.45,469.65,141
122331,43,125.55,145.14,472.98,142
122333,43,125.41,144.87,476.32,143
122335,43,124.92,145.83,479.65,144
122337,43,124.72,145.83,482.98,145
122339,43,124.86,145.62,486.31,146
122341,43,124.79,145.56,489.64,147
122343,43,124.79,145.56,492.97,148
122345,43,124.79,145.56,496.3,149
122347,43,124.79,145.56,499.63,150
122349,43,124.79,145.62,502.96,151
122351,43,124.79,145.07,506.29,152
122353,43,124.79,145.07,509.62,153
122355,43,124.92,145.21,512.95,154
122357,43,124.92,145.21,516.29,155
122359,43,124.92,145.21,519.62,156
122361,43,124.92,144.93,522.95,157
122363,43,124.92,144.93,526.28,158
122365,43,124.92,145.07,529.61,159
122367,43,124.72,145.49,532.94,160
122369,43,124.51,145.97,536.27,161
122371,43,124.51,146.66,539.6,162
122373,43,124.44,148.25,542.93,163
122375,43,124.44,149.21,546.26,164
122377,43,124.65,150.11,549.59,165
122379,43,124.44,150.45,552.93,166
122381,43,124.03,151.49,556.26,167
122383,43,124.1,151.97,559.59,168
122385,43,123.89,152.73,562.92,169
122387,43,123.68,153.28,566.25,170
122389,43,123.82,153.56,569.58,171
122391,43,123.82,153.56,572.91,172
122393,43,123.61,153.42,576.24,173
122395,43,123.48,153.97,579.57,174
122397,43,123.48,153.97,582.9,175
122399,43,123.82,153.28,586.23,176
122401,43,123.61,153.84,589.56,177
122403,43,123.82,153.97,592.9,178
122405,43,123.54,154.39,596.23,179
122407,43,123.68,154.73,599.56,180
122409,43,123.75,153.63,602.89,181
122411,43,124.1,152.8,606.22,182
122413,43,124.1,152.8,609.55,183
122415,43,124.1,152.8,612.88,184
122417,43,124.1,152.8,616.21,185
122419,43,124.1,152.8,619.54,186
122421,43,124.23,152.18,622.87,187
122423,43,124.23,152.18,626.2,188
122425,43,124.1,151.28,629.54,189
122427,43,124.1,151.97,632.87,190
122429,43,123.82,152.52,636.2,191
122431,43,123.82,152.52,639.53,192
122433,43,123.82,152.52,642.86,193
122435,43,123.82,152.52,646.19,194
122437,43,123.82,152.52,649.52,195
122439,43,123.82,152.73,652.85,196
122441,43,124.1,152.52,656.18,197
122443,43,124.1,152.52,659.51,198
122445,43,124.1,152.73,662.84,199
122452,44,115.68,97.95,0,0
122454,44,114.02,97.26,3.33,1
122456,44,113.06,97.12,6.66,2
122458,44,113.06,97.19,9.99,3
122460,44,112.37,97.05,13.32,4
122462,44,111.61,97.05,16.65,5
122464,44,109.88,96.43,19.99,6
122466,44,108.23,96.84,23.32,7
122468,44,107.19,97.32,26.65,8
122470,44,106.16,97.6,29.98,9
122472,44,105.12,98.84,33.31,10
122474,44,104.78,99.33,36.64,11
122476,44,104.57,100.22,39.97,12
122478,44,104.16,100.84,43.3,13
122480,44,103.74,101.26,46.63,14
122482,44,103.47,101.67,49.96,15
122484,44,103.4,101.95,53.29,16
122486,44,102.91,102.43,56.62,17
122488,44,102.91,102.84,59.96,18
122490,44,102.57,103.67,63.29,19
122492,44,102.02,104.91,66.62,20
122494,44,101.88,105.33,69.95,21
122496,44,101.19,106.71,73.28,22
122498,44,100.02,108.36,76.61,23
122500,44,99.95,109.74,79.94,24
122502,44,99.53,110.78,83.27,25
122504,44,99.26,112.37,86.6,26
122506,44,99.19,113.19,89.93,27
122508,44,98.64,114.16,93.26,28
122510,44,98.64,114.92,96.6,29
122512,44,98.58,115.3,99.93,30
122514,44,98.33,116.49,103.26,31
122516,44,98.22,117.42,106.59,32
122518,44,98.07,118.46,109.92,33
122520,44,97.76,119.03,113.25,34
122522,44,97.6,119.96,116.58,35
122524,44,97.03,120.99,119.91,36
122526,44,96.57,120.99,123.24,37
122528,44,96.57,120.99,126.57,38
122530,44,96.41,120.99,129.9,39
122532,44,96.1,120.78,133.23,40
122534,44,95.48,120.32,136.57,41
122536,44,95.01,120.01,139.9,42
122538,44,94.5,119.96,143.23,43
122540,44,94.55,120.37,146.56,44
122542,44,93.93,120.53,149.89,45
122544,44,93.51,120.68,153.22,46
122546,44,93.41,120.73,156.55,47
122548,44,92.94,120.53,159.88,48
122550,44,93.46,120.32,163.21,49
122552,44,93.51,120.27,166.54,50
122554,44,93.72,120.27,169.87,51
122556,44,94.19,120.11,173.21,52
122558,44,94.19,120.11,176.54,53
122560,44,94.86,119.8,179.87,54
122562,44,94.29,120.01,183.2,55
122564,44,93.82,120.06,186.53,56
122566,44,93.36,120.37,189.86,57
122568,44,94.39,120.53,193.19,58
122570,44,94.39,120.53,196.52,59
122572,44,94.29,120.32,199.85,60
122574,44,94.55,119.96,203.18,61
122576,44,94.96,119.75,206.51,62
122578,44,95.53,119.54,209.85,63
122580,44,95.53,119.54,213.18,64
122582,44,94.5,119.96,216.51,65
122584,44,94.08,120.22,219.84,66
122586,44,94.08,120.27,223.17,67
122588,44,94.34,119.8,226.5,68
122590,44,94.08,119.75,229.83,69
122592,44,93.93,119.96,233.16,70
122594,44,93.93,120.11,236.49,71
122596,44,93.1,120.37,239.82,72
122598,44,92.53,120.37,243.15,73
122600,44,91.34,120.47,246.48,74
122602,44,90.67,120.42,249.82,75
122604,44,89.63,120.53,253.15,76
122606,44,87.87,120.16,256.48,77
122608,44,86.84,119.7,259.81,78
122610,44,85.13,118.82,263.14,79
122612,44,85.01,118.78,266.47,80
122614,44,84.7,118.78,269.8,81
122616,44,84.49,118.82,273.13,82
122618,44,84.8,119.03,276.46,83
122620,44,84.8,118.82,279.79,84
122622,44,84.8,118.82,283.12,85
122624,44,84.8,118.82,286.46,86
122626,44,84.8,118.82,289.79,87
122628,44,84.8,118.82,293.12,88
122630,44,84.8,118.82,296.45,89
122632,44,84.8,118.82,299.78,90
122634,44,84.8,118.82,303.11,91
122636,44,84.8,118.82,306.44,92
122638,44,84.8,118.82,309.77,93
122640,44,84.8,118.82,313.1,94
122642,44,84.8,118.82,316.43,95
122644,44,84.8,118.82,319.76,96
122646,44,84.8,118.82,323.09,97
122648,44,84.8,118.82,326.43,98
122650,44,84.8,118.82,329.76,99
122652,44,84.9,118.99,333.09,100
122654,44,85.11,119.51,336.42,101
122656,44,85.11,119.51,339.75,102
122658,44,84.97,119.65,343.08,103
122660,44,85.04,119.75,346.41,104
122662,44,85.11,119.92,349.74,105
122664,44,85.32,119.99,353.07,106
122666,44,85.32,120.13,356.4,107
122668,44,85.18,120.03,359.73,108
122670,44,85.01,119.92,363.07,109
122672,44,85.18,119.92,366.4,110
122674,44,84.94,119.85,369.73,111
122676,44,84.84,119.96,373.06,112
122678,44,84.9,119.89,376.39,113
122680,44,84.9,119.89,379.72,114
122682,44,84.9,119.89,383.05,115
122684,44,84.9,119.82,386.38,116
122686,44,84.9,119.75,389.71,117
122688,44,84.8,119.51,393.04,118
122690,44,84.8,119.51,396.37,119
122692,44,84.7,119.51,399.7,120
122694,44,85.08,119.51,403.04,121
122696,44,84.84,119.51,406.37,122
122698,44,84.84,119.51,409.7,123
122700,44,84.84,119.2,413.03,124
122702,44,84.84,119.2,416.36,125
122710,44,84.84,119.2,419.69,126
122714,44,84.84,119.2,423.02,127
122716,44,84.84,119.2,426.35,128
122718,44,84.9,119.34,429.68,129
122720,44,84.9,119.34,433.01,130
122722,44,84.9,119.34,436.34,131
122724,44,84.9,119.34,439.68,132
122726,44,84.9,119.34,443.01,133
122728,44,84.9,119.34,446.34,134
122730,44,84.9,119.34,449.67,135
122732,44,84.9,119.34,453,136
122734,44,84.9,119.34,456.33,137
122736,44,84.9,119.34,459.66,138
122738,44,84.9,119.34,462.99,139
122740,44,85.15,119.51,466.32,140
122742,44,85.15,119.51,469.65,141
122744,44,85.15,119.51,472.98,142
122746,44,85.15,119.51,476.32,143
122748,44,85.15,119.51,479.65,144
122750,44,85.15,119.51,482.98,145
122752,44,85.15,119.51,486.31,146
122754,44,85.15,119.51,489.64,147
122756,44,84.8,119.51,492.97,148
122758,44,84.8,119.51,496.3,149
122760,44,84.8,119.51,499.63,150
122762,44,85.63,119.34,502.96,151
122764,44,84.66,119.78,506.29,152
122766,44,84.01,120.03,509.62,153
122768,44,83.66,120.06,512.95,154
122770,44,83.15,120.34,516.29,155
122772,44,82.49,120.58,519.62,156
122774,44,81.42,121.16,522.95,157
122776,44,80.32,121.51,526.28,158
122778,44,80.32,121.68,529.61,159
122780,44,79.66,122.23,532.94,160
122782,44,79.66,122.23,536.27,161
122784,44,79.18,122.72,539.6,162
122786,44,79.14,122.82,542.93,163
122788,44,78.87,123.03,546.26,164
122790,44,77.8,123.72,549.59,165
122792,44,76.76,124.58,552.93,166
122794,44,76.76,124.58,556.26,167
122796,44,76.38,124.82,559.59,168
122798,44,76.52,124.89,562.92,169
122800,44,76.28,125.58,566.25,170
122802,44,75.59,126.65,569.58,171
122804,44,75.58,127.23,572.91,172
122806,44,75.58,127.31,576.24,173
122808,44,75.71,128.75,579.57,174
122810,44,75.84,129.53,582.9,175
122812,44,76.1,130.36,586.23,176
122814,44,76.69,131.24,589.56,177
122816,44,77.13,132.27,592.9,178
122818,44,77.47,132.97,596.23,179
122820,44,77.68,133.54,599.56,180
122822,44,77.94,133.95,602.89,181
122824,44,78.32,134.47,606.22,182
122826,44,78.5,134.77,609.55,183
122828,44,79.06,135.65,612.88,184
122830,44,79.49,136.4,616.21,185
122832,44,80.13,137.26,619.54,186
122834,44,80.89,137.84,622.87,187
122836,44,81.64,138.31,626.2,188
122838,44,82.49,138.77,629.54,189
122840,44,83.63,139.08,632.87,190
122842,44,83.52,138.66,636.2,191
122844,44,83.6,138.53,639.53,192
122846,44,84.25,138.66,642.86,193
122848,44,84.97,138.72,646.19,194
122850,44,85.7,139.1,649.52,195
122852,44,86.03,139.18,652.85,196
122854,44,85.67,138.56,656.18,197
122856,44,85.47,138.41,659.51,198
122858,44,85.52,138.64,662.84,199
123276,46,106.71,74.62,0,0
123278,46,106.45,75.76,3.33,1
123280,46,105.98,76.75,6.66,2
123282,46,105.73,77.42,9.99,3
123284,46,105.05,78.4,13.32,4
123286,46,104.95,78.56,16.65,5
123288,46,104.74,79.28,19.99,6
123290,46,104.54,79.9,23.32,7
123292,46,104.17,80.42,26.65,8
123294,46,104.07,81.14,29.98,9
123296,46,103.76,81.92,33.31,10
123298,46,103.6,82.39,36.64,11
123300,46,103.14,82.96,39.97,12
123302,46,102.78,83.68,43.3,13
123304,46,102.36,84.2,46.63,14
123306,46,102.15,84.51,49.96,15
123308,46,101.12,85.54,53.29,16
123310,46,99.67,86.78,56.62,17
123312,46,99.1,87.2,59.96,18
123314,46,98.64,87.66,63.29,19
123316,46,97.29,88.03,66.62,20
123318,46,96.67,88.08,69.95,21
123320,46,95.79,88.18,73.28,22
123322,46,94.44,88.08,76.61,23
123324,46,93.77,88.03,79.94,24
123326,46,93.1,87.72,83.27,25
123328,46,91.24,87.41,86.6,26
123330,46,90.25,87.32,89.93,27
123332,46,89.36,87.01,93.26,28
123334,46,89.04,86.77,96.6,29
123336,46,88.63,86.32,99.93,30
123338,46,88.42,85.7,103.26,31
123340,46,88.04,85.22,106.59,32
123342,46,87.8,84.59,109.92,33
123344,46,87.98,84.39,113.25,34
123346,46,88.04,84.08,116.58,35
123348,46,88.15,84.01,119.91,36
123350,46,88.08,83.7,123.24,37
123352,46,88.18,82.7,126.57,38
123354,46,87.8,81.8,129.9,39
123356,46,87.32,81.45,133.23,40
123358,46,87.32,81.35,136.57,41
123360,46,87.15,81.18,139.9,42
123362,46,86.84,80.76,143.23,43
123364,46,86.46,80.11,146.56,44
123366,46,86.28,79.83,149.89,45
123368,46,86.15,79.49,153.22,46
123370,46,85.8,78.87,156.55,47
123372,46,85.94,78.69,159.88,48
123374,46,85.94,78.69,163.21,49
123376,46,85.94,78.69,166.54,50
123378,46,85.94,78.69,169.87,51
123380,46,85.94,78.69,173.21,52
123382,46,85.94,78.69,176.54,53
123384,46,85.94,78.69,179.87,54
123386,46,85.63,78.42,183.2,55
123388,46,85.59,78.35,186.53,56
123390,46,85.59,78.35,189.86,57
123392,46,85.59,78.35,193.19,58
123394,46,85.59,78.35,196.52,59
123396,46,85.59,78.35,199.85,60
123398,46,85.59,78.35,203.18,61
123400,46,85.59,78.35,206.51,62
123402,46,85.77,78.38,209.85,63
123404,46,85.77,78.38,213.18,64
123406,46,85.77,78.38,216.51,65
123408,46,85.77,78.38,219.84,66
123410,46,85.77,78.38,223.17,67
123412,46,85.77,78.38,226.5,68
123414,46,85.77,78.38,229.83,69
123416,46,85.77,78.38,233.16,70
123418,46,85.77,78.38,236.49,71
123420,46,85.77,78.38,239.82,72
123422,46,85.77,78.38,243.15,73
123424,46,85.77,78.32,246.48,74
123426,46,85.77,78.14,249.82,75
123428,46,85.84,78.04,253.15,76
123430,46,85.77,77.87,256.48,77
123432,46,85.66,78.25,259.81,78
123434,46,85.77,78.42,263.14,79
123436,46,85.63,77.97,266.47,80
123438,46,85.49,78.04,269.8,81
123440,46,85.49,78.04,273.13,82
123442,46,85.49,78.04,276.46,83
123444,46,85.42,77.66,279.79,84
123446,46,85.42,77.14,283.12,85
123448,46,85.39,76.97,286.46,86
123450,46,85.28,76.11,289.79,87
123452,46,85.53,74.83,293.12,88
123454,46,85.53,74.59,296.45,89
123456,46,85.42,74.49,299.78,90
123458,46,85.63,74.14,303.11,91
123460,46,85.56,73.62,306.44,92
123462,46,85.56,73.35,309.77,93
123464,46,85.56,73.07,313.1,94
123466,46,85.63,73.11,316.43,95
123468,46,85.63,72.69,319.76,96
123470,46,85.63,72.69,323.09,97
123472,46,85.53,72.38,326.43,98
123474,46,85.73,72.38,329.76,99
123476,46,85.73,72.38,333.09,100
123478,46,85.63,73.11,336.42,101
123480,46,85.49,72.66,339.75,102
123482,46,85.66,72.62,343.08,103
123484,46,85.94,72.07,346.41,104
123486,46,86.15,71.66,349.74,105
123488,46,86.56,71.17,353.07,106
123490,46,86.73,70.76,356.4,107
123492,46,86.8,70.28,359.73,108
123494,46,87.29,69.9,363.07,109
123496,46,87.29,69.55,366.4,110
123498,46,87.32,69.45,369.73,111
123500,46,86.84,70.31,373.06,112
123502,46,87.15,69.83,376.39,113
123504,46,87.15,69.69,379.72,114
123506,46,87.22,69.35,383.05,115
123508,46,87.56,69.1,386.38,116
123510,46,87.39,69.21,389.71,117
123512,46,87.46,68.97,393.04,118
123514,46,87.49,68.72,396.37,119
123516,46,87.77,67.9,399.7,120
123518,46,87.77,68.07,403.04,121
123520,46,87.42,67.79,406.37,122
123522,46,87.46,68.03,409.7,123
123524,46,87.46,67.97,413.03,124
123526,46,87.46,67.65,416.36,125
123528,46,87.46,67.65,419.69,126
123530,46,87.46,67.65,423.02,127
123532,46,87.46,67.65,426.35,128
123534,46,87.42,67.86,429.68,129
123536,46,87.42,67.86,433.01,130
123538,46,87.42,67.86,436.34,131
123540,46,87.42,67.86,439.68,132
123542,46,87.42,67.86,443.01,133
123544,46,87.22,67.86,446.34,134
123546,46,87.15,67.86,449.67,135
123548,46,87.15,67.86,453,136
123550,46,87.15,67.86,456.33,137
123552,46,87.15,67.86,459.66,138
123554,46,86.97,67.76,462.99,139
123556,46,87.22,67.45,466.32,140
123558,46,87.35,67.41,469.65,141
123560,46,87.15,67.1,472.98,142
123562,46,86.94,66.17,476.32,143
123564,46,86.8,65.83,479.65,144
123566,46,86.91,65.21,482.98,145
123568,46,86.91,65.21,486.31,146
123570,46,86.91,65.21,489.64,147
123572,46,86.63,65.31,492.97,148
123574,46,86.6,64.89,496.3,149
123576,46,86.46,64.79,499.63,150
123578,46,86.28,64.24,502.96,151
123580,46,86.11,63.83,506.29,152
123582,46,86.04,63.31,509.62,153
123584,46,85.8,62.55,512.95,154
123586,46,85.73,61.79,516.29,155
123588,46,85.73,61.48,519.62,156
123590,46,85.66,61.31,522.95,157
123592,46,85.56,60.82,526.28,158
123594,46,85.56,60.82,529.61,159
123596,46,85.77,60.17,532.94,160
123598,46,85.77,59.55,536.27,161
123600,46,85.77,59.24,539.6,162
123602,46,86.01,58.93,542.93,163
123604,46,86.01,58.62,546.26,164
123606,46,86.11,57.68,549.59,165
123608,46,86.22,57.13,552.93,166
123610,46,86.22,56.96,556.26,167
123612,46,86.32,56.44,559.59,168
123614,46,86.32,56.1,562.92,169
123616,46,86.28,55.75,566.25,170
123618,46,86.32,55.86,569.58,171
123620,46,86.46,55.68,572.91,172
123622,46,86.42,55.51,576.24,173
123624,46,86.32,55.37,579.57,174
123626,46,86.18,55.17,582.9,175
123628,46,85.97,54.92,586.23,176
123630,46,85.97,54.92,589.56,177
123632,46,85.97,54.92,592.9,178
123634,46,86.04,55.3,596.23,179
123636,46,85.87,54.86,599.56,180
123638,46,85.39,54.13,602.89,181
123640,46,84.87,53.68,606.22,182
123642,46,84.56,53.58,609.55,183
123644,46,84.53,53.2,612.88,184
123646,46,84.53,53.2,616.21,185
123648,46,84.53,53.2,619.54,186
123650,46,84.53,53.2,622.87,187
123652,46,84.66,53.44,626.2,188
123654,46,85.15,53.44,629.54,189
123656,46,85.15,53.1,632.87,190
123658,46,84.49,52.61,636.2,191
123660,46,84.46,52.27,639.53,192
123662,46,84.46,52.27,642.86,193
123664,46,84.28,52.03,646.19,194
123666,46,83.8,51.65,649.52,195
123668,46,83.46,51.44,652.85,196
123670,46,82.83,51.3,656.18,197
