Spot ID,Track_ID,X (micron),Y (micron),T (sec),Frame
128329,54,105.52,135.84,436.34,131
128331,54,105.16,135.9,439.68,132
128333,54,105.16,135.9,443.01,133
128335,54,104.9,136,446.34,134
128337,54,104.74,136,449.67,135
128339,54,105.26,136,453,136
128341,54,105.73,135.9,456.33,137
128343,54,105.41,135.59,459.66,138
128345,54,105.41,135.59,462.99,139
128347,54,105,134.96,466.32,140
128349,54,105,135.22,469.65,141
128351,54,104.79,134.86,472.98,142
128353,54,104.79,134.86,476.32,143
128355,54,104.79,134.86,479.65,144
128357,54,105.1,134.76,482.98,145
128359,54,104.74,134.6,486.31,146
128361,54,104.59,134.96,489.64,147
128363,54,104.59,134.96,492.97,148
128365,54,105.16,134.81,496.3,149
128367,54,105.21,134.76,499.63,150
128369,54,105.31,134.5,502.96,151
128371,54,105.83,133.83,506.29,152
128373,54,106.86,133.46,509.62,153
128375,54,107.69,133.26,512.95,154
128377,54,109.14,133.26,516.29,155
128379,54,109.45,133.46,519.62,156
128381,54,110.07,133.67,522.95,157
128383,54,110.49,133.62,526.28,158
128385,54,111.06,133.72,529.61,159
128387,54,111.06,133.72,532.94,160
128389,54,111.42,133.31,536.27,161
128391,54,112.71,133.31,539.6,162
128393,54,113.02,133.52,542.93,163
128395,54,112.92,133.52,546.26,164
128397,54,112.92,133.52,549.59,165
128399,54,112.92,133.52,552.93,166
128401,54,112.92,133.52,556.26,167
128403,54,112.92,133.52,559.59,168
128405,54,112.92,133.52,562.92,169
128407,54,112.92,133.52,566.25,170
128409,54,112.92,133.52,569.58,171
128411,54,112.92,133.52,572.91,172
128413,54,112.92,133.52,576.24,173
128415,54,112.92,133.52,579.57,174
128417,54,112.76,133.15,582.9,175
128419,54,112.76,133.15,586.23,176
128421,54,112.82,132.89,589.56,177
128423,54,112.82,132.89,592.9,178
128425,54,112.4,132.27,596.23,179
128427,54,112.4,132.01,599.56,180
128429,54,112.5,131.86,602.89,181
128431,54,112.19,131.34,606.22,182
128433,54,111.99,130.82,609.55,183
128435,54,111.78,130.57,612.88,184
128437,54,111.83,130.31,616.21,185
128439,54,111.83,130.31,619.54,186
128441,54,112.14,130.36,622.87,187
128443,54,111.99,130,626.2,188
128445,54,111.99,130,629.54,189
128447,54,111.99,130,632.87,190
128449,54,111.57,130.1,636.2,191
128451,54,110.9,130.2,639.53,192
128453,54,111,130.1,642.86,193
128455,54,111.57,129.84,646.19,194
128457,54,112.3,130.25,649.52,195
128459,54,112.3,130.25,652.85,196
128461,54,111.83,129.94,656.18,197
128463,54,111.83,129.94,659.51,198
128465,54,111.68,130,662.84,199
128471,55,137.01,105.89,0,0
128473,55,136.72,107.12,3.33,1
128475,55,136.41,107.74,6.66,2
128477,55,136.45,108.5,9.99,3
128479,55,136.17,109.26,13.32,4
128481,55,136.03,109.68,16.65,5
128483,55,135.69,111.26,19.99,6
128485,55,135.34,112.44,23.32,7
128487,55,134.52,113.88,26.65,8
128489,55,134.03,114.78,29.98,9
128491,55,133.62,115.75,33.31,10
128493,55,133.62,116.09,36.64,11
128495,55,133.48,116.99,39.97,12
128497,55,133.55,118.37,43.3,13
128499,55,133.41,119.2,46.63,14
128501,55,133.48,121.2,49.96,15
128503,55,133.27,122.3,53.29,16
128505,55,132.79,122.92,56.62,17
128507,55,131.89,123.48,59.96,18
128509,55,131.2,124.23,63.29,19
128511,55,130.24,124.79,66.62,20
128513,55,129.69,124.99,69.95,21
128515,55,129.41,125.41,73.28,22
128517,55,128.37,125.68,76.61,23
128519,55,127.41,126.1,79.94,24
128521,55,126.84,126.06,83.27,25
128523,55,125.39,126.63,86.6,26
128525,55,124.41,127.1,89.93,27
128527,55,124.25,127.15,93.26,28
128529,55,122.75,128.24,96.6,29
128531,55,121.35,128.91,99.93,30
128533,55,121.3,129.12,103.26,31
128535,55,120.73,129.01,106.59,32
128537,55,120.53,128.91,109.92,33
128539,55,119.59,128.96,113.25,34
128541,55,118.51,129.17,116.58,35
128543,55,117.83,129.32,119.91,36
128545,55,117.37,129.38,123.24,37
128547,55,116.7,129.38,126.57,38
128549,55,116.39,129.38,129.9,39
128551,55,115.82,129.43,133.23,40
128553,55,115.76,129.74,136.57,41
128555,55,115.25,130.51,139.9,42
128557,55,115.45,131.19,143.23,43
128559,55,115.92,132.38,146.56,44
128561,55,116.13,132.58,149.89,45
128563,55,116.28,133.1,153.22,46
128565,55,116.33,133.57,156.55,47
128567,55,116.28,134.91,159.88,48
128569,55,116.96,136.15,163.21,49
128571,55,117.37,136.88,166.54,50
128573,55,117.83,137.24,169.87,51
128575,55,118.3,137.86,173.21,52
128577,55,119.59,139.05,176.54,53
128579,55,120.63,139.21,179.87,54
128581,55,121.61,138.79,183.2,55
128583,55,122.29,138.43,186.53,56
128585,55,123.53,137.81,189.86,57
128587,55,124.61,137.09,193.19,58
128589,55,125.13,137.09,196.52,59
128591,55,125.13,137.09,199.85,60
128593,55,125.13,137.09,203.18,61
128595,55,125.91,137.09,206.51,62
128597,55,126.84,137.09,209.85,63
128599,55,128.13,137.03,213.18,64
128601,55,129.17,137.14,216.51,65
128603,55,129.17,137.14,219.84,66
128605,55,129.17,136.98,223.17,67
128607,55,129.94,136.78,226.5,68
128609,55,130.25,136.98,229.83,69
128611,55,130.51,136.83,233.16,70
128613,55,130.88,136.83,236.49,71
128615,55,131.6,136.21,239.82,72
128617,55,132.17,136.05,243.15,73
128619,55,133.77,136.05,246.48,74
128621,55,135.17,135.95,249.82,75
128623,55,135.95,135.84,253.15,76
128625,55,137.71,135.64,256.48,77
128627,55,137.91,135.74,259.81,78
128629,55,139.1,135.79,263.14,79
128631,55,140.14,135.64,266.47,80
128633,55,140.71,135.43,269.8,81
128635,55,141.9,134.76,273.13,82
128637,55,143.14,134.76,276.46,83
128639,55,144.54,135.27,279.79,84
128641,55,145.31,135.74,283.12,85
128643,55,146.14,136.93,286.46,86
128645,55,146.66,137.55,289.79,87
128647,55,146.3,137.97,293.12,88
128649,55,146.04,138.43,296.45,89
128651,55,145.78,139,299.78,90
128653,55,145.78,139.41,303.11,91
128655,55,145.37,140.55,306.44,92
128657,55,144.9,141.07,309.77,93
128659,55,144.02,141.43,313.1,94
128661,55,143.55,142.16,316.43,95
128663,55,142.62,142.42,319.76,96
128665,55,141.64,142.73,323.09,97
128667,55,140.71,142.78,326.43,98
128669,55,140.19,143.5,329.76,99
128671,55,138.85,143.35,333.09,100
128673,55,138.12,143.09,336.42,101
128675,55,138.07,142.83,339.75,102
128677,55,137.6,142.83,343.08,103
128679,55,137.34,142.83,346.41,104
128681,55,136.83,142.47,349.74,105
128683,55,136.36,142.73,353.07,106
128685,55,135.9,142.57,356.4,107
128687,55,135.22,142.21,359.73,108
128689,55,134.81,142.21,363.07,109
128691,55,134.81,142.57,366.4,110
128693,55,134.6,142.57,369.73,111
128695,55,134.6,142.88,373.06,112
128697,55,134.76,142.99,376.39,113
128699,55,133.46,143.71,379.72,114
128701,55,132.32,144.38,383.05,115
128703,55,132.17,144.38,386.38,116
128705,55,131.96,144.43,389.71,117
128707,55,130.88,144.43,393.04,118
128709,55,130.72,144.23,396.37,119
128711,55,130.36,144.28,399.7,120
128713,55,130.2,144.43,403.04,121
128715,55,130.2,144.43,406.37,122
128717,55,130.2,144.59,409.7,123
128719,55,130.1,144.59,413.03,124
128721,55,129.79,144.85,416.36,125
128723,55,129.84,145.11,419.69,126
128725,55,129.84,145.11,423.02,127
128727,55,130,145.31,426.35,128
128729,55,130.2,145.73,429.68,129
128731,55,129.69,145.78,433.01,130
128733,55,129.43,145.94,436.34,131
128735,55,128.86,146.14,439.68,132
128737,55,128.55,146.5,443.01,133
128739,55,127.56,146.81,446.34,134
128741,55,127.37,146.9,449.67,135
128743,55,127.34,147.11,453,136
128745,55,126.86,147.38,456.33,137
128747,55,126.17,148.01,459.66,138
128749,55,126.1,148.83,462.99,139
128751,55,126.13,149.49,466.32,140
128753,55,126.06,150.08,469.65,141
128755,55,125.82,150.87,472.98,142
128757,55,126.17,151.39,476.32,143
128759,55,126.1,152.59,479.65,144
128761,55,126.3,153.01,482.98,145
128763,55,125.93,153.42,486.31,146
128765,55,125.75,154.15,489.64,147
128767,55,125.55,154.97,492.97,148
128769,55,125.1,155.42,496.3,149
128771,55,124.72,156.44,499.63,150
128773,55,124.68,157.11,502.96,151
128775,55,124.44,158.08,506.29,152
128777,55,124.51,159.01,509.62,153
128779,55,124.48,159.98,512.95,154
128781,55,124.03,160.77,516.29,155
128783,55,123.92,161.91,519.62,156
128785,55,124.1,163.12,522.95,157
128787,55,124.2,163.88,526.28,158
128789,55,123.61,164.57,529.61,159
128791,55,123.34,164.98,532.94,160
128793,55,123.03,165.6,536.27,161
128795,55,123.17,166.5,539.6,162
128803,55,122.96,167.2,542.93,163
128805,55,121.87,167.98,546.26,164
128807,55,121.2,168.19,549.59,165
128809,55,119.54,168.45,552.93,166
128811,55,118.9,168.45,556.26,167
128813,55,118.04,168.47,559.59,168
128815,55,116.98,168.65,562.92,169
128817,55,116.28,169.22,566.25,170
128819,55,115.48,169.35,569.58,171
128821,55,115.4,169.48,572.91,172
128823,55,115.09,169.87,576.24,173
128825,55,114.06,170.41,579.57,174
128827,55,113.51,170.96,582.9,175
128829,55,112.94,171.5,586.23,176
128831,55,112.4,171.68,589.56,177
128833,55,112.14,171.99,592.9,178
128835,55,111.75,172.33,596.23,179
128837,55,110.54,172.79,599.56,180
128839,55,110.05,173.18,602.89,181
128841,55,109.4,173.67,606.22,182
128843,55,108.93,174.14,609.55,183
128856,56,67.63,67.81,0,0
128859,56,66.65,67.48,3.33,1
128861,56,66.08,67.38,6.66,2
128863,56,65.98,67.17,9.99,3
128865,56,65.36,66.91,13.32,4
128867,56,65.31,67.07,16.65,5
128869,56,65.36,67.02,19.99,6
128871,56,65.62,67.02,23.32,7
128873,56,65.62,67.02,26.65,8
128875,56,65.62,67.02,29.98,9
128877,56,65.62,67.02,33.31,10
128879,56,65.62,67.02,36.64,11
128881,56,65.62,67.02,39.97,12
128883,56,65.72,67.28,43.3,13
128885,56,65.72,67.28,46.63,14
128887,56,65.72,67.17,49.96,15
128889,56,65.72,67.17,53.29,16
128891,56,65.72,67.17,56.62,17
128893,56,65.72,67.17,59.96,18
128895,56,65.72,67.17,63.29,19
128897,56,65.72,67.17,66.62,20
128899,56,65.72,67.17,69.95,21
128901,56,65.72,67.17,73.28,22
128903,56,65.72,67.17,76.61,23
128905,56,65.72,67.17,79.94,24
128907,56,65.72,67.17,83.27,25
128909,56,65.72,67.17,86.6,26
128911,56,65.72,67.17,89.93,27
128913,56,65.72,67.17,93.26,28
128915,56,65.72,67.17,96.6,29
128917,56,65.72,67.17,99.93,30
128919,56,65.72,67.17,103.26,31
128921,56,65.72,67.17,106.59,32
128923,56,65.72,67.17,109.92,33
128925,56,65.72,67.17,113.25,34
128927,56,65.72,67.17,116.58,35
128929,56,65.72,67.17,119.91,36
128931,56,65.72,67.17,123.24,37
128933,56,65.72,67.17,126.57,38
128935,56,65.72,67.17,129.9,39
128937,56,65.72,67.17,133.23,40
128939,56,65.72,67.17,136.57,41
128941,56,65.72,67.17,139.9,42
128943,56,65.72,67.17,143.23,43
128945,56,65.72,67.17,146.56,44
128947,56,65.52,67.38,149.89,45
128949,56,65.57,67.28,153.22,46
128951,56,65.57,67.28,156.55,47
128953,56,65.57,67.28,159.88,48
128955,56,65.57,67.28,163.21,49
128957,56,65.57,67.28,166.54,50
128959,56,65.57,67.28,169.87,51
128961,56,65.57,67.28,173.21,52
128963,56,65.57,67.28,176.54,53
128965,56,65.57,67.28,179.87,54
128967,56,66.19,67.74,183.2,55
128969,56,66.19,67.74,186.53,56
128971,56,66.19,67.74,189.86,57
128973,56,66.19,67.74,193.19,58
128975,56,66.19,67.74,196.52,59
128977,56,66.19,67.74,199.85,60
128979,56,65.93,67.95,203.18,61
128981,56,65.93,67.95,206.51,62
128983,56,65.62,68.05,209.85,63
128985,56,65.62,68.05,213.18,64
128987,56,65.57,67.9,216.51,65
128989,56,65.31,67.9,219.84,66
128991,56,65.31,67.9,223.17,67
128993,56,65.31,67.9,226.5,68
128995,56,65,67.9,229.83,69
128997,56,64.48,67.74,233.16,70
128999,56,63.86,67.74,236.49,71
129001,56,63.86,67.74,239.82,72
129003,56,63.86,67.74,243.15,73
129005,56,63.65,67.9,246.48,74
129007,56,63.65,67.9,249.82,75
129009,56,63.65,67.9,253.15,76
129011,56,63.65,67.9,256.48,77
129013,56,63.65,67.9,259.81,78
129015,56,63.65,67.9,263.14,79
129017,56,63.65,67.9,266.47,80
129019,56,63.65,67.9,269.8,81
129021,56,63.65,67.79,273.13,82
129023,56,63.65,67.79,276.46,83
129025,56,63.65,67.79,279.79,84
129027,56,63.65,67.79,283.12,85
129029,56,63.5,67.53,286.46,86
129031,56,63.5,67.53,289.79,87
129033,56,63.5,67.53,293.12,88
129035,56,63.5,67.53,296.45,89
129037,56,63.5,67.53,299.78,90
129039,56,63.5,67.53,303.11,91
129041,56,63.5,67.53,306.44,92
129043,56,63.5,67.53,309.77,93
129045,56,63.5,67.53,313.1,94
129047,56,63.5,67.53,316.43,95
129049,56,63.5,67.53,319.76,96
129051,56,63.5,67.53,323.09,97
129053,56,63.5,67.53,326.43,98
129055,56,63.5,67.53,329.76,99
129057,56,63.5,67.53,333.09,100
129059,56,63.5,67.53,336.42,101
129061,56,63.5,67.53,339.75,102
129063,56,63.5,67.53,343.08,103
129065,56,63.5,67.53,346.41,104
129067,56,63.5,67.53,349.74,105
129069,56,63.5,67.53,353.07,106
129071,56,63.5,67.53,356.4,107
129073,56,63.5,67.53,359.73,108
129075,56,63.5,67.53,363.07,109
129077,56,63.5,67.53,366.4,110
129079,56,63.5,67.53,369.73,111
129081,56,63.5,67.53,373.06,112
129083,56,63.5,67.53,376.39,113
129085,56,63.5,67.53,379.72,114
129087,56,63.5,67.53,383.05,115
129089,56,63.5,67.53,386.38,116
129091,56,63.5,67.53,389.71,117
129093,56,63.5,67.53,393.04,118
129095,56,63.34,67.53,396.37,119
129097,56,63.34,67.53,399.7,120
129099,56,63.34,67.53,403.04,121
129101,56,63.34,67.53,406.37,122
129103,56,63.34,67.53,409.7,123
129105,56,63.34,67.53,413.03,124
129107,56,63.34,67.53,416.36,125
129109,56,63.34,67.53,419.69,126
129111,56,63.34,67.53,423.02,127
129113,56,63.34,67.53,426.35,128
129115,56,63.76,67.53,429.68,129
129117,56,63.76,67.53,433.01,130
129119,56,63.76,67.53,436.34,131
129121,56,63.76,67.53,439.68,132
129123,56,63.76,67.53,443.01,133
129125,56,63.76,67.53,446.34,134
129127,56,63.76,67.53,449.67,135
129129,56,63.76,67.53,453,136
129131,56,63.76,67.53,456.33,137
129133,56,63.76,67.53,459.66,138
129135,56,63.76,67.53,462.99,139
129137,56,63.76,67.53,466.32,140
129139,56,63.76,67.53,469.65,141
129141,56,63.76,67.53,472.98,142
129143,56,63.76,67.53,476.32,143
129145,56,63.76,67.53,479.65,144
129147,56,63.76,67.53,482.98,145
129149,56,63.76,67.53,486.31,146
129151,56,63.76,67.53,489.64,147
129153,56,63.03,67.43,492.97,148
129155,56,63.14,67.43,496.3,149
129157,56,63.24,67.43,499.63,150
129159,56,63.24,67.43,502.96,151
129161,56,63.24,67.43,506.29,152
129163,56,63.24,67.43,509.62,153
129165,56,63.24,67.43,512.95,154
129167,56,63.24,67.43,516.29,155
129169,56,63.24,67.43,519.62,156
129171,56,63.24,67.43,522.95,157
129173,56,63.24,67.43,526.28,158
129175,56,63.24,67.43,529.61,159
129177,56,63.14,67.12,532.94,160
129179,56,63.14,67.12,536.27,161
129181,56,63.14,67.12,539.6,162
129183,56,63.14,67.12,542.93,163
129185,56,63.14,67.12,546.26,164
129187,56,63.14,67.17,549.59,165
129189,56,63.14,67.17,552.93,166
129191,56,63.14,67.17,556.26,167
129193,56,63.14,67.17,559.59,168
129195,56,63.14,67.17,562.92,169
129197,56,63.14,67.17,566.25,170
129199,56,63.14,67.17,569.58,171
129201,56,63.14,67.17,572.91,172
129203,56,63.14,67.17,576.24,173
129205,56,63.65,67.28,579.57,174
129207,56,63.65,67.28,582.9,175
129209,56,63.65,67.28,586.23,176
129211,56,63.65,67.28,589.56,177
129213,56,63.65,67.28,592.9,178
129215,56,63.65,67.28,596.23,179
129217,56,63.65,67.28,599.56,180
129219,56,63.65,67.28,602.89,181
129221,56,63.65,67.28,606.22,182
129223,56,63.65,67.28,609.55,183
129225,56,63.6,67.33,612.88,184
129232,56,63.55,67.38,616.21,185
129234,56,63.39,67.28,619.54,186
129236,56,63.19,67.28,622.87,187
129238,56,63.19,67.28,626.2,188
129240,56,63.19,67.28,629.54,189
129242,56,63.45,67.43,632.87,190
129244,56,63.45,67.43,636.2,191
129246,56,63.45,67.43,639.53,192
129248,56,63.7,67.79,642.86,193
129250,56,63.76,67.43,646.19,194
129252,56,63.76,67.43,649.52,195
129254,56,63.76,67.43,652.85,196
129256,56,63.5,67.38,656.18,197
129258,56,63.5,67.38,659.51,198
129260,56,63.5,67.38,662.84,199
131262,57,123.27,111.68,0,0
131483,57,123.58,111.88,3.33,1
131488,57,123.17,111.88,6.66,2
131492,57,123.37,111.88,9.99,3
131494,57,123.37,111.88,13.32,4
131496,57,123.37,111.88,16.65,5
131498,57,122.96,112.61,19.99,6
131500,57,122.96,112.61,23.32,7
131502,57,122.85,112.92,26.65,8
131504,57,122.85,112.92,29.98,9
131506,57,122.85,112.71,33.31,10
131508,57,122.92,112.92,36.64,11
131510,57,122.92,113.06,39.97,12
131512,57,122.92,113.06,43.3,13
131514,57,123.54,112.92,46.63,14
131516,57,123.27,113.33,49.96,15
131518,57,123.27,113.68,53.29,16
131520,57,123.34,114.57,56.62,17
131522,57,123.48,114.78,59.96,18
131524,57,123.48,114.85,63.29,19
131526,57,123.82,114.99,66.62,20
131528,57,124.44,115.68,69.95,21
131530,57,125.2,116.02,73.28,22
131532,57,125.61,115.82,76.61,23
131534,57,125.82,116.09,79.94,24
131536,57,126.03,116.3,83.27,25
131538,57,126.44,116.51,86.6,26
131540,57,126.44,116.71,89.93,27
131542,57,126.79,116.54,93.26,28
131544,57,126.79,116.18,96.6,29
131546,57,126.53,115.71,99.93,30
131548,57,126.48,115.76,103.26,31
131550,57,126.89,115.97,106.59,32
131552,57,127.1,116.23,109.92,33
131554,57,127.72,116.49,113.25,34
131556,57,127.56,116.08,116.58,35
131558,57,127.67,116.08,119.91,36
131560,57,127.87,116.44,123.24,37
131562,57,128.08,117.06,126.57,38
131564,57,128.29,117.58,129.9,39
131566,57,128.34,117.73,133.23,40
131568,57,128.34,118.09,136.57,41
131570,57,128.34,117.99,139.9,42
131572,57,128.34,118.35,143.23,43
131574,57,128.34,118.66,146.56,44
131576,57,128.13,118.35,149.89,45
131583,57,128.13,118.61,153.22,46
131585,57,128.13,118.61,156.55,47
131587,57,128.08,118.71,159.88,48
131589,57,128.18,119.75,163.21,49
131591,57,128.6,119.65,166.54,50
131593,57,128.6,119.65,169.87,51
131595,57,128.03,119.96,173.21,52
131597,57,127.56,119.9,176.54,53
131599,57,128.18,119.9,179.87,54
131601,57,128.08,119.8,183.2,55
131603,57,128.7,119.8,186.53,56
131605,57,128.44,119.65,189.86,57
131607,57,128.6,119.75,193.19,58
131609,57,128.6,119.65,196.52,59
131611,57,128.6,119.7,199.85,60
131613,57,128.6,119.7,203.18,61
131615,57,128.7,119.59,206.51,62
131617,57,128.91,119.75,209.85,63
131619,57,128.75,119.7,213.18,64
131621,57,128.24,119.7,216.51,65
131623,57,128.29,119.49,219.84,66
131625,57,128.29,119.49,223.17,67
131627,57,128.03,119.49,226.5,68
131629,57,127.77,119.54,229.83,69
131631,57,127.77,119.39,233.16,70
131633,57,127.93,119.34,236.49,71
131635,57,127.93,119.34,239.82,72
131637,57,127.93,119.34,243.15,73
131639,57,128.03,119.65,246.48,74
131641,57,128.65,119.8,249.82,75
131643,57,128.65,120.37,253.15,76
131645,57,128.65,120.73,256.48,77
131647,57,128.6,120.89,259.81,78
131649,57,128.96,120.94,263.14,79
131651,57,129.63,121.2,266.47,80
131653,57,129.89,121.3,269.8,81
131655,57,129.63,121.3,273.13,82
131657,57,129.84,121.2,276.46,83
131659,57,130.05,121.3,279.79,84
131661,57,130.05,121.3,283.12,85
131663,57,130.46,121.41,286.46,86
131665,57,130.82,121.61,289.79,87
131667,57,131.65,121.56,293.12,88
131669,57,132.32,121.2,296.45,89
131671,57,133.1,121.15,299.78,90
131673,57,133.31,121.15,303.11,91
131675,57,132.95,121.1,306.44,92
131677,57,133.57,121.1,309.77,93
131679,57,133.88,121.1,313.1,94
131681,57,134.45,121.1,316.43,95
131683,57,134.6,121.3,319.76,96
131685,57,135.07,121.15,323.09,97
131687,57,135.07,121.15,326.43,98
131689,57,134.55,121.15,329.76,99
131691,57,134.55,121.15,333.09,100
131693,57,134.08,121.2,336.42,101
131695,57,133.88,120.94,339.75,102
131697,57,133.26,121.1,343.08,103
131699,57,133.2,121.04,346.41,104
131701,57,132.84,121.2,349.74,105
131703,57,132.69,121.1,353.07,106
131705,57,132.69,121.1,356.4,107
131707,57,132.69,121.1,359.73,108
131709,57,132.84,121.1,363.07,109
131711,57,132.84,121.1,366.4,110
131713,57,132.84,121.25,369.73,111
131715,57,132.58,121.25,373.06,112
131717,57,132.17,121.35,376.39,113
131719,57,132.74,121.35,379.72,114
131721,57,132.64,121.35,383.05,115
131723,57,132.64,121.15,386.38,116
131725,57,132.22,121.04,389.71,117
131727,57,131.81,121.04,393.04,118
131729,57,131.39,120.89,396.37,119
131731,57,130.93,121.1,399.7,120
131733,57,130.93,121.04,403.04,121
131735,57,130.67,121.1,406.37,122
131737,57,130.1,120.94,409.7,123
131739,57,129.63,120.47,413.03,124
131741,57,129.27,120.27,416.36,125
131743,57,128.91,119.96,419.69,126
131745,57,128.18,119.65,423.02,127
131747,57,127.93,119.44,426.35,128
131749,57,127.67,119.28,429.68,129
131751,57,127.67,119.08,433.01,130
131753,57,127.77,118.97,436.34,131
131755,57,127.56,119.03,439.68,132
131757,57,127.46,118.77,443.01,133
131759,57,127.25,118.71,446.34,134
131761,57,127.1,118.61,449.67,135
131763,57,127.1,118.46,453,136
131765,57,126.94,118.3,456.33,137
131767,57,126.58,118.09,459.66,138
131769,57,126.58,118.09,462.99,139
131771,57,126.48,117.99,466.32,140
131773,57,126.22,117.94,469.65,141
131775,57,125.8,117.78,472.98,142
131777,57,125.65,117.63,476.32,143
131779,57,125.34,117.47,479.65,144
131781,57,124.92,117.21,482.98,145
131783,57,124.72,117.06,486.31,146
131785,57,124.36,116.7,489.64,147
131787,57,124.36,116.59,492.97,148
131789,57,124.04,116.49,496.3,149
131791,57,124.51,116.54,499.63,150
131793,57,124.1,116.28,502.96,151
131795,57,123.79,116.13,506.29,152
131797,57,123.53,116.13,509.62,153
131799,57,123.27,115.97,512.95,154
131801,57,122.91,115.97,516.29,155
131803,57,122.91,115.97,519.62,156
131805,57,123.37,116.08,522.95,157
131807,57,123.68,116.02,526.28,158
131809,57,123.48,116.18,529.61,159
131811,57,123.06,115.97,532.94,160
131813,57,123.01,115.82,536.27,161
131815,57,123.01,115.82,539.6,162
131817,57,122.6,115.92,542.93,163
131819,57,122.49,116.02,546.26,164
131821,57,121.61,116.39,549.59,165
131823,57,120.68,116.13,552.93,166
131825,57,120.22,115.87,556.26,167
131827,57,120.22,115.82,559.59,168
131829,57,119.8,115.4,562.92,169
131831,57,119.13,114.78,566.25,170
131833,57,118.51,114.78,569.58,171
131835,57,118.61,114.94,572.91,172
131837,57,118.3,114.57,576.24,173
131839,57,117.94,114.26,579.57,174
131841,57,117.94,113.64,582.9,175
131843,57,117.89,113.59,586.23,176
131845,57,117.73,113.64,589.56,177
131847,57,117.73,113.64,592.9,178
131849,57,117.73,113.64,596.23,179
131851,57,117.42,113.49,599.56,180
131853,57,117.32,113.18,602.89,181
131855,57,117.99,114.16,606.22,182
131857,57,117.99,114.16,609.55,183
131859,57,117.83,113.95,612.88,184
131861,57,117.37,113.44,616.21,185
131863,57,117.37,113.44,619.54,186
131865,57,117.37,113.13,622.87,187
131867,57,117.37,113.13,626.2,188
131869,57,117.21,113.02,629.54,189
131871,57,117.21,112.76,632.87,190
131873,57,117.01,112.76,636.2,191
131875,57,116.85,112.61,639.53,192
131877,57,116.85,112.61,642.86,193
131879,57,116.59,112.3,646.19,194
131881,57,116.75,111.94,649.52,195
131883,57,116.44,111.88,652.85,196
131885,57,116.33,111.83,656.18,197
131887,57,116.33,111.83,659.51,198
131889,57,116.28,111.62,662.84,199
131896,58,119.75,74,0,0
131898,58,119.85,74,3.33,1
131900,58,119.85,74,6.66,2
131902,58,119.85,74,9.99,3
131904,58,119.85,74,13.32,4
131906,58,119.85,74,16.65,5
131908,58,119.85,74,19.99,6
131910,58,119.85,74,23.32,7
131912,58,119.85,74,26.65,8
131914,58,119.85,74,29.98,9
131916,58,119.85,74,33.31,10
131918,58,119.85,74,36.64,11
131920,58,119.85,74,39.97,12
131922,58,119.85,74,43.3,13
131924,58,119.85,74,46.63,14
131926,58,119.85,74,49.96,15
131928,58,119.85,74,53.29,16
131930,58,119.85,74,56.62,17
131932,58,119.85,74,59.96,18
131934,58,119.85,74,63.29,19
131936,58,119.85,74,66.62,20
131938,58,119.85,74,69.95,21
131940,58,119.85,74,73.28,22
131942,58,119.85,74,76.61,23
131944,58,119.85,74,79.94,24
131946,58,119.75,73.93,83.27,25
131948,58,119.75,73.93,86.6,26
131950,58,119.75,73.93,89.93,27
131952,58,119.75,73.93,93.26,28
131954,58,119.75,73.93,96.6,29
131956,58,119.75,73.93,99.93,30
131958,58,119.75,73.93,103.26,31
131960,58,119.75,73.93,106.59,32
131962,58,119.75,73.93,109.92,33
131964,58,119.75,73.93,113.25,34
131966,58,119.75,73.93,116.58,35
131968,58,119.75,73.93,119.91,36
131970,58,119.75,73.93,123.24,37
131972,58,119.75,73.93,126.57,38
131974,58,119.75,73.93,129.9,39
131976,58,119.75,73.93,133.23,40
131978,58,119.75,73.93,136.57,41
131980,58,119.75,73.93,139.9,42
131982,58,119.75,73.93,143.23,43
131984,58,119.75,73.93,146.56,44
131986,58,119.75,73.93,149.89,45
131988,58,119.75,73.93,153.22,46
131990,58,119.75,73.93,156.55,47
131992,58,119.75,73.93,159.88,48
131994,58,119.75,73.93,163.21,49
131996,58,119.75,73.93,166.54,50
131998,58,119.75,73.93,169.87,51
132000,58,119.75,73.93,173.21,52
132002,58,119.75,73.93,176.54,53
132004,58,119.75,73.93,179.87,54
132006,58,119.75,73.93,183.2,55
132008,58,119.75,73.93,186.53,56
132010,58,119.75,73.93,189.86,57
132012,58,119.75,73.93,193.19,58
132014,58,119.75,73.93,196.52,59
132016,58,119.75,73.93,199.85,60
132018,58,119.75,73.93,203.18,61
132020,58,119.75,73.93,206.51,62
132022,58,119.75,73.93,209.85,63
132024,58,119.75,73.93,213.18,64
132026,58,119.75,73.93,216.51,65
132028,58,119.75,73.93,219.84,66
132030,58,119.75,73.93,223.17,67
132032,58,119.75,73.93,226.5,68
132034,58,119.75,73.93,229.83,69
132036,58,119.75,73.93,233.16,70
132038,58,119.75,73.93,236.49,71
132040,58,119.75,73.93,239.82,72
132042,58,119.75,73.93,243.15,73
132044,58,119.75,73.93,246.48,74
132046,58,120.03,73.93,249.82,75
132048,58,120.03,73.93,253.15,76
132050,58,120.03,73.93,256.48,77
132052,58,120.03,73.93,259.81,78
132054,58,120.03,73.93,263.14,79
132056,58,120.03,73.93,266.47,80
132058,58,120.03,73.93,269.8,81
132060,58,120.03,73.93,273.13,82
132062,58,119.89,73.59,276.46,83
132064,58,120.23,73.45,279.79,84
132066,58,120.23,73.38,283.12,85
132068,58,120.51,73.24,286.46,86
