Spot ID,Track ID,x (micrón),y (micrón),t (sec),Frame
8600,11,72.40900644,30.39787771,150.0553266,45
8602,11,72.38325644,30.3592527,153.3898894,46
8604,11,72.38325644,30.3463777,156.7244523,47
8606,11,72.39613144,30.3592527,160.0590151,48
8608,11,72.38325644,30.3206277,163.3935779,49
8610,11,72.34463144,30.3077527,166.7281407,50
8612,11,72.38325644,30.2820027,170.0627035,51
8616,11,72.43475645,30.23050269,173.3972663,52
8618,11,72.48625645,30.2820027,176.7318291,53
8620,11,72.60213146,30.3335027,180.066392,54
8624,11,72.55063146,30.3206277,183.4009548,55
8626,11,72.47338145,30.3592527,186.7355176,56
8628,11,72.51200645,30.3463777,190.0700804,57
8630,11,72.75663148,30.3463777,193.4046432,58
8632,11,72.64075647,30.26912769,196.739206,59
8634,11,72.69225647,30.17900269,200.0737688,60
8636,11,72.76950648,30.15325268,203.4083317,61
8638,11,72.93688149,30.3721277,206.7428945,62
8640,11,73.0656315,30.25625269,210.0774573,63
8642,11,73.19438151,30.19187769,213.4120201,64
8644,11,73.19438151,30.2948777,216.7465829,65
8648,11,73.14288151,30.20475269,220.0811457,66
8650,11,73.20725652,30.07600268,223.4157085,67
8652,11,73.34888153,29.75412765,226.7502714,68
8656,11,73.34888153,29.57387763,230.0848342,69
8658,11,73.46475654,29.45800262,233.419397,70
8660,11,73.52913154,29.31637761,236.7539598,71
8662,11,73.58063155,29.2133776,240.0885226,72
8666,11,73.73513156,29.03312758,243.4230854,73
8672,11,73.76088156,28.89150257,246.7576482,74
8675,11,74.1213816,28.46662753,250.0922111,75
8742,11,74.28875661,28.27350252,253.4267739,76
8744,11,74.46900663,28.0675025,256.7613367,77
8746,11,74.59775664,28.01600249,260.0958995,78
8748,11,73.34888153,28.99450258,263.4304623,79
8791,11,74.1728816,28.47950253,266.7650251,80
8793,11,74.75225665,27.96450249,270.0995879,81
8826,11,75.00975668,27.62975246,273.4341508,82
8828,11,75.2286317,27.41087744,276.7687136,83
8832,11,75.2286317,26.88300239,280.1032764,84
8836,11,75.3187567,26.79287738,283.4378392,85
8838,11,75.40888171,26.61262737,286.772402,86
8840,11,75.85950675,26.36800235,290.1069648,87
8842,11,76.65775682,25.8143773,293.4415276,88
8846,11,77.90663193,25.38950226,296.7760905,89
8848,11,78.29288197,25.27362725,300.1106533,90
8852,11,78.640507,25.28650225,303.4452161,91
8856,11,78.73063201,25.20925224,306.7797789,92
8858,11,78.56325699,25.23500225,310.1143417,93
8860,11,78.653382,25.20925224,313.4489045,94
8864,11,79.00100703,25.01612723,316.7834673,95
8868,11,78.57613199,25.19637724,320.1180302,96
8872,11,78.91088202,25.15775224,323.452593,97
8876,11,79.60613208,25.01612723,326.7871558,98
8880,11,79.99238212,24.90025222,330.1217186,99
8884,11,80.35288215,24.7715022,333.4562814,100
8888,11,80.50738217,24.7586272,336.7908442,101
8892,11,80.9451322,24.7457522,340.125407,102
8896,11,81.48588225,24.81012721,343.4599698,103
8898,11,82.11675731,24.82300221,346.7945327,104
8902,11,82.61888235,24.97750222,350.1290955,105
8906,11,82.83775737,25.02900223,353.4636583,106
8908,11,82.81200737,25.06762723,356.7982211,107
8910,11,82.96650738,25.05475223,360.1327839,108
8912,11,83.43000743,25.13200224,363.4673467,109
8916,11,83.90638247,25.22212724,366.8019095,110
8918,11,84.17675749,25.23500225,370.1364724,111
