Spot ID,Track ID,x (micron),y (micron),t (sec),Frame,Info,Obs,vx,vy,speed
2279,0,32.18750286,39.26017016,256.7613367,77,Isolated,None,0.0926536791604206,0.21104449775112463,0.23048749270402202
2283,0,32.2218362,39.36317017,260.0958995,78,Isolated,None,0.010294854572712541,0.030884560719638757,0.03255518578534537
2285,0,32.32483621,39.56917019,263.4304623,79,Isolated,None,0.030884560719640887,0.061769121439281774,0.06905997722433685
2287,0,32.47933622,40.03267023,266.7650251,80,Isolated,None,0.04632683958020977,0.1389805217391303,0.14649833271532944
2289,0,32.51366956,39.99833689,270.0995879,81,Isolated,None,0.010294854572712541,-0.010294854572714672,0.014559122959390255
2293,0,32.68533624,40.41033693,273.4341508,82,Isolated,None,0.05147426686656711,0.12353824287856142,0.13383309606735175
2295,0,32.99433627,40.83950363,276.7687136,83,Isolated,None,0.09265368215892053,0.12868566716641777,0.1585708225105499
2299,0,33.32050297,41.234337,280.1032764,84,Isolated,None,0.09780110944527787,0.11839081559220195,0.153562502666875
2303,0,33.50933632,41.37167035,283.4378392,85,Isolated,None,0.056621694152924444,0.04117941529235556,0.0700125738176194
2307,0,33.86983635,41.59483704,286.772402,86,Isolated,None,0.10809596101948941,0.06691654872563699,0.12713206236853677
2311,0,34.17883638,41.90383706,290.1069648,87,Isolated,None,0.09265368215892053,0.09265367916041954,0.13103209179269112
2315,0,34.52216974,42.12700375,293.4415276,88,Isolated,None,0.10294853373313421,0.06691654872563699,0.12278528043357975
2319,0,34.71100309,42.19567042,296.7760905,89,Isolated,None,0.05662169415292231,0.020589706146926217,0.06024908503839579
2323,0,35.00283645,42.40167044,300.1106533,90,Isolated,None,0.0875062548725632,0.061769121439279644,0.10711101253000303
2325,0,35.67233651,42.6935038,303.4452161,91,Isolated,None,0.20074964317841207,0.08750625487256533,0.21899261146915922
2329,0,36.13583655,42.96817049,306.7797789,92,Isolated,None,0.1389805217391303,0.08235882758620586,0.16155049335813015
2335,0,36.35900324,42.98533716,310.1143417,93,Isolated,None,0.06691654872563699,0.005147427286357336,0.06711423471230887
2339,0,36.30750323,42.88233715,313.4489045,94,Isolated,None,-0.015442281859069878,-0.030884560719640887,0.03452998928265318
2343,0,36.46200325,42.89950382,316.7834673,95,Isolated,None,0.04632684257871077,0.005147427286357336,0.046611933568357626
2345,0,36.54783659,42.96817049,320.1180302,96,Isolated,None,0.025737133433283554,0.020589706146926217,0.032959612203110236
2347,0,36.7538366,43.0196705,323.452593,97,Isolated,None,0.06176911844077865,0.015442281859069878,0.0636701504785869
2349,0,36.63366993,43.05400383,326.7871558,98,Isolated,None,-0.0360319850074951,0.010294851574213674,0.03747382970174574
2351,0,36.7023366,43.0196705,330.1217186,99,Isolated,None,0.020589706146926217,-0.010294851574213674,0.023019990620151455
2353,0,36.7538366,43.10550384,333.4562814,100,Isolated,None,0.01544227886056888,0.025737133433283554,0.03001439677505138
2355,0,36.83966995,43.10550384,336.7908442,101,Isolated,None,0.02573713643178455,0.0,0.02573713643178455
2357,0,36.97700329,43.19133718,340.125407,102,Isolated,None,0.041179412293852434,0.025737133433283554,0.04856072522347383
2359,0,37.68083669,43.41450386,343.4599698,103,Isolated,None,0.21104449775112463,0.06691654572713812,0.22139919630178564
2363,0,37.88683671,43.43167053,346.7945327,104,Isolated,None,0.061769121439279644,0.005147427286355206,0.06198322652983459
2365,0,38.11000339,43.58617055,350.1290955,105,Isolated,None,0.06691654572713812,0.04632684257871077,0.08138796247212984
2371,0,38.19583673,43.62050388,353.4636583,106,Isolated,None,0.025737133433283554,0.010294851574213674,0.027719740372119862
2375,0,38.23017007,43.65483722,356.7982211,107,Isolated,None,0.010294854572712541,0.010294854572712541,0.01455912295938875
2379,0,38.19583673,43.62050388,360.1327839,108,Isolated,None,-0.010294854572712541,-0.010294854572712541,0.01455912295938875
2381,0,38.14433673,43.56900388,363.4673467,109,Isolated,None,-0.01544227886057101,-0.01544227886057101,0.021838680198566867
2383,0,38.12717006,43.62050388,366.8019095,110,Isolated,None,-0.005147427286357336,0.01544227886057101,0.016277591470361157
2385,0,38.09283672,43.56900388,370.1364724,111,Isolated,None,-0.010294854572712541,-0.01544227886057101,0.01855931052277909
2387,0,38.2130034,43.58617055,373.4710352,112,Isolated,None,0.03603198800599609,0.005147427286357336,0.03639780443011065
2389,0,38.11000339,43.56900388,376.805598,113,Isolated,None,-0.030884560719638757,-0.005147427286357336,0.03131057486718168
2391,0,38.14433673,43.62050388,380.1401608,114,Isolated,None,0.010294854572712541,0.01544227886057101,0.01855931052277909
2393,0,37.69800336,43.48317054,383.4747236,115,Isolated,None,-0.13383309445277297,-0.041179412293852434,0.1400251447693304
2397,0,37.76667003,43.48317054,386.8092864,116,Isolated,None,0.020589706146926217,0.0,0.020589706146926217
2401,0,37.71517002,43.4488372,390.1438492,117,Isolated,None,-0.015442281859069878,-0.010294854572714672,0.01855931301768206
2403,0,38.00700338,43.53467054,393.4784121,118,Isolated,None,0.0875062548725632,0.025737133433283554,0.09121263442738968
2405,0,38.00700338,43.5003372,396.8129749,119,Isolated,None,0.0,-0.010294854572714672,0.010294854572714672
2407,0,37.93833671,43.5003372,400.1475377,120,Isolated,None,-0.020589706146926217,0.0,0.020589706146926217
2409,0,37.69800336,43.43167053,403.4821005,121,Isolated,None,-0.07206397301349332,-0.020589706146926217,0.074947663110375
2413,0,37.88683671,43.48317054,406.8166633,122,Isolated,None,0.05662169415292231,0.015442281859072008,0.058689695158197074
2415,0,38.00700338,43.5003372,410.1512261,123,Isolated,None,0.03603198500749723,0.005147424287854208,0.036397801037695895
2417,0,37.98983671,43.51750387,413.4857889,124,Isolated,None,-0.005147427286357336,0.005147427286357336,0.0072795614796958815
2419,0,38.00700338,43.55183721,416.8203518,125,Isolated,None,0.005147427286357336,0.010294854572714672,0.01150999732153228
2421,0,38.02417005,43.53467054,420.1549146,126,Isolated,None,0.005147427286357336,-0.005147427286357336,0.0072795614796958815
2423,0,37.85250337,43.51750387,423.4894774,127,Isolated,None,-0.05147426686656711,-0.005147427286357336,0.0517309980294108
2425,0,37.86967004,43.53467054,426.8240402,128,Isolated,None,0.005147427286357336,0.005147427286357336,0.0072795614796958815
2429,0,37.92117004,43.56900388,430.158603,129,Isolated,None,0.01544227886056888,0.010294854572712541,0.018559310522777317
2433,0,37.88683671,43.53467054,433.4931658,130,Isolated,None,-0.010294851574213674,-0.010294854572712541,0.014559120839130022
2435,0,37.81817003,43.46600387,436.8277286,131,Isolated,None,-0.020589709145427213,-0.020589706146926217,0.029118243798520203
2437,0,37.8353367,43.4488372,440.1622915,132,Isolated,None,0.005147427286357336,-0.005147427286357336,0.0072795614796958815
2439,0,37.80100336,43.53467054,443.4968543,133,Isolated,None,-0.010294854572712541,0.025737133433283554,0.027719741485734358
2441,0,37.74950336,43.4488372,446.8314171,134,Isolated,None,-0.01544227886057101,-0.025737133433283554,0.030014396775052476
2443,0,37.8353367,43.5003372,450.1659799,135,Isolated,None,0.025737133433283554,0.01544227886056888,0.03001439677505138
2447,0,37.71517002,43.43167053,453.5005427,136,Isolated,None,-0.03603198800599609,-0.020589706146926217,0.04149988143213204
2451,0,37.71517002,43.43167053,456.8351055,137,Isolated,None,0.0,0.0,0.0
2455,0,37.66367002,43.41450386,460.1696683,138,Isolated,None,-0.01544227886057101,-0.005147427286355206,0.016277591470360488
2459,0,37.68083669,43.4488372,463.5042312,139,Isolated,None,0.005147427286357336,0.010294854572712541,0.011509997321530374
2461,0,37.64650335,43.38017053,466.838794,140,Isolated,None,-0.010294854572712541,-0.020589706146926217,0.023019991961120916
2463,0,37.64650335,43.3973372,470.1733568,141,Isolated,None,0.0,0.005147427286357336,0.005147427286357336
2465,0,37.66367002,43.43167053,473.5079196,142,Isolated,None,0.005147427286355206,0.010294851574211544,0.011509994639588673
2469,0,37.71517002,43.4488372,476.8424824,143,Isolated,None,0.01544227886057101,0.005147427286357336,0.016277591470361157
2471,0,37.69800336,43.48317054,480.1770452,144,Isolated,None,-0.005147424287856338,0.010294854572714672,0.011509995980562179
2473,0,37.71517002,43.3973372,483.511608,145,Isolated,None,0.005147424287856338,-0.025737133433283554,0.02624682864960747
2477,0,37.90400337,43.46600387,486.8461709,146,Isolated,None,0.05662169415292231,0.020589706146926217,0.06024908503839579
2479,0,37.81817003,43.5003372,490.1807337,147,Isolated,None,-0.025737133433283554,0.010294851574211544,0.027719740372119075
2481,0,37.64650335,43.41450386,493.5152965,148,Isolated,None,-0.05147426686656498,-0.025737133433281423,0.057549979902801716
2483,0,37.86967004,43.48317054,496.8498593,149,Isolated,None,0.06691654872563699,0.020589709145427213,0.07001257469943409
2485,0,37.64650335,43.41450386,500.1844221,150,Isolated,None,-0.06691654872563699,-0.020589709145427213,0.07001257469943409
2487,0,37.62933668,43.41450386,503.5189849,151,Isolated,None,-0.005147427286357336,0.0,0.005147427286357336
2489,0,37.64650335,43.3973372,506.8535477,152,Isolated,None,0.005147427286357336,-0.005147424287856338,0.007279559359435801
2493,0,37.54350334,43.38017053,510.1881106,153,Isolated,None,-0.030884560719640887,-0.005147427286357336,0.031310574867183784
2495,0,37.80100336,43.48317054,513.5226734,154,Isolated,None,0.07721140029985066,0.030884560719640887,0.08315922334358927
2499,0,37.93833671,43.5003372,516.8572362,155,Isolated,None,0.04117941529235343,0.005147424287854208,0.04149988217596892
2503,0,37.98983671,43.4488372,520.191799,156,Isolated,None,0.01544227886056888,-0.01544227886056888,0.021838680198563856
2505,0,37.93833671,43.4488372,523.5263618,157,Isolated,None,-0.01544227886056888,0.0,0.01544227886056888
2507,0,37.90400337,43.48317054,526.8609246,158,Isolated,None,-0.010294854572714672,0.010294854572714672,0.014559122959391763
2509,0,37.95550338,43.51750387,530.1954874,159,Isolated,None,0.015442281859072008,0.010294851574211544,0.018559311354413726
2511,0,37.69800336,43.46600387,533.5300503,160,Isolated,None,-0.07721140029985066,-0.01544227886056888,0.07874048712493054
2513,0,37.69800336,43.4488372,536.8646131,161,Isolated,None,0.0,-0.005147427286357336,0.005147427286357336
2517,0,37.62933668,43.38017053,540.1991759,162,Isolated,None,-0.020589709145427213,-0.020589706146926217,0.029118243798520203
2519,0,37.86967004,43.46600387,543.5337387,163,Isolated,None,0.07206397601199432,0.025737133433283554,0.07652200125467143
2523,0,37.92117004,43.5003372,546.8683015,164,Isolated,None,0.01544227886056888,0.010294851574211544,0.01855930885950817
2525,0,37.86967004,43.48317054,550.2028643,165,Isolated,None,-0.01544227886056888,-0.005147424287854208,0.016277590522149273
2527,0,37.86967004,43.4488372,553.5374271,166,Isolated,None,0.0,-0.010294854572714672,0.010294854572714672
2531,0,37.95550338,43.5003372,556.8719899,167,Isolated,None,0.025737133433283554,0.01544227886056888,0.03001439677505138
2535,0,38.04133672,43.53467054,560.2065528,168,Isolated,None,0.025737133433281423,0.010294854572714672,0.02771974148573317
2539,0,38.11000339,43.55183721,563.5411156,169,Isolated,None,0.020589706146928347,0.005147427286357336,0.02122338349286454
2541,0,38.1615034,43.60333721,566.8756784,170,Isolated,None,0.015442281859069878,0.01544227886056888,0.021838682318824347
2545,0,38.09283672,43.60333721,570.2102412,171,Isolated,None,-0.020589709145427213,0.0,0.020589709145427213
2549,0,38.09283672,43.60333721,573.544804,172,Isolated,None,0.0,0.0,0.0
2551,0,38.09283672,43.60333721,576.8793668,173,Isolated,None,0.0,0.0,0.0
2553,0,38.02417005,43.56900388,580.2139296,174,Isolated,None,-0.020589706146926217,-0.010294851574213674,0.023019990620151455
2555,0,38.04133672,43.62050388,583.5484925,175,Isolated,None,0.005147427286355206,0.01544227886057101,0.016277591470360488
2557,0,38.07567006,43.63767055,586.8830553,176,Isolated,None,0.010294854572714672,0.005147427286357336,0.01150999732153228
2561,0,38.11000339,43.65483722,590.2176181,177,Isolated,None,0.010294851574213674,0.005147427286355206,0.01150999463959058
2565,0,38.00700338,43.63767055,593.5521809,178,Isolated,None,-0.030884560719640887,-0.005147427286355206,0.03131057486718343
2567,0,37.98983671,43.62050388,596.8867437,179,Isolated,None,-0.005147427286357336,-0.005147427286357336,0.0072795614796958815
2569,0,38.02417005,43.58617055,600.2213065,180,Isolated,None,0.010294854572714672,-0.010294851574213674,0.014559120839131528
2573,0,37.71517002,43.51750387,603.5558693,181,Isolated,None,-0.09265368215892053,-0.020589709145427213,0.0949138606332055
2575,0,37.86967004,43.55183721,606.8904322,182,Isolated,None,0.04632684257871077,0.010294854572714672,0.047456931780151916
2577,0,38.05850339,43.60333721,610.224995,183,Isolated,None,0.05662169415292231,0.01544227886056888,0.058689694369238696
2579,0,37.86967004,43.51750387,613.5595578,184,Isolated,None,-0.05662169415292231,-0.025737133433283554,0.06219659384652602
2585,0,38.11000339,43.62050388,616.8941206,185,Isolated,None,0.07206397301349332,0.030884560719640887,0.07840326713431449
2589,0,38.33317008,43.72350389,620.2286834,186,Isolated,None,0.06691654872563699,0.030884560719640887,0.0736999361207032
2593,0,38.57350343,43.79217056,623.5632462,187,Isolated,None,0.07206397301349332,0.020589706146926217,0.074947663110375
2597,0,38.86533679,43.91233724,626.897809,188,Isolated,None,0.0875062548725632,0.03603198800599609,0.09463428977641368
2599,0,38.79667012,43.89517057,630.2323719,189,Isolated,None,-0.020589706146926217,-0.005147427286357336,0.02122338349286247
2601,0,38.81383679,44.03250392,633.5669347,190,Isolated,None,0.005147427286357336,0.04117941529235556,0.04149988254788949
2603,0,39.08850348,44.22133727,636.9014975,191,Isolated,None,0.08235882758620586,0.05662169415292231,0.09994494849726752
2607,0,39.20867016,44.27283727,640.2360603,192,Isolated,None,0.03603198800599609,0.01544227886056888,0.03920163435460081
2609,0,39.26017016,44.23850394,643.5706231,193,Isolated,None,0.01544227886057101,-0.010294851574211544,0.018559308859509942
2611,0,39.48333685,44.30717061,646.9051859,194,Isolated,None,0.06691654872563699,0.020589706146926217,0.07001257381761736
2613,0,39.68933687,44.42733729,650.2397487,195,Isolated,None,0.061769121439279644,0.03603198800599609,0.07151033857453566
2615,0,40.54767028,44.61617064,653.5743116,196,Isolated,None,0.2573713373313344,0.056621694152924444,0.26352613063691965
2617,0,40.70217029,44.5303373,656.9088744,197,Isolated,None,0.04632683958020977,-0.025737133433283554,0.05299600081943102
2619,0,40.8051703,44.44450396,660.2434372,198,Isolated,None,0.030884560719640887,-0.025737133433283554,0.04020268807191662
2623,0,41.234337,44.16983726,663.578,199,Isolated,None,0.12868566716641563,-0.08235883058470686,0.1527840891891101
2629,1,98.79417546,73.28450652,0.0,0,Isolated,None,0.0,0.0,0.0
2632,1,98.79417546,73.3531732,3.334562814,1,Isolated,None,0.0,0.020589709145429343,0.020589709145429343
2634,1,98.81134213,73.4046732,6.669125628,2,Isolated,None,0.005147427286355206,0.01544227886057101,0.016277591470360488
2636,1,98.81134213,73.4046732,10.00368844,3,Isolated,None,0.0,0.0,0.0
2638,1,98.79417546,73.43900654,13.33825126,4,Isolated,None,-0.005147427286355206,0.010294854572710411,0.011509997321527516
2640,1,98.8285088,73.31883986,16.67281407,5,Isolated,None,0.010294854572710411,-0.03603198800599609,0.03747383340862665
2642,1,98.70834212,73.13000651,20.00737688,6,Isolated,None,-0.03603198800599609,-0.05662169415292231,0.06711423402238398
2644,1,98.69117545,73.19867318,23.3419397,7,Isolated,None,-0.005147427286355206,0.020589706146926217,0.021223383492861955
2646,1,98.69117545,73.14717318,26.67650251,8,Isolated,None,0.0,-0.01544227886057101,0.01544227886057101
2648,1,98.69117545,73.25017319,30.01106533,9,Isolated,None,0.0,0.030884560719640887,0.030884560719640887
2650,1,98.77700879,73.33600653,33.34562814,10,Isolated,None,0.025737133433281423,0.025737133433285684,0.03639780315795562
2654,1,98.79417546,73.33600653,36.68019095,11,Isolated,None,0.005147427286359467,0.0,0.005147427286359467
2656,1,98.77700879,73.37033986,40.01475377,12,Isolated,None,-0.005147427286359467,0.010294851574211544,0.01150999463959058
2659,1,98.79417546,73.37033986,43.34931658,13,Isolated,None,0.005147427286359467,0.0,0.005147427286359467
2661,1,98.77700879,73.33600653,46.6838794,14,Isolated,None,-0.005147427286359467,-0.010294851574211544,0.01150999463959058
2665,1,98.72550879,73.14717318,50.01844221,15,Isolated,None,-0.01544227886056675,-0.056621694152926574,0.058689694369242255
2667,1,98.72550879,73.11283984,53.35300503,16,Isolated,None,0.0,-0.010294854572710411,0.010294854572710411
2669,1,98.72550879,73.16433984,56.68756784,17,Isolated,None,0.0,0.01544227886056675,0.01544227886056675
2671,1,98.75984212,73.18150651,60.02213065,18,Isolated,None,0.010294851574211544,0.005147427286359467,0.01150999463959058
2673,1,98.70834212,73.14717318,63.35669347,19,Isolated,None,-0.01544227886057101,-0.010294851574215806,0.018559308859512305
2677,1,98.74267545,73.23300652,66.69125628,20,Isolated,None,0.010294851574211544,0.025737133433285684,0.02771974037212105
2679,1,98.8285088,73.57633988,70.0258191,21,Isolated,None,0.02573713643178455,0.10294853373313421,0.10611692037328715
2683,1,98.86284213,73.62783989,73.36038191,22,Isolated,None,0.010294851574215806,0.015442281859069878,0.01855931135441432
2687,1,98.86284213,73.57633988,76.69494472,23,Isolated,None,0.0,-0.015442281859069878,0.015442281859069878
2689,1,98.72550879,73.21583985,80.02950754,24,Isolated,None,-0.041179412293852434,-0.10809596101949367,0.1156740281376722
2693,1,98.75984212,73.25017319,83.36407035,25,Isolated,None,0.010294851574211544,0.010294854572714672,0.014559120839130022
2699,1,98.77700879,73.33600653,86.69863317,26,Isolated,None,0.005147427286355206,0.025737133433285684,0.026246829237663468
2703,1,98.75984212,73.23300652,90.03319598,27,Isolated,None,-0.005147427286355206,-0.030884560719640887,0.03131057486718343
2707,1,98.79417546,73.38750653,93.36775879,28,Isolated,None,0.010294854572714672,0.04632683958020764,0.04745692885305198
2711,1,98.81134213,73.4046732,96.70232161,29,Isolated,None,0.005147427286355206,0.005147427286359467,0.007279561479695882
2715,1,98.79417546,73.25017319,100.0368844,30,Isolated,None,-0.005147427286355206,-0.0463268395802119,0.04661193058819815
2719,1,98.79417546,73.30167319,103.3714472,31,Isolated,None,0.0,0.01544227886057101,0.01544227886057101
2721,1,98.81134213,73.37033986,106.7060101,32,Isolated,None,0.005147427286355206,0.020589706146926217,0.021223383492861955
2723,1,98.70834212,73.21583985,110.0405729,33,Isolated,None,-0.030884560719640887,-0.0463268395802119,0.055677932399972194
2731,1,98.77700879,73.3531732,113.3751357,34,Isolated,None,0.020589706146926217,0.04117941529235556,0.04603998526321504
2735,1,98.77700879,73.26733985,116.7096985,35,Isolated,None,0.0,-0.02573713643178455,0.02573713643178455
2737,1,98.75984212,73.19867318,120.0442613,36,Isolated,None,-0.005147427286355206,-0.020589706146926217,0.021223383492861955
