spot ID,Track ID,x (micron),y (micron),t (sec),Frame,Classification
5655,3,86.83651572,25.77150466,23.40103509,7,Back
5658,3,86.68126569,26.85825486,26.7440401,8,Back
5661,3,86.57776567,27.47925497,30.08704511,9,Back
5664,3,86.31901562,28.2037551,33.43005013,10,Back
5667,3,86.31901562,28.41075514,36.77305514,11,Back
5670,3,86.06026558,29.44575533,40.11606015,12,Back
5673,3,86.52601566,31.20525565,43.45906516,13,Back
5676,3,86.99176575,31.36050568,46.80207018,14,Back
5679,3,87.40576582,31.36050568,50.14507519,15,Back
5682,3,87.92326591,31.36050568,53.4880802,16,Back
5685,3,87.92326591,31.82625576,56.83108521,17,Back
5688,3,88.13026595,32.18850583,60.17409023,18,Back
5691,3,88.33726599,32.55075589,63.51709524,19,Back
5694,3,88.44076601,32.55075589,66.86010025,20,Back
5700,3,88.69951605,33.32700603,70.20310526,21,Back
5703,3,90.09676631,33.74100611,73.54611028,22,Back
5706,3,91.39051654,34.05150616,76.88911529,23,Back
5709,3,92.2702667,33.84450613,80.2321203,24,Back
5712,3,93.77101697,33.74100611,83.57512531,25,Back
5715,3,95.11651722,33.84450613,86.91813033,26,Back
5718,3,95.78926734,33.63750609,90.26113534,27,Back
5721,3,96.6690175,33.63750609,93.60414035,28,Back
5724,3,98.01451774,33.6892561,96.94714536,29,Back
5727,3,98.94601791,33.58575608,100.2901504,30,Back
5730,3,100.3432682,33.89625614,103.6331554,31,Back
5733,3,101.2747683,34.10325617,106.9761604,32,Back
5736,3,101.4300184,34.05150616,110.3191654,33,Back
5739,3,102.2062685,34.20675619,113.6621704,34,Back
5742,3,103.1895187,35.15550636,117.0051754,35,Back
5745,3,103.9485188,35.63850645,120.3481805,36,Back
5748,3,104.5695189,35.9145065,123.6911855,37,Back
5751,3,105.5355191,36.77700666,127.0341905,38,Back
5754,3,106.4670193,37.26000674,130.3771955,39,Back
5757,3,107.2950194,37.60500681,133.7202005,40,Back
5760,3,108.1920196,38.05350689,137.0632055,41,Back
5763,3,109.2270198,38.77800702,140.4062105,42,Back
5766,3,109.8825199,39.26100711,143.7492155,43,Back
5769,3,110.71052,39.74400719,147.0922206,44,Back
5772,3,111.8145202,40.43400732,150.4352256,45,Back
5775,3,113.2980205,40.8825074,153.7782306,46,Back
5778,3,114.1605207,41.08950744,157.1212356,47,Back
5781,3,114.4710207,41.15850745,160.4642406,48,Back
5784,3,114.8505208,41.40000749,163.8072456,49,Back
5787,3,115.5750209,41.12400744,167.1502506,50,Back
5790,3,116.8515212,40.84800739,170.4932556,51,Back
5793,3,117.3000212,40.43400732,173.8362607,52,Back
5796,3,117.7485213,40.67550736,177.1792657,53,Back
5799,3,118.0935214,40.67550736,180.5222707,54,Back
5802,3,118.1970214,40.71000737,183.8652757,55,Back
5805,3,119.1630216,40.67550736,187.2082807,56,Back
5808,3,119.5425216,40.43400732,190.5512857,57,Back
5811,3,119.8530217,40.29600729,193.8942907,58,Back
5814,3,119.8530217,40.19250727,197.2372957,59,Back
5817,3,120.0945217,40.19250727,200.5803008,60,Back
5820,3,120.3360218,40.22700728,203.9233058,61,Back
5823,3,120.3705218,40.26150729,207.2663108,62,Back
5826,3,120.6810218,40.26150729,210.6093158,63,Back
5829,3,120.6810218,40.26150729,213.9523208,64,Back
5832,3,121.371022,39.91650722,217.2953258,65,Back
5835,3,122.1645221,39.74400719,220.6383308,66,Back
5838,3,122.3715221,39.53700716,223.9813358,67,Back
5841,3,122.5095222,39.53700716,227.3243409,68,Back
5844,3,123.5100224,39.67500718,230.6673459,69,Back
5847,3,124.0965225,39.46800714,234.0103509,70,Back
5850,3,124.8900226,39.43350714,237.3533559,71,Back
5853,3,125.3385227,39.26100711,240.6963609,72,Back
5856,3,125.8560228,38.81250703,244.0393659,73,Back
5859,3,126.4080229,38.60550699,247.3823709,74,Back
5862,3,126.6840229,38.32950694,250.7253759,75,Back
5865,3,127.270523,38.15700691,254.068381,76,Back
5868,3,127.7535231,38.15700691,257.411386,77,Back
5871,3,128.4780233,37.95000687,260.754391,78,Back
5874,3,129.2025234,37.84650685,264.097396,79,Back
5877,3,129.5475234,37.70850683,267.440401,80,Back
5880,3,130.1340236,37.70850683,270.783406,81,Back
5883,3,130.7895237,37.70850683,274.126411,82,Back
5886,3,131.4795238,37.63950681,277.469416,83,Back
5889,3,132.1350239,37.67400682,280.8124211,84,Back
5892,3,132.411024,37.74300683,284.1554261,85,Back
5895,3,132.480024,37.67400682,287.4984311,86,Back
5898,3,132.514524,37.53600679,290.8414361,87,Back
5901,3,132.652524,37.36350676,294.1844411,88,Back
5904,3,132.756024,37.36350676,297.5274461,89,Back
5907,3,132.859524,37.26000674,300.8704511,90,Back
5910,3,133.4460242,36.98400669,304.2134561,91,Back
5913,3,133.4460242,37.0185067,307.5564612,92,Back
5916,3,133.6185242,36.74250665,310.8994662,93,Back
5919,3,134.1015243,36.43200659,314.2424712,94,Back
5922,3,134.3085243,36.25950656,317.5854762,95,Back
