,spot ID,Track ID,x (micron),y (micron),t (sec),Frame,Classification,squared displacement,vx,vy,speed
1737,11765,9,126.856523,33.67200609,404.5036065,121,Back,128.21496763230445,0.0,0.0,0.0
1738,11768,9,126.856523,33.63750609,407.8466115,122,Back,128.68035546648437,0.0,-0.010344827586205158,0.010344827586205158
1739,11771,9,126.822023,33.60300608,411.1896165,123,Back,128.5208620692945,-0.010344827586205158,-0.010344830584708286,0.014629797593084711
1740,11774,9,126.6840229,33.46500606,414.5326216,124,Back,127.93049642985423,-0.04137934032983487,-0.04137931634182902,0.05851920733442531
1741,11777,9,126.5805229,33.46500606,417.8756266,125,Back,126.0915598486543,-0.031034482758619735,0.0,0.031034482758619735
1742,11780,9,126.2355228,33.154506,421.2186316,126,Back,124.51923844290404,-0.1034483058470786,-0.09310346626686733,0.1391754554996549
1743,11783,9,126.1320228,33.01650598,424.5616366,127,Back,124.79180603928414,-0.031034482758619735,-0.04137931634182902,0.05172414272863518
1744,11786,9,125.8560228,32.53350589,427.9046416,128,Back,127.60555891194441,-0.08275862068965405,-0.1448276131934025,0.16680535615426698
1745,11789,9,125.7525228,32.56800589,431.2476466,129,Back,125.39645450346421,-0.031034482758623996,0.010344827586207288,0.032713217174158905
1746,11792,9,125.7525228,32.46450588,434.5906516,130,Back,127.02828770610431,0.0,-0.031034485757122865,0.031034485757122865
1747,11795,9,125.7525228,32.29200584,437.9336566,131,Back,129.79562009805437,0.0,-0.05172414992503618,0.05172414992503618
1748,11798,9,125.6490227,31.4985057,441.2766617,132,Back,141.64575203262467,-0.031034512743625453,-0.2379310764617699,0.23994653180967387
1749,11801,9,125.6490227,30.98100561,444.6196667,133,Back,151.12609664430494,0.0,-0.1551724407796098,0.1551724407796098
1750,11804,9,125.2695227,30.42900551,447.9626717,134,Back,155.9763682026052,-0.11379310344827805,-0.16551727136431807,0.20086024373250128
1751,11807,9,124.8900226,30.04950544,451.3056767,135,Back,158.12357952690513,-0.11379313343328376,-0.11379312443778077,0.16092778624550014
1752,11810,9,124.0620225,29.60100536,454.6486817,136,Back,156.46794176655527,-0.24827589205397213,-0.13448278260869634,0.2823588804932005
1753,11813,9,122.8545222,28.1865051,457.9916867,137,Back,175.2286681722657,-0.3620690554722616,-0.42413800899550136,0.5576621303309413
1754,11816,9,122.4750222,27.91050505,461.3346917,138,Back,178.31498820798586,-0.11379310344827805,-0.08275863568215903,0.1407048761499147
1755,11819,9,121.9920221,27.70350501,464.6776967,139,Back,179.1957734412059,-0.14482761619190349,-0.06206897751124453,0.15756775171690648
