#vx_post  vy_post  v_post
0 0 0
0 0 0
-2.80442 -8.71262 9.15285
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.46807 9.59057 10.1984
0 0 0
-1.7867 16.1242 16.2229
0 0 0
-7.56248 -5.09858 9.12067
9.40492 5.89016 11.0971
-3.64009 -11.6707 12.2252
-6.6696 -9.55342 11.6512
0 0 0
0 0 0
4.59112 -7.41158 8.71837
-4.89131 3.37385 5.94203
8.57166 -1.63172 8.72559
0 0 0
3.64009 11.6707 12.2252
0 0 0
-4.7751 1.03472 4.88592
0 0 0
7.48503 11.6048 13.8093
0 0 0
0 0 0
-2.32313 -15.3208 15.4959
0 0 0
4.7751 -1.03472 4.88592
0 0 0
0 0 0
-3.76331 -3.48714 5.13056
0 0 0
0 0 0
1.96937 16.1502 16.2699
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.353754 -0.82944 0.901727
0 0 0
0 0 0
0 0 0
-9.7671 -3.39447 10.3401
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.33922 10.8554 10.9377
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.0785943 -0.836156 0.839842
0 0 0
-9.35292 3.20172 9.88576
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.17363 4.3905 7.57563
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.40089 5.09536 9.82536
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-7.08994 -13.0051 14.8121
0 0 0
4.13806 4.50068 6.11389
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-7.35479 -0.63896 7.38249
0 0 0
0 0 0
