frame,Area,X,Y,x,y,particle
47,1.188,16.805,5.9,16.805,5.9,54
47,1.475,2.818,9.398,2.818,9.398,0
47,1.538,5.601,10.103,5.601,10.103,16
47,2.493,32.56,14.29,32.56,14.29,17
47,1.125,34.868,1.577,34.868,1.577,65
47,1.337,15.005,19.275,15.005,19.275,19
47,1.772,33.411,19.279,33.411,19.279,21
47,1.167,26.327,19.319,26.327,19.319,56
47,1.156,28.89,19.69,28.89,19.69,63
47,1.761,14.834,21.045,14.834,21.045,38
47,1.453,18.085,20.482,18.085,20.482,22
47,1.708,43.983,23.744,43.983,23.744,37
47,2.631,30.029,17.847,30.029,17.847,20
48,1.262,27.777,41.207,27.777,41.207,1
48,2.302,31.33,41.728,31.33,41.728,11
48,2.78,11.729,43.564,11.729,43.564,29
48,1.103,48.455,42.195,48.455,42.195,5
48,1.634,19.304,42.232,19.304,42.232,12
48,2.769,32.402,44.223,32.402,44.223,4
48,4.328,10.305,47.186,10.305,47.186,13
48,1.475,5.733,44.216,5.733,44.216,14
48,2.408,5.985,46.28,5.985,46.28,3
48,1.156,48.161,47.355,48.161,47.355,41
48,1.74,2.229,48.181,2.229,48.181,32
48,2.228,9.205,48.762,9.205,48.762,50
48,1.825,10.595,48.494,10.595,48.494,70
48,1.517,20.058,39.665,20.058,39.665,60
48,1.92,24.464,43.106,24.464,43.106,44
48,1.167,49.526,39.279,49.526,39.279,30
48,1.029,33.103,37.229,33.103,37.229,15
48,1.061,35.269,2.037,35.269,2.037,65
48,1.04,37.544,4.01,37.544,4.01,61
48,1.655,34.751,4.589,34.751,4.589,58
48,1.39,2.407,9.357,2.407,9.357,0
48,1.528,5.243,10.035,5.243,10.035,16
48,2.483,32.432,14.233,32.432,14.233,17
48,2.302,15.947,6.877,15.947,6.877,54
48,1.814,33.478,19.341,33.478,19.341,21
48,1.199,15.081,19.313,15.081,19.313,19
48,2.175,28.529,19.556,28.529,19.556,63
48,1.793,14.712,20.92,14.712,20.92,38
48,1.432,18.124,20.487,18.124,20.487,22
48,1.867,41.527,25.917,41.527,25.917,33
48,1.284,18.104,31.988,18.104,31.988,24
48,2.578,29.902,17.812,29.902,17.812,20
49,2.833,11.763,43.46,11.763,43.46,29
49,1.188,49.273,39.35,49.273,39.35,30
49,1.56,20.08,39.639,20.08,39.639,60
49,3.978,10.34,48.232,10.34,48.232,70
49,1.984,29.069,40.379,29.069,40.379,1
49,2.313,31.384,41.782,31.384,41.782,11
49,1.644,19.303,42.185,19.303,42.185,12
49,1.804,1.909,48.232,1.909,48.232,32
49,2.864,31.983,43.942,31.983,43.942,4
49,1.857,24.769,43.264,24.769,43.264,44
49,1.485,5.385,44.653,5.385,44.653,14
49,2.684,6.033,46.286,6.033,46.286,3
49,2.493,11.932,46.614,11.932,46.614,13
49,1.793,8.895,47.388,8.895,47.388,50
49,1.167,48.147,47.395,48.147,47.395,41
49,1.061,33.428,36.591,33.428,36.591,15
49,1.146,48.457,42.335,48.457,42.335,5
49,1.4,18.062,31.94,18.062,31.94,24
49,1.018,30.576,19.924,30.576,19.924,63
49,1.496,44.271,23.69,44.271,23.69,37
49,1.793,41.614,25.862,41.614,25.862,33
49,1.093,35.564,2.303,35.564,2.303,65
49,1.496,34.86,4.75,34.86,4.75,58
49,1.114,37.695,4.423,37.695,4.423,61
49,1.475,1.971,9.262,1.971,9.262,0
49,1.496,4.83,9.953,4.83,9.953,16
49,1.156,16.872,5.835,16.872,5.835,54
49,2.546,29.874,17.832,29.874,17.832,20
49,1.867,33.627,19.423,33.627,19.423,21
49,1.273,15.247,19.405,15.247,19.405,19
49,1.188,28.082,19.493,28.082,19.493,56
49,1.814,14.731,20.913,14.731,20.913,38
49,1.464,18.363,20.551,18.363,20.551,22
49,2.451,32.376,14.218,32.376,14.218,17
50,2.79,31.521,43.545,31.521,43.545,4
50,1.156,27.954,41.097,27.954,41.097,1
50,2.833,11.795,43.23,11.795,43.23,29
50,2.366,31.628,41.867,31.628,41.867,11
50,1.135,48.414,42.785,48.414,42.785,5
50,1.899,24.589,43.171,24.589,43.171,44
50,1.878,11.237,48.238,11.237,48.238,71
50,2.514,12.33,46.507,12.33,46.507,13
50,1.814,9.209,47.062,9.209,47.062,50
50,1.305,4.818,46.499,4.818,46.499,3
50,1.167,48.085,47.551,48.085,47.551,41
50,1.804,1.812,48.113,1.812,48.113,32
50,2.292,10.294,47.899,10.294,47.899,70
50,3.066,19.679,40.883,19.679,40.883,60
50,1.496,5.265,44.788,5.265,44.788,14
50,1.05,49.247,39.736,49.247,39.736,30
50,1.029,28.663,19.465,28.663,19.465,56
50,1.294,18.152,32.026,18.152,32.026,24
50,1.156,36.092,2.795,36.092,2.795,65
50,1.475,34.792,4.852,34.792,4.852,58
50,1.082,38.14,4.952,38.14,4.952,61
50,1.082,33.624,35.861,33.624,35.861,15
50,1.517,1.9,9.256,1.9,9.256,0
50,1.528,4.685,9.945,4.685,9.945,16
50,1.167,16.808,5.925,16.808,5.925,54
50,2.429,29.957,17.821,29.957,17.821,20
50,1.878,33.83,19.417,33.83,19.417,21
50,1.316,15.385,19.474,15.385,19.474,19
50,1.719,14.704,20.954,14.704,20.954,38
50,1.061,31.139,19.985,31.139,19.985,63
50,1.337,18.546,20.584,18.546,20.584,22
50,1.867,41.568,25.9,41.568,25.9,33
50,2.557,32.346,14.233,32.346,14.233,17
51,1.103,49.192,39.788,49.192,39.788,30
51,1.56,20.072,39.669,20.072,39.669,60
51,1.199,27.999,41.014,27.999,41.014,1
51,2.875,11.788,43.015,11.788,43.015,29
51,2.345,31.456,42.063,31.456,42.063,11
51,1.602,19.296,42.202,19.296,42.202,12
51,1.093,48.426,42.694,48.426,42.694,5
51,2.854,30.996,42.708,30.996,42.708,4
51,1.506,5.091,44.949,5.091,44.949,14
51,1.793,9.623,46.81,9.623,46.81,50
51,2.483,12.913,46.493,12.913,46.493,13
51,1.178,48.036,47.605,48.036,47.605,41
51,1.782,1.753,48.174,1.753,48.174,32
51,4.127,11.213,47.925,11.213,47.925,71
51,1.91,24.438,43.138,24.438,43.138,44
51,1.125,32.007,36.972,32.007,36.972,15
51,1.952,41.592,25.924,41.592,25.924,33
51,1.591,34.914,5.074,34.914,5.074,58
51,1.156,38.622,5.453,38.622,5.453,61
51,1.135,16.833,5.937,16.833,5.937,54
51,1.485,1.97,9.25,1.97,9.25,0
51,1.517,4.811,9.921,4.811,9.921,16
51,1.04,36.589,3.341,36.589,3.341,65
51,2.589,29.923,17.856,29.923,17.856,20
51,1.825,33.95,19.568,33.95,19.568,21
51,1.411,15.371,19.444,15.371,19.444,19
51,2.132,30.618,19.843,30.618,19.843,63
51,1.4,18.202,32.136,18.202,32.136,24
51,1.772,15.117,21.418,15.117,21.418,38
51,1.485,18.611,20.635,18.611,20.635,22
51,2.557,32.304,14.215,32.304,14.215,17
52,1.538,20.093,39.579,20.093,39.579,60
52,1.22,28.135,40.932,28.135,40.932,1
52,2.758,11.904,43.083,11.904,43.083,29
52,1.623,19.307,42.141,19.307,42.141,12
52,1.146,48.479,42.69,48.479,42.69,5
52,1.931,24.715,43.272,24.715,43.272,44
52,1.485,4.9,45.01,4.9,45.01,14
52,1.156,48.108,47.515,48.108,47.515,41
52,2.461,13.231,46.485,13.231,46.485,13
52,1.804,1.856,48.12,1.856,48.12,32
52,2.228,11.203,47.661,11.203,47.661,70
52,1.857,11.952,48.21,11.952,48.21,71
52,1.114,49.202,39.63,49.202,39.63,30
52,1.676,9.804,46.55,9.804,46.55,50
52,1.963,41.665,25.913,41.665,25.913,33
52,1.432,18.418,32.48,18.418,32.48,24
52,1.146,38.742,5.465,38.742,5.465,61
52,1.602,35.195,5.266,35.195,5.266,58
52,1.252,16.932,5.793,16.932,5.793,54
52,1.57,45.362,23.316,45.362,23.316,37
52,1.517,4.747,9.961,4.747,9.961,16
52,1.443,1.877,9.24,1.877,9.24,0
52,2.673,29.943,17.874,29.943,17.874,20
52,1.39,15.414,19.524,15.414,19.524,19
52,1.697,34.38,19.887,34.38,19.887,21
52,2.175,31.175,19.961,31.175,19.961,63
52,1.485,18.692,20.693,18.692,20.693,22
52,1.74,15.38,22.157,15.38,22.157,38
52,2.461,32.4,14.225,32.4,14.225,17
53,2.323,31.477,41.971,31.477,41.971,11
53,1.082,28.491,40.764,28.491,40.764,1
53,1.103,31.116,37.964,31.116,37.964,15
53,1.114,49.189,39.567,49.189,39.567,30
53,2.79,11.916,43.077,11.916,43.077,29
53,1.634,20.123,39.498,20.123,39.498,60
53,2.907,31.061,42.692,31.061,42.692,4
53,1.782,1.69,47.493,1.69,47.493,32
53,1.146,48.513,42.635,48.513,42.635,5
53,1.899,25.14,43.569,25.14,43.569,44
53,1.56,4.616,45.134,4.616,45.134,14
53,1.719,10.281,46.206,10.281,46.206,50
53,4.7,12.455,46.934,12.455,46.934,13
53,1.178,48.303,47.143,48.303,47.143,41
53,1.867,12.601,48.098,12.601,48.098,71
53,1.57,19.335,42.037,19.335,42.037,12
53,1.241,16.849,5.828,16.849,5.828,54
53,1.941,41.533,25.976,41.533,25.976,33
53,1.422,18.467,32.59,18.467,32.59,24
53,1.581,35.665,5.667,35.665,5.667,58
53,1.05,38.995,5.724,38.995,5.724,61
53,1.453,1.888,9.264,1.888,9.264,0
53,1.464,4.742,9.952,4.742,9.952,16
53,2.504,32.374,14.147,32.374,14.147,17
53,1.804,34.49,19.93,34.49,19.93,21
53,2.705,30.02,17.881,30.02,17.881,20
53,1.602,45.449,23.308,45.449,23.308,37
53,1.804,15.624,22.916,15.624,22.916,38
53,1.05,32.477,20.513,32.477,20.513,63
53,1.04,30.143,19.383,30.143,19.383,56
53,1.432,15.444,19.541,15.444,19.541,19
53,1.422,18.67,20.712,18.67,20.712,22
54,1.146,49.19,39.562,49.19,39.562,30
54,1.093,48.495,42.671,48.495,42.671,5
54,1.135,28.673,40.61,28.673,40.61,1
54,2.811,11.722,43.046,11.722,43.046,29
54,2.238,31.488,41.965,31.488,41.965,11
54,2.843,31.065,42.65,31.065,42.65,4
54,1.655,19.363,42.005,19.363,42.005,12
54,1.888,25.372,43.689,25.372,43.689,44
54,1.167,48.273,47.195,48.273,47.195,41
54,1.506,4.049,45.443,4.049,45.443,14
54,1.825,1.565,47.169,1.565,47.169,32
54,2.748,6.218,46.238,6.218,46.238,3
54,2.493,12.995,46.398,12.995,46.398,13
54,2.292,12.681,47.178,12.681,47.178,70
54,1.846,13.32,47.962,13.32,47.962,71
54,1.591,20.15,39.406,20.15,39.406,60
54,1.772,10.644,45.644,10.644,45.644,50
54,1.061,36.968,3.743,36.968,3.743,65
54,1.347,18.612,32.585,18.612,32.585,24
54,1.188,16.934,5.709,16.934,5.709,54
54,1.464,36.074,5.995,36.074,5.995,58
54,1.135,38.942,5.825,38.942,5.825,61
54,1.337,2.273,9.363,2.273,9.363,0
54,1.422,5.14,9.993,5.14,9.993,16
54,2.493,32.404,14.156,32.404,14.156,17
54,1.369,15.418,19.53,15.418,19.53,19
54,2.578,30.048,17.896,30.048,17.896,20
54,1.825,41.566,25.987,41.566,25.987,33
54,1.506,45.583,23.268,45.583,23.268,37
54,1.156,30.974,38.177,30.974,38.177,15
54,1.485,18.648,20.673,18.648,20.673,22
54,1.708,34.578,19.989,34.578,19.989,21
54,2.217,31.445,19.985,31.445,19.985,63
54,1.772,15.913,23.772,15.913,23.772,38
55,1.029,49.188,39.545,49.188,39.545,30
55,1.57,20.09,39.562,20.09,39.562,60
55,1.178,28.743,40.197,28.743,40.197,1
55,2.716,11.634,42.902,11.634,42.902,29
55,1.613,19.322,42.13,19.322,42.13,12
55,1.135,48.528,42.559,48.528,42.559,5
55,1.888,25.532,43.78,25.532,43.78,44
55,1.591,3.838,45.588,3.838,45.588,14
55,1.782,1.51,47.036,1.51,47.036,32
55,1.22,48.251,47.273,48.251,47.273,41
55,2.483,13.09,46.289,13.09,46.289,13
55,2.228,13.192,47.079,13.192,47.079,70
55,1.91,13.565,47.868,13.565,47.868,71
55,1.591,10.791,44.828,10.791,44.828,50
55,2.673,6.321,46.204,6.321,46.204,3
55,1.326,18.757,32.802,18.757,32.802,24
55,1.899,41.837,25.822,41.837,25.822,33
55,1.103,30.871,38.235,30.871,38.235,15
55,1.125,37.325,4.116,37.325,4.116,65
55,1.199,16.914,5.72,16.914,5.72,54
55,1.613,36.377,6.202,36.377,6.202,58
55,1.432,2.111,9.262,2.111,9.262,0
55,1.453,4.992,10.0,4.992,10.0,16
55,1.22,39.415,6.246,39.415,6.246,61
55,2.472,30.133,17.887,30.133,17.887,20
55,1.358,15.525,19.55,15.525,19.55,19
55,1.156,30.346,19.397,30.346,19.397,56
55,1.74,34.914,20.201,34.914,20.201,21
55,1.178,32.647,20.573,32.647,20.573,63
55,1.379,18.74,20.665,18.74,20.665,22
55,2.483,32.456,14.233,32.456,14.233,17
56,1.729,10.888,44.383,10.888,44.383,50
56,1.093,49.232,39.44,49.232,39.44,30
56,1.634,20.09,39.581,20.09,39.581,60
56,1.082,29.005,40.043,29.005,40.043,1
56,2.599,11.582,42.562,11.582,42.562,29
56,1.644,19.321,42.154,19.321,42.154,12
56,1.156,48.565,42.406,48.565,42.406,5
56,1.91,25.634,43.869,25.634,43.869,44
56,1.549,3.562,45.626,3.562,45.626,14
56,2.684,6.352,46.196,6.352,46.196,3
56,1.167,48.361,47.081,48.361,47.081,41
56,2.525,13.139,46.22,13.139,46.22,13
56,2.302,13.473,47.016,13.473,47.016,70
56,1.867,13.928,47.792,13.928,47.792,71
56,1.835,1.386,46.416,1.386,46.416,32
56,1.167,30.622,38.34,30.622,38.34,15
56,1.188,37.382,4.151,37.382,4.151,65
56,1.549,36.66,6.43,36.66,6.43,58
56,1.231,39.461,6.345,39.461,6.345,61
56,2.96,3.846,9.696,3.846,9.696,16
56,2.536,32.445,14.227,32.445,14.227,17
56,2.578,30.121,17.94,30.121,17.94,20
56,1.39,15.539,19.545,15.539,19.545,19
56,1.369,18.942,33.089,18.942,33.089,24
56,1.644,35.17,20.356,35.17,20.356,21
56,1.072,33.022,20.76,33.022,20.76,63
56,1.432,18.836,20.7,18.836,20.7,22
56,1.549,45.743,23.25,45.743,23.25,37
56,2.016,41.956,25.774,41.956,25.774,33
56,1.082,30.863,19.399,30.863,19.399,56
57,1.591,20.08,39.618,20.08,39.618,60
57,1.114,29.144,39.972,29.144,39.972,1
57,2.727,11.518,42.568,11.518,42.568,29
57,1.634,19.31,42.174,19.31,42.174,12
57,1.602,10.729,44.55,10.729,44.55,50
57,1.888,25.611,43.862,25.611,43.862,44
57,1.241,48.3,47.222,48.3,47.222,41
57,1.453,3.388,45.475,3.388,45.475,14
57,2.705,6.329,46.206,6.329,46.206,3
57,1.018,49.342,38.876,49.342,38.876,30
57,2.493,12.932,46.347,12.932,46.347,13
57,2.249,13.792,47.117,13.792,47.117,70
57,1.899,14.132,47.966,14.132,47.966,71
57,1.846,1.208,46.358,1.208,46.358,32
57,1.326,18.974,33.092,18.974,33.092,24
57,1.231,48.634,41.885,48.634,41.885,5
57,1.729,17.024,26.598,17.024,26.598,38
57,1.125,37.434,4.184,37.434,4.184,65
57,1.199,16.915,5.853,16.915,5.853,54
57,1.57,36.831,6.597,36.831,6.597,58
57,1.178,39.527,6.383,39.527,6.383,61
57,1.475,2.396,9.369,2.396,9.369,0
57,1.178,30.599,38.29,30.599,38.29,15
57,2.567,32.416,14.168,32.416,14.168,17
57,2.599,30.19,17.909,30.19,17.909,20
57,2.079,32.242,20.071,32.242,20.071,63
57,1.411,15.703,19.614,15.703,19.614,19
57,1.825,35.476,20.447,35.476,20.447,21
57,1.4,18.922,20.644,18.922,20.644,22
57,1.888,41.864,25.795,41.864,25.795,33
57,1.464,5.172,10.09,5.172,10.09,16
58,1.262,48.651,41.908,48.651,41.908,5
58,2.801,30.888,42.304,30.888,42.304,11
58,2.769,11.441,42.239,11.441,42.239,29
58,1.093,30.38,38.346,30.38,38.346,15
58,1.57,20.066,39.659,20.066,39.659,60
58,1.634,19.297,42.225,19.297,42.225,12
58,1.061,49.279,38.789,49.279,38.789,30
58,1.072,29.4,39.932,29.4,39.932,1
58,2.345,31.878,43.399,31.878,43.399,4
58,1.602,3.11,45.55,3.11,45.55,14
58,1.57,10.696,44.214,10.696,44.214,50
58,2.801,6.139,46.229,6.139,46.229,3
58,2.493,12.954,46.23,12.954,46.23,13
58,1.156,48.26,47.344,48.26,47.344,41
58,2.419,14.201,47.162,14.201,47.162,70
58,1.899,14.458,48.052,14.458,48.052,71
58,1.91,24.521,43.161,24.521,43.161,44
58,1.878,1.582,47.821,1.582,47.821,32
58,1.305,19.291,33.259,19.291,33.259,24
58,1.018,37.446,4.231,37.446,4.231,65
58,1.178,16.852,5.981,16.852,5.981,54
58,1.496,36.968,6.752,36.968,6.752,58
58,1.072,39.473,6.338,39.473,6.338,61
58,1.464,2.322,9.318,2.322,9.318,0
58,1.517,5.167,10.048,5.167,10.048,16
58,2.472,30.136,17.947,30.136,17.947,20
58,2.546,32.244,14.038,32.244,14.038,17
58,1.846,41.86,25.784,41.86,25.784,33
58,1.623,45.753,23.208,45.753,23.208,37
58,1.008,33.641,21.033,33.641,21.033,63
58,1.782,17.221,26.993,17.221,26.993,38
58,1.814,35.472,20.447,35.472,20.447,21
58,1.379,15.671,19.615,15.671,19.615,19
58,1.082,31.609,19.57,31.609,19.57,56
58,1.4,19.0,20.624,19.0,20.624,22
59,1.613,19.303,42.187,19.303,42.187,12
59,1.167,49.29,38.719,49.29,38.719,30
59,1.167,29.587,39.046,29.587,39.046,15
59,1.528,20.08,39.638,20.08,39.638,60
59,1.008,30.215,39.51,30.215,39.51,1
59,2.748,11.452,42.029,11.452,42.029,29
59,1.252,48.681,41.809,48.681,41.809,5
59,1.761,10.651,44.003,10.651,44.003,50
59,1.57,2.566,45.787,2.566,45.787,14
59,2.727,6.251,46.273,6.251,46.273,3
59,2.472,12.724,46.128,12.724,46.128,13
59,1.241,48.291,47.32,48.291,47.32,41
59,2.323,14.568,47.171,14.568,47.171,70
59,1.899,1.453,48.139,1.453,48.139,32
59,1.878,14.711,48.008,14.711,48.008,71
59,1.867,24.619,43.237,24.619,43.237,44
59,1.379,19.387,33.303,19.387,33.303,24
59,1.91,41.939,25.755,41.939,25.755,33
59,1.602,45.831,23.199,45.831,23.199,37
59,1.75,17.401,27.497,17.401,27.497,38
59,1.125,37.484,4.235,37.484,4.235,65
59,1.072,39.543,6.409,39.543,6.409,61
59,1.591,37.25,6.92,37.25,6.92,58
59,1.422,2.208,9.285,2.208,9.285,0
59,2.483,15.888,6.988,15.888,6.988,54
59,2.493,31.9,13.712,31.9,13.712,17
59,2.61,30.161,17.922,30.161,17.922,20
59,1.475,15.732,19.628,15.732,19.628,19
59,1.029,31.74,19.622,31.74,19.622,56
59,1.697,35.505,20.442,35.505,20.442,21
59,1.369,19.083,20.624,19.083,20.624,22
59,1.018,33.851,21.168,33.851,21.168,63
59,1.549,5.05,9.961,5.05,9.961,16
60,2.323,31.974,44.547,31.974,44.547,4
60,1.549,20.084,39.629,20.084,39.629,60
60,2.801,31.286,40.978,31.286,40.978,11
60,2.801,11.541,41.933,11.541,41.933,29
60,1.135,48.722,41.583,48.722,41.583,5
60,1.57,19.284,42.243,19.284,42.243,12
60,1.772,10.907,43.686,10.907,43.686,50
60,1.814,24.741,43.288,24.741,43.288,44
60,1.857,1.704,48.418,1.704,48.418,32
60,1.581,1.929,45.831,1.929,45.831,14
60,2.451,13.37,46.051,13.37,46.051,13
60,2.769,6.273,46.277,6.273,46.277,3
60,1.231,48.262,47.395,48.262,47.395,41
60,2.281,14.9,47.219,14.9,47.219,70
60,1.103,29.259,39.54,29.259,39.54,15
60,1.931,15.066,48.081,15.066,48.081,71
60,1.072,49.475,38.646,49.475,38.646,30
60,1.782,17.531,27.815,17.531,27.815,38
60,1.358,19.461,33.263,19.461,33.263,24
60,1.082,37.575,4.395,37.575,4.395,65
60,1.209,16.832,5.982,16.832,5.982,54
60,1.591,37.195,6.893,37.195,6.893,58
60,1.146,39.676,6.637,39.676,6.637,61
60,1.432,2.057,9.254,2.057,9.254,0
60,1.528,4.959,9.892,4.959,9.892,16
60,2.652,30.195,17.9,30.195,17.9,20
60,1.379,15.941,19.715,15.941,19.715,19
60,1.082,32.194,19.852,32.194,19.852,56
60,1.655,35.463,20.301,35.463,20.301,21
60,1.453,19.255,20.621,19.255,20.621,22
60,1.082,34.236,21.424,34.236,21.424,63
60,1.973,41.989,25.722,41.989,25.722,33
60,2.419,31.891,13.531,31.891,13.531,17
61,1.369,19.531,33.291,19.531,33.291,24
61,1.178,49.518,38.424,49.518,38.424,30
61,2.642,31.228,40.086,31.228,40.086,11
61,3.204,19.702,40.897,19.702,40.897,60
61,2.758,11.53,41.538,11.53,41.538,29
61,1.093,29.09,40.166,29.09,40.166,15
61,1.178,48.797,41.496,48.797,41.496,5
61,1.888,24.885,43.386,24.885,43.386,44
61,2.323,31.972,45.126,31.972,45.126,4
61,2.673,6.361,46.314,6.361,46.314,3
61,1.167,48.253,47.407,48.253,47.407,41
61,1.75,2.751,48.623,2.751,48.623,32
61,1.666,17.737,28.39,17.737,28.39,38
61,1.75,10.891,43.375,10.891,43.375,50
61,1.888,42.033,25.717,42.033,25.717,33
61,1.549,45.879,23.156,45.879,23.156,37
61,1.029,38.043,4.868,38.043,4.868,65
61,1.082,40.094,7.09,40.094,7.09,61
61,1.475,1.958,9.233,1.958,9.233,0
61,1.581,4.823,9.882,4.823,9.882,16
61,1.581,37.407,7.038,37.407,7.038,58
61,2.599,30.188,17.893,30.188,17.893,20
61,1.666,35.43,20.216,35.43,20.216,21
61,1.453,16.35,19.843,16.35,19.843,19
61,1.093,32.44,19.962,32.44,19.962,56
61,1.422,19.64,20.593,19.64,20.593,22
61,1.018,34.497,21.527,34.497,21.527,63
61,2.408,31.752,13.412,31.752,13.412,17
62,1.644,10.842,43.415,10.842,43.415,50
62,2.79,31.648,39.242,31.648,39.242,11
62,2.769,11.335,40.83,11.335,40.83,29
62,1.602,20.124,39.54,20.124,39.54,60
62,1.209,28.421,40.877,28.421,40.877,15
62,1.082,48.807,41.246,48.807,41.246,5
62,1.57,19.333,42.126,19.333,42.126,12
62,1.92,25.036,43.502,25.036,43.502,44
62,1.888,3.064,48.748,3.064,48.748,32
62,2.663,13.982,46.107,13.982,46.107,13
62,2.907,6.282,46.309,6.282,46.309,3
62,1.199,48.189,47.466,48.189,47.466,41
62,2.408,15.225,47.243,15.225,47.243,70
62,1.931,15.719,48.196,15.719,48.196,71
62,1.082,49.651,38.239,49.651,38.239,30
62,2.323,31.993,45.203,31.993,45.203,4
62,1.284,19.497,33.306,19.497,33.306,24
62,1.061,38.307,5.135,38.307,5.135,65
62,1.676,17.941,28.731,17.941,28.731,38
62,1.22,16.871,5.961,16.871,5.961,54
62,1.56,37.425,7.034,37.425,7.034,58
62,1.103,40.26,7.39,40.26,7.39,61
62,1.485,1.861,9.204,1.861,9.204,0
62,1.517,4.715,9.911,4.715,9.911,16
62,2.483,31.786,13.442,31.786,13.442,17
62,1.793,35.253,20.009,35.253,20.009,21
62,1.4,16.586,19.901,16.586,19.901,19
62,1.061,32.505,19.988,32.505,19.988,56
62,1.528,19.945,20.562,19.945,20.562,22
62,1.114,34.618,21.561,34.618,21.561,63
62,1.941,42.454,25.44,42.454,25.44,33
62,2.589,30.166,17.913,30.166,17.913,20
63,1.188,49.851,37.766,49.851,37.766,30
63,2.833,32.025,38.694,32.025,38.694,1
63,2.801,11.253,40.472,11.253,40.472,29
63,3.161,19.71,40.837,19.71,40.837,12
63,1.167,48.921,40.682,48.921,40.682,5
63,1.178,28.372,40.913,28.372,40.913,15
63,1.687,10.916,43.746,10.916,43.746,50
63,1.973,25.192,43.645,25.192,43.645,44
63,2.673,14.026,46.148,14.026,46.148,13
63,2.854,6.241,46.313,6.241,46.313,3
63,1.209,48.164,47.541,48.164,47.541,41
63,2.313,15.839,47.454,15.839,47.454,70
63,1.846,15.977,48.306,15.977,48.306,71
63,1.793,3.563,48.934,3.563,48.934,32
63,1.04,32.024,37.395,32.024,37.395,11
63,2.334,31.989,45.303,31.989,45.303,4
63,1.326,19.489,33.365,19.489,33.365,24
63,1.167,38.448,5.299,38.448,5.299,65
63,1.952,43.309,24.965,43.309,24.965,33
63,1.209,16.875,5.955,16.875,5.955,54
63,1.644,37.516,7.102,37.516,7.102,58
63,1.125,40.381,7.575,40.381,7.575,61
63,1.411,1.767,9.171,1.767,9.171,0
63,1.56,4.609,9.935,4.609,9.935,16
63,2.461,31.664,13.307,31.664,13.307,17
63,1.04,32.045,19.612,32.045,19.612,56
63,2.642,30.202,17.887,30.202,17.887,20
63,1.443,45.706,23.217,45.706,23.217,37
63,1.729,17.961,28.888,17.961,28.888,38
63,1.453,20.127,20.605,20.127,20.605,22
63,1.411,16.747,19.969,16.747,19.969,19
63,1.676,35.241,20.101,35.241,20.101,21
63,1.008,34.096,21.284,34.096,21.284,63
64,2.748,32.591,37.937,32.591,37.937,11
64,1.082,49.84,37.884,49.84,37.884,30
64,2.811,11.213,40.346,11.213,40.346,29
64,1.602,20.079,39.616,20.079,39.616,60
64,1.156,48.881,40.778,48.881,40.778,5
64,1.167,28.202,41.046,28.202,41.046,15
64,1.613,19.316,42.179,19.316,42.179,12
64,1.697,10.982,43.884,10.982,43.884,50
64,2.334,31.975,45.224,31.975,45.224,4
64,2.758,6.342,46.278,6.342,46.278,3
64,1.231,48.132,47.604,48.132,47.604,41
64,2.228,16.259,47.552,16.259,47.552,70
64,1.867,16.285,48.382,16.285,48.382,71
64,1.326,19.336,33.277,19.336,33.277,24
64,1.899,3.742,48.949,3.742,48.949,32
64,1.92,25.15,43.656,25.15,43.656,44
64,2.578,14.334,46.309,14.334,46.309,13
64,1.846,18.416,29.595,18.416,29.595,38
64,1.814,44.02,24.793,44.02,24.793,33
64,1.146,38.319,5.175,38.319,5.175,65
64,1.167,16.84,5.992,16.84,5.992,54
64,1.485,1.8,9.197,1.8,9.197,0
64,1.591,4.619,9.932,4.619,9.932,16
64,1.178,40.434,7.3,40.434,7.3,61
64,2.599,30.263,17.871,30.263,17.871,20
64,1.188,32.348,19.732,32.348,19.732,56
64,1.74,35.332,20.12,35.332,20.12,21
64,1.379,16.723,19.971,16.723,19.971,19
64,1.422,20.089,20.482,20.089,20.482,22
64,1.156,34.319,21.443,34.319,21.443,63
64,1.623,45.737,23.212,45.737,23.212,37
64,2.472,31.474,13.13,31.474,13.13,17
65,1.75,10.878,44.34,10.878,44.34,50
65,1.103,50.027,37.5,50.027,37.5,30
65,2.79,11.058,40.206,11.058,40.206,29
65,1.591,20.066,39.632,20.066,39.632,60
65,1.146,48.985,40.449,48.985,40.449,5
65,1.072,28.203,41.032,28.203,41.032,15
65,1.634,19.283,42.231,19.283,42.231,12
65,1.963,25.101,43.666,25.101,43.666,44
65,2.758,33.017,37.173,33.017,37.173,11
65,2.79,6.194,46.286,6.194,46.286,3
65,2.493,14.901,46.382,14.901,46.382,13
65,1.199,48.143,47.596,48.143,47.596,41
65,2.387,16.569,47.544,16.569,47.544,70
65,1.899,16.579,48.361,16.579,48.361,71
65,1.846,3.884,48.998,3.884,48.998,32
65,2.366,31.963,45.31,31.963,45.31,4
65,1.262,19.37,33.377,19.37,33.377,24
65,1.061,38.39,5.164,38.39,5.164,65
65,1.888,44.406,24.589,44.406,24.589,33
65,1.178,16.898,5.887,16.898,5.887,54
65,1.506,38.221,7.238,38.221,7.238,58
65,1.103,40.45,7.286,40.45,7.286,61
65,1.496,1.781,9.191,1.781,9.191,0
65,1.528,4.601,9.94,4.601,9.94,16
65,1.74,18.725,30.148,18.725,30.148,38
65,2.408,30.164,17.912,30.164,17.912,20
