frame,Area,X,Y,x,y,particle
27,2.387,31.979,42.085,31.979,42.085,11
27,1.517,20.139,39.598,20.139,39.598,12
27,1.262,31.531,40.049,31.531,40.049,15
27,1.093,48.899,40.839,48.899,40.839,30
27,1.061,28.425,40.798,28.425,40.798,1
27,1.241,48.272,43.824,48.272,43.824,5
27,1.464,10.176,37.768,10.176,37.768,14
27,1.888,19.132,44.27,19.132,44.27,44
27,2.78,33.363,47.322,33.363,47.322,4
27,2.705,6.319,46.128,6.319,46.128,50
27,1.231,48.239,47.286,48.239,47.286,41
27,1.835,2.465,47.863,2.465,47.863,32
27,2.589,11.682,44.667,11.682,44.667,13
27,3.024,11.537,36.87,11.537,36.87,29
27,1.75,15.535,22.318,15.535,22.318,38
27,1.496,3.643,9.508,3.643,9.508,0
27,1.538,6.428,10.27,6.428,10.27,16
27,2.398,35.941,15.39,35.941,15.39,17
27,2.589,30.031,17.786,30.031,17.786,20
27,1.167,14.873,19.248,14.873,19.248,19
27,1.347,17.916,20.374,17.916,20.374,22
27,1.538,41.588,24.869,41.588,24.869,37
27,1.825,41.489,25.997,41.489,25.997,33
27,1.316,16.978,29.226,16.978,29.226,24
27,1.772,31.107,18.972,31.107,18.972,21
28,1.506,20.101,39.662,20.101,39.662,12
28,1.103,31.443,39.867,31.443,39.867,15
28,1.103,49.005,40.664,49.005,40.664,30
28,2.302,32.049,42.125,32.049,42.125,11
28,1.178,48.275,43.602,48.275,43.602,5
28,2.61,6.139,46.18,6.139,46.18,50
28,1.91,19.205,44.214,19.205,44.214,44
28,2.769,33.4,47.395,33.4,47.395,4
28,1.262,48.276,47.19,48.276,47.19,41
28,1.867,2.397,48.032,2.397,48.032,32
28,1.994,29.47,40.167,29.47,40.167,1
28,2.483,11.752,44.729,11.752,44.729,13
28,2.737,11.519,36.931,11.519,36.931,29
28,1.443,10.143,37.924,10.143,37.924,14
28,1.496,6.421,10.262,6.421,10.262,16
28,1.432,3.666,9.497,3.666,9.497,0
28,2.44,35.818,15.338,35.818,15.338,17
28,2.514,30.047,17.767,30.047,17.767,20
28,1.231,14.897,19.257,14.897,19.257,19
28,1.316,17.925,20.401,17.925,20.401,22
28,1.719,15.617,22.71,15.617,22.71,38
28,1.209,41.888,24.629,41.888,24.629,37
28,1.835,41.553,25.941,41.553,25.941,33
28,1.316,16.989,29.091,16.989,29.091,24
28,1.825,31.253,18.996,31.253,18.996,21
29,1.093,49.274,40.442,49.274,40.442,30
29,1.125,28.355,40.856,28.355,40.856,1
29,1.231,31.642,39.702,31.642,39.702,15
29,2.801,11.542,36.926,11.542,36.926,29
29,1.443,10.123,38.015,10.123,38.015,14
29,2.302,32.035,42.091,32.035,42.091,11
29,3.193,19.727,40.888,19.727,40.888,12
29,1.135,48.319,43.246,48.319,43.246,5
29,2.546,11.927,45.029,11.927,45.029,13
29,1.846,19.628,43.958,19.628,43.958,44
29,2.917,33.396,47.362,33.396,47.362,4
29,2.631,6.209,46.173,6.209,46.173,50
29,1.093,48.268,47.255,48.268,47.255,41
29,1.857,2.461,47.947,2.461,47.947,32
29,1.284,16.959,29.189,16.959,29.189,24
29,2.843,5.119,9.928,5.119,9.928,16
29,1.262,14.083,9.364,14.083,9.364,54
29,2.567,30.02,17.783,30.02,17.783,20
29,1.793,31.31,18.987,31.31,18.987,21
29,2.451,35.811,15.309,35.811,15.309,17
29,1.262,17.948,20.411,17.948,20.411,22
29,1.761,15.562,22.51,15.562,22.51,38
29,1.506,41.939,24.705,41.939,24.705,37
29,1.761,41.594,25.899,41.594,25.899,33
29,1.188,14.894,19.269,14.894,19.269,19
30,1.018,48.307,43.177,48.307,43.177,5
30,1.156,31.86,39.453,31.86,39.453,15
30,3.193,19.754,40.861,19.754,40.861,12
30,1.199,49.493,40.414,49.493,40.414,30
30,1.241,28.38,40.809,28.38,40.809,1
30,2.154,32.037,42.091,32.037,42.091,11
30,2.631,12.09,45.41,12.09,45.41,13
30,2.917,33.395,47.315,33.395,47.315,4
30,1.252,7.495,46.017,7.495,46.017,50
30,1.326,4.837,46.33,4.837,46.33,3
30,1.888,2.473,47.873,2.473,47.873,32
30,1.273,10.002,38.157,10.002,38.157,14
30,1.846,19.928,43.735,19.928,43.735,44
30,2.79,11.535,36.963,11.535,36.963,29
30,1.231,48.293,47.186,48.293,47.186,41
30,1.475,3.674,9.499,3.674,9.499,0
30,1.273,14.005,9.324,14.005,9.324,54
30,1.591,6.433,10.329,6.433,10.329,16
30,2.461,35.84,15.325,35.84,15.325,17
30,1.273,14.873,19.258,14.873,19.258,19
30,1.804,31.264,19.026,31.264,19.026,21
30,1.379,17.947,20.416,17.947,20.416,22
30,1.687,15.548,22.426,15.548,22.426,38
30,1.761,41.577,25.88,41.577,25.88,33
30,1.273,17.015,29.419,17.015,29.419,24
30,2.483,29.958,17.824,29.958,17.824,20
31,2.111,31.448,41.93,31.448,41.93,11
31,1.432,9.944,38.24,9.944,38.24,14
31,1.262,31.819,39.501,31.819,39.501,15
31,3.193,19.742,40.879,19.742,40.879,12
31,1.697,29.154,40.339,29.154,40.339,1
31,1.241,49.59,40.256,49.59,40.256,30
31,1.209,48.384,42.985,48.384,42.985,5
31,1.857,19.943,43.657,19.943,43.657,44
31,2.567,12.191,45.846,12.191,45.846,13
31,2.79,33.389,47.408,33.389,47.408,4
31,2.642,6.21,46.188,6.21,46.188,50
31,1.262,48.182,47.321,48.182,47.321,41
31,1.814,2.373,47.983,2.373,47.983,32
31,2.79,11.526,37.051,11.526,37.051,29
31,1.358,17.121,29.665,17.121,29.665,24
31,1.644,41.637,25.828,41.637,25.828,33
31,2.472,12.991,9.428,12.991,9.428,54
31,1.464,6.426,10.31,6.426,10.31,16
31,2.451,35.687,15.357,35.687,15.357,17
31,1.485,3.619,9.519,3.619,9.519,0
31,1.262,14.922,19.265,14.922,19.265,19
31,1.761,31.274,18.981,31.274,18.981,21
31,1.305,17.989,20.428,17.989,20.428,22
31,1.793,15.6,22.52,15.6,22.52,38
31,1.644,42.156,24.596,42.156,24.596,37
31,2.514,29.952,17.827,29.952,17.827,20
32,1.209,28.33,40.858,28.33,40.858,1
32,3.236,19.747,40.869,19.747,40.869,12
32,1.262,31.654,39.656,31.654,39.656,15
32,1.199,49.404,40.373,49.404,40.373,30
32,1.825,2.383,47.997,2.383,47.997,32
32,2.164,31.404,41.944,31.404,41.944,11
32,1.422,9.896,38.284,9.896,38.284,14
32,1.888,20.44,43.701,20.44,43.701,44
32,2.61,12.054,45.837,12.054,45.837,13
32,2.854,33.397,47.417,33.397,47.417,4
32,1.337,7.459,46.039,7.459,46.039,50
32,1.231,48.136,47.413,48.136,47.413,41
32,1.284,4.818,46.378,4.818,46.378,3
32,1.22,48.333,43.097,48.333,43.097,5
32,2.748,11.535,37.034,11.535,37.034,29
32,1.252,17.338,30.308,17.338,30.308,24
32,2.483,13.357,9.32,13.357,9.32,54
32,1.528,3.401,9.443,3.401,9.443,0
32,1.538,6.146,10.231,6.146,10.231,16
32,2.387,35.737,15.362,35.737,15.362,17
32,1.761,31.27,18.97,31.27,18.97,21
32,1.241,14.829,19.266,14.829,19.266,19
32,1.379,17.951,20.415,17.951,20.415,22
32,1.782,15.57,22.434,15.57,22.434,38
32,1.591,41.687,24.835,41.687,24.835,37
32,1.857,41.754,25.743,41.754,25.743,33
32,2.514,29.888,17.847,29.888,17.847,20
33,3.172,19.719,40.915,19.719,40.915,12
33,1.178,31.645,39.671,31.645,39.671,15
33,1.188,49.367,40.33,49.367,40.33,30
33,2.27,31.442,41.934,31.442,41.934,11
33,1.156,48.333,43.087,48.333,43.087,5
33,1.963,21.394,43.428,21.394,43.428,44
33,2.663,6.177,46.212,6.177,46.212,50
33,2.886,33.395,47.358,33.395,47.358,4
33,1.432,9.746,38.491,9.746,38.491,14
33,1.167,48.3,47.108,48.3,47.108,41
33,1.846,2.333,48.045,2.333,48.045,32
33,2.536,11.733,46.184,11.733,46.184,13
33,2.811,11.413,37.325,11.413,37.325,29
33,1.825,29.167,40.351,29.167,40.351,1
33,1.316,17.437,30.83,17.437,30.83,24
33,2.567,13.682,9.125,13.682,9.125,54
33,3.055,4.741,9.829,4.741,9.829,0
33,2.472,35.288,15.303,35.288,15.303,17
33,2.525,29.854,17.822,29.854,17.822,20
33,1.804,31.328,18.96,31.328,18.96,21
33,1.326,17.994,20.436,17.994,20.436,22
33,1.676,15.586,22.404,15.586,22.404,38
33,1.538,42.003,24.632,42.003,24.632,37
33,1.814,41.863,25.68,41.863,25.68,33
33,1.188,14.883,19.288,14.883,19.288,19
34,3.193,19.719,40.867,19.719,40.867,12
34,1.135,31.696,39.579,31.696,39.579,15
34,1.167,49.331,40.56,49.331,40.56,30
34,1.156,28.184,40.943,28.184,40.943,1
34,2.143,31.493,41.951,31.493,41.951,11
34,1.061,48.267,43.289,48.267,43.289,5
34,2.78,33.398,47.361,33.398,47.361,4
34,2.61,11.402,46.722,11.402,46.722,13
34,2.578,6.312,46.194,6.312,46.194,50
34,1.167,48.287,47.196,48.287,47.196,41
34,1.846,2.387,47.909,2.387,47.909,32
34,1.464,9.656,38.661,9.656,38.661,14
34,1.878,22.564,43.096,22.564,43.096,44
34,2.843,11.285,37.68,11.285,37.68,29
34,2.525,29.919,17.819,29.919,17.819,20
34,1.4,17.607,31.078,17.607,31.078,24
34,1.188,15.125,8.445,15.125,8.445,54
34,2.96,4.781,9.849,4.781,9.849,0
34,1.793,31.411,18.978,31.411,18.978,21
34,2.461,35.269,15.308,35.269,15.308,17
34,1.125,24.83,19.219,24.83,19.219,56
34,1.422,18.049,20.454,18.049,20.454,22
34,1.75,15.583,22.305,15.583,22.305,38
34,1.475,42.012,24.614,42.012,24.614,37
34,1.857,41.872,25.669,41.872,25.669,33
34,1.231,14.89,19.305,14.89,19.305,19
35,1.496,9.43,39.048,9.43,39.048,14
35,2.281,31.432,42.068,31.432,42.068,11
35,3.225,19.708,40.844,19.708,40.844,12
35,2.048,29.218,40.299,29.218,40.299,1
35,1.114,31.365,39.848,31.365,39.848,15
35,1.061,49.173,40.383,49.173,40.383,30
35,1.761,8.975,48.47,8.975,48.47,50
35,1.782,2.314,47.814,2.314,47.814,32
35,1.952,23.828,42.997,23.828,42.997,44
35,2.79,33.438,47.382,33.438,47.382,4
35,2.652,11.035,47.276,11.035,47.276,13
35,2.811,6.239,46.216,6.239,46.216,3
35,1.231,48.216,47.306,48.216,47.306,41
35,2.928,11.217,38.062,11.217,38.062,29
35,1.103,48.246,43.274,48.246,43.274,5
35,2.546,29.944,17.847,29.944,17.847,20
35,1.411,17.844,31.582,17.844,31.582,24
35,1.56,30.777,1.498,30.777,1.498,58
35,1.316,15.207,8.423,15.207,8.423,54
35,1.464,6.034,10.207,6.034,10.207,16
35,1.464,3.309,9.413,3.309,9.413,0
35,1.804,31.387,19.025,31.387,19.025,21
35,2.44,34.948,15.305,34.948,15.305,17
35,1.804,15.554,22.216,15.554,22.216,38
35,1.39,18.063,20.442,18.063,20.442,22
35,1.963,41.881,25.629,41.881,25.629,33
35,1.316,14.902,19.322,14.902,19.322,19
35,2.281,23.807,19.215,23.807,19.215,56
36,1.4,9.561,39.053,9.561,39.053,14
36,1.602,20.1,39.567,20.1,39.567,60
36,1.782,8.957,48.416,8.957,48.416,50
36,1.146,49.239,40.238,49.239,40.238,30
36,1.178,30.778,40.23,30.778,40.23,15
36,1.178,28.231,40.912,28.231,40.912,1
36,1.549,19.32,42.118,19.32,42.118,12
36,2.26,31.728,42.106,31.728,42.106,11
36,2.769,11.199,38.526,11.199,38.526,29
36,2.727,33.477,47.345,33.477,47.345,4
36,2.695,6.314,46.187,6.314,46.187,3
36,2.695,10.759,47.644,10.759,47.644,13
36,1.082,48.252,47.302,48.252,47.302,41
36,1.75,2.248,47.82,2.248,47.82,32
36,1.072,48.28,43.175,48.28,43.175,5
36,2.005,23.924,42.987,23.924,42.987,44
36,1.878,41.555,25.899,41.555,25.899,33
36,1.326,17.679,31.387,17.679,31.387,24
36,1.644,31.103,1.743,31.103,1.743,58
36,1.199,15.066,8.226,15.066,8.226,54
36,1.464,3.28,9.423,3.28,9.423,0
36,1.517,6.051,10.22,6.051,10.22,16
36,2.684,30.027,17.832,30.027,17.832,20
36,1.878,31.481,19.055,31.481,19.055,21
36,1.262,14.924,19.3,14.924,19.3,19
36,2.451,24.326,19.218,24.326,19.218,56
36,1.369,18.077,20.453,18.077,20.453,22
36,1.772,15.442,21.748,15.442,21.748,38
36,1.57,42.341,24.417,42.341,24.417,37
36,2.429,34.556,15.245,34.556,15.245,17
37,1.475,9.568,39.062,9.568,39.062,14
37,1.528,20.08,39.613,20.08,39.613,60
37,2.228,29.14,40.317,29.14,40.317,1
37,1.061,49.45,39.892,49.45,39.892,30
37,1.231,30.903,40.167,30.903,40.167,15
37,1.56,19.31,42.167,19.31,42.167,12
37,2.154,31.859,42.138,31.859,42.138,11
37,2.578,6.245,46.219,6.245,46.219,3
37,1.867,24.225,43.028,24.225,43.028,44
37,2.843,33.513,47.425,33.513,47.425,4
37,2.578,10.759,47.567,10.759,47.567,13
37,1.209,48.216,47.423,48.216,47.423,41
37,1.697,2.207,47.814,2.207,47.814,32
37,2.758,11.16,38.654,11.16,38.654,29
37,1.719,8.933,48.298,8.933,48.298,50
37,1.379,17.769,31.543,17.769,31.543,24
37,1.581,42.482,24.396,42.482,24.396,37
37,1.125,33.74,1.068,33.74,1.068,61
37,1.634,31.727,2.182,31.727,2.182,58
37,1.146,15.331,7.976,15.331,7.976,54
37,1.422,3.356,9.457,3.356,9.457,0
37,1.878,41.528,25.95,41.528,25.95,33
37,2.461,34.402,15.086,34.402,15.086,17
37,2.589,29.931,17.832,29.931,17.832,20
37,1.284,14.98,19.284,14.98,19.284,19
37,1.857,31.433,19.021,31.433,19.021,21
37,2.44,24.676,19.236,24.676,19.236,56
37,1.496,18.182,20.448,18.182,20.448,22
37,1.697,15.435,21.708,15.435,21.708,38
37,1.591,6.096,10.236,6.096,10.236,16
38,1.581,20.14,39.467,20.14,39.467,60
38,1.05,49.524,39.867,49.524,39.867,30
38,1.188,31.145,40.034,31.145,40.034,15
38,1.199,28.012,41.038,28.012,41.038,1
38,1.613,19.353,42.052,19.353,42.052,12
38,2.26,31.759,42.141,31.759,42.141,11
38,1.082,48.482,42.624,48.482,42.624,5
38,2.631,6.3,46.191,6.3,46.191,3
38,1.899,24.329,43.019,24.329,43.019,44
38,2.843,33.497,47.488,33.497,47.488,4
38,4.328,9.976,47.946,9.976,47.946,13
38,1.22,48.212,47.382,48.212,47.382,41
38,1.729,2.251,48.034,2.251,48.034,32
38,1.39,9.369,39.32,9.369,39.32,14
38,2.758,11.162,38.764,11.162,38.764,29
38,1.878,41.59,25.94,41.59,25.94,33
38,1.358,17.863,31.688,17.863,31.688,24
38,1.581,31.87,2.356,31.87,2.356,58
38,1.188,15.475,7.754,15.475,7.754,54
38,1.485,3.307,9.416,3.307,9.416,0
38,1.591,6.12,10.273,6.12,10.273,16
38,2.398,34.443,14.983,34.443,14.983,17
38,1.835,31.25,18.981,31.25,18.981,21
38,1.411,15.306,19.413,15.306,19.413,19
38,2.345,24.745,19.338,24.745,19.338,56
38,1.411,18.491,20.554,18.491,20.554,22
38,1.75,15.477,21.781,15.477,21.781,38
38,1.443,42.56,24.361,42.56,24.361,37
38,2.578,29.893,17.879,29.893,17.879,20
39,1.613,19.36,42.004,19.36,42.004,12
39,1.57,20.139,39.409,20.139,39.409,60
39,1.029,49.72,39.538,49.72,39.538,30
39,1.411,9.249,39.525,9.249,39.525,14
39,1.22,31.474,39.785,31.474,39.785,15
39,1.209,27.948,41.085,27.948,41.085,1
39,1.114,48.562,42.332,48.562,42.332,5
39,2.886,11.12,38.804,11.12,38.804,29
39,1.867,23.935,42.97,23.935,42.97,44
39,2.949,33.473,47.444,33.473,47.444,4
39,2.663,6.302,46.197,6.302,46.197,3
39,1.22,48.147,47.457,48.147,47.457,41
39,2.61,10.6,47.853,10.6,47.853,13
39,1.676,2.259,48.096,2.259,48.096,32
39,2.185,31.825,42.106,31.825,42.106,11
39,1.411,17.9,31.753,17.9,31.753,24
39,1.697,8.924,48.308,8.924,48.308,50
39,1.857,41.609,25.856,41.609,25.856,33
39,1.029,34.375,1.31,34.375,1.31,61
39,1.517,32.435,2.753,32.435,2.753,58
39,1.167,15.785,7.611,15.785,7.611,54
39,2.96,4.689,9.857,4.689,9.857,0
39,2.567,29.929,17.865,29.929,17.865,20
39,1.793,31.349,19.01,31.349,19.01,21
39,1.4,15.48,19.508,15.48,19.508,19
39,2.483,24.985,19.363,24.985,19.363,56
39,1.825,15.407,21.789,15.407,21.789,38
39,1.432,18.778,20.635,18.778,20.635,22
39,2.514,34.188,14.891,34.188,14.891,17
40,2.822,10.986,39.807,10.986,39.807,29
40,1.114,49.829,39.127,49.829,39.127,30
40,1.56,20.123,39.376,20.123,39.376,60
40,1.411,9.023,39.742,9.023,39.742,14
40,1.209,31.768,39.557,31.768,39.557,15
40,1.241,27.887,41.122,27.887,41.122,1
40,1.613,19.384,41.977,19.384,41.977,12
40,1.91,23.897,42.971,23.897,42.971,44
40,2.196,31.916,42.065,31.916,42.065,11
40,2.811,33.448,47.357,33.448,47.357,4
40,2.716,6.354,46.205,6.354,46.205,3
40,1.199,48.27,47.249,48.27,47.249,41
40,4.318,9.861,48.037,9.861,48.037,13
40,1.39,18.073,31.983,18.073,31.983,24
40,1.093,48.633,41.96,48.633,41.96,5
40,1.835,41.554,25.869,41.554,25.869,33
40,1.782,2.199,48.061,2.199,48.061,32
40,1.464,18.806,20.612,18.806,20.612,22
40,1.496,32.544,2.972,32.544,2.972,58
40,1.241,15.745,7.289,15.745,7.289,54
40,1.538,3.283,9.427,3.283,9.427,0
40,1.549,6.029,10.222,6.029,10.222,16
40,2.493,29.898,17.908,29.898,17.908,20
40,1.846,31.418,19.017,31.418,19.017,21
40,1.369,15.553,19.522,15.553,19.522,19
40,1.199,23.772,19.204,23.772,19.204,56
40,1.156,26.303,19.518,26.303,19.518,63
40,1.74,15.385,21.744,15.385,21.744,38
40,2.461,34.135,14.875,34.135,14.875,17
41,1.061,50.137,38.933,50.137,38.933,30
41,2.79,11.061,40.655,11.061,40.655,29
41,1.634,20.111,39.324,20.111,39.324,60
41,1.061,32.025,39.312,32.025,39.312,15
41,1.517,8.876,40.115,8.876,40.115,14
41,1.252,27.882,41.135,27.882,41.135,1
41,1.178,48.859,41.655,48.859,41.655,5
41,1.867,24.093,42.998,24.093,42.998,44
41,2.154,31.977,42.116,31.977,42.116,11
41,2.673,33.366,46.859,33.366,46.859,4
41,2.663,6.311,46.199,6.311,46.199,3
41,1.262,48.133,47.483,48.133,47.483,41
41,4.244,9.711,48.044,9.711,48.044,13
41,1.337,18.072,31.981,18.072,31.981,24
41,1.581,19.395,41.91,19.395,41.91,12
41,1.804,2.353,47.923,2.353,47.923,32
41,1.867,41.451,25.964,41.451,25.964,33
41,1.422,18.846,20.597,18.846,20.597,22
41,1.453,43.096,24.076,43.096,24.076,37
41,1.496,32.677,3.143,32.677,3.143,58
41,1.464,3.247,9.431,3.247,9.431,0
41,1.464,6.003,10.226,6.003,10.226,16
41,2.493,14.759,8.098,14.759,8.098,54
41,2.589,29.903,17.867,29.903,17.867,20
41,1.804,31.53,19.008,31.53,19.008,21
41,1.422,15.535,19.532,15.535,19.532,19
41,1.188,24.075,19.221,24.075,19.221,56
41,1.061,26.682,19.471,26.682,19.471,63
41,1.729,15.325,21.632,15.325,21.632,38
41,2.493,34.01,14.87,34.01,14.87,17
42,1.262,27.854,41.169,27.854,41.169,1
42,1.146,50.331,38.63,50.331,38.63,30
42,2.864,11.083,41.18,11.083,41.18,29
42,1.57,20.113,39.533,20.113,39.533,60
42,1.411,8.534,40.315,8.534,40.315,14
42,1.103,48.907,41.346,48.907,41.346,5
42,1.613,19.336,42.073,19.336,42.073,12
42,1.666,8.393,48.488,8.393,48.488,50
42,1.931,24.374,43.049,24.374,43.049,44
42,2.663,33.316,46.671,33.316,46.671,4
42,4.477,4.875,46.601,4.875,46.601,3
42,1.22,48.303,47.234,48.303,47.234,41
42,2.451,10.373,47.683,10.373,47.683,13
42,2.366,31.917,42.109,31.917,42.109,11
42,1.379,18.299,32.317,18.299,32.317,24
42,1.432,3.206,9.389,3.206,9.389,0
42,1.347,18.931,20.619,18.931,20.619,22
42,1.528,32.868,3.175,32.868,3.175,58
42,1.04,35.936,2.57,35.936,2.57,61
42,1.199,15.954,6.953,15.954,6.953,54
42,1.549,5.944,10.223,5.944,10.223,16
42,1.92,41.162,26.175,41.162,26.175,33
42,2.525,29.893,17.912,29.893,17.912,20
42,1.793,31.656,19.022,31.656,19.022,21
42,1.369,15.615,19.558,15.615,19.558,19
42,1.188,24.199,19.201,24.199,19.201,56
42,1.093,26.766,19.53,26.766,19.53,63
42,1.825,15.269,21.51,15.269,21.51,38
42,2.398,34.045,14.766,34.045,14.766,17
43,2.875,11.224,41.821,11.224,41.821,29
43,1.146,32.335,38.957,32.335,38.957,15
43,1.613,20.123,39.492,20.123,39.492,60
43,1.517,8.451,40.391,8.451,40.391,14
43,1.156,49.007,41.022,49.007,41.022,5
43,1.209,27.887,41.165,27.887,41.165,1
43,1.581,19.337,42.056,19.337,42.056,12
43,1.825,2.805,46.933,2.805,46.933,32
43,1.878,24.31,43.169,24.31,43.169,44
43,2.642,33.207,46.208,33.207,46.208,4
43,1.114,50.407,38.331,50.407,38.331,30
43,2.748,6.325,46.243,6.325,46.243,3
43,1.114,48.384,47.027,48.384,47.027,41
43,2.451,10.6,47.343,10.6,47.343,13
43,2.238,31.882,42.102,31.882,42.102,11
43,1.422,17.787,31.567,17.787,31.567,24
43,1.05,36.263,2.824,36.263,2.824,61
43,1.634,33.01,3.35,33.01,3.35,58
43,1.188,16.24,6.692,16.24,6.692,54
43,1.931,40.974,26.335,40.974,26.335,33
43,1.422,3.132,9.374,3.132,9.374,0
43,1.56,5.906,10.21,5.906,10.21,16
43,2.504,33.616,14.581,33.616,14.581,17
43,2.557,29.988,17.915,29.988,17.915,20
43,1.761,31.838,19.017,31.838,19.017,21
43,1.316,15.682,19.579,15.682,19.579,19
43,1.167,24.257,19.192,24.257,19.192,56
43,1.178,26.877,19.595,26.877,19.595,63
43,1.761,15.312,21.57,15.312,21.57,38
43,1.39,18.882,20.604,18.882,20.604,22
44,1.167,49.109,40.846,49.109,40.846,5
44,2.398,29.098,40.357,29.098,40.357,1
44,3.193,19.733,40.728,19.733,40.728,60
44,2.992,11.493,42.888,11.493,42.888,29
44,1.082,50.509,38.267,50.509,38.267,30
44,1.369,17.855,31.649,17.855,31.649,24
44,1.061,32.547,38.806,32.547,38.806,15
44,2.26,31.864,42.082,31.864,42.082,11
44,1.57,8.305,40.501,8.305,40.501,14
44,2.673,33.141,45.49,33.141,45.49,4
44,2.737,6.131,46.287,6.131,46.287,3
44,1.209,48.308,47.087,48.308,47.087,41
44,2.472,10.794,47.046,10.794,47.046,13
44,1.888,2.289,48.018,2.289,48.018,32
44,1.697,8.249,48.425,8.249,48.425,50
44,1.888,41.145,26.146,41.145,26.146,33
44,1.888,24.395,43.276,24.395,43.276,44
44,1.379,18.849,20.628,18.849,20.628,22
44,1.687,43.477,23.883,43.477,23.883,37
44,1.719,33.225,3.494,33.225,3.494,58
44,1.125,36.365,2.948,36.365,2.948,61
44,1.464,3.077,9.382,3.077,9.382,0
44,1.538,5.832,10.207,5.832,10.207,16
44,1.156,16.42,6.274,16.42,6.274,54
44,2.472,29.876,17.855,29.876,17.855,20
44,1.857,32.202,19.071,32.202,19.071,21
44,1.316,15.585,19.543,15.585,19.543,19
44,1.273,24.392,19.226,24.392,19.226,56
44,1.135,26.954,19.442,26.954,19.442,63
44,1.782,15.243,21.451,15.243,21.451,38
44,2.461,33.37,14.556,33.37,14.556,17
44,1.008,34.073,1.105,34.073,1.105,65
45,1.05,50.304,38.401,50.304,38.401,30
45,2.811,11.579,43.312,11.579,43.312,29
45,1.082,32.775,38.493,32.775,38.493,15
45,3.236,19.709,40.731,19.709,40.731,60
45,1.199,48.927,41.093,48.927,41.093,5
45,1.284,27.825,41.177,27.825,41.177,1
45,2.44,10.648,47.108,10.648,47.108,13
45,2.238,31.898,42.052,31.898,42.052,11
45,2.705,33.117,45.155,33.117,45.155,4
45,1.963,24.301,43.356,24.301,43.356,44
45,2.62,6.118,46.268,6.118,46.268,3
45,1.22,48.216,47.28,48.216,47.28,41
45,1.75,8.084,48.335,8.084,48.335,50
45,1.347,17.97,31.783,17.97,31.783,24
45,1.761,2.259,48.132,2.259,48.132,32
45,1.528,7.987,42.156,7.987,42.156,14
45,1.857,41.566,25.895,41.566,25.895,33
45,1.422,3.053,9.356,3.053,9.356,0
45,1.549,43.855,23.761,43.855,23.761,37
45,1.029,34.486,1.273,34.486,1.273,65
45,1.082,36.745,3.195,36.745,3.195,61
45,1.178,16.556,6.128,16.556,6.128,54
45,1.57,33.714,3.772,33.714,3.772,58
45,2.483,33.144,14.463,33.144,14.463,17
45,2.631,29.937,17.836,29.937,17.836,20
45,1.846,32.511,19.194,32.511,19.194,21
45,1.22,15.297,19.402,15.297,19.402,19
45,2.461,26.153,19.397,26.153,19.397,63
45,1.729,15.064,21.245,15.064,21.245,38
45,1.379,18.449,20.543,18.449,20.543,22
45,1.57,5.838,10.189,5.838,10.189,16
46,1.125,32.736,38.499,32.736,38.499,15
46,1.061,50.079,38.672,50.079,38.672,30
46,3.268,19.697,40.894,19.697,40.894,60
46,1.135,48.754,41.399,48.754,41.399,5
46,1.22,27.868,41.171,27.868,41.171,1
46,2.684,11.657,43.602,11.657,43.602,29
46,1.506,7.33,42.807,7.33,42.807,14
46,1.888,24.433,43.095,24.433,43.095,44
46,2.78,32.83,44.621,32.83,44.621,4
46,2.727,6.266,46.237,6.266,46.237,3
46,1.178,48.277,47.193,48.277,47.193,41
46,1.782,8.163,48.243,8.163,48.243,50
46,2.366,10.803,46.957,10.803,46.957,13
46,2.196,31.974,41.981,31.974,41.981,11
46,1.39,18.077,31.949,18.077,31.949,24
46,1.687,2.284,48.142,2.284,48.142,32
46,1.485,43.915,23.791,43.915,23.791,37
46,1.952,41.566,25.889,41.566,25.889,33
46,2.143,35.839,2.428,35.839,2.428,61
46,1.538,33.845,3.851,33.845,3.851,58
46,1.22,16.744,5.989,16.744,5.989,54
46,1.432,2.971,9.35,2.971,9.35,0
46,2.398,32.905,14.383,32.905,14.383,17
46,1.506,5.758,10.164,5.758,10.164,16
46,1.761,14.936,21.139,14.936,21.139,38
46,1.082,27.776,19.645,27.776,19.645,63
46,1.146,25.148,19.278,25.148,19.278,56
46,1.411,17.959,20.416,17.959,20.416,22
46,1.146,15.037,19.271,15.037,19.271,19
46,2.546,30.074,17.84,30.074,17.84,20
46,1.825,32.858,19.243,32.858,19.243,21
47,2.238,31.8,41.883,31.8,41.883,11
47,1.125,49.656,39.43,49.656,39.43,30
47,1.623,20.097,39.627,20.097,39.627,60
47,2.345,29.034,40.389,29.034,40.389,1
47,2.758,11.687,43.519,11.687,43.519,29
47,1.591,19.317,42.201,19.317,42.201,12
47,1.231,48.452,42.194,48.452,42.194,5
47,2.864,32.73,44.458,32.73,44.458,4
47,1.888,24.39,43.082,24.39,43.082,44
47,2.578,6.185,46.232,6.185,46.232,3
47,1.146,48.234,47.238,48.234,47.238,41
47,1.782,8.342,47.988,8.342,47.988,50
47,2.567,11.229,46.937,11.229,46.937,13
47,1.782,2.332,48.16,2.332,48.16,32
47,1.475,7.054,43.183,7.054,43.183,14
47,1.422,17.883,31.661,17.883,31.661,24
47,1.888,41.475,25.913,41.475,25.913,33
47,1.135,37.105,3.575,37.105,3.575,61
47,1.623,34.207,4.083,34.207,4.083,58
