,frame,Area,X,Y,x,y,particle,squared displacement,dt,vx,vy,speed
46,6,6.09,37.207,29.782,37.207,29.782,15,2.907533000000003,3.0,0.0946526736631687,-0.1417291354322838,0.17042968186900118
47,6,2.589,52.793,27.246,52.793,27.246,6,0.11947699999999951,1.0,0.02758620689655135,0.05817091454272835,0.06438054139005622
48,6,1.963,4.198,18.413,4.198,18.413,7,2.7569889999999972,1.0,0.012893553223388352,-0.011994002998500494,0.017609651406327923
49,6,3.215,38.324,15.754,38.324,15.754,8,0.10562500000000184,1.0,-0.017091454272864216,-0.004797601199400304,0.017752036120679108
50,6,7.479,54.268,19.419,54.268,19.419,9,0.025344999999999954,1.0,0.042878560719640385,-0.5643178410794596,0.565944517360112
51,6,1.623,53.565,14.121,53.565,14.121,0,0.06840999999999946,1.0,-0.30344827586206913,-0.5751124437781112,0.6502577789708429
52,6,1.347,54.206,10.496,54.206,10.496,13,0.1375249999999997,1.0,0.12623688155922233,-0.6833583208395801,0.6949203874736212
53,7,8.965,48.7,43.952,48.7,43.952,5,5.07546,1.0,0.02188905547226399,-0.11454272863568365,0.11661546823974818
54,7,9.845,20.729,44.646,20.729,44.646,12,14.163137000000026,1.0,-0.14272863568215866,0.08485757121439318,0.16604900131014394
55,7,4.159,19.808,40.765,19.808,40.765,10,0.40530099999999925,1.0,0.002698650674662771,-0.013493253373313854,0.013760472450475804
56,7,6.143,37.464,29.546,37.464,29.546,15,4.185332000000001,1.0,0.07706146926536668,-0.07076461769115462,0.10462361665662455
57,7,2.61,52.892,27.317,52.892,27.317,6,0.19936900000000182,1.0,0.029685157421290482,0.021289355322339283,0.03653005914541631
58,7,5.23,54.103,21.4,54.103,21.4,9,3.3562249999999967,1.0,-0.04947526236881534,0.5940029985007491,0.5960598659651093
59,7,1.973,4.29,18.353,4.29,18.353,7,3.1331249999999935,1.0,0.027586206896551616,-0.01799100449775074,0.03293440531993009
60,7,3.14,38.292,15.753,38.292,15.753,8,0.1274499999999995,1.0,-0.009595202398799543,-0.00029985007496235257,0.00959988641294174
61,7,1.676,53.555,14.42,53.555,14.42,0,0.00149299999999999,1.0,-0.002998500749624591,0.08965517241379295,0.08970530055293523
62,7,1.485,54.177,10.783,54.177,10.783,13,0.006905000000000013,1.0,-0.008695652173914083,0.08605697151424259,0.0864951831776363
63,8,9.845,20.171,45.074,20.171,45.074,12,19.78268500000002,1.0,-0.16731634182908542,0.1283358320839572,0.21086688701583522
64,8,4.191,19.777,40.854,19.777,40.854,10,0.29418500000000125,1.0,-0.009295352323837724,0.02668665667166376,0.02825917937831053
65,8,4.424,48.389,45.365,48.389,45.365,5,0.6707859999999926,1.0,-0.09325337331334331,0.4236881559220401,0.43382928105758
66,8,6.238,37.77,29.257,37.77,29.257,15,6.055349000000007,1.0,0.09175412293853208,-0.0866566716641673,0.12620696422991307
67,8,1.57,53.592,14.262,53.592,14.262,0,0.016335999999999542,1.0,0.011094452773612904,-0.047376311844077805,0.048658008655238186
68,8,7.872,54.238,19.831,54.238,19.831,9,0.06727700000000027,1.0,0.04047976011993944,-0.4704647676161916,0.47220303741878344
69,8,1.475,54.21,10.649,54.21,10.649,13,0.04793000000000043,1.0,0.009895052473763493,-0.04017991004497761,0.041380396743881345
70,8,1.941,4.329,18.32,4.329,18.32,7,3.316184999999995,1.0,0.011694152923538141,-0.009895052473763493,0.015318788335166351
71,8,2.769,53.008,27.56,53.008,27.56,6,0.5123200000000009,1.0,0.03478260869565207,0.07286356821589161,0.08073988754529413
72,8,3.14,38.111,15.758,38.111,15.758,8,0.2894600000000041,1.0,-0.05427286356821724,0.0014992503748122955,0.054293567497270774
73,9,4.159,19.77,40.842,19.77,40.842,10,0.30416000000000115,1.0,-0.002098950524738066,-0.0035982008995503615,0.004165650371649453
74,9,9.898,19.509,45.461,19.509,45.461,12,27.165652000000016,1.0,-0.19850074962518713,0.11604197901049489,0.22993105160989752
75,9,8.763,48.806,43.825,48.806,43.825,5,5.734624999999974,1.0,0.12503748125936867,-0.4617691154422786,0.4783984612182939
76,9,6.164,37.913,29.144,37.913,29.144,15,6.959545,1.0,0.042878560719638255,-0.033883058470765545,0.0546500925957223
77,9,2.652,53.139,27.832,53.139,27.832,6,1.0356250000000051,1.0,0.039280359820090024,0.0815592203898057,0.09052542790944786
78,9,1.952,4.449,18.272,4.449,18.272,7,3.7882169999999995,1.0,0.03598200899550228,-0.014392803598201446,0.0387538097065154
79,9,3.257,38.083,15.728,38.083,15.728,8,0.3210320000000028,1.0,-0.008395802098950134,-0.00899550224887537,0.01230481830805548
80,9,7.808,54.224,19.934,54.224,19.934,9,0.13104400000000135,1.0,-0.004197901049476132,0.03088455772113989,0.031168546306358506
81,9,1.623,53.566,14.309,53.566,14.309,0,0.005653000000000083,1.0,-0.007796101949024362,0.014092953523238028,0.016105605999394392
82,9,1.432,54.228,10.694,54.228,10.694,13,0.03179299999999998,1.0,0.005397301349325542,0.013493253373313854,0.01453267863994374
83,10,4.116,19.792,40.773,19.792,40.773,10,0.3892849999999968,1.0,0.006596701649176018,-0.020689655172412447,0.021715853743327126
84,10,4.371,48.415,45.38,48.415,45.38,5,0.6468569999999919,1.0,-0.1172413793103443,0.46626686656671656,0.4807809603972856
85,10,9.845,19.135,45.692,19.135,45.692,12,31.918653000000013,1.0,-0.11214392803598164,0.06926536731634232,0.13181028679434414
86,10,2.79,53.619,28.767,53.619,28.767,6,4.27825,1.0,0.14392803598200807,0.28035982008995464,0.3151458523644408
87,10,6.227,38.147,28.836,38.147,28.836,15,9.149265000000005,1.0,0.07016491754122992,-0.09235382308845572,0.11598424157022957
88,10,5.22,54.026,21.894,54.026,21.894,9,5.430887999999993,1.0,-0.0593703148425767,0.5877061469265359,0.5906973416393049
89,10,1.941,4.544,18.261,4.544,18.261,7,4.123204999999997,1.0,0.028485757121439206,-0.0032983508245874762,0.02867607847917287
90,10,3.225,37.881,15.676,37.881,15.676,8,0.5959080000000009,1.0,-0.06056971514242824,-0.015592203898050855,0.06254444191799374
91,10,1.496,53.56,14.4,53.56,14.4,0,0.0004680000000000355,1.0,-0.0017991004497751807,0.02728635682158953,0.02734560350446643
92,10,1.443,54.139,10.82,54.139,10.82,13,0.0038799999999994794,1.0,-0.02668665667166376,0.0377811094452772,0.04625570100244152
93,11,4.053,19.813,40.675,19.813,40.675,10,0.5237060000000033,1.0,0.006296851574212067,-0.02938530734632866,0.03005239803386502
94,11,9.877,18.947,45.872,18.947,45.872,12,34.794325000000036,1.0,-0.05637181409295424,0.053973013493253286,0.07804401072262686
95,11,2.207,32.796,36.267,32.796,36.267,23,0.0,,,,
96,11,8.71,48.629,44.045,48.629,44.045,5,4.630545999999982,1.0,0.0641679160419786,-0.40029985007496277,0.40541027542380825
97,11,2.78,53.697,28.892,53.697,28.892,6,4.906449000000006,1.0,0.023388305847077347,0.037481259370314844,0.04417983311853098
98,11,1.379,54.164,10.752,54.164,10.752,13,0.01328499999999963,1.0,0.007496251874062543,-0.02038980509745116,0.021724132757636874
99,11,1.602,53.576,14.403,53.576,14.403,0,0.0012249999999999603,1.0,0.004797601199399771,0.0008995502248875904,0.004881205576041377
100,11,7.808,54.221,20.051,54.221,20.051,9,0.22944999999999924,1.0,0.05847076461768911,-0.552623688155922,0.555708350689488
101,11,3.268,37.758,15.675,37.758,15.675,8,0.8001219999999967,1.0,-0.03688155922038907,-0.00029985007496235257,0.036882778102991655
102,11,6.037,38.395,28.603,38.395,28.603,15,11.30263400000001,1.0,0.07436281859070605,-0.06986506746626596,0.1020340945018877
103,11,1.91,4.611,18.212,4.611,18.212,7,4.466996999999996,1.0,0.020089955022488806,-0.014692653673163265,0.024889362482095462
104,12,9.835,18.511,46.049,18.511,46.049,12,40.54500000000004,1.0,-0.13073463268365815,0.0530734632683657,0.1410969053035168
105,12,8.774,48.773,43.753,48.773,43.753,5,6.053401999999991,1.0,0.043178410794604334,-0.08755622188905596,0.09762411152083897
106,12,4.063,19.757,40.735,19.757,40.735,10,0.42344200000000104,1.0,-0.016791604197900267,0.017991004497751806,0.02460963661611174
107,12,2.175,32.713,36.37,32.713,36.37,23,0.017497999999998588,1.0,-0.02488755622188858,0.03088455772113776,0.039664169729466854
108,12,2.673,53.683,28.917,53.683,28.917,6,4.978466000000009,1.0,-0.004197901049476132,0.007496251874063608,0.008591633452411419
109,12,6.058,38.616,28.341,38.616,28.341,15,13.724616999999997,1.0,0.0662668665667156,-0.07856071964018005,0.10277686643867803
110,12,5.103,53.983,21.989,53.983,21.989,9,5.899970000000008,1.0,-0.07136431784107933,0.5811094452773621,0.5854750662935921
111,12,1.888,4.853,18.066,4.853,18.066,7,5.739712999999997,1.0,0.07256371814092953,-0.04377811094452798,0.0847467768608793
112,12,3.225,37.912,15.669,37.912,15.669,8,0.5503940000000026,1.0,0.0461769115442268,-0.0017991004497751807,0.04621194566550652
113,12,3.055,53.872,12.588,53.872,12.588,0,3.3234120000000007,1.0,0.08875562218890536,-0.5442278860569719,0.5514177657930329
114,13,4.106,19.791,40.774,19.791,40.774,10,0.38771299999999903,1.0,0.010194902548725314,0.011694152923538674,0.015514162902880517
115,13,8.837,48.83,43.575,48.83,43.575,5,6.996976999999972,1.0,0.017091454272862086,-0.05337331334332752,0.05604309401171887
116,13,9.888,18.034,46.352,18.034,46.352,12,48.026610000000026,1.0,-0.14302848575712154,0.09085457271364236,0.16944527470824805
117,13,4.286,33.602,35.039,33.602,35.039,23,2.1576199999999996,1.0,0.2665667166416779,-0.3991004497751112,0.4799364368661966
118,13,6.09,38.904,28.051,38.904,28.051,15,16.906937000000035,1.0,0.08635682158920654,-0.08695652173913125,0.12255177398943704
119,13,5.22,53.989,21.876,53.989,21.876,9,5.363641000000009,1.0,0.0017991004497751807,-0.033883058470764484,0.03393078858148785
120,13,1.835,4.913,18.059,4.913,18.059,7,6.0006399999999935,1.0,0.017991004497751272,-0.0020989505247370004,0.018113029457917863
121,13,3.321,37.8,15.629,37.8,15.629,8,0.7364260000000064,1.0,-0.033583208395802665,-0.011994002998501027,0.03566073462625191
122,13,1.538,53.594,14.311,53.594,14.311,0,0.007156999999999904,1.0,-0.08335832083957982,0.51664167916042,0.5233232598489128
123,13,1.453,54.129,10.76,54.129,10.76,13,0.013939999999999932,2.0,-0.005247376311844632,0.0011994002998499428,0.005382705568521123
124,13,2.695,53.738,28.988,53.738,28.988,6,5.378932,1.0,0.016491754122938445,0.021289355322338218,0.02692980883876133
125,14,4.328,33.401,35.11,33.401,35.11,23,1.7046740000000131,1.0,-0.06026986506746429,0.021289355322338218,0.06391942807387377
126,14,4.127,19.773,40.816,19.773,40.816,10,0.3331249999999971,1.0,-0.005397301349325542,0.012593703148426264,0.013701540820145481
127,14,2.737,53.919,29.106,53.919,29.106,6,6.289861000000002,1.0,0.05427286356821511,0.035382308845577845,0.06478774188948051
128,14,8.763,48.797,43.575,48.797,43.575,5,6.969289999999972,1.0,-0.009895052473763493,0.0,0.009895052473763493
129,14,6.164,39.056,27.889,39.056,27.889,15,18.780336999999996,1.0,0.04557721139430103,-0.048575712143927745,0.06660992425134961
130,14,2.037,4.241,18.359,4.241,18.359,7,2.9833119999999917,1.0,-0.20149925037481278,0.08995502248875584,0.2206668393133958
131,14,3.204,38.011,15.645,38.011,15.645,8,0.4189249999999976,1.0,0.06326836581709314,0.004797601199400304,0.06345000465275008
132,14,1.496,53.552,14.328,53.552,14.328,0,0.0029320000000000114,1.0,-0.012593703148426264,0.005097451274362657,0.013586219801150837
133,14,2.652,53.333,23.82,53.333,23.82,9,18.839385000000004,1.0,-0.19670164917541194,0.5829085457271361,0.6152023337651211
134,14,4.031,6.575,10.459,6.575,10.459,27,0.0,,,,
135,14,1.358,54.192,10.609,54.192,10.609,13,0.0661699999999999,1.0,0.018890554722639397,-0.04527736131934027,0.049060090763991905
136,14,6.525,10.623,9.469,10.623,9.469,29,0.0,,,,
137,15,4.021,19.801,40.798,19.801,40.798,10,0.3638329999999973,1.0,0.008395802098950134,-0.005397301349325542,0.009980999686412518
138,15,6.525,48.946,42.658,48.946,42.658,5,12.737379999999973,1.0,0.044677661169415565,-0.27496251874063016,0.2785686273070973
139,15,9.813,17.737,46.65,17.737,46.65,12,53.75556100000005,2.0,-0.04452773613193412,0.044677661169415565,0.0630778304367252
140,15,2.249,48.358,46.943,48.358,46.943,30,0.0,,,,
141,15,4.307,33.519,34.883,33.519,34.883,23,2.4381849999999994,1.0,0.035382308845575715,-0.06806596701649079,0.07671299528198411
142,15,2.705,53.643,28.859,53.643,28.859,6,4.672530000000011,1.0,-0.08275862068965405,-0.0740629685157421,0.11105995049439667
143,15,6.185,39.275,27.715,39.275,27.715,15,21.23545,1.0,0.06566716641679196,-0.052173913043478105,0.08387069778819695
144,15,6.556,10.693,9.436,10.693,9.436,29,0.005989000000000005,1.0,0.020989505247376396,-0.00989505247376296,0.023204986403533266
145,15,1.369,54.236,10.668,54.236,10.668,13,0.04222900000000013,1.0,0.013193403298349905,0.017691154422788388,0.022069046998088867
146,15,4.106,6.533,10.456,6.533,10.456,27,0.0017729999999999853,1.0,-0.012593703148425731,-0.0008995502248875904,0.012625789068322166
147,15,1.581,53.641,14.236,53.641,14.236,0,0.029964999999999048,1.0,0.02668665667166376,-0.02758620689655135,0.038381980866685254
148,15,1.952,4.282,18.351,4.282,18.351,7,3.114592999999999,1.0,0.01229385307346338,-0.002398800599700951,0.01252569629637533
149,15,2.652,53.114,24.208,53.114,24.208,9,22.72459599999999,1.0,-0.06566716641679196,0.1163418290854567,0.13359490237340746
150,15,3.183,38.261,15.668,38.261,15.668,8,0.15793999999999858,1.0,0.07496251874062969,0.006896551724137837,0.07527909166311032
151,16,2.578,20.491,48.924,20.491,48.924,12,46.75580500000004,1.0,0.825787106446777,0.6818590704647679,1.0709136926703375
152,16,2.292,48.341,46.966,48.341,46.966,30,0.0008180000000000099,1.0,-0.005097451274361592,0.006896551724138902,0.00857592182673174
153,16,6.471,48.97,42.412,48.97,42.412,5,14.55975999999999,1.0,0.007196401799100723,-0.07376311844078028,0.07411333106103571
154,16,4.138,19.813,40.738,19.813,40.738,10,0.4406090000000001,1.0,0.0035982008995503615,-0.017991004497751806,0.018347296600634406
155,16,2.822,53.511,28.841,53.511,28.841,6,4.372290000000012,1.0,-0.03958020989505184,-0.005397301349325542,0.03994651270376165
156,16,4.339,33.494,34.873,33.494,34.873,23,2.430440000000016,1.0,-0.007496251874062543,-0.0029985007496267212,0.008073710355524169
157,16,1.358,54.287,10.512,54.287,10.512,13,0.13655199999999978,1.0,0.015292353823089036,-0.046776611694152564,0.04921287928008354
158,16,4.159,6.426,10.423,6.426,10.423,27,0.023496999999999976,1.0,-0.03208395802098957,-0.00989505247376296,0.03357517573671273
159,16,1.613,53.629,14.264,53.629,14.264,0,0.020484999999999424,1.0,-0.0035982008995503615,0.008395802098950134,0.009134360546763002
160,16,6.715,10.817,9.403,10.817,9.403,29,0.04199200000000018,1.0,0.03718140929535249,-0.00989505247376296,0.038475567060760094
161,16,1.91,4.332,18.314,4.332,18.314,7,3.338009999999996,1.0,0.014992503748125883,-0.011094452773612904,0.018651060317941597
162,16,2.695,52.945,24.842,52.945,24.842,9,29.40874099999999,1.0,-0.050674662668664744,0.190104947526237,0.19674301133848768
163,16,6.164,39.472,27.464,39.472,27.464,15,24.274640000000026,1.0,0.05907046476761701,-0.07526236881559258,0.09567520037918167
164,16,3.236,37.724,15.651,37.724,15.651,8,0.8662340000000078,1.0,-0.16101949025487441,-0.005097451274362657,0.16110015596340713
165,17,4.413,33.535,34.886,33.535,34.886,23,2.453281999999996,1.0,0.012293853073462315,0.003898050974514312,0.012897039380873068
166,17,4.169,19.76,40.806,19.76,40.806,10,0.33984400000000337,1.0,-0.015892053973012674,0.020389805097450628,0.025851528608443475
167,17,6.535,49.022,42.165,49.022,42.165,5,16.546744999999987,1.0,0.015592203898050855,-0.0740629685157421,0.07568645934222447
168,17,2.302,48.362,46.727,48.362,46.727,30,0.046672000000000505,1.0,0.006296851574213132,-0.07166416791604327,0.07194027594363617
169,17,2.705,53.675,28.957,53.675,28.957,6,5.124866,1.0,0.04917541229385139,0.03478260869565207,0.060233305089004714
170,17,6.217,39.682,27.222,39.682,27.222,15,27.534568000000014,1.0,0.0629685157421292,-0.07256371814092874,0.09607563252564577
171,17,2.737,52.867,24.974,52.867,24.974,9,31.023053000000008,1.0,-0.023388305847077347,0.03958020989505291,0.04597396943633296
172,17,6.62,11.077,9.416,11.077,9.416,29,0.20892500000000047,1.0,0.07796101949025482,0.0038980509745127137,0.07805840993358622
173,17,1.411,54.338,10.439,54.338,10.439,13,0.20697800000000077,1.0,0.015292353823089036,-0.02188905547226399,0.02670181332640905
174,17,2.483,54.825,13.353,54.825,13.353,0,2.6895700000000025,1.0,0.3586206896551739,-0.27316341829085444,0.450807111901639
175,17,4.042,6.382,10.417,6.382,10.417,27,0.03901300000000018,1.0,-0.01319340329835097,-0.0017991004497751807,0.01331550423458757
176,17,1.984,4.547,18.229,4.547,18.229,7,4.207399999999997,1.0,0.0644677661169415,-0.02548725637181435,0.06932310657689297
177,17,3.215,37.508,15.63,37.508,15.63,8,1.3172569999999957,1.0,-0.06476761619190224,-0.006296851574212599,0.06507299322245151
178,18,2.843,53.499,28.775,53.499,28.775,6,4.102794000000001,1.0,-0.05277361319340175,-0.05457271364317906,0.07591597541932271
179,18,4.403,33.825,34.414,33.825,34.414,23,4.492450000000013,1.0,0.0869565217391323,-0.14152923538230924,0.16610828137353442
180,18,4.159,19.73,40.874,19.73,40.874,10,0.2594879999999977,1.0,-0.008995502248875903,0.020389805097452758,0.022285942040255823
181,18,2.26,48.26,46.813,48.26,46.813,30,0.02650399999999862,1.0,-0.030584707646178072,0.0257871064467783,0.04000498969753221
182,18,6.387,49.014,42.259,49.014,42.259,5,15.790024999999982,1.0,-0.0023988005996988205,0.02818590704647712,0.028287799496421847
183,18,6.132,39.971,26.838,39.971,26.838,15,32.798564999999975,1.0,0.08665667166416623,-0.1151424287856073,0.14410814567733415
184,18,2.663,52.893,25.248,52.893,25.248,9,33.988537000000015,1.0,0.0077961019490264925,0.08215892053973041,0.08252797967873289
185,18,1.464,54.339,10.366,54.339,10.366,13,0.2749640000000004,1.0,0.0002998500749618199,-0.02188905547226399,0.021891109143561106
186,18,4.063,6.279,10.384,6.279,10.384,27,0.09324100000000005,1.0,-0.030884557721139357,-0.00989505247376296,0.03243097237347211
187,18,2.631,54.85,12.996,54.85,12.996,0,3.616199999999997,1.0,0.007496251874062543,-0.10704647676161899,0.10730862956554435
188,18,6.641,11.263,9.411,11.263,9.411,29,0.4129640000000007,1.0,0.055772113943028466,-0.001499250374812828,0.05579226151860602
189,18,3.278,37.121,15.581,37.121,15.581,8,2.364712999999996,1.0,-0.11604197901049489,-0.014692653673163797,0.1169684357620964
190,18,1.941,4.975,18.015,4.975,18.015,7,6.378643999999992,1.0,0.128335832083958,-0.0641679160419786,0.14348382224436412
191,19,6.143,40.563,26.119,40.563,26.119,15,44.33237000000003,1.0,0.17751124437781285,-0.21559220389805134,0.27926732759522466
192,19,2.313,48.226,46.813,48.226,46.813,30,0.03432399999999826,1.0,-0.010194902548725314,0.0,0.010194902548725314
193,19,4.138,19.723,40.869,19.723,40.869,10,0.2626339999999999,1.0,-0.002098950524738066,-0.0014992503748133606,0.0025794078761755003
194,19,4.36,33.751,34.547,33.751,34.547,23,3.8704250000000173,1.0,-0.02218890554722794,0.03988005997001366,0.04563733901747218
195,19,5.358,53.083,27.517,53.083,27.517,6,0.5096659999999988,1.0,-0.12473763118440898,-0.37721139430284834,0.3973007835700762
196,19,6.514,49.008,42.255,49.008,42.255,5,15.814036999999965,1.0,-0.0017991004497751807,-0.0011994002998494103,0.0021622496404578528
197,19,1.878,5.16,17.883,5.16,17.883,7,7.577424999999998,1.0,0.05547226386806612,-0.03958020989505291,0.06814517645427884
198,19,3.31,37.166,15.563,37.166,15.563,8,2.235770000000012,1.0,0.013493253373311724,-0.005397301349325009,0.014532678639941564
199,19,1.634,53.646,14.447,53.646,14.447,0,0.013828999999999736,1.0,-0.36101949025487273,0.4350824587706143,0.5653599015439381
200,19,4.063,6.012,10.17,6.012,10.17,27,0.4004900000000005,1.0,-0.08005997001499261,-0.06416791604197913,0.10260175557938567
201,19,1.443,54.211,10.699,54.211,10.699,13,0.028789000000000006,1.0,-0.03838080959520243,0.0998500749625188,0.1069725386031565
202,19,6.747,11.313,9.423,11.313,9.423,29,0.4782160000000017,1.0,0.01499250374812615,0.0035982008995503615,0.01541824303710062
203,20,4.138,19.713,40.887,19.713,40.887,10,0.2426659999999997,1.0,-0.002998500749624591,0.005397301349325542,0.006174290939122528
204,20,6.471,48.904,42.656,48.904,42.656,5,12.706883999999995,1.0,-0.03118440779610171,0.1202398800599689,0.12421793769995249
205,20,2.567,20.096,47.177,20.096,47.177,12,32.80141300000003,4.0,-0.029610194902548695,-0.13095952023988006,0.13426525828979913
206,20,2.366,48.331,47.021,48.331,47.021,30,0.006813000000000133,1.0,0.03148425787106566,0.06236881559220342,0.06986506746626697
207,20,5.506,53.077,27.86,53.077,27.86,6,1.037832999999999,1.0,-0.0017991004497751807,0.10284857571214392,0.10286431008102363
208,20,4.488,33.896,34.259,33.896,34.259,23,5.242064000000013,1.0,0.04347826086956615,-0.08635682158920441,0.09668433070167952
209,20,6.153,40.785,25.922,40.785,25.922,15,48.33290899999997,1.0,0.06656671664167742,-0.059070464767615946,0.0889968964195692
210,20,1.422,54.172,10.605,54.172,10.605,13,0.06820199999999961,1.0,-0.011694152923538674,-0.028185907046476586,0.030515546343326816
211,20,3.978,5.797,10.158,5.797,10.158,27,0.6958850000000008,1.0,-0.0644677661169415,-0.0035982008995503615,0.06456810294427269
212,20,2.567,54.893,12.472,54.893,12.472,0,5.457124999999998,1.0,0.3739130434782608,-0.5922038980509744,0.7003687749678341
213,20,6.609,11.595,9.399,11.595,9.399,29,0.9496840000000025,1.0,0.08455772113943029,-0.007196401799100723,0.08486339848926483
214,20,1.92,5.348,17.731,5.348,17.731,7,8.960872999999989,1.0,0.05637181409295344,-0.04557721139430209,0.0724918176252424
