,frame,Area,X,Y,x,y,particle,squared displacement,dt,vx,vy,speed
519,43,4.148,4.584,9.812,4.584,9.812,27,4.382690000000002,1.0,-0.007796101949025694,-0.0011994002998504756,0.007887823950804406
520,43,1.464,54.586,7.909,54.586,7.909,0,42.97717299999999,1.0,-0.014692653673163265,-0.048575712143928015,0.05074912691120187
521,43,6.673,14.414,7.958,14.414,7.958,29,16.654802,1.0,0.042278860569715145,-0.04077961019490232,0.05874077509466142
522,44,4.233,19.728,40.733,19.728,40.733,10,0.4175890000000041,1.0,-0.0014992503748122955,-0.016791604197902397,0.01685840215516845
523,44,2.514,24.389,43.281,24.389,43.281,12,0.04965199999999955,1.0,0.029085457271363645,0.035382308845577845,0.04580252835737539
524,44,2.302,48.299,47.125,48.299,47.125,30,0.03660500000000049,1.0,-0.008995502248875903,0.0005997001499257704,0.009015470091978145
525,44,6.302,49.584,41.024,49.584,41.024,5,28.041699999999974,1.0,0.03148425787106566,-0.044977511244377384,0.054902049246178905
526,44,2.493,55.553,7.594,55.553,7.594,13,12.588367999999996,4.0,-0.0007496251874066803,-0.05314842578710648,0.053153712020602664
527,44,2.864,54.27,30.04,54.27,30.04,6,12.236740000000008,1.0,0.06956521739130628,0.17511244377811083,0.1884242220008928
528,44,5.941,42.383,24.951,42.383,24.951,15,76.54113000000004,1.0,0.06446776611694255,-0.039280359820090024,0.0754919832545453
529,44,2.493,54.751,17.535,54.751,17.535,9,4.427097999999996,1.0,-0.016791604197902397,-0.22818590704647654,0.22880289802832973
530,44,1.941,8.383,15.053,8.383,15.053,7,49.37082399999997,1.0,0.01799100449775074,-0.02488755622188858,0.030709391031665742
531,44,3.437,33.393,14.571,33.393,14.571,8,29.025025000000003,1.0,-0.0620689655172416,-0.00029985007496235257,0.0620696897885593
532,44,4.138,4.455,9.8,4.455,9.8,27,4.928680999999999,1.0,-0.038680659670164784,-0.0035982008995498285,0.03884765735836118
533,44,1.57,54.623,7.616,54.623,7.616,0,46.934380999999995,1.0,0.011094452773612904,-0.08785607196401804,0.08855380434116111
534,44,6.737,14.488,7.84,14.488,7.84,29,17.591866,1.0,0.02218890554722634,-0.03538230884557731,0.041764282690207315
535,44,2.26,36.465,30.574,36.465,30.574,23,45.871810000000046,1.0,0.2518740629685168,-0.4644677661169403,0.528366207623017
536,45,2.228,36.476,30.5,36.476,30.5,23,46.800689000000034,1.0,0.0032983508245864107,-0.022188905547226873,0.022432713780231883
537,45,6.387,49.466,40.972,49.466,40.972,5,28.314127999999965,1.0,-0.035382308845577845,-0.015592203898050855,0.038665547993559445
538,45,4.297,19.731,40.711,19.731,40.711,10,0.4467140000000022,1.0,0.0008995502248875904,-0.0065967016491749525,0.006657752117293257
539,45,2.917,54.424,30.233,54.424,30.233,6,13.987441000000006,1.0,0.0461769115442268,0.057871064467766534,0.07403625640451937
540,45,2.589,24.298,43.358,24.298,43.358,12,0.044513999999999276,1.0,-0.02728635682158953,0.0230884557721134,0.035743839448720977
541,45,2.323,48.251,47.237,48.251,47.237,30,0.09788500000000222,1.0,-0.014392803598201446,0.033583208395802665,0.036537442187053966
542,45,2.578,54.404,17.542,54.404,17.542,9,4.153299999999993,1.0,-0.10404797601199227,0.002098950524738066,0.10406914482927884
543,45,1.899,8.43,14.91,8.43,14.91,7,51.15627399999998,1.0,0.01409295352323856,-0.042878560719640385,0.04513515601386628
544,45,3.405,33.122,14.453,33.122,14.453,8,32.240330000000014,1.0,-0.08125937031484282,-0.03538230884557731,0.08862839862712503
545,45,2.843,41.577,25.891,41.577,25.891,15,56.45597000000001,1.0,-0.24167916041979146,0.28185907046476694,0.3712860786300474
546,45,4.212,4.49,9.794,4.49,9.794,27,4.789449999999999,1.0,0.010494752623688198,-0.0017991004497751807,0.01064784462042866
547,45,1.634,54.663,7.405,54.663,7.405,0,49.92175399999998,1.0,0.011994002998500494,-0.06326836581709128,0.06439520340128854
548,45,2.376,55.563,7.553,55.563,7.553,13,12.885893000000012,1.0,0.0029985007496267212,-0.01229385307346338,0.012654241586812581
549,45,6.726,14.585,7.748,14.585,7.748,29,18.659285000000008,1.0,0.02908545727136471,-0.027586206896551616,0.040086938466584524
550,46,2.207,36.479,30.505,36.479,30.505,23,46.76513300000005,1.0,0.0008995502248875904,0.0014992503748122955,0.001748411362771966
551,46,6.471,49.347,40.927,49.347,40.927,5,28.544257999999985,1.0,-0.035682158920539664,-0.013493253373313854,0.03814818936498945
552,46,4.36,19.703,40.889,19.703,40.889,10,0.238553999999997,1.0,-0.008395802098951199,0.05337331334332965,0.05402962215424058
553,46,2.472,24.409,43.084,24.409,43.084,12,0.054936999999997835,1.0,0.03328335832083978,-0.08215892053972827,0.08864462851953749
554,46,2.79,54.529,30.426,54.529,30.426,6,15.678821000000006,1.0,0.03148425787106566,0.05787106446776547,0.0658810943770975
555,46,2.366,48.256,47.244,48.256,47.244,30,0.10100500000000051,1.0,0.0014992503748133606,0.0020989505247370004,0.002579407876174633
556,46,2.408,55.672,7.218,55.672,7.218,13,15.530984999999996,1.0,0.03268365817091294,-0.10044977511244377,0.1056332278763345
557,46,6.779,14.698,7.655,14.698,7.655,29,19.896221000000004,1.0,0.033883058470764484,-0.027886056971514233,0.04388272809149156
558,46,1.496,54.798,6.85,54.798,6.85,0,58.293524,1.0,0.04047976011994157,-0.1664167916041981,0.17126926025181258
559,46,4.254,4.373,9.758,4.373,9.758,27,5.340205,1.0,-0.035082458770614694,-0.010794602698651084,0.036705617564803415
560,46,2.907,41.548,25.9,41.548,25.9,15,56.052944000000046,1.0,-0.008695652173911952,0.002698650674662771,0.009104783478673037
561,46,3.31,32.884,14.388,32.884,14.388,8,35.101181000000004,1.0,-0.07136431784107933,-0.01949025487256357,0.07397794195515364
562,46,1.963,8.525,14.749,8.525,14.749,7,53.695315999999984,1.0,0.028485757121439473,-0.04827586206896539,0.05605352100701089
563,46,2.525,54.279,17.495,54.279,17.495,9,4.316953999999994,1.0,-0.037481259370314844,-0.01409295352323856,0.04004317848264516
564,46,7.225,15.938,20.343,15.938,20.343,57,0.0,,,,
565,47,2.939,54.572,30.41,54.572,30.41,6,15.725428000000017,1.0,0.012893553223388084,-0.004797601199399771,0.013757205093798063
566,47,2.175,36.479,30.488,36.479,30.488,23,46.96133000000003,1.0,0.0,-0.005097451274362657,0.005097451274362657
567,47,6.429,49.139,41.31,49.139,41.31,5,24.310900999999962,1.0,-0.06236881559220342,0.11484257871064547,0.13068545077125104
568,47,2.483,24.397,43.09,24.397,43.09,12,0.04884099999999775,1.0,-0.0035982008995503615,0.0017991004497751807,0.00402291090404775
569,47,2.345,48.213,47.292,48.213,47.292,30,0.14282600000000145,1.0,-0.012893553223388084,0.014392803598201446,0.019323470447638068
570,47,4.275,19.7,40.922,19.7,40.922,10,0.20754000000000236,1.0,-0.0008995502248875904,0.009895052473761363,0.009935856986973302
571,47,7.204,15.914,20.318,15.914,20.318,57,0.0012009999999999727,1.0,-0.007196401799100723,-0.007496251874062543,0.010391438351522194
572,47,2.429,54.48,18.072,54.48,18.072,9,2.3155360000000003,1.0,0.06026986506746429,0.17301349325337276,0.18321060417722881
573,47,1.878,8.63,14.569,8.63,14.569,7,56.602780999999986,1.0,0.0314842578710646,-0.053973013493253286,0.06248475557473674
574,47,3.384,32.569,14.297,32.569,14.297,8,39.089248999999974,1.0,-0.09445277361319272,-0.027286356821588996,0.09831516521788544
575,47,4.233,4.228,9.768,4.228,9.768,27,5.98589,1.0,-0.043478260869565355,0.002998500749625656,0.043581534793849144
576,47,1.453,55.171,6.39,55.171,6.39,0,66.506193,1.0,0.11184407796101876,-0.13793103448275862,0.17757834341054762
577,47,6.694,14.706,7.628,14.706,7.628,29,20.06017,1.0,0.0023988005996998856,-0.008095952023988046,0.008443854776808793
578,47,2.907,41.516,25.906,41.516,25.906,15,55.65197200000001,1.0,-0.009595202398801673,0.0017991004497751807,0.00976241115208485
579,48,2.907,54.612,30.523,54.612,30.523,6,16.67978500000001,1.0,0.011994002998500494,0.033883058470764484,0.03594325749373982
580,48,2.185,36.512,30.395,36.512,30.395,23,48.28904000000005,1.0,0.009895052473763493,-0.027886056971514233,0.029589596767733598
581,48,6.556,49.132,41.126,49.132,41.126,5,26.128007999999998,1.0,-0.002098950524739131,-0.05517241379310483,0.0552123250467039
582,48,2.504,24.487,43.117,24.487,43.117,12,0.08979999999999817,1.0,0.026986506746626643,0.008095952023986183,0.028174740203955943
583,48,2.27,48.177,47.34,48.177,47.34,30,0.19037000000000348,1.0,-0.010794602698651084,0.014392803598201446,0.017991004497751806
584,48,4.212,19.699,40.916,19.699,40.916,10,0.2127010000000031,1.0,-0.0002998500749618199,-0.0017991004497751807,0.0018239168006890737
585,48,2.939,41.584,25.897,41.584,25.897,15,56.466785000000066,1.0,0.020389805097452758,-0.002698650674662771,0.020567616959092958
586,48,3.405,32.456,14.248,32.456,14.248,8,40.62128499999997,1.0,-0.033883058470764484,-0.014692653673163797,0.03693150042027508
587,48,1.506,55.258,5.996,55.258,5.996,0,73.24909599999998,1.0,0.026086956521740118,-0.11814092953523216,0.12098681139701074
588,48,6.832,14.752,7.578,14.752,7.578,29,20.624522000000006,1.0,0.013793103448276207,-0.014992503748125883,0.020372159222144755
589,48,4.265,3.849,9.703,3.849,9.703,27,8.002612000000001,1.0,-0.11364317841079447,-0.019490254872564103,0.1153023938793344
590,48,2.376,55.99,6.795,55.99,6.795,13,19.845522000000013,2.0,0.04767616191904122,-0.06341829085457272,0.07934038082997723
591,48,1.92,8.754,14.421,8.754,14.421,7,59.500644999999984,1.0,0.03718140929535196,-0.04437781109445321,0.05789514068316493
592,48,2.578,54.494,18.152,54.494,18.152,9,2.089299999999996,1.0,0.004197901049476132,0.023988005997002054,0.02435255232893257
593,48,7.267,15.889,20.283,15.889,20.283,57,0.00600099999999997,1.0,-0.007496251874063075,-0.010494752623688198,0.012897039380873599
594,49,2.313,48.151,47.419,48.151,47.419,30,0.2694249999999965,1.0,-0.007796101949024362,0.02368815592203704,0.024938082055088358
595,49,2.567,24.777,43.275,24.777,43.275,12,0.35105599999999987,1.0,0.08695652173913125,0.04737631184407834,0.09902500490742408
596,49,4.169,19.694,40.926,19.694,40.926,10,0.202815999999998,1.0,-0.0014992503748133606,0.0029985007496267212,0.003352425753374713
597,49,6.567,49.061,41.149,49.061,41.149,5,25.796113999999967,1.0,-0.021289355322338218,0.006896551724138902,0.02237854051819497
598,49,2.175,36.501,30.415,36.501,30.415,23,47.972929000000036,1.0,-0.0032983508245885414,0.005997001499250247,0.006844205223696439
599,49,2.875,54.253,30.01,54.253,30.01,6,11.997005000000016,1.0,-0.10764617691154475,-0.15382308845577156,0.1877478147562408
600,49,2.854,41.609,25.88,41.609,25.88,15,56.91420100000004,1.0,0.007496251874062543,-0.005097451274362657,0.009065197276060111
601,49,2.514,54.448,18.157,54.448,18.157,9,2.0524009999999993,1.0,-0.013793103448275675,0.0014992503748122955,0.013874345188916452
602,49,1.952,8.828,14.327,8.828,14.327,7,61.323144999999975,1.0,0.02218890554722634,-0.028185907046476586,0.03587189548123085
603,49,3.416,32.354,14.212,32.354,14.212,8,42.004789000000024,1.0,-0.030584707646178072,-0.010794602698650551,0.032433744606873524
604,49,4.138,3.397,9.611,3.397,9.611,27,10.818788,1.0,-0.1355322338830586,-0.02758620689655135,0.13831118983029334
605,49,1.422,55.259,5.959,55.259,5.959,0,73.87445,1.0,0.0002998500749618199,-0.011094452773613437,0.011098504061962292
606,49,6.662,14.732,7.585,14.732,7.585,29,20.433336999999998,1.0,-0.00599700149925078,0.0020989505247375334,0.006353709175537708
607,49,4.944,55.278,9.141,55.278,9.141,13,4.1790340000000015,1.0,-0.21349325337331435,0.703448275862069,0.7351318562334513
608,50,2.854,54.361,30.189,54.361,30.189,6,13.484377999999994,1.0,0.03238380809595112,0.053673163418290405,0.06268587957524323
609,50,2.196,36.507,30.41,36.507,30.41,23,48.07597000000003,1.0,0.0017991004497751807,-0.0014992503748122955,0.0023419039507964596
610,50,2.334,48.077,47.559,48.077,47.559,30,0.4584169999999989,1.0,-0.02218890554722794,0.04197901049475279,0.04748246888592007
611,50,4.191,19.693,40.84,19.693,40.84,10,0.2857009999999965,1.0,-0.0002998500749618199,-0.02578710644677617,0.025788849702241854
612,50,2.483,24.577,43.172,24.577,43.172,12,0.14746500000000026,1.0,-0.05997001499250353,-0.03088455772113989,0.06745560468805777
613,50,6.471,49.051,41.506,49.051,41.506,5,22.315332999999978,1.0,-0.002998500749624591,0.10704647676161899,0.10708846433590004
614,50,2.875,41.586,25.894,41.586,25.894,15,56.51991200000002,1.0,-0.006896551724138902,0.004197901049475067,0.008073710355524722
615,50,2.546,56.1,6.549,56.1,6.549,13,22.319050000000008,1.0,0.24647676161919121,-0.7772113943028485,0.8153578021043654
616,50,7.204,16.151,20.373,16.151,20.373,57,0.04626899999999972,2.0,0.039280359820090024,0.013493253373313321,0.04153329452610489
617,50,2.504,54.454,18.169,54.454,18.169,9,2.0213089999999982,1.0,0.0017991004497751807,0.0035982008995503615,0.00402291090404775
618,50,3.374,32.399,14.267,32.399,14.267,8,41.273669,1.0,0.013493253373313854,0.016491754122938445,0.021308351429613293
619,50,1.941,8.92,14.242,8.92,14.242,7,63.29894599999997,1.0,0.027586206896551883,-0.025487256371813816,0.037557942546176976
620,50,4.222,3.336,9.617,3.336,9.617,27,11.200085,1.0,-0.018290854572713625,0.0017991004497751807,0.018379121943894388
621,50,6.684,14.716,7.624,14.716,7.624,29,20.156673999999995,1.0,-0.004797601199400304,0.011694152923538141,0.01264002333334804
622,50,1.528,55.445,5.373,55.445,5.373,0,84.76069,1.0,0.055772113943028466,-0.1757121439280358,0.18435098648355783
623,51,2.27,36.492,30.452,36.492,30.452,23,47.474641,1.0,-0.004497751124437952,0.012593703148426264,0.013372775484844739
624,51,6.493,49.066,41.342,49.066,41.342,5,23.896547999999992,1.0,0.004497751124437952,-0.04917541229385352,0.049380673744369497
625,51,4.201,19.714,40.896,19.714,40.896,10,0.23435599999999884,1.0,0.006296851574212067,0.016791604197900267,0.017933441144593498
626,51,2.886,54.44,30.271,54.44,30.271,6,14.296577000000003,1.0,0.02368815592203917,0.02458770614692676,0.03414211511541807
627,51,2.366,48.082,47.591,48.082,47.591,30,0.49608000000000213,1.0,0.0014992503748133606,0.009595202398801673,0.009711625031906214
628,51,2.525,24.423,43.136,24.423,43.136,12,0.054420999999998124,1.0,-0.04617691154422893,-0.010794602698648953,0.04742183681791778
629,51,4.201,3.429,9.605,3.429,9.605,27,10.626632,1.0,0.027886056971514233,-0.0035982008995503615,0.028117240674220906
630,51,1.39,55.511,5.076,55.511,5.076,0,90.45500500000001,1.0,0.019790104947526987,-0.08905547226386824,0.09122787618910537
631,51,4.944,55.358,8.753,55.358,8.753,13,5.850097999999997,1.0,-0.22248875562219023,0.6608695652173913,0.6973161611557087
632,51,6.737,14.736,7.618,14.736,7.618,29,20.342970000000005,1.0,0.00599700149925078,-0.0017991004497749142,0.006261053378657332
633,51,2.854,41.627,25.921,41.627,25.921,15,56.672530000000044,1.0,0.012293853073464445,0.008095952023988313,0.014720165167777556
634,51,1.984,9.01,14.155,9.01,14.155,7,65.30252899999999,1.0,0.026986506746626643,-0.026086956521739587,0.03753399588310385
635,51,3.405,32.292,14.208,32.292,14.208,8,42.80156499999999,1.0,-0.0320839580209893,-0.017691154422788388,0.03663819464852968
636,51,2.642,54.437,18.076,54.437,18.076,9,2.2833849999999964,1.0,-0.005097451274363722,-0.027886056971514233,0.02834812485708799
637,52,2.334,48.086,47.532,48.086,47.532,30,0.42090499999999753,1.0,0.0011994002998494103,-0.017691154422789988,0.017731765447644536
638,52,2.536,24.747,43.296,24.747,43.296,12,0.32155699999999887,1.0,0.09715142428785656,0.04797601199400198,0.10835172803424847
639,52,4.265,19.711,40.857,19.711,40.857,10,0.27185000000000026,1.0,-0.0008995502248875904,-0.011694152923538674,0.011728699979375526
640,52,6.599,49.13,41.108,49.13,41.108,5,26.30747200000001,1.0,0.019190404797601215,-0.07016491754122992,0.07274192250596205
641,52,2.238,36.479,30.452,36.479,30.452,23,47.378714000000016,1.0,-0.003898050974512181,0.0,0.003898050974512181
642,52,2.875,41.655,25.924,41.655,25.924,15,56.94220100000003,1.0,0.008395802098950134,0.0008995502248875904,0.008443854776808445
643,52,2.854,54.312,30.139,54.312,30.139,6,12.999192999999993,1.0,-0.03838080959520243,-0.03958020989505291,0.05513328904137343
644,52,4.551,17.028,20.117,17.028,20.117,57,1.2391759999999954,2.0,0.1314842578710643,-0.03838080959520243,0.13697151752495013
645,52,2.62,54.435,18.071,54.435,18.071,9,2.2975219999999954,1.0,-0.0005997001499236398,-0.0014992503748122955,0.0016147420711040029
646,52,3.437,32.375,14.219,32.375,14.219,8,41.719301000000016,1.0,0.02488755622188858,0.0032983508245874762,0.02510517024160007
647,52,1.931,9.032,14.12,9.032,14.12,7,65.94197799999999,1.0,0.006596701649175485,-0.010494752623688198,0.012395818056128643
648,52,4.159,3.333,9.603,3.333,9.603,27,11.2433,1.0,-0.02878560719640169,-0.0005997001499252378,0.028791853395280984
649,52,6.631,14.769,7.585,14.769,7.585,29,20.738772000000004,1.0,0.00989505247376296,-0.009895052473763228,0.013993717408789212
650,52,3.83,55.845,5.681,55.845,5.681,0,80.98360999999998,1.0,0.10014992503748009,0.18140929535232397,0.2072180974848471
651,53,2.928,54.235,30.002,54.235,30.002,6,11.892060999999996,1.0,-0.0230884557721134,-0.041079460269865205,0.04712323042835954
652,53,2.207,36.491,30.445,36.491,30.445,23,47.54870900000003,1.0,0.0035982008995503615,-0.002098950524738066,0.004165650371649453
653,53,6.546,49.149,41.014,49.149,41.014,5,27.298924999999947,1.0,0.0056971514242873614,-0.02818590704647499,0.02875591922341882
654,53,2.366,48.3,47.151,48.3,47.151,30,0.04662800000000227,1.0,0.0641679160419786,-0.11424287856071758,0.1310303657592746
655,53,2.472,25.139,43.567,25.139,43.567,12,1.0485799999999985,1.0,0.11754122938530719,0.08125937031484282,0.14289515691364127
656,53,4.138,19.737,40.796,19.737,40.796,10,0.3442210000000001,1.0,0.007796101949025427,-0.018290854572713625,0.0198830220690859
657,53,2.96,41.523,25.999,41.523,25.999,15,54.74957000000006,1.0,-0.03958020989505184,0.022488755622188692,0.04552292987902781
658,53,4.87,55.613,7.797,55.613,7.797,13,11.469385000000006,2.0,0.03823088455772152,-0.14332833583208401,0.14833951727864186
659,53,6.62,14.803,7.534,14.803,7.534,29,21.216625000000008,1.0,0.010194902548725846,-0.015292353823088503,0.018379121943894555
660,53,4.063,3.38,9.623,3.38,9.623,27,10.906921000000002,1.0,0.014092953523238293,0.005997001499250247,0.015315853420236312
661,53,1.347,55.576,4.103,55.576,4.103,0,109.770625,1.0,-0.08065967016491704,-0.4731634182908547,0.4799891694609364
662,53,1.984,9.038,14.104,9.038,14.104,7,66.18533,1.0,0.0017991004497751807,-0.004797601199400304,0.005123840327027033
663,53,2.525,54.451,18.151,54.451,18.151,9,2.07077,1.0,0.004797601199399771,0.02398800599700099,0.024463062134177673
664,53,4.647,16.998,20.113,16.998,20.113,57,1.1765000000000012,1.0,-0.008995502248874838,-0.0011994002998504756,0.009075110015244647
665,53,3.395,32.379,14.151,32.379,14.151,8,41.88250900000004,1.0,0.0011994002998494103,-0.02038980509745116,0.02042505111355475
666,54,2.323,48.265,47.231,48.265,47.231,30,0.09159300000000153,1.0,-0.010494752623687133,0.02398800599700099,0.0261832821537817
667,54,2.504,25.368,43.708,25.368,43.708,12,1.6647139999999947,1.0,0.06866566716641655,0.04227886056971462,0.08063793089162484
668,54,4.275,19.751,40.734,19.751,40.734,10,0.422832999999998,1.0,0.004197901049476132,-0.018590704647675448,0.019058768914027323
669,54,6.493,49.186,40.841,49.186,40.841,5,29.174912999999965,1.0,0.011094452773612904,-0.05187406296851629,0.05304719871216122
670,54,4.71,35.734,32.016,35.734,32.016,23,26.702845000000053,1.0,-0.22698650674662607,0.4710644677661163,0.5229001884077022
671,54,2.928,53.83,29.202,53.83,29.202,6,6.511976000000007,1.0,-0.12143928035982043,-0.23988005997001413,0.2688678894653072
672,54,2.833,41.609,25.971,41.609,25.971,15,55.95424200000003,1.0,0.02578710644677617,-0.008395802098950134,0.027119446008023476
673,54,2.536,54.426,18.078,54.426,18.078,9,2.2728400000000017,1.0,-0.007496251874062543,-0.02188905547226399,0.023137081527868555
674,54,3.374,32.412,14.163,32.412,14.163,8,41.43145000000003,1.0,0.009895052473763493,0.0035982008995503615,0.010528965436929596
675,54,1.506,55.472,3.668,55.472,3.668,0,118.49157199999996,1.0,-0.03118440779610171,-0.13043478260869554,0.13411077437615232
676,54,2.292,56.293,4.512,56.293,4.512,13,44.83386000000001,1.0,0.20389805097451266,-0.9850074962518741,1.0058897468726833
677,54,6.737,14.764,7.554,14.764,7.554,29,20.815106,1.0,-0.011694152923538674,0.005997001499250513,0.013142193103935166
678,54,4.647,17.043,20.109,17.043,20.109,57,1.275780999999996,1.0,0.013493253373312789,-0.0011994002998494103,0.013546455170106156
679,54,4.084,3.768,9.696,3.768,9.696,27,8.461418000000002,1.0,0.11634182908545725,0.02188905547226399,0.11838307287960385
680,54,1.941,9.09,14.016,9.09,14.016,7,67.77039399999998,1.0,0.015592203898050855,-0.026386806596701406,0.03064931295755448
681,55,2.864,53.689,29.011,53.689,29.011,6,5.376026,1.0,-0.04227886056971462,-0.05727136431784183,0.07118645392137703
682,55,2.313,48.239,47.293,48.239,47.293,30,0.13666100000000095,1.0,-0.0077961019490264925,0.018590704647675448,0.020159203974778273
683,55,2.504,25.521,43.782,25.521,43.782,12,2.1320329999999976,1.0,0.04587706146926604,0.022188905547225808,0.05096128234688098
684,55,4.328,19.706,40.83,19.706,40.83,10,0.29896000000000156,1.0,-0.013493253373313854,0.028785607196400758,0.03179117909518181
685,55,6.429,49.245,40.63,49.245,40.63,5,31.57111699999994,1.0,0.017691154422787857,-0.06326836581709101,0.06569522857846052
686,55,4.689,35.874,31.875,35.874,31.875,23,28.763748000000046,1.0,0.04197901049475279,-0.04227886056971462,0.05957968926733283
687,55,2.896,41.822,25.833,41.822,25.833,15,59.74053300000006,1.0,0.06386806596701679,-0.04137931034482809,0.07610109838222313
688,55,2.589,54.444,18.038,54.444,18.038,9,2.4015559999999994,1.0,0.005397301349325542,-0.011994002998500494,0.013152451094129571
689,55,3.384,32.458,14.232,32.458,14.232,8,40.644965000000035,1.0,0.013793103448275675,0.020689655172413512,0.024865870865268553
690,55,1.941,9.148,13.946,9.148,13.946,7,69.25493799999998,1.0,0.017391304347826035,-0.020989505247376396,0.027258334458443237
691,55,4.106,3.611,9.658,3.611,9.658,27,9.426897,1.0,-0.04707646176911532,-0.01139430284857579,0.04843576560873213
692,55,6.641,14.762,7.535,14.762,7.535,29,20.87167700000001,1.0,-0.0005997001499247051,-0.005697151424287895,0.005728627638543572
693,55,4.827,55.799,6.874,55.799,6.874,13,18.553988000000007,1.0,-0.1481259370314842,0.7082458770614694,0.7235699797504214
694,55,1.294,55.461,3.137,55.461,3.137,0,130.10959399999996,1.0,-0.0032983508245885414,-0.1592203898050975,0.15925454984975865
695,55,4.604,17.105,20.107,17.105,20.107,57,1.4175849999999999,1.0,0.018590704647676513,-0.0005997001499257704,0.01860037471576748
696,56,4.657,17.173,20.123,17.173,20.123,57,1.5736249999999938,1.0,0.020389805097450628,0.004797601199400836,0.020946625723025556
697,56,2.896,41.964,25.778,41.964,25.778,15,61.933700000000016,1.0,0.042578710644676436,-0.016491754122938445,0.045660974083067254
698,56,2.854,53.614,28.984,53.614,28.984,6,5.1212840000000055,1.0,-0.022488755622189757,-0.008095952023987248,0.023901643638236984
699,56,4.7,35.974,31.695,35.974,31.695,23,31.002868000000007,1.0,0.02998500749625017,-0.053973013493253286,0.06174290939122549
700,56,4.169,19.724,40.845,19.724,40.845,10,0.28731700000000115,1.0,0.005397301349325542,0.004497751124437952,0.007025711852390061
701,56,2.525,25.625,43.875,25.625,43.875,12,2.540624,1.0,0.03118440779610171,0.0278860569715153,0.04183419012018957
702,56,2.355,48.326,47.162,48.326,47.162,30,0.0489850000000003,1.0,0.026086956521740118,-0.039280359820090024,0.04715374818784719
703,56,6.599,49.298,40.45,49.298,40.45,5,33.69597199999995,1.0,0.015892053973014807,-0.053973013493253286,0.05626405215609801
704,56,2.599,54.465,18.079,54.465,18.079,9,2.287129999999999,1.0,0.006296851574213132,0.01229385307346338,0.013812645045014926
705,56,3.374,32.423,14.225,32.423,14.225,8,41.10091699999999,1.0,-0.010494752623687133,-0.0020989505247375334,0.010702589683701974
706,56,1.973,9.203,13.864,9.203,13.864,7,70.85076499999997,1.0,0.016491754122938445,-0.024587706146926225,0.029606304187099256
707,56,4.191,3.83,9.687,3.83,9.687,27,8.131009,1.0,0.06566716641679156,0.008695652173913018,0.06624040392343841
708,56,6.758,14.702,7.625,14.702,7.625,29,20.038577000000004,1.0,-0.017991004497751272,0.026986506746626643,0.03243374460687251
709,56,2.048,56.336,3.915,56.336,3.915,13,52.960426,1.0,0.16101949025487228,-0.8872563718140929,0.9017489371031423
710,56,1.4,55.528,2.917,55.528,2.917,0,135.366625,1.0,0.020089955022488806,-0.06596701649175418,0.06895834654071246
711,56,3.925,30.152,17.938,30.152,17.938,62,0.0,,,,
712,57,2.822,41.877,25.803,41.877,25.803,15,60.67829800000003,1.0,-0.026086956521737988,0.007496251874063608,0.027142643436600833
713,57,2.917,53.714,28.989,53.714,28.989,6,5.334029000000003,1.0,0.0299850074962523,0.0014992503748122955,0.030022465359072055
714,57,4.763,35.971,31.48,35.971,31.48,23,32.995994,1.0,-0.0008995502248875904,-0.0644677661169415,0.06447404174329205
715,57,6.567,49.356,40.07,49.356,40.07,5,38.306439999999974,1.0,0.017391304347826035,-0.1139430284857579,0.11526261843036947
716,57,2.557,25.606,43.865,25.606,43.865,12,2.4726690000000073,1.0,-0.0056971514242873614,-0.002998500749624591,0.0064380541390049485
717,57,2.366,48.268,47.285,48.268,47.285,30,0.12506399999999848,1.0,-0.017391304347826035,0.03688155922038907,0.040776302890843094
718,57,4.201,19.691,40.93,19.691,40.93,10,0.19874499999999995,1.0,-0.009895052473763493,0.02548725637181435,0.027340671184539787
719,57,4.806,17.291,20.124,17.291,20.124,57,1.8785699999999999,1.0,0.035382308845577845,0.0002998500749618199,0.0353835793739315
720,57,3.819,30.196,17.911,30.196,17.911,62,0.002664999999999906,1.0,0.01319340329835097,-0.008095952023987248,0.015479351723106542
721,57,2.567,54.475,17.987,54.475,17.987,9,2.575226000000005,1.0,0.002998500749624591,-0.027586206896552414,0.02774869037783396
722,57,3.416,32.394,14.154,32.394,14.154,8,41.685025000000024,1.0,-0.008695652173914083,-0.02128935532233875,0.022996761006074094
723,57,1.941,9.25,13.788,9.25,13.788,7,72.29644999999998,1.0,0.01409295352323856,-0.02278860569715158,0.026794251036899905
724,57,4.148,3.817,9.745,3.817,9.745,27,8.11636,1.0,-0.0038980509745127137,0.017391304347826035,0.017822801921095692
725,57,6.726,14.691,7.623,14.691,7.623,29,19.956340000000008,1.0,-0.0032983508245874762,-0.0005997001499249714,0.00335242575337276
726,57,4.541,56.071,6.346,56.071,6.346,13,24.002499999999998,1.0,-0.07946026986506764,0.7289355322338831,0.7332536700488609
727,57,1.326,55.883,2.982,55.883,2.982,0,135.41222499999998,1.0,0.10644677661169535,0.019490254872563836,0.10821638640251148
728,58,2.949,53.655,28.881,53.655,28.881,6,4.781362000000006,1.0,-0.017691154422787857,-0.032383808095952184,0.0369010565107069
729,58,4.732,36.106,31.069,36.106,31.069,23,37.97530400000006,1.0,0.04047976011994157,-0.12323838080959561,0.12971626530215444
