 ,Label,Area,X,Y,XM,YM
767,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:36/200 - Series 1,2.429,48.250,47.319,48.250,47.319
768,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,5.124,54.913,11.256,54.913,11.256
769,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,1.517,54.542,8.116,54.542,8.116
770,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,6.832,13.554,8.700,13.554,8.700
771,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,4.191,4.747,9.853,4.747,9.853
772,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,1.729,53.967,11.600,53.967,11.600
773,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,3.299,34.432,15.093,34.432,15.093
774,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,1.984,7.540,16.090,7.540,16.090
775,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,2.620,55.183,23.309,55.183,23.309
776,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,6.132,42.006,25.169,42.006,25.169
777,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,9.272,18.507,30.301,18.507,30.301
778,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,2.822,53.883,29.185,53.883,29.185
779,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,2.143,36.477,30.758,36.477,30.758
780,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,2.217,34.154,34.192,34.154,34.192
781,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,6.875,10.531,38.861,10.531,38.861
782,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,9.994,30.539,40.766,30.539,40.766
783,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,4.180,19.695,40.907,19.695,40.907
784,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,1.984,49.450,39.912,49.450,39.912
785,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,4.403,48.780,43.397,48.780,43.397
786,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,5.230,8.319,43.530,8.319,43.530
787,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,2.525,24.248,43.048,24.248,43.048
788,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,3.947,33.517,47.414,33.517,47.414
789,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,3.692,6.288,46.212,6.288,46.212
790,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:37/200 - Series 1,2.387,48.229,47.403,48.229,47.403
791,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,2.514,55.420,8.613,55.420,8.613
792,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,1.475,54.575,7.964,54.575,7.964
793,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,6.747,13.761,8.608,13.761,8.608
794,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,4.095,4.740,9.849,4.740,9.849
795,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,1.719,54.001,11.502,54.001,11.502
796,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,2.620,54.465,13.608,54.465,13.608
797,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,3.299,34.449,14.984,34.449,14.984
798,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,1.920,7.639,16.014,7.639,16.014
799,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,2.620,54.654,22.721,54.654,22.721
800,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,6.079,42.068,25.137,42.068,25.137
801,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,9.347,18.528,30.372,18.528,30.372
802,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,2.801,53.994,29.381,53.994,29.381
803,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,2.249,36.497,30.703,36.497,30.703
804,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,2.143,34.220,34.094,34.220,34.094
805,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,6.864,10.499,38.985,10.499,38.985
806,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,4.212,19.739,40.786,19.739,40.786
807,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,6.344,49.033,42.252,49.033,42.252
808,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,5.220,8.373,43.493,8.373,43.493
809,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,2.504,24.352,43.029,24.352,43.029
810,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,3.947,33.499,47.481,33.499,47.481
811,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,3.734,6.271,46.206,6.271,46.206
812,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:38/200 - Series 1,2.398,48.231,47.364,48.231,47.364
813,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,2.461,55.513,8.387,55.513,8.387
814,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,1.538,54.617,7.963,54.617,7.963
815,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,6.652,13.965,8.486,13.965,8.486
816,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,4.148,4.710,9.868,4.710,9.868
817,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,1.591,53.990,11.481,53.990,11.481
818,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,2.557,54.486,13.443,54.486,13.443
819,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,3.331,34.134,14.873,34.134,14.873
820,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,1.952,7.656,15.982,7.656,15.982
821,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,3.798,29.867,17.900,29.867,17.900
822,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,9.071,28.360,19.360,28.360,19.360
823,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,2.610,54.649,22.235,54.649,22.235
824,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,6.058,42.153,25.047,42.153,25.047
825,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,9.230,18.605,30.512,18.605,30.512
826,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,2.833,54.072,29.631,54.072,29.631
827,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,2.249,36.493,30.610,36.493,30.610
828,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,2.090,34.309,33.962,34.309,33.962
829,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,6.896,10.442,39.047,10.442,39.047
830,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,4.222,19.760,40.697,19.760,40.697
831,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,6.376,49.089,42.084,49.089,42.084
832,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,6.981,30.101,40.071,30.101,40.071
833,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,3.151,31.827,42.122,31.827,42.122
834,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,5.315,8.444,43.442,8.444,43.442
835,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,2.493,23.944,42.984,23.944,42.984
836,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,4.021,33.463,47.401,33.463,47.401
837,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,3.851,6.286,46.195,6.286,46.195
838,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:39/200 - Series 1,2.387,48.206,47.392,48.206,47.392
839,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,2.599,55.563,8.303,55.563,8.303
840,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,6.832,14.061,8.299,14.061,8.299
841,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,1.506,54.653,8.047,54.653,8.047
842,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,4.074,4.680,9.834,4.680,9.834
843,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,1.697,53.977,11.530,53.977,11.530
844,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,2.589,54.473,13.310,54.473,13.310
845,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,3.299,34.144,14.884,34.144,14.884
846,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,1.899,7.753,15.876,7.753,15.876
847,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,2.567,54.602,21.565,54.602,21.565
848,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,6.015,42.258,25.003,42.258,25.003
849,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,9.378,18.584,30.401,18.584,30.401
850,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,2.896,53.921,29.209,53.921,29.209
851,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,2.196,36.438,30.788,36.438,30.788
852,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,2.143,34.322,33.972,34.322,33.972
853,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,6.843,10.282,39.807,10.282,39.807
854,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,6.493,49.173,41.811,49.173,41.811
855,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,4.233,19.766,40.656,19.766,40.656
856,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,6.970,30.211,39.990,30.211,39.990
857,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,3.140,31.936,42.071,31.936,42.071
858,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,5.241,8.270,43.556,8.270,43.556
859,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,2.536,23.911,42.980,23.911,42.980
860,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,3.925,33.453,47.354,33.453,47.354
861,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,3.798,6.301,46.218,6.301,46.218
862,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:40/200 - Series 1,2.323,48.255,47.308,48.255,47.308
863,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,5.039,55.042,10.709,55.042,10.709
864,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,6.960,14.120,8.226,14.120,8.226
865,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,1.485,54.647,8.008,54.647,8.008
866,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,4.095,4.594,9.817,4.594,9.817
867,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,1.602,53.985,11.465,53.985,11.465
868,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,3.310,33.988,14.872,33.988,14.872
869,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,1.984,8.049,15.478,8.049,15.478
870,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,2.663,54.758,20.544,54.758,20.544
871,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,6.153,42.275,25.015,42.275,25.015
872,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,6.822,18.717,29.697,18.717,29.697
873,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,2.896,54.076,29.510,54.076,29.510
874,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,2.196,36.440,30.813,36.440,30.813
875,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,2.472,18.125,32.035,18.125,32.035
876,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,2.175,34.314,33.971,34.314,33.971
877,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,6.344,49.397,41.446,49.397,41.446
878,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,6.928,10.251,40.445,10.251,40.445
879,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,4.222,19.761,40.592,19.761,40.592
880,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,6.981,30.273,39.913,30.273,39.913
881,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,3.130,31.927,42.114,31.927,42.114
882,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,5.092,8.295,43.541,8.295,43.541
883,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,2.440,24.065,43.000,24.065,43.000
884,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,3.809,33.378,46.846,33.378,46.846
885,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,3.777,6.302,46.207,6.302,46.207
886,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,2.376,48.150,47.464,48.150,47.464
887,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:41/200 - Series 1,2.536,2.354,47.931,2.354,47.931
888,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,5.103,55.119,10.419,55.119,10.419
889,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,6.896,14.273,8.094,14.273,8.094
890,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,1.443,54.635,8.071,54.635,8.071
891,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,4.138,4.610,9.816,4.610,9.816
892,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,1.750,53.963,11.595,53.963,11.595
893,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,3.342,34.082,14.790,34.082,14.790
894,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,1.931,8.258,15.230,8.258,15.230
895,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,2.536,54.819,19.387,54.819,19.387
896,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,6.005,42.167,25.079,42.167,25.079
897,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,9.304,18.647,30.471,18.647,30.471
898,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,2.854,54.004,29.291,54.004,29.291
899,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,2.185,36.444,30.841,36.444,30.841
900,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,2.164,34.554,33.830,34.554,33.830
901,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,6.259,49.385,41.431,49.385,41.431
902,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,7.034,30.294,39.876,30.294,39.876
903,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,4.265,19.726,40.831,19.726,40.831
904,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,6.864,10.183,40.813,10.183,40.813
905,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,3.193,31.902,42.110,31.902,42.110
906,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,5.092,8.311,43.476,8.311,43.476
907,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,2.567,24.367,43.065,24.367,43.065
908,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,3.787,33.319,46.664,33.319,46.664
909,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,6.281,4.847,46.615,4.847,46.615
910,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:42/200 - Series 1,2.302,48.331,47.237,48.331,47.237
911,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,5.018,55.119,10.254,55.119,10.254
912,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,6.673,14.414,7.958,14.414,7.958
913,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,1.464,54.586,7.909,54.586,7.909
914,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,4.148,4.584,9.812,4.584,9.812
915,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,1.750,54.019,11.456,54.019,11.456
916,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,3.416,33.600,14.572,33.600,14.572
917,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,1.931,8.323,15.136,8.323,15.136
918,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,2.429,54.807,18.296,54.807,18.296
919,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,6.058,42.168,25.082,42.168,25.082
920,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,9.389,18.468,30.202,18.468,30.202
921,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,2.780,54.038,29.456,54.038,29.456
922,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,4.456,35.625,32.123,35.625,32.123
923,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,6.355,49.479,41.174,49.479,41.174
924,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,6.970,30.343,39.817,30.343,39.817
925,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,4.233,19.733,40.789,19.733,40.789
926,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,4.413,11.227,41.831,11.227,41.831
927,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,2.546,8.478,40.372,8.478,40.372
928,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,3.130,31.915,42.110,31.915,42.110
929,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,5.209,8.368,43.432,8.368,43.432
930,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,2.525,24.292,43.163,24.292,43.163
931,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,3.766,33.213,46.262,33.213,46.262
932,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,6.291,4.900,46.512,4.900,46.512
933,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:43/200 - Series 1,2.429,48.329,47.123,48.329,47.123
934,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,2.493,55.553,7.594,55.553,7.594
935,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,6.737,14.488,7.840,14.488,7.840
936,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:44/200 - Series 1,1.570,54.623,7.616,54.623,7.616
