 ,Label,Area,X,Y,XM,YM
1759,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,9.994,40.505,7.915,40.505,7.915
1760,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,4.201,3.726,9.710,3.726,9.710
1761,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,2.005,9.529,13.285,9.529,13.285
1762,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,2.504,53.573,14.205,53.573,14.205
1763,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,3.416,33.365,15.543,33.365,15.543
1764,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,3.851,30.242,17.886,30.242,17.886
1765,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,4.700,16.993,20.075,16.993,20.075
1766,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,2.886,51.555,21.099,51.555,21.099
1767,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,9.145,36.127,21.171,36.127,21.171
1768,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,5.941,46.675,23.318,46.675,23.318
1769,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,3.724,16.522,25.596,16.522,25.596
1770,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,4.816,38.299,27.851,38.299,27.851
1771,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,8.392,35.559,32.936,35.559,32.936
1772,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,6.567,50.053,37.882,50.053,37.882
1773,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,4.275,19.723,40.900,19.723,40.900
1774,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,2.673,9.036,42.161,9.036,42.161
1775,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,2.260,27.280,41.845,27.280,41.845
1776,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,3.512,34.682,43.957,34.682,43.957
1777,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,2.567,24.853,43.363,24.853,43.363
1778,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,3.395,32.046,45.234,32.046,45.234
1779,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,3.756,6.223,46.295,6.223,46.295
1780,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,3.151,15.886,46.268,15.886,46.268
1781,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,3.119,20.560,46.276,20.560,46.276
1782,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,2.398,48.240,47.384,48.240,47.384
1783,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:78/200 - Series 1,2.493,21.287,47.993,21.287,47.993
1784,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.236,33.595,1.665,33.595,1.665
1785,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.565,36.037,3.795,36.037,3.795
1786,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,6.906,14.750,7.660,14.750,7.660
1787,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,4.265,3.982,9.778,3.982,9.778
1788,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,2.546,53.679,13.278,53.679,13.278
1789,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,1.952,9.533,13.264,9.533,13.264
1790,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.480,33.402,15.679,33.402,15.679
1791,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.925,30.136,17.963,30.136,17.963
1792,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,4.795,16.485,19.895,16.485,19.895
1793,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,2.907,51.550,21.215,51.550,21.215
1794,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,9.028,36.088,21.178,36.088,21.178
1795,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,6.068,46.701,23.312,46.701,23.312
1796,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.703,16.619,25.310,16.619,25.310
1797,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,4.742,38.610,27.652,38.610,27.652
1798,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,8.381,35.753,32.746,35.753,32.746
1799,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,6.525,50.067,37.780,50.067,37.780
1800,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,4.286,19.691,40.998,19.691,40.998
1801,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,2.673,8.956,42.274,8.956,42.274
1802,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,2.334,27.270,42.165,27.270,42.165
1803,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.554,34.535,43.791,34.535,43.791
1804,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,2.493,24.964,43.551,24.964,43.551
1805,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.374,32.044,45.187,32.044,45.187
1806,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.798,6.236,46.290,6.236,46.290
1807,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.299,16.174,46.461,16.174,46.461
1808,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,3.183,20.599,46.296,20.599,46.296
1809,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,2.376,48.221,47.395,48.221,47.395
1810,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:79/200 - Series 1,2.429,21.662,48.021,21.662,48.021
1811,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,3.352,33.822,1.787,33.822,1.787
1812,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,3.533,36.208,3.968,36.208,3.968
1813,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,6.822,14.728,7.696,14.728,7.696
1814,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,4.169,3.984,9.774,3.984,9.774
1815,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,2.504,53.724,12.839,53.724,12.839
1816,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,2.005,9.531,13.265,9.531,13.265
1817,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,3.543,33.508,15.803,33.508,15.803
1818,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,3.830,30.150,17.930,30.150,17.930
1819,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,4.636,16.442,19.879,16.442,19.879
1820,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,2.875,51.512,21.037,51.512,21.037
1821,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,9.113,36.036,21.164,36.036,21.164
1822,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,5.994,46.694,23.303,46.694,23.303
1823,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,9.569,17.701,27.459,17.701,27.459
1824,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,6.164,19.980,33.108,19.980,33.108
1825,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,6.535,50.055,37.794,50.055,37.794
1826,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,4.265,19.757,40.842,19.757,40.842
1827,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,2.642,8.785,42.812,8.785,42.812
1828,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,2.323,27.286,42.163,27.286,42.163
1829,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,3.575,34.373,43.753,34.373,43.753
1830,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,2.536,25.166,43.599,25.166,43.599
1831,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,3.384,32.058,45.219,32.058,45.219
1832,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,3.872,6.249,46.282,6.249,46.282
1833,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,6.471,18.522,46.372,18.522,46.372
1834,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,2.398,48.205,47.429,48.205,47.429
1835,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:80/200 - Series 1,2.429,21.656,48.075,21.656,48.075
1836,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,6.822,34.883,2.759,34.883,2.759
1837,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,6.896,14.781,7.624,14.781,7.624
1838,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,4.222,3.806,9.714,3.806,9.714
1839,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,2.504,53.732,12.811,53.732,12.811
1840,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,2.037,9.514,13.281,9.514,13.281
1841,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,3.480,33.531,15.880,33.531,15.880
1842,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,3.915,30.165,17.932,30.165,17.932
1843,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,4.700,16.394,19.873,16.394,19.873
1844,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,2.928,51.520,21.056,51.520,21.056
1845,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,8.996,36.115,21.214,36.115,21.214
1846,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,6.015,46.758,23.286,46.758,23.286
1847,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,6.514,50.076,37.712,50.076,37.712
1848,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,9.591,11.039,39.916,11.039,39.916
1849,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,4.254,19.750,40.878,19.750,40.878
1850,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,2.260,27.359,42.168,27.359,42.168
1851,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,2.652,8.701,43.139,8.701,43.139
1852,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,7.055,32.788,44.087,32.788,44.087
1853,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,2.483,25.225,43.654,25.225,43.654
1854,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,5.379,10.445,47.309,10.445,47.309
1855,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,6.185,18.905,46.060,18.905,46.060
1856,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,3.883,6.280,46.270,6.280,46.270
1857,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,2.345,48.231,47.378,48.231,47.378
1858,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:81/200 - Series 1,2.557,21.854,48.167,21.854,48.167
1859,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,1.825,0.963,2.573,0.963,2.573
1860,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,6.949,14.754,7.640,14.754,7.640
1861,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,4.286,3.794,9.712,3.794,9.712
1862,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,2.536,53.928,12.243,53.928,12.243
1863,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,1.994,9.486,13.305,9.486,13.305
1864,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,3.469,33.506,15.857,33.506,15.857
1865,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,3.957,30.158,17.930,30.158,17.930
1866,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,4.700,16.384,19.883,16.384,19.883
1867,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,3.002,51.509,20.987,51.509,20.987
1868,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,9.166,36.163,21.258,36.163,21.258
1869,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,6.015,46.735,23.297,46.735,23.297
1870,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,6.397,16.829,25.907,16.829,25.907
1871,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,9.336,19.777,32.051,19.777,32.051
1872,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,6.599,50.076,37.728,50.076,37.728
1873,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,9.654,11.121,39.640,11.121,39.640
1874,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,4.212,19.773,40.782,19.773,40.782
1875,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,2.228,27.340,42.248,27.340,42.248
1876,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,2.610,8.609,43.339,8.609,43.339
1877,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,6.832,32.672,44.143,32.672,44.143
1878,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,2.451,25.185,43.690,25.185,43.690
1879,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,5.315,10.375,47.465,10.375,47.465
1880,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,6.291,19.033,45.983,19.033,45.983
1881,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,3.819,6.206,46.270,6.206,46.270
1882,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,2.376,48.214,47.394,48.214,47.394
1883,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:82/200 - Series 1,2.493,22.341,48.337,22.341,48.337
1884,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,1.485,34.206,1.592,34.206,1.592
1885,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,1.920,34.457,2.908,34.457,2.908
1886,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,1.538,36.585,3.708,36.585,3.708
1887,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,6.811,14.764,7.618,14.764,7.618
1888,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,4.222,3.569,9.678,3.569,9.678
1889,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,2.493,54.082,11.652,54.082,11.652
1890,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,1.994,9.465,13.312,9.465,13.312
1891,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,3.490,33.525,15.845,33.525,15.845
1892,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,3.915,30.180,17.905,30.180,17.905
1893,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,4.668,16.412,19.889,16.412,19.889
1894,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,2.833,51.491,20.888,51.491,20.888
1895,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,9.262,36.130,21.240,36.130,21.240
1896,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,6.015,46.741,23.269,46.741,23.269
1897,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,6.397,16.920,25.703,16.920,25.703
1898,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,9.357,19.810,32.076,19.810,32.076
1899,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,6.482,50.164,37.600,50.164,37.600
1900,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,6.906,10.948,38.337,10.948,38.337
1901,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,4.318,19.769,40.731,19.769,40.731
1902,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,2.567,11.935,41.866,11.935,41.866
1903,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,4.774,25.838,42.838,25.838,42.838
1904,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,6.906,32.631,44.137,32.631,44.137
1905,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,6.567,7.169,45.285,7.169,45.285
1906,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,5.336,10.263,47.572,10.263,47.572
1907,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,6.291,19.115,46.011,19.115,46.011
1908,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,2.472,48.238,47.398,48.238,47.398
1909,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,2.451,22.646,48.383,22.646,48.383
1910,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:83/200 - Series 1,4.265,35.238,49.309,35.238,49.309
1911,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,6.832,14.770,7.621,14.770,7.621
1912,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,4.222,3.352,9.620,3.352,9.620
1913,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,2.536,54.092,11.370,54.092,11.370
1914,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,1.994,9.437,13.344,9.437,13.344
1915,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,3.512,33.452,15.736,33.452,15.736
1916,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,3.989,30.189,17.917,30.189,17.917
1917,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,4.710,16.442,19.889,16.442,19.889
1918,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,2.875,51.373,20.652,51.373,20.652
1919,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,9.145,36.065,21.181,36.065,21.181
1920,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,6.334,16.986,25.452,16.986,25.452
1921,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,5.962,46.665,23.308,46.665,23.308
1922,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,2.387,41.571,25.503,41.571,25.503
1923,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,9.304,19.872,32.125,19.872,32.125
1924,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,1.941,50.391,35.491,50.391,35.491
1925,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,7.182,11.061,38.291,11.061,38.291
1926,Video 1_ Twitching motility_PA01WT_2X_13-07-23-1_ 150 frames selection.tif:c:1/2; t:84/200 - Series 1,4.551,50.190,38.265,50.190,38.265
