,Track ID,x (micron),y (micron),T (sec),Frame,principal angle,squared displacement,dt,vx,vy,speed,angle,ang speed,g
0,8,38.617,15.689,0.0,0.0,0.0,0.0,,,,,0.0,,
1,8,38.411,15.683,3.335,1.0,-3.1124746720827527,0.0,1.0,-0.06176911544227765,-0.0017991004497751807,0.06179531037991317,-3.1124746720827527,-3.1124746720827527,0.06179531037991317
2,8,38.459,15.65,6.669,2.0,-2.899594607567658,0.0,1.0,0.014392803598201446,-0.00989505247376296,0.017466106002052173,-2.899594607567658,-0.6022873461349391,-0.01160213371484164
3,8,38.677,15.661,10.004,3.0,-0.4366271598135332,0.0,1.0,0.06536731634182802,0.0032983508245874762,0.0654504787140222,-0.4366271598135332,0.050415956888818406,0.05783993535242082
4,8,38.317,15.681,13.338,4.0,-3.1149323052151923,0.0,1.0,-0.10794602698650657,0.005997001499250247,0.10811248202290805,-3.1149323052151923,3.0860941483440776,0.10774780342472481
5,8,38.285,15.683,16.673,5.0,-3.123522331563568,0.0,1.0,-0.009595202398801673,0.0005997001499252378,0.00961392476274855,-3.123522331563568,3.079173843593822,0.009582799664272555
6,8,38.259,15.691,20.007,6.0,3.1360061195291355,0.0,1.0,-0.007796101949024362,0.002398800599700418,0.008156803903288625,3.1360061195291355,2.843093722003542,0.00780938120520269
7,8,38.064,15.693,23.342,7.0,3.134359506678635,0.0,1.0,-0.05847076461769124,0.0005997001499247051,0.05847383992220174,3.134359506678635,3.131336602948132,0.058473572756981194
8,8,38.004,15.66,26.677,8.0,-3.0943195797556746,0.0,1.0,-0.017991004497751806,-0.00989505247376296,0.020532615671088966,-3.0943195797556746,-2.6387494426619553,0.018438500942384008
9,8,37.855,15.614,30.011,9.0,-3.043483454025523,0.0,1.0,-0.044677661169415565,-0.013793103448275675,0.046758348027961145,-3.043483454025523,-2.842150770845096,0.04581387355278998
10,8,37.689,15.604,33.346,10.0,-3.050252692657304,0.0,1.0,-0.04977511244377716,-0.002998500749625656,0.0498653469408984,-3.050252692657304,-3.081424402434773,0.049841122434800954
11,8,37.845,15.596,36.68,11.0,-3.021704051420165,0.0,1.0,0.046776611694152564,-0.0023988005996998856,0.04683807901593159,-3.021704051420165,-0.05123716740341357,-0.04615394714236211
12,8,37.749,15.554,40.015,12.0,-2.987298874539059,0.0,1.0,-0.028785607196400758,-0.012593703148425731,0.03141993858453812,-2.987298874539059,-2.729182211992394,0.030379072476744068
13,8,37.951,15.573,43.349,13.0,-2.969148385771052,0.0,1.0,0.06056971514242824,0.005697151424287895,0.06083706047127989,-2.9691483857710517,0.09378348257513587,-0.06064894226215202
14,8,38.199,15.601,46.684,14.0,-2.934096427154592,0.0,1.0,0.07436281859070391,0.008395802098950666,0.07483527431391351,-2.934096427154592,0.11242713083019311,-0.07449734337214604
15,8,37.723,15.589,50.018,15.0,-3.030198874729307,0.0,1.0,-0.14272863568215866,-0.0035982008995503615,0.14277398395157256,-3.030198874729307,-3.1163879082628503,0.1422440103477434
16,8,37.475,15.567,53.353,16.0,-3.035166176404182,0.0,1.0,-0.07436281859070391,-0.006596701649175485,0.07465484084372677,-3.035166176404182,-3.0531145811088156,0.07464281631604475
17,8,37.081,15.506,56.688,17.0,-3.023010989172616,0.0,1.0,-0.11814092953523189,-0.018290854572713625,0.11954846127177374,-3.0230109891726156,-2.9879898548503583,0.11947515687505292
18,8,37.156,15.495,60.022,18.0,-3.009579165450498,0.0,1.0,0.022488755622187627,-0.003298350824588009,0.02272934771603743,-3.009579165450498,-0.14562838057084398,-0.021858914810007013
19,8,36.992,15.478,63.357,19.0,-3.0124689418796566,0.0,1.0,-0.04917541229385352,-0.005097451274362657,0.04943890354533544,-3.0124689418796566,-3.0383030151137844,0.049422406717068816
20,8,36.515,15.484,66.691,20.0,-3.0443739373041456,0.0,1.0,-0.14302848575712046,0.0017991004497751807,0.1430398004067511,-3.0443739373041456,3.12901470057751,0.1421784717599252
21,8,36.448,15.478,70.026,21.0,-3.044617935497671,0.0,1.0,-0.020089955022488806,-0.0017991004497751807,0.02017035089516304,-3.044617935497671,-3.052278660596568,0.02016975903230047
22,8,36.491,15.469,73.36,22.0,-3.0384789495508477,0.0,1.0,0.012893553223388084,-0.002698650674662771,0.013172943110337914,-3.0384789495508473,-0.2063238940297285,-0.01254729397752312
23,8,36.372,15.415,76.695,23.0,-3.020144308749135,0.0,1.0,-0.035682158920539664,-0.016191904047976092,0.03918410675171137,-3.020144308749135,-2.71559847260117,0.03738098097819084
24,8,36.249,15.395,80.03,24.0,-3.018069346136852,0.0,1.0,-0.03688155922038907,-0.005997001499250247,0.037365939537352406,-3.0180693461368517,-2.9804017391515463,0.03733943436567788
25,8,36.018,15.369,83.364,25.0,-3.0190849475821477,0.0,1.0,-0.06926536731634232,-0.007796101949025427,0.06970272817521149,-3.0190849475821473,-3.0295102552335385,0.06969894031792964
26,8,35.925,15.337,86.699,26.0,-3.011572514970889,0.0,1.0,-0.0278860569715153,-0.009595202398800608,0.029490677891370116,-3.011572514970889,-2.8101960961254853,0.02889473609207316
27,8,35.786,15.269,90.033,27.0,-2.994309477230587,0.0,1.0,-0.04167916041978884,-0.02038980509745116,0.04639931643042318,-2.994309477230587,-2.6866153475527628,0.04422014762353857
28,8,35.791,15.253,93.368,28.0,-2.988517906448589,0.0,1.0,0.0014992503748112302,-0.004797601199400304,0.00502640318268032,-2.988517906448589,-1.2679114584201845,-0.0007501926008723123
29,8,35.791,15.251,96.702,29.0,-2.98782672013937,0.0,1.0,0.0,-0.0005997001499252378,0.0005997001499252378,-2.98782672013937,-1.5707963267948966,9.1850500789008e-05
30,8,35.709,15.311,100.037,30.0,-3.0123311761247664,0.0,1.0,-0.02458770614692463,0.017991004497751272,0.0304668924638799,-3.0123311761247664,2.509902019250783,0.022063506630593557
31,8,35.635,15.292,103.371,31.0,-3.009238819208125,0.0,1.0,-0.02218890554722794,-0.005697151424287895,0.022908624221787487,-3.009238819208125,-2.890264869428968,0.022746681873479304
32,8,35.26,15.246,106.706,32.0,-3.0103876984148537,0.0,1.0,-0.11244377811094453,-0.013793103448275675,0.11328659646488706,-3.0103876984148537,-3.0195357508608716,0.11328185619797489
33,8,35.232,15.246,110.041,33.0,-3.011460736787608,0.0,1.0,-0.008395802098950134,0.0,0.008395802098950134,-3.011460736787608,3.141592653589793,0.008324813780101342
34,8,34.926,15.241,113.375,34.0,-3.020807166167298,0.0,1.0,-0.09175412293852996,-0.001499250374812828,0.09176637089863174,-3.020807166167298,-3.1252542382769675,0.09126627735349052
35,8,34.492,15.176,116.71,35.0,-3.017864281465716,0.0,1.0,-0.1301349325337345,-0.01949025487256357,0.13158636213740815,-3.017864281465716,-2.99292805808916,0.1315454530548661
36,8,34.369,15.027,120.044,36.0,-2.9869980775950773,0.0,1.0,-0.03688155922038907,-0.044677661169415565,0.05793395220504268,-2.9869980775950773,-2.2608958026004893,0.04332115613908661
