#vx_post  vy_post  v_post
-0.965159 13.7981 13.8318
0 0 0
0 0 0
-4.53234 -2.76442 5.30887
0 0 0
-4.20124 -3.07356 5.20549
0 0 0
0 0 0
-3.29096 -3.81277 5.03663
0 0 0
-2.22929 -4.48481 5.00832
0 0 0
0 0 0
-0.679258 -5.17087 5.21529
0 0 0
0 0 0
-0.917643 -5.08124 5.16344
0 0 0
-2.93846 -4.05862 5.01068
0 0 0
0 0 0
-2.57082 -4.28848 5.00002
0 0 0
0 0 0
-4.14786 -3.12339 5.19233
0 0 0
0 0 0
0 0 0
-2.02659 -4.59209 5.0194
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
9.69242 11.2958 14.8841
0 0 0
0 0 0
-3.7842 -3.44448 5.11709
0 0 0
0 0 0
0 0 0
0 0 0
9.28151 11.6941 14.9298
0 0 0
0 0 0
-4.15304 -3.13288 5.20218
0 0 0
0 0 0
-3.80011 -3.42965 5.11893
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.45434 -4.3576 5.00125
0 0 0
0 0 0
0 0 0
6.10131 13.6408 14.9431
0 0 0
0 0 0
0 0 0
0 0 0
-1.80114 -4.71498 5.04729
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.56338 -2.69523 5.29988
0 0 0
-1.76024 -4.73475 5.05137
0 0 0
-2.87933 -4.09267 5.00405
0 0 0
-4.72843 -2.51337 5.35491
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.6838 13.374 14.9512
0 0 0
-4.32521 -2.89298 5.20353
0 0 0
0 0 0
0 0 0
0 0 0
-1.78735 -4.74488 5.07035
0 0 0
0 0 0
0 0 0
-1.13542 -5.04594 5.17211
0 0 0
-3.35604 -3.74181 5.02634
0 0 0
0 0 0
0 0 0
-4.85533 -2.30009 5.37258
0 0 0
-2.17042 -4.53544 5.02801
0 0 0
0 0 0
0 0 0
-2.72247 -4.19434 5.00043
0 0 0
0 0 0
0 0 0
-3.96443 -3.22306 5.10929
0 0 0
0 0 0
0 0 0
0 0 0
-2.18209 -4.52912 5.02737
0 0 0
0 0 0
0 0 0
0 0 0
-1.10785 -5.0618 5.18162
0 0 0
-1.07885 -5.07003 5.18355
0 0 0
0 0 0
0 0 0
0 0 0
-2.72473 -4.19236 5.00001
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.964412 -5.10471 5.19501
0 0 0
-2.00387 -4.61823 5.03423
0 0 0
-4.73431 -2.47477 5.34211
0 0 0
-0.75865 -5.18359 5.23882
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-3.98626 -3.23323 5.13265
0 0 0
-3.52782 -3.61683 5.05242
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.92408 -2.25763 5.41696
0 0 0
0 0 0
0 0 0
0 0 0
-4.96222 -2.16001 5.41195
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.02491 -3.14209 5.10613
0 0 0
0 0 0
-0.345342 -5.39304 5.40409
0 0 0
0 0 0
-3.31788 -3.75906 5.01386
0 0 0
-2.3341 -4.44781 5.02305
0 0 0
-3.21948 -3.83619 5.00813
0 0 0
0 0 0
-0.347619 -5.38554 5.39675
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.959 -4.66377 5.05851
0 0 0
0 0 0
-0.903933 -5.16618 5.24467
0 0 0
0 0 0
-1.82718 -4.7308 5.0714
0 0 0
0 0 0
0 0 0
