0.000 30.119 117.938
3.336 30.119 117.887
6.671 30.119 117.783
10.007 30.119 117.783
13.343 30.119 117.783
16.678 29.860 117.938
20.014 30.119 117.887
23.350 29.912 117.731
26.685 29.912 117.628
30.021 29.912 117.680
33.357 29.705 117.680
36.693 29.342 117.680
40.028 29.342 117.266
43.364 29.342 117.266
46.700 29.342 117.266
50.035 29.394 117.369
53.371 29.084 117.524
56.707 28.928 117.214
60.042 28.928 117.214
63.378 28.928 117.214
66.714 28.928 117.214
70.049 28.928 117.214
73.385 29.135 117.162
76.721 29.239 117.162
80.056 28.980 116.955
83.392 28.980 116.955
86.728 28.980 116.955
90.063 28.980 116.955
93.399 29.135 117.110
96.735 29.291 117.162
100.071 29.291 117.162
103.406 29.291 117.162
106.742 29.291 117.162
110.078 29.291 117.110
113.413 29.291 117.110
116.749 29.291 117.266
120.085 29.291 117.266
123.420 29.239 117.317
126.756 28.877 116.748
130.092 28.877 116.955
133.427 29.032 116.955
136.763 29.032 116.955
140.099 29.239 117.473
143.434 29.601 117.628
146.770 29.808 118.249
150.106 30.429 119.284
153.441 30.533 119.491
156.777 30.584 119.905
160.113 30.947 120.733
163.449 31.102 120.785
166.784 31.309 121.199
170.120 31.412 121.199
173.456 31.775 121.768
176.791 31.982 122.492
180.127 31.775 122.182
183.463 31.982 121.716
186.798 31.568 121.716
190.134 31.568 121.664
193.470 31.050 120.629
196.805 30.998 120.267
200.141 30.998 120.267
203.477 31.050 120.008
206.812 31.102 119.439
210.148 31.361 118.870
213.484 31.464 118.663
216.819 31.464 118.559
220.155 31.775 118.922
223.491 31.671 119.232
226.827 31.671 119.232
230.162 31.412 118.973
233.498 30.947 118.456
236.834 30.636 118.094
240.169 30.895 118.145
243.505 30.584 117.110
246.841 30.481 116.852
250.176 30.481 116.593
253.512 30.584 117.162
256.848 30.429 116.852
260.183 30.274 116.334
263.519 30.274 116.334
266.855 30.274 116.334
270.190 30.222 116.438
273.526 30.067 116.127
276.862 29.860 115.868
280.197 29.705 115.868
283.533 29.653 115.506
286.869 29.653 114.833
290.205 29.342 114.523
293.540 29.187 114.316
296.876 28.877 114.161
300.212 28.928 114.057
303.547 28.980 114.005
306.883 29.032 113.902
310.219 28.877 113.954
313.554 28.980 113.695
316.890 28.773 113.850
320.226 28.773 113.850
323.561 28.773 113.850
326.897 28.773 113.850
330.233 28.721 113.798
333.568 28.307 113.540
336.904 28.152 112.815
340.240 28.618 112.298
343.575 28.566 112.298
346.911 28.566 111.418
350.247 28.773 110.435
353.583 28.514 110.176
356.918 28.514 110.900
360.254 28.618 111.625
363.590 28.825 111.056
366.925 28.825 111.056
370.261 28.877 110.642
373.597 29.394 110.797
376.932 29.394 110.538
380.268 29.394 110.538
383.604 29.446 110.538
386.939 29.498 110.486
390.275 29.498 110.486
393.611 29.549 110.642
396.946 29.549 110.486
400.282 29.549 110.745
403.618 29.549 111.004
406.953 29.549 111.004
410.289 29.653 111.056
413.625 29.653 111.056
416.961 29.653 111.056
420.296 29.653 111.056
423.632 29.446 110.590
426.968 29.446 110.590
430.303 29.446 110.590
433.639 29.446 110.590
436.975 29.446 110.538
440.310 30.015 110.900
443.646 30.015 110.797
446.982 30.015 110.693
450.317 30.170 110.745
453.653 30.274 110.486
456.989 30.274 110.486
460.324 30.377 110.486
463.660 30.170 110.279
466.996 30.429 110.435
470.331 30.429 110.383
473.667 30.429 110.538
477.003 30.429 110.538
480.339 30.429 110.538
483.674 30.429 110.279
487.010 30.429 110.279
490.346 30.429 110.538
493.681 30.429 110.486
497.017 30.429 110.279
500.353 30.429 110.228
503.688 30.533 110.331
507.024 30.636 109.969
510.360 30.636 109.503
513.695 30.636 108.882
517.031 30.740 108.623
520.367 30.998 108.158
523.702 31.102 107.537
527.038 31.516 107.071
530.374 31.671 106.553
533.709 31.826 106.346
537.045 31.775 106.398
540.381 31.619 106.605
543.717 31.619 106.605
547.052 32.292 105.363
550.388 32.706 104.587
553.724 33.327 103.862
557.059 33.586 103.604
560.395 33.845 103.190
563.731 34.000 102.776
567.066 34.000 102.724
570.402 34.259 102.310
573.738 34.310 102.310
577.073 34.414 102.155
580.409 34.828 101.741
583.745 34.414 101.896
587.080 34.983 101.171
590.416 34.983 100.809
593.752 34.983 101.016
597.087 34.983 101.534
600.423 35.035 101.585
603.759 35.087 101.689
607.095 35.294 101.378
610.430 35.138 101.430
613.766 35.604 101.016
617.102 35.863 100.964
620.437 35.966 100.861
623.773 36.432 100.395
627.109 37.157 99.515
630.444 37.312 99.257
633.780 37.260 98.946
637.116 37.364 98.791
640.451 37.364 98.739
643.787 37.364 98.739
647.123 37.260 98.843
650.458 37.260 98.791
653.794 38.036 97.704
657.130 38.295 97.497
660.465 38.295 97.497
663.801 37.622 97.445
667.137 37.829 96.100
670.473 38.088 95.789
673.808 38.054 95.807
677.144 38.261 95.876
680.480 38.399 95.462
683.815 38.399 95.255
687.151 38.399 94.634
690.487 38.882 94.151
693.822 38.813 94.151
697.158 38.675 94.151
700.494 39.227 94.151
703.829 39.020 93.668
707.165 39.227 93.323
710.501 39.296 93.116
713.836 39.261 92.943
717.172 39.503 93.254
720.508 39.917 93.254
723.843 40.124 93.668
727.179 39.917 93.530
730.515 39.917 93.530
733.851 39.848 93.392
737.186 39.779 93.737
740.522 39.779 93.461
743.858 39.779 93.461
747.193 39.779 93.461
750.529 39.641 93.323
753.865 39.641 93.323
757.200 39.848 93.254
760.536 39.848 93.254
763.872 39.572 93.254
767.207 39.089 92.288
770.543 38.882 91.598
773.879 38.537 91.391
777.214 38.399 91.253
780.550 38.468 90.839
783.886 38.192 90.356
787.221 38.054 89.528
790.557 37.985 89.459
793.893 37.916 88.769
797.229 37.778 88.286
800.564 37.778 88.010
803.900 37.847 88.148
807.236 38.123 88.217
810.571 37.778 88.217
813.907 38.054 88.217
817.243 38.054 88.355
820.578 37.985 88.079
823.914 38.123 88.079
827.250 37.916 88.079
830.585 37.916 88.562
833.921 38.054 88.148
837.257 38.054 88.079
840.592 38.054 88.079
843.928 38.123 87.734
847.264 37.640 86.285
850.599 37.640 86.630
853.935 37.295 86.492
857.271 36.743 85.043
860.607 36.605 84.974
863.942 36.467 84.767
867.278 36.398 84.491
870.614 36.536 83.594
873.949 36.605 84.284
877.285 36.605 83.387
880.621 36.812 83.111
883.956 36.881 82.835
887.292 37.088 82.559
