#vx_post  vy_post  v_post
0 0 0
4.00978 -6.31962 7.48438
0 0 0
0.346423 -9.55728 9.56356
-2.56659 -7.50394 7.93074
0 0 0
1.80225 0.183027 1.81152
0 0 0
0 0 0
-6.09679 6.08594 8.6145
0 0 0
0 0 0
-0.401413 -3.56363 3.58617
0 0 0
0 0 0
8.07349 1.73762 8.25836
0 0 0
2.62725 -1.70196 3.13035
0 0 0
0 0 0
0 0 0
5.56818 -6.61219 8.6444
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.16333 -0.378055 1.22322
0 0 0
0 0 0
0 0 0
5.0242 -5.91213 7.7586
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.56751 2.20482 5.98819
0 0 0
9.78362 -2.97249 10.2252
0 0 0
0 0 0
1.81739 -2.5687 3.14661
-1.02704 3.18187 3.34352
2.83928 7.78792 8.28934
9.68809 -0.588237 9.70593
11.4744 2.39189 11.721
1.16876 1.19774 1.67349
0 0 0
-4.89204 -5.21517 7.15053
5.74658 4.2365 7.1394
0 0 0
0 0 0
0 0 0
4.74137 -7.11018 8.54606
0 0 0
-0.995026 -4.17948 4.29629
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.70828 4.25616 9.69273
0 0 0
4.13479 2.05696 4.61818
0 0 0
-8.11963 -0.176774 8.12156
-2.51067 1.03677 2.71631
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
15.6824 -5.77805 16.713
-18.5703 -0.412691 18.5749
-6.89142 5.51007 8.82341
-9.24548 -3.83035 10.0075
0 0 0
3.37542 -0.793372 3.4674
-7.91501 -12.6206 14.8972
1.35576 5.2886 5.45961
-0.959138 7.83788 7.89635
-13.829 -2.71736 14.0934
-2.59075 -12.7847 13.0446
0 0 0
0 0 0
0 0 0
0 0 0
-3.42369 0.813864 3.5191
0 0 0
3.29979 0.0376866 3.30001
11.6433 2.51427 11.9116
0 0 0
-3.08883 -6.43662 7.13939
-5.5131 -5.84673 8.03608
0 0 0
3.91529 5.29531 6.58558
0 0 0
0 0 0
1.49456 -10.3339 10.4414
0 0 0
-2.2492 -5.45849 5.90372
6.54741 2.32915 6.94935
-0.206009 -0.643262 0.675445
0 0 0
0 0 0
0.807803 9.33634 9.37122
3.57326 -0.921471 3.69017
0 0 0
0 0 0
0 0 0
-11.633 -3.25285 12.0792
0 0 0
3.17615 -9.3561 9.88052
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.57538 -0.541575 1.66587
0 0 0
0 0 0
-3.54618 1.03029 3.69281
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.11451 3.15571 3.34674
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-7.63159 -0.959711 7.6917
5.46078 1.9113 5.7856
0 0 0
0 0 0
6.38092 3.14389 7.11338
0 0 0
-0.897823 -2.78134 2.92266
-6.74745 -4.80165 8.28155
0 0 0
0.0339036 8.55621 8.55628
0 0 0
2.92634 2.69719 3.97973
-0.124271 10.8404 10.8411
0 0 0
-10.0817 -0.245158 10.0847
0.577113 -1.50721 1.61392
0 0 0
-2.89066 -7.03083 7.60188
0 0 0
9.43306 6.72778 11.5864
-1.20573 -0.174311 1.21826
-5.25092 -9.91497 11.2196
-4.66439 -4.84546 6.7257
0 0 0
0 0 0
-1.12251 -5.11913 5.24076
-3.07222 1.56912 3.44974
6.61928 5.73898 8.76075
-4.05646 8.60054 9.50916
-12.6578 -6.64475 14.2959
-0.435048 0.0509186 0.438017
6.69041 5.67419 8.77257
0 0 0
0 0 0
0 0 0
0.914168 -1.79362 2.01315
0 0 0
-1.16031 3.07275 3.28452
-3.48672 -4.3643 5.58608
0 0 0
-13.7268 -2.18318 13.8993
1.60154 5.90907 6.12226
6.01391 9.89772 11.5815
0.395304 0.0113426 0.395467
0 0 0
0.0549096 0.0549268 0.0776661
4.21672 4.11908 5.8947
-1.57873 0.852836 1.79435
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.22485 0.956813 4.33185
-11.5723 -1.9905 11.7422
0 0 0
0 0 0
-1.88368 -3.18197 3.69773
0 0 0
1.14952 -2.06033 2.35931
0 0 0
-3.98276 -1.43941 4.23489
0.480398 -12.5514 12.5606
0 0 0
0 0 0
3.87443 -8.46785 9.31212
0 0 0
5.4475 7.06471 8.92106
8.08066 5.24521 9.63376
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.23848 4.23661 6.73725
0 0 0
-8.00891 -1.93711 8.23984
-2.34039 0.543699 2.40271
2.50348 1.55722 2.94828
-4.68315 -10.4804 11.4792
11.9295 2.66558 12.2237
0 0 0
-0.465713 -3.60546 3.63542
0 0 0
-1.236 3.00256 3.24701
-2.21201 -5.55739 5.98143
0 0 0
0 0 0
-4.1317 0.21852 4.13748
2.39241 6.20352 6.64886
0 0 0
0 0 0
0.509654 0.504128 0.716863
0 0 0
-4.29447 0.074881 4.29512
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.38639 -1.91633 2.36525
-4.81805 3.83576 6.15846
0 0 0
13.5545 6.8767 15.1991
1.06668 -0.207225 1.08663
0 0 0
-2.92741 -6.10575 6.77126
0 0 0
-2.09553 -4.31219 4.7944
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.17921 5.22758 9.70707
0 0 0
-3.89808 -6.69677 7.74866
0 0 0
3.97124 5.18932 6.53451
0.0802239 3.96847 3.96928
0 0 0
8.56281 -3.17001 9.13076
0 0 0
0 0 0
0 0 0
-0.60938 0.143325 0.626008
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.132665 -1.39588 1.40217
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.95523 1.05332 4.09308
0 0 0
7.24127 -5.29488 8.9706
0 0 0
0 0 0
0 0 0
0 0 0
6.11268 1.1271 6.21572
-3.1537 -4.40064 5.414
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.453211 -1.32937 1.40451
0 0 0
0 0 0
0 0 0
0 0 0
-5.15653 -2.75995 5.84868
-0.553832 -3.25775 3.30449
0 0 0
0.570392 1.70716 1.79993
0 0 0
-1.46083 8.56918 8.69281
7.28274 -4.51163 8.56698
0 0 0
0 0 0
0 0 0
-1.01094 0.24416 1.04
0 0 0
0 0 0
0 0 0
4.55857 13.9278 14.6548
0 0 0
0 0 0
6.27922 -6.22235 8.84003
-0.105208 -1.94959 1.95243
-6.05241 -13.6782 14.9574
-7.85829 2.78044 8.33568
0 0 0
3.63596 9.95746 10.6005
8.06213 -2.28452 8.37956
0 0 0
1.53403 1.59891 2.21579
0 0 0
-1.36994 -1.128 1.77457
4.48004 1.94441 4.88379
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.15553 12.5948 13.2627
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.64885 -9.29164 9.66183
3.3546 0.36075 3.37394
0 0 0
0 0 0
0 0 0
0 0 0
-4.3649 -5.27634 6.84778
0 0 0
0 0 0
-0.199664 0.188062 0.274286
2.71002 3.77401 4.64622
0 0 0
0 0 0
5.23327 -6.61361 8.43368
-0.883991 -5.30686 5.37998
0 0 0
0 0 0
-1.41286 0.318304 1.44828
0 0 0
-1.88718 -6.74207 7.00122
0 0 0
-1.82953 7.5258 7.74499
-6.99032 -0.395669 7.00151
0 0 0
6.24167 -6.60025 9.08415
-1.39789 -4.18749 4.41465
0 0 0
-8.20325 2.43008 8.55561
0 0 0
0 0 0
10.9555 0.651922 10.9749
9.009 0.659707 9.03313
-0.847694 2.30739 2.45818
0 0 0
0 0 0
0 0 0
1.28505 -0.782742 1.50468
0 0 0
-1.4289 11.2148 11.3055
2.87035 6.16346 6.79906
0 0 0
0 0 0
0 0 0
10.2341 -1.01482 10.2843
0 0 0
0 0 0
0 0 0
3.83227 -0.353143 3.84851
0 0 0
0.468066 -3.26529 3.29867
10.5069 -1.45652 10.6074
4.37192 1.36159 4.57904
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.07845 -6.09412 6.43881
0 0 0
0 0 0
0 0 0
2.18631 1.38187 2.58641
2.98662 -5.12899 5.93519
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.21124 -6.49391 6.86006
0 0 0
3.6319 -0.623386 3.68501
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.46679 1.24489 1.92386
0 0 0
-1.4893 -0.435927 1.55179
0 0 0
0 0 0
6.01875 6.02453 8.51588
0 0 0
0 0 0
0 0 0
-2.99625 -3.70431 4.76439
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.71921 2.98229 7.35131
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.92608 1.85984 3.46713
0 0 0
11.5021 4.21284 12.2493
0 0 0
0 0 0
0.292394 -6.44203 6.44867
0 0 0
0.128836 -0.624181 0.637339
0 0 0
-10.9817 -1.72597 11.1165
0 0 0
0 0 0
0.609011 10.2458 10.2639
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.74547 2.4661 2.57631
3.4881 8.51523 9.20196
0.297716 1.12202 1.16085
0 0 0
0 0 0
0 0 0
-2.7288 -1.602 3.16429
6.85175 3.2285 7.57427
0 0 0
0 0 0
-4.54713 8.0586 9.25297
-1.37973 2.41505 2.78139
0 0 0
-3.56476 -4.1783 5.49233
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.25312 0.111165 2.25587
0 0 0
0 0 0
0 0 0
6.25051 -3.49802 7.16275
4.4904 -7.79381 8.99484
0 0 0
4.7429 4.60659 6.61179
0 0 0
9.01632 1.56704 9.15148
-5.01685 -1.69087 5.29413
0 0 0
-2.4095 -2.36213 3.37422
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
7.02151 6.32515 9.45035
-0.303496 2.87925 2.8952
-7.88338 1.47467 8.02012
0 0 0
6.77621 -0.433618 6.79007
0 0 0
0 0 0
0 0 0
-0.802709 3.15011 3.25078
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.18942 -1.729 8.36995
0.773516 0.833674 1.13725
-6.19061 -13.0515 14.4453
0 0 0
0 0 0
0 0 0
-8.32082 -1.73644 8.50008
-4.70266 7.90154 9.19507
-4.89009 -1.10897 5.01426
0 0 0
-3.43137 2.4384 4.20953
0 0 0
0 0 0
7.46235 3.89241 8.4165
-1.32413 -2.26122 2.62039
0 0 0
0 0 0
5.00073 1.57849 5.24394
0 0 0
0 0 0
0 0 0
4.9334 -0.772265 4.99348
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.36442 5.80465 6.26773
3.31487 2.46897 4.1333
2.37622 -1.67082 2.90483
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.957572 2.78192 2.94211
0 0 0
0 0 0
0 0 0
0 0 0
3.01917 -0.0311239 3.01933
0.144729 0.547826 0.566621
9.73271 -0.272108 9.73651
2.07704 2.35261 3.13829
0 0 0
6.81224 7.07623 9.82241
-0.330058 1.11731 1.16504
0 0 0
-7.45931 -0.906207 7.51416
-7.79531 4.80749 9.15854
0 0 0
-1.0257 10.5246 10.5745
-0.878749 8.3428 8.38895
0 0 0
0 0 0
0 0 0
-5.42333 -6.31282 8.32251
0 0 0
2.53141 -1.4938 2.9393
-2.53141 1.4938 2.9393
2.55015 12.8471 13.0977
0 0 0
-7.81641 0.696019 7.84734
8.53988 4.18387 9.5097
0 0 0
6.92668 2.68773 7.42986
1.26072 4.66534 4.83268
0 0 0
0.690025 3.00715 3.0853
1.24337 4.81109 4.96916
0 0 0
3.18294 -2.19713 3.86762
11.0939 2.35322 11.3407
0 0 0
5.60625 -5.77809 8.05086
2.99132 5.17005 5.97305
-0.129587 -4.40089 4.4028
-6.91293 -3.03629 7.55034
0 0 0
0 0 0
-0.150593 -4.60863 4.61109
-0.10973 -0.490677 0.502797
0 0 0
-5.15587 0.881999 5.23076
0 0 0
-0.0978938 3.51575 3.51712
0 0 0
0 0 0
0 0 0
7.56899 -2.71241 8.04032
0 0 0
0 0 0
0 0 0
2.2999 2.70426 3.55
-2.69843 -6.60078 7.13104
0 0 0
-4.49278 -3.02198 5.41456
-0.948772 -2.44197 2.61981
0 0 0
0 0 0
0 0 0
-0.727241 -2.56896 2.66991
-16.8158 2.95195 17.073
0 0 0
0 0 0
0 0 0
-6.03445 -6.87146 9.14503
-3.60355 4.60206 5.84504
0 0 0
18.0107 -1.25154 18.0541
0 0 0
0 0 0
0 0 0
3.11614 -2.34792 3.90168
0 0 0
5.43584 1.19607 5.56587
0 0 0
0 0 0
0.607006 2.90532 2.96805
3.08804 6.79788 7.4664
-4.91342 -4.122 6.41347
2.53614 -1.71432 3.06119
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-8.13007 2.89342 8.6296
0 0 0
4.89131 0.492083 4.916
-4.05929 1.38462 4.28894
0 0 0
0 0 0
0 0 0
9.95132 13.0877 16.4413
0 0 0
0 0 0
0 0 0
-8.17786 4.51022 9.33914
0 0 0
3.24503 -0.792911 3.3405
0 0 0
0 0 0
0 0 0
6.07915 0.641236 6.11288
0 0 0
2.23097 11.1414 11.3626
-4.96785 5.72798 7.58217
8.39013 9.06767 12.3538
0 0 0
0 0 0
0 0 0
0 0 0
0.432412 3.80339 3.82789
1.38341 -2.85748 3.17475
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.72474 0.629926 1.83618
-0.00310582 1.67224 1.67224
0 0 0
6.45798 5.11248 8.23669
0 0 0
0 0 0
0 0 0
-1.53382 -8.92133 9.05222
-4.3163 4.37082 6.14284
0.545984 2.42549 2.48619
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-3.83643 -3.20167 4.99689
0 0 0
0 0 0
-1.20406 3.01461 3.24617
0 0 0
-0.975347 -1.30242 1.62715
0 0 0
0 0 0
0 0 0
0 0 0
-0.070019 10.1394 10.1397
3.6078 1.58293 3.93978
0 0 0
0 0 0
0 0 0
-8.1415 1.4399 8.26785
0 0 0
4.8753 8.21966 9.55675
0 0 0
0 0 0
0 0 0
0 0 0
0.542474 1.90123 1.9771
0 0 0
6.74609 7.08774 9.78498
0 0 0
0 0 0
3.39046 -6.44895 7.28589
0 0 0
0 0 0
5.98708 3.54312 6.95693
-0.180257 0.0532741 0.187965
0 0 0
5.98289 6.27029 8.66669
0 0 0
0 0 0
-0.545501 -1.84798 1.92681
0.681265 -9.60251 9.62665
0 0 0
-4.4802 -2.23215 5.00546
0 0 0
0.574222 -0.185067 0.603308
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.131848 0.443231 0.462425
6.26587 8.65842 10.6878
0 0 0
-1.33789 -0.663076 1.49319
0 0 0
0 0 0
0 0 0
1.55031 -0.93838 1.81219
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.343785 3.25998 3.27806
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.57591 -6.13623 8.29121
4.25237 4.47741 6.17493
0 0 0
2.83711 -0.937881 2.98811
0 0 0
0 0 0
0 0 0
0 0 0
1.98266 -2.91864 3.52837
0 0 0
0 0 0
-5.43423 -3.61323 6.52582
0 0 0
6.79442 5.5393 8.7663
0 0 0
5.75102 -6.96479 9.0323
-1.40945 -6.54641 6.69642
0 0 0
0 0 0
1.62921 4.7523 5.02381
-0.518342 -3.00437 3.04876
11.0413 -0.50057 11.0527
0 0 0
0 0 0
0 0 0
4.33729 6.77991 8.04856
0 0 0
0 0 0
0 0 0
-8.85125 3.83776 9.64743
7.15624 -5.442 8.99039
0 0 0
-6.72286 -7.63656 10.1742
0 0 0
0 0 0
7.43124 3.15118 8.07175
0 0 0
0 0 0
-2.13097 9.82796 10.0563
-1.42792 1.52626 2.09007
0 0 0
0 0 0
9.29485 7.39901 11.8802
0 0 0
0 0 0
0 0 0
0 0 0
5.11386 1.12946 5.2371
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.779086 -3.00823 3.10748
0 0 0
-3.91104 -10.501 11.2057
4.69446 0.526038 4.72384
0 0 0
4.47766 -4.50989 6.3552
0 0 0
-8.16965 -13.8241 16.0577
-2.48848 -0.722653 2.59128
0 0 0
0 0 0
0 0 0
0 0 0
2.93564 -0.701721 3.01834
0 0 0
-5.6133 2.3372 6.08043
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.6318 0.626857 1.74807
0 0 0
-10.6699 2.02688 10.8607
0 0 0
0 0 0
0 0 0
-3.26507 9.32447 9.8796
-9.31948 -6.3393 11.2712
0 0 0
0 0 0
0 0 0
0.596719 12.5604 12.5746
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
10.083 5.96642 11.716
0 0 0
0 0 0
0 0 0
3.04547 6.461 7.14279
0 0 0
0 0 0
-1.83228 1.75794 2.53921
0 0 0
-1.09547 -5.26235 5.37517
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
9.49983 8.1222 12.4987
0 0 0
0 0 0
-1.4164 11.2861 11.3747
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.25598 4.64525 5.67272
1.29273 -2.15788 2.51547
0 0 0
0 0 0
6.89236 2.83702 7.45341
0.933657 -10.6933 10.734
0 0 0
0 0 0
7.35184 3.1176 7.98555
6.91739 0.201248 6.92032
0 0 0
2.36996 1.37538 2.74015
4.50012 3.30159 5.58136
0 0 0
2.73307 0.0625569 2.73378
0 0 0
0 0 0
0 0 0
-11.6879 -4.36386 12.476
0 0 0
0 0 0
-3.13691 0.899345 3.26329
0 0 0
0 0 0
0 0 0
0 0 0
-5.83207 -1.60823 6.04975
0 0 0
0 0 0
-3.45239 2.2731 4.13352
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-3.54105 -2.76588 4.49323
-2.72306 2.05204 3.40967
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-16.3946 -4.75042 17.0689
0 0 0
-6.66835 0.501948 6.68721
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.86853 -5.30972 5.62891
-1.81265 1.15651 2.15017
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
11.8487 5.32161 12.9889
-5.43185 -5.60285 7.80364
0 0 0
0 0 0
5.79507 -4.50961 7.34299
0 0 0
-1.63658 -11.4196 11.5363
-0.554693 -7.10094 7.12258
0.479448 0.362325 0.600957
0 0 0
3.6163 -6.46721 7.40962
1.86202 -1.22958 2.23136
-4.14235 -8.31565 9.29026
-8.0216 -6.03159 10.0362
-3.04304 -7.00568 7.63804
0 0 0
0 0 0
0.0859239 4.31435 4.3152
2.47989 -0.0885142 2.48147
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.831147 0.201926 0.855324
0.53429 0.510006 0.738629
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.85386 -0.654213 1.07567
0 0 0
0 0 0
0 0 0
-0.691417 7.60401 7.63538
0 0 0
3.47879 3.9421 5.25758
4.67435 1.24353 4.83694
0 0 0
5.06423 4.30557 6.64713
0 0 0
0 0 0
0 0 0
0 0 0
5.86695 2.50635 6.37989
6.97291 1.84417 7.21266
0 0 0
3.55225 5.76625 6.7726
6.35744 8.93738 10.9679
5.35403 -1.98335 5.70958
0 0 0
0 0 0
0 0 0
5.91017 4.45495 7.40113
-11.1435 -4.73397 12.1073
6.08418 -2.97271 6.77158
0.491853 -5.40112 5.42347
-7.09565 -11.4423 13.4639
-4.44273 -2.50492 5.10024
0 0 0
0 0 0
0 0 0
0 0 0
3.9674 0.350658 3.98287
0 0 0
3.59976 0.834784 3.69529
0 0 0
0 0 0
10.1521 -1.38357 10.2459
0 0 0
12.0419 5.97232 13.4416
0.505708 4.42991 4.45868
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.54694 -2.24741 2.72834
0 0 0
6.16704 2.6333 6.70572
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.653294 -4.0727 4.12477
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.48429 4.65344 4.88443
0 0 0
7.02126 1.76855 7.24057
3.02938 5.0148 5.85878
-0.188188 2.13535 2.14362
0 0 0
5.95013 2.84521 6.5954
0 0 0
0 0 0
-6.29945 -11.263 12.905
4.9498 3.61835 6.13132
-10.6099 -4.16317 11.3975
0 0 0
0.00521026 -0.0462196 0.0465123
5.47068 -1.84847 5.77453
-3.61942 -1.73834 4.01522
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.30494 -12.8423 13.8949
4.2573 1.52857 4.52339
0 0 0
0 0 0
0 0 0
0 0 0
11.5941 5.55896 12.8578
0 0 0
-0.480077 -1.67179 1.73936
0 0 0
0 0 0
6.92667 4.04847 8.02302
-3.60467 -7.83531 8.62472
0 0 0
-5.53962 -9.33607 10.8559
0 0 0
0 0 0
0 0 0
-0.540616 3.1791 3.22474
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.18281 3.79035 9.01804
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.309309 2.35941 2.3796
-2.43765 0.00718383 2.43766
3.76629 -2.50704 4.52441
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-8.08509 0.946393 8.1403
-0.248932 3.8459 3.85395
0 0 0
1.26325 8.92604 9.01498
4.3599 1.90819 4.75919
0 0 0
0 0 0
0 0 0
0 0 0
0.129449 0.00519943 0.129553
0 0 0
0 0 0
6.31467 -4.99334 8.05038
0 0 0
0 0 0
0 0 0
0 0 0
5.29692 3.02338 6.09904
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-3.33654 0.501997 3.37409
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.9268 5.80425 6.50042
0 0 0
0 0 0
0 0 0
0 0 0
6.84607 10.1284 12.2251
0 0 0
0 0 0
0.510981 2.63302 2.68214
0 0 0
0 0 0
8.04821 4.87262 9.4083
5.70867 14.8022 15.8649
0 0 0
0.709811 3.02282 3.10504
0 0 0
0 0 0
0 0 0
0 0 0
5.0739 -1.99937 5.45362
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.9514 5.35225 6.65283
0.00253622 7.77153e-05 0.00253741
0.950466 5.16051 5.24731
0 0 0
9.37152 -1.95188 9.57263
1.56363 2.76462 3.17617
2.51101 4.17527 4.87217
0 0 0
0 0 0
0 0 0
-6.06178 -4.08178 7.30795
0 0 0
0 0 0
0 0 0
-1.35732 -4.77778 4.96684
0 0 0
0 0 0
0 0 0
-3.13649 0.835063 3.24575
3.44745 7.66383 8.40352
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-6.04451 0.882834 6.10864
0 0 0
0 0 0
6.49167 2.39105 6.91802
3.6167 6.97087 7.85325
10.7105 8.37133 13.5939
8.61608 0.0326649 8.61614
0 0 0
0 0 0
0 0 0
-0.677565 0.261588 0.726307
-4.92119 4.09765 6.40382
0 0 0
-2.38082 -0.0418917 2.38119
5.84417 1.54396 6.04468
0 0 0
0 0 0
0.199815 -2.349 2.35749
-2.71747 -0.304158 2.73444
0 0 0
0 0 0
-12.508 -3.91755 13.1071
1.19551 -7.45401 7.54927
0 0 0
9.09001 3.81229 9.85707
-0.92024 0.436175 1.01838
0.892623 0.123802 0.901167
0 0 0
0 0 0
9.30316 -2.03377 9.52287
0 0 0
0 0 0
0 0 0
-3.20703 2.4797 4.05388
0 0 0
0 0 0
5.26309 3.24147 6.18121
0 0 0
-2.4726 1.66788 2.98254
0 0 0
0 0 0
-10.4032 -3.56023 10.9956
0 0 0
0 0 0
0 0 0
0 0 0
1.63106 -2.14074 2.69131
0 0 0
3.7521 14.1576 14.6464
0.826982 0.382612 0.911203
0 0 0
0 0 0
3.95647 8.18811 9.09389
0 0 0
5.16957 8.58757 10.0235
0 0 0
0 0 0
-2.96027 -2.53442 3.89698
-2.24072 -3.11085 3.83383
1.60195 2.47764 2.95042
-0.234722 0.0852183 0.249713
1.19107 10.1401 10.2098
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.8071 3.98382 4.87346
6.69957 -0.967729 6.7691
0 0 0
0 0 0
0 0 0
5.24256 -7.46566 9.12253
7.2407 1.83 7.46838
