#vx_post  vy_post  v_post
-2.29416 2.74898 3.58052
0 0 0
-1.77386 -4.1 4.46728
0 0 0
-0.475304 0.356682 0.594252
0 0 0
-9.55441 -2.01354 9.76428
0 0 0
0 0 0
0 0 0
7.9114 4.25517 8.98313
0 0 0
3.20708 -5.38634 6.26882
6.43405 -2.92538 7.06788
-3.50278 -1.96169 4.01469
0 0 0
0 0 0
0 0 0
1.33749 -3.25277 3.51701
0.351303 0.267306 0.441437
-5.4565 -1.83668 5.75732
0 0 0
0 0 0
0 0 0
1.57966 2.56334 3.01099
0 0 0
0 0 0
0.475304 -0.356682 0.594252
-4.7848 -5.27024 7.11826
9.55441 2.01354 9.76428
0 0 0
0 0 0
0 0 0
0 0 0
1.78436 3.51222 3.9395
0 0 0
-7.39307 -5.40691 9.15927
0 0 0
11.924 -1.13182 11.9776
-10.828 10.011 14.7467
0 0 0
0 0 0
-4.70356 -3.12396 5.64647
0 0 0
-3.04494 -0.757001 3.13762
0 0 0
2.0909 6.70997 7.0282
0 0 0
-4.87047 -6.6423 8.23661
-5.61846 0.508728 5.64144
0 0 0
-0.0219977 3.94814 3.9482
0 0 0
0 0 0
-2.47291 -4.00903 4.71037
-1.16247 4.96418 5.09847
0 0 0
1.60374 -8.75137 8.89711
0.542592 8.57418 8.59134
0 0 0
0 0 0
-2.51136 -8.62704 8.98514
0 0 0
0 0 0
0 0 0
6.65883 0.846604 6.71243
0 0 0
-3.86204 -7.51351 8.44797
0 0 0
2.15182 -6.15699 6.52218
0 0 0
0 0 0
0 0 0
2.7039 -6.9707 7.47675
0 0 0
5.67678 -2.86029 6.35665
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.766436 -1.06393 1.31125
-0.766436 1.06393 1.31125
0 0 0
0 0 0
-4.17768 7.65006 8.71645
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.0240078 -4.90879 4.90885
-2.06624 2.19535 3.01479
0 0 0
0 0 0
0 0 0
-2.85356 2.21554 3.61268
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-6.93035 -3.46049 7.74627
1.11941 5.4815 5.59464
6.11123 -5.0057 7.89963
-6.17717 6.26572 8.79868
0 0 0
-1.76139 3.06418 3.53435
-4.82542 3.45874 5.93696
7.32689 2.86293 7.86636
0 0 0
0 0 0
0 0 0
0.136411 3.98375 3.98609
0 0 0
0 0 0
4.44306 -5.39063 6.98567
-13.5703 0.445987 13.5776
0 0 0
-6.89272 -4.30558 8.12696
-0.393955 -0.546535 0.673722
0 0 0
-1.27546 8.27666 8.37436
2.15769 -2.4239 3.24514
-2.15769 2.4239 3.24514
7.82634 -4.45471 9.00534
0 0 0
2.59305 -8.24608 8.64417
1.181 4.17718 4.34092
2.40885 11.2047 11.4607
0 0 0
0 0 0
0 0 0
0 0 0
-6.85468 -4.26856 8.0751
0 0 0
0 0 0
0 0 0
0 0 0
-2.39579 -2.89446 3.75735
-3.41864 2.93596 4.50633
0 0 0
9.74627 2.09003 9.96785
0.393955 0.546535 0.673722
-7.21205 -0.173735 7.21415
3.07691 -2.56171 4.00371
-5.02682 -1.54622 5.25925
1.94991 4.10793 4.54722
1.33367 -7.64332 7.7588
0 0 0
0 0 0
-7.85175 -1.58969 8.01106
0.655415 4.456 4.50395
9.62082 2.43929 9.92524
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.23505 3.15451 8.81856
0 0 0
0 0 0
0 0 0
2.46473 -2.28108 3.35831
0 0 0
-0.0350447 7.61907 7.61915
0 0 0
-5.25469 -6.13161 8.07518
0 0 0
-1.67693 6.61323 6.82253
0 0 0
4.59592 4.39935 6.36213
0 0 0
0 0 0
0 0 0
-3.36772 -0.0167982 3.36777
0 0 0
0 0 0
0 0 0
0 0 0
3.06978 -3.01247 4.30099
0 0 0
0 0 0
0 0 0
0 0 0
-4.35203 -1.65841 4.65731
0 0 0
-0.868628 -0.129266 0.878193
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.451937 3.29614 3.32697
0 0 0
0 0 0
-4.99096 1.93689 5.35362
0 0 0
-6.68198 4.83478 8.24766
0 0 0
0 0 0
0 0 0
0 0 0
5.75492 3.05845 6.51715
0 0 0
0 0 0
3.76403 -0.0695305 3.76467
1.89982 -8.67002 8.87573
0 0 0
0 0 0
2.89431 7.10981 7.67635
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.92492 3.47261 6.0261
4.37925 -1.51829 4.63498
6.7504 5.15329 8.4926
4.99096 -1.93689 5.35362
-3.79353 -5.45594 6.64516
6.68198 -4.83478 8.24766
0 0 0
0 0 0
6.53943 0.126542 6.54065
0 0 0
0 0 0
-2.23353 4.30259 4.84777
3.58511 -11.2054 11.765
4.36841 4.59912 6.3431
0 0 0
0 0 0
0 0 0
0 0 0
7.64927 2.98862 8.21237
-1.39982 -2.1462 2.56236
-8.94356 5.90329 10.7162
7.93136 4.71752 9.2283
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.12208 -5.67295 7.64317
0 0 0
0 0 0
-5.06102 -6.92578 8.5779
-5.26192 -0.11459 5.26316
0 0 0
-11.2663 -5.48321 12.5298
5.27152 10.2108 11.4913
0 0 0
-5.89433 1.99384 6.22242
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.9383 1.48582 4.20926
0 0 0
0 0 0
0 0 0
0 0 0
-2.21815 -2.24983 3.15941
0 0 0
-4.78357 -6.60197 8.15283
0 0 0
0 0 0
-5.09689 -1.3436 5.27101
0 0 0
-4.18405 1.74587 4.53369
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.527488 -8.72485 8.74079
0 0 0
0 0 0
-3.51647 -3.87209 5.23055
3.51647 3.87209 5.23055
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.81081 6.44849 8.68035
3.81626 1.69982 4.17771
4.30486 -8.01199 9.09526
0 0 0
12.0208 7.2046 14.0145
3.4597 4.3268 5.53992
0 0 0
-5.17298 -6.62907 8.40859
5.17298 6.62907 8.40859
0 0 0
0 0 0
-0.941705 -2.50159 2.67297
0.941705 2.50159 2.67297
4.90625 2.41414 5.46803
0 0 0
-6.3844 2.27251 6.77679
0 0 0
1.18921 2.66264 2.91614
0 0 0
-5.96059 6.06873 8.50636
3.72625 0.0275668 3.72635
0 0 0
0 0 0
0 0 0
0 0 0
0.417827 2.83339 2.86403
0 0 0
2.17851 -5.64176 6.04776
0 0 0
0 0 0
2.08323 -1.46401 2.54621
-4.40789 -2.98318 5.32248
2.32466 4.44719 5.01812
0 0 0
1.49745 5.95931 6.14457
0 0 0
0 0 0
0 0 0
-2.57238 3.33263 4.20993
-4.9996 7.2968 8.8453
1.60481 -0.76577 1.77815
0 0 0
0 0 0
0 0 0
-5.12063 -6.57428 8.33319
-5.1139 -0.289101 5.12207
0 0 0
0 0 0
0 0 0
0 0 0
-0.751967 -6.901 6.94185
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-7.84508 2.15808 8.13649
0 0 0
0 0 0
2.37458 -1.65951 2.89699
-2.37458 1.65951 2.89699
2.57238 -3.33263 4.20993
13.7914 -5.77203 14.9506
0.626972 -3.14128 3.20324
0 0 0
0 0 0
0 0 0
0 0 0
-5.97607 -5.30473 7.99084
-3.77945 -8.49927 9.30171
0 0 0
3.74975 7.31519 8.22026
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.51279 -5.93562 8.81181
0.723399 -4.10909 4.17228
-4.46714 -6.89671 8.21705
-20.6293 2.73779 20.8102
15.3877 -3.47738 15.7757
0 0 0
0 0 0
-0.83853 4.40842 4.48746
0 0 0
0 0 0
-0.386108 7.18848 7.19884
-3.74975 -7.31519 8.22026
0 0 0
0 0 0
6.14578 -3.85178 7.25305
4.34117 -2.36239 4.94233
0 0 0
0 0 0
0 0 0
0 0 0
-6.30654 2.91093 6.94592
0 0 0
0 0 0
2.95554 -7.44706 8.01211
7.81466 1.10978 7.89307
2.97902 1.57012 3.36747
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.56123 4.88719 7.4035
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.6723 -5.52817 7.92058
-7.37803 5.10834 8.97387
-6.93175 4.75274 8.40462
0 0 0
0 0 0
0 0 0
0 0 0
-3.71833 -5.49742 6.63684
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.73886 -8.61775 9.04251
0 0 0
0 0 0
-0.0623576 -4.67262 4.67303
-6.35147 -3.00648 7.02709
0 0 0
0 0 0
5.53641 4.77764 7.31284
7.93577 -0.00456566 7.93577
0 0 0
0.96343 3.91332 4.03017
0 0 0
3.80338 -3.28612 5.02636
-5.40021 -0.144842 5.40215
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.987803 -7.64533 7.70888
-7.02356 -1.98779 7.29943
-0.595424 -8.77498 8.79516
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.18727 0.189777 1.20235
0 0 0
-8.52408 -3.5116 9.21907
0 0 0
1.15942 2.40937 2.67382
-6.6019 -5.1072 8.34677
1.16874 1.49649 1.8988
-8.5102 -0.243953 8.5137
2.00699 7.76158 8.01686
0 0 0
0 0 0
0.406447 -4.31459 4.33369
0 0 0
0 0 0
7.02356 1.98779 7.29943
0 0 0
-5.22501 2.84683 5.95022
0 0 0
0 0 0
0 0 0
0 0 0
7.68776 -3.1144 8.29464
0 0 0
9.69782 -2.33856 9.97579
0 0 0
1.06417 -3.17967 3.35302
-1.06417 3.17967 3.35302
-0.639594 -3.55641 3.61347
-6.37145 5.5839 8.47203
0 0 0
8.5102 0.243953 8.5137
0 0 0
0 0 0
0 0 0
0 0 0
3.74991 -7.09672 8.02653
0 0 0
0 0 0
0 0 0
12.1646 -6.82981 13.9508
0.00396125 -9.23982 9.23982
0 0 0
0 0 0
0 0 0
-8.92843 1.61029 9.07248
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.85806 8.38574 9.23067
-6.74587 -6.44848 9.33219
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.61824 8.63769 8.78797
0.779926 3.26861 3.36037
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-8.49375 -2.34423 8.81131
0 0 0
0 0 0
0 0 0
-9.439 -0.933379 9.48503
0 0 0
0 0 0
3.18515 1.32236 3.44874
0 0 0
0.214868 -9.11187 9.1144
-2.48132 -1.49634 2.89758
0 0 0
-1.00198 2.81847 2.99128
2.54048 1.21679 2.81685
8.6946 3.06404 9.2187
0 0 0
6.76517 5.42577 8.67216
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.47813 -3.02562 3.91095
3.71162 -8.29376 9.0864
0 0 0
0 0 0
0 0 0
-0.456403 3.01863 3.05294
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.88518 -0.583455 2.94358
0 0 0
0 0 0
-7.3499 -5.73495 9.32259
-2.65643 1.42898 3.01639
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-6.16405 -0.12179 6.16525
3.32662 -8.5129 9.13979
6.27344 5.92347 8.62807
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.32043 5.69404 8.50705
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-3.41793 -8.56951 9.22599
0 0 0
-8.78947 -2.80625 9.22659
0 0 0
