Track ID,x (micron),y (micron),T (sec),Frame,principal angle
0,120.7845219,99.25651797,0.0,0,0.0
0,120.6810218,99.04951793,3.346568922,1,-2.0344442449743374
0,120.7845219,99.15301795,6.693137845,2,-1.5707963267948966
0,120.3705218,99.15301795,10.03970677,3,-2.896614001829793
0,120.4740218,99.04951793,13.38627569,4,-2.5535901094996327
0,120.3705218,99.25651797,16.73284461,5,3.141592653589793
0,120.2670218,99.25651797,20.07941353,6,3.141592653589793
0,120.4740218,99.15301795,23.42598246,7,-2.819842137840485
0,120.7845219,99.04951793,26.77255138,8,-1.5707963267948966
0,121.716022,99.15301795,30.1191203,9,-0.11065723060007494
0,122.5440222,99.15301795,33.46568922,10,-0.05875582404838863
0,122.7510222,98.99776792,36.81225815,11,-0.13082740133577958
0,123.0097723,99.10126794,40.15882707,12,-0.06965457466459324
0,122.1300221,99.04951793,43.50539599,13,-0.15264933509712325
0,121.560772,99.15301795,46.85196491,14,-0.13255154073495573
0,120.9915219,99.10126794,50.19853383,15,-0.6435012015469308
0,120.6810218,99.10126794,53.54510276,16,-2.158799287087023
0,120.7845219,99.25651797,56.89167168,17,0.0
0,120.7845219,98.99776792,60.2382406,18,-1.5707963267948966
0,120.4222718,99.10126794,63.58480952,19,-2.7367008972896953
0,120.3705218,98.8942679,66.93137845,20,-2.4227626779089877
0,120.3187718,99.04951793,70.27794737,21,-2.7233683319790734
0,120.3705218,99.04951793,73.62451629,22,-2.6779450639126283
0,120.3705218,99.04951793,76.97108521,23,-2.6779450639126283
0,120.3705218,98.99776792,80.31765414,24,-2.5829933599582056
0,120.3187718,99.10126794,83.66422306,25,-2.8198421056343697
0,120.4740218,99.04951793,87.01079198,26,-2.5535901094996327
0,120.8190219,99.04951793,90.3573609,27,-1.4056476807159834
0,121.2330219,99.01501792,93.70392982,28,-0.4939414553442572
0,122.4750222,99.15301795,97.05049875,29,-0.06114816361147478
0,122.9925223,98.98051792,100.3970677,30,-0.1243549945467646
0,123.5790224,98.98051792,103.7436366,31,-0.09844615943139431
0,124.5795225,99.11851794,107.0902055,32,-0.036347623172120286
0,124.8555226,99.04951793,110.4367744,33,-0.050803705137913595
0,124.8555226,99.11851794,113.7833434,34,-0.033885331442802966
0,124.6485226,98.94601791,117.1299123,35,-0.08018484826558878
0,125.1315226,98.94601791,120.4764812,36,-0.07130746707405197
0,124.9935226,98.94601791,123.8230501,37,-0.07363710727559178
0,125.0280226,98.98051792,127.169619,38,-0.06494917001732528
0,125.3730227,99.04951793,130.516188,39,-0.04508221616509996
0,125.3040227,98.8770179,133.8627569,40,-0.08377294436433466
0,125.6835227,99.04951793,137.2093258,41,-0.042228403375738965
0,126.1665228,99.04951793,140.5558947,42,-0.03844259102019806
0,126.5115229,99.01501792,143.9024637,43,-0.042143707958609104
0,126.994523,99.01501792,147.2490326,44,-0.03886930333916394
0,127.201523,99.08401793,150.5956015,45,-0.02687524970897019
0,127.4775231,98.9115179,153.9421704,46,-0.05150081216484325
0,127.5465231,99.04951793,157.2887393,47,-0.03060268841115887
0,127.3740231,99.08401793,160.6353083,48,-0.026172034403386814
0,127.4775231,99.22201796,163.9818772,49,-0.005154594092439335
0,127.5120231,99.04951793,167.3284461,50,-0.030759526527403252
0,127.5465231,99.22201796,170.675015,51,-0.005101997120332928
0,127.8915231,99.04951793,174.021584,52,-0.02911798221680034
0,128.0985232,99.36001798,177.3681529,53,0.014149997790268955
0,128.5470233,99.39451799,180.7147218,54,0.01777590461801084
0,128.9265233,99.49801801,184.0612907,55,0.029652323001084
0,128.9610233,99.67051804,187.4078596,56,0.05058970866129323
0,129.0300234,99.87751808,190.7544286,57,0.07517189227685829
0,129.2025234,99.77401806,194.1009975,58,0.06139814155058393
0,128.9610233,99.67051804,197.4475664,59,0.05058970866129323
0,128.8230233,99.70501805,200.7941353,60,0.055736204548405964
0,129.3750234,99.80851807,204.1407043,61,0.06416880862852276
0,129.2715234,99.87751808,207.4872732,62,0.07304056533170425
0,129.3750234,99.91201808,210.8338421,63,0.07615764021685774
0,129.3060234,99.87751808,214.180411,64,0.0727458988562845
0,129.4440234,100.0155181,217.5269799,65,0.08742597807547853
0,130.0650235,100.1190181,220.8735489,66,0.0926706063539458
0,130.0995235,100.2225181,224.2201178,67,0.10333432140614891
0,130.3065236,100.2225181,227.5666867,68,0.10110336732218606
0,130.3065236,100.1880181,230.9132556,69,0.09751579951100603
0,129.9270235,100.1535181,234.2598246,70,0.09780019135383386
0,130.2375236,100.2225181,237.6063935,71,0.10183627457655549
0,130.0995235,100.2225181,240.9529624,72,0.10333432140614891
0,130.3410236,100.2225181,244.2995313,73,0.10074084217087777
0,130.3065236,100.0500181,247.6461003,74,0.08314123067165843
0,130.7895237,100.2225181,250.9926692,75,0.09625336088693237
0,130.9620237,100.4295182,254.3392381,76,0.11474794059371614
0,130.9965237,100.3605182,257.685807,77,0.10768987425980654
0,131.4795238,100.6710182,261.0323759,78,0.13149489506143375
0,131.2725238,100.8780183,264.3789449,79,0.1533908046948368
0,131.3760238,100.7745182,267.7255138,80,0.14235304701003024
0,131.8935239,100.9125183,271.0720827,81,0.14797865054615436
0,131.6865238,100.8090182,274.4186516,82,0.1414539849689841
0,131.9625239,100.8780183,277.7652206,83,0.1440568819534601
0,132.2385239,100.7400182,281.1117895,84,0.1288010539024069
0,133.2045241,100.6710182,284.4583584,85,0.11340027879846866
0,133.8255242,100.6710182,287.8049273,86,0.10804322623288225
0,134.3085243,100.6365182,291.1514962,87,0.10168885067283465
0,134.3430243,100.7055182,294.4980652,88,0.1064661289450998
0,134.8605244,100.6365182,297.8446341,89,0.09772690629632122
0,134.8260244,100.4295182,301.191203,90,0.0833445680706861
0,135.5160245,100.2570181,304.5377719,91,0.06781155445447598
0,136.1370246,100.2570181,307.8843409,92,0.06507651512342062
0,136.7925248,100.1190181,311.2309098,93,0.05382726247829878
0,136.8270248,100.0500181,314.5774787,94,0.04942208688223105
0,137.0685248,99.84301807,317.9240476,95,0.036001387013738145
0,137.3445249,99.94651809,321.2706165,96,0.041642578797178975
0,137.4135249,99.91201808,324.6171855,97,0.03939868834967698
0,138.000025,99.77401806,327.9637544,98,0.03005107074456524
0,138.5175251,99.25651797,331.3103233,99,0.0
0,138.9660252,98.98051792,334.6568922,100,-0.015179099761468178
0,140.0010253,98.53201783,338.0034612,101,-0.03768412701438483
0,141.7260257,97.73851769,341.3500301,102,-0.0723610820312135
0,142.1055257,97.2210176,344.696599,103,-0.0951807842551177
0,142.2780258,97.2210176,348.0431679,104,-0.09442144356392859
0,142.4936508,97.05714257,351.3897368,105,-0.10096658708837385
0,142.6747758,97.16064259,354.7363058,106,-0.09545371463128724
0,143.502776,97.2123926,358.0828747,107,-0.08973557817618992
0,143.0111509,97.2641426,361.4294436,108,-0.08940017811119136
0,143.1922759,96.90189254,364.7760125,109,-0.1046966073487858
0,142.3642758,97.2641426,368.1225815,110,-0.09206514021802889
0,141.9761507,97.31589261,371.4691504,111,-0.09132038964843799
0,142.5454008,96.92776754,374.8157193,112,-0.10660971806410768
0,142.4419008,96.82426753,378.1622882,113,-0.11183723907355836
0,142.2090257,96.61726749,381.5088571,114,-0.12257087566591642
0,141.7950257,97.13476758,384.8554261,115,-0.1006440243371348
0,142.4677758,97.10889258,388.201995,116,-0.0987233616748913
0,142.4936508,97.18651759,391.5485639,117,-0.09506419897950333
0,142.9335259,97.29001761,394.8951328,118,-0.08855285303130707
0,142.9594009,97.13476758,398.2417018,119,-0.09539221101663016
0,143.451026,97.08301757,401.5882707,120,-0.09559811896326535
0,143.787401,97.00539256,404.9348396,121,-0.09755213603336085
0,144.1496511,96.85014253,408.2814085,122,-0.10262819694419797
0,144.2272761,96.87601753,411.6279774,123,-0.10119837214809273
0,144.0461511,96.97951755,414.9745464,124,-0.09757568390496943
0,143.916776,96.92776754,418.3211153,125,-0.10033310495877873
0,144.4342761,96.85014253,421.6676842,126,-0.10140156583148557
0,144.7447762,96.92776754,425.0142531,127,-0.09688791149464422
0,144.9776512,96.48789246,428.3608221,128,-0.1139428237875644
0,145.6504014,96.22914242,431.707391,129,-0.12115193063345969
0,145.3916513,96.1256424,435.0539599,130,-0.12655449975165145
0,144.7706512,96.07389239,438.4005288,131,-0.1319155353135711
0,143.839151,96.38439245,441.7470977,132,-0.12394057308305761
0,143.735651,96.53964247,445.0936667,133,-0.11782821658794657
0,143.451026,96.6690175,448.4402356,134,-0.11366322422928644
0,143.0629009,96.90189254,451.7868045,135,-0.10530012988524919
0,142.9076509,96.53964247,455.1333734,136,-0.12219517108196899
0,142.1314007,97.00539256,458.4799424,137,-0.10506622554788755
0,142.2607757,97.03126756,461.8265113,138,-0.10324602886934117
0,141.4069006,97.65226768,465.1730802,139,-0.07763536616699847
0,140.7082755,97.98864274,468.5196491,140,-0.06355067147090178
0,140.6565255,98.16976777,471.866218,141,-0.05463307939614689
0,139.9061503,98.73901787,475.212787,142,-0.02705699530486682
0,139.6474003,98.9201429,478.5593559,143,-0.017830758039057322
0,139.2851502,99.25651797,481.9059248,144,0.0
0,138.5347751,99.72226805,485.2524937,145,0.026233047551966916
0,138.3019,100.2656431,488.5990627,146,0.05754348940588503
0,138.14665,100.5502682,491.9456316,147,0.07437818781679405
0,137.913775,101.1453933,495.2922005,148,0.10982817077195414
0,137.862025,101.1971433,498.6387694,149,0.11315098030289636
0,138.017275,100.8090182,501.9853383,150,0.08984753685802085
0,137.965525,101.1971433,505.3319073,151,0.11247509935524559
0,137.913775,101.1712683,508.6784762,152,0.11132035009731076
0,137.7585249,101.2747683,512.0250451,153,0.11834680393215495
0,137.8102749,100.8348933,515.371614,154,0.09244095423833626
0,137.7067749,100.6278932,518.718183,155,0.08086304242577227
0,137.8879,100.6537682,522.0647519,156,0.0815133832405042
0,137.7843999,101.1195183,525.4113208,157,0.1091534629805392
0,137.5773999,101.7663934,528.7578897,158,0.1483624806845973
0,137.5773999,101.9475185,532.1044586,159,0.1588956352118031
0,137.7585249,101.1453933,535.4510276,160,0.11082452896284163
0,137.6032749,101.4300184,538.7975965,161,0.12851848545379949
0,137.7585249,101.6111434,542.1441654,162,0.13783984939367278
0,137.5773999,102.3873935,545.4907343,163,0.18432440721225535
0,137.4221499,102.3356435,548.8373033,164,0.1829994324162876
0,137.5256499,102.9825186,552.1838722,165,0.2189962223945653
0,137.4221499,103.1118937,555.5304411,166,0.22770732128692497
0,137.4738999,103.4223937,558.87701,167,0.24461383172667073
0,137.4825249,103.7760188,562.2235789,168,0.2643279664715054
0,137.5515249,104.3280189,565.5701479,169,0.29372051567129775
0,137.896525,105.018019,568.9167168,170,0.3247716925195545
0,137.7585249,105.5700191,572.2632857,171,0.35609509210300927
0,138.172525,105.8805192,575.6098546,172,0.36397895897293286
0,138.310525,106.1565192,578.9564236,173,0.3750642544388404
0,138.276025,105.9150192,582.3029925,174,0.3637328758312876
0,138.4830251,106.2255192,585.6495614,175,0.37511740793848636
0,138.138025,106.0875192,588.9961303,176,0.3750100399536096
0,138.241525,106.0875192,592.3426992,177,0.3729877226424117
0,138.4485251,106.1910192,595.6892682,178,0.3740918790626115
0,138.5520251,105.8115192,599.0358371,179,0.35344023279979725
0,138.5175251,105.5010191,602.382406,180,0.3385800740161464
0,138.5520251,105.156019,605.7289749,181,0.32058505211010496
0,138.4830251,105.190519,609.0755439,182,0.32350391102849474
0,138.4140251,105.087019,612.4221128,183,0.3194003810124753
0,138.6900251,105.4320191,615.7686817,184,0.3321188477541846
0,138.9660252,105.6045191,619.1152506,185,0.335913912122126
0,139.3800252,105.8115192,622.4618195,186,0.3389043812296661
0,139.4490252,106.0875192,625.8083885,187,0.35084722884979863
0,139.3455252,106.0185192,629.1549574,188,0.3493678415990024
0,139.1730252,105.9840192,632.5015263,189,0.35072794933612483
0,139.1385252,105.6390191,635.8480952,190,0.33466392891037056
0,139.2765252,105.6735191,639.1946642,191,0.33401303821752637
0,139.2420252,105.8460192,642.5412331,192,0.3429055296514805
0,139.3110252,105.7770191,645.887802,193,0.33841567659999927
0,139.3800252,105.8115192,649.2343709,194,0.3389043812296661
0,139.5525253,105.8805192,652.5809398,195,0.33929261587544846
0,139.2420252,105.6390191,655.9275088,196,0.3329232732971889
0,138.7590251,105.5010191,659.2740777,197,0.3343645651425197
0,138.5175251,105.156019,662.6206466,198,0.32116678154495565
0,138.000025,104.914519,665.9672155,199,0.31753625121353746
0,137.965525,104.845519,669.3137845,200,0.31450430555186404
0,137.8275249,104.811019,672.6603534,201,0.315055587205541
1,136.5855247,105.6045191,0.0,0,0.0
1,137.1375248,106.1910192,3.346568922,1,0.8156919179977905
1,137.6032749,106.0875192,6.693137845,2,0.4431025590450854
1,137.8102749,105.8287692,10.03970677,3,0.1810927066021391
1,138.069025,105.3112691,13.38627569,4,-0.19515838864534715
1,138.379525,104.949019,16.73284461,5,-0.35031420750693526
1,138.7417751,104.845519,20.07941353,6,-0.3384554274497341
1,138.8452751,104.793769,23.42598246,7,-0.3444738981791879
1,139.2592752,104.6902689,26.77255138,8,-0.32947241835950863
1,139.6215253,104.5867689,30.1191203,9,-0.3234541299249145
1,139.7250253,104.4832689,33.46568922,10,-0.3430239363851331
1,139.7767753,104.4832689,36.81225815,11,-0.3378781852248843
1,140.0355253,104.1727689,40.15882707,12,-0.39337014939251896
1,140.3977754,103.7587688,43.50539599,13,-0.4508978362554549
1,140.2425254,103.6035188,46.85196491,14,-0.5006677074040231
1,140.7082755,103.0342686,50.19853383,15,-0.5574702230806321
1,141.2775256,102.4132685,53.54510276,16,-0.5972772093661555
1,141.6915256,102.1027685,56.89167168,17,-0.6011394034631702
1,142.5712758,101.5852684,60.2382406,18,-0.5913204369597912
1,143.0370259,101.0677683,63.58480952,19,-0.6128761088302362
1,143.502776,100.8090182,66.93137845,20,-0.606192751532477
1,143.761526,100.7572682,70.27794737,21,-0.5940798788881999
1,143.9685261,100.9642683,73.62451629,22,-0.5611155530609969
1,144.0720261,100.6537682,76.97108521,23,-0.584271275182627
1,144.2272761,100.7055182,80.31765414,24,-0.5700814862050715
1,144.4342761,100.8607683,83.66422306,25,-0.5436452912261435
1,144.5377762,100.8090182,87.01079198,26,-0.542649505711138
1,144.5895262,100.9125183,90.3573609,27,-0.530215765402001
1,143.9685261,101.3265183,93.70392982,28,-0.5251640946214761
1,143.813276,101.4300184,97.05049875,29,-0.523760277712945
1,143.709776,101.5852684,100.3970677,30,-0.513653097665644
1,144.0720261,101.4817684,103.7436366,31,-0.5033737544931318
1,143.9685261,101.5335184,107.0902055,32,-0.5039188573949134
1,144.4342761,101.6370184,110.4367744,33,-0.4680335450089945
1,144.3307761,101.6887684,113.7833434,34,-0.46809202338020744
1,144.3825261,101.7922684,117.1299123,35,-0.454758955814496
1,144.5377762,102.1545185,120.4764812,36,-0.4093338734619364
1,144.8482762,102.2062685,123.8230501,37,-0.3901869621567583
1,144.6930262,102.2062685,127.169619,38,-0.39690432108792373
1,145.3140263,102.3097685,130.516188,39,-0.3609347002550619
1,145.3830263,102.4650185,133.8627569,40,-0.34277549614683794
1,145.2795263,102.5685186,137.2093258,41,-0.3359675999051146
1,145.5210263,102.9135186,140.5558947,42,-0.29251911888640386
1,145.7280264,103.3620187,143.9024637,43,-0.24053424619392794
1,145.9695264,103.7070188,147.2490326,44,-0.19951569353691395
1,146.4870265,104.0865188,150.5956015,45,-0.1521256335125216
1,147.4530267,105.121519,153.9421704,46,-0.04441521626731135
1,147.8325268,105.5010191,157.2887393,47,-0.009202192512398073
1,148.3155268,105.8115192,160.6353083,48,0.017645232655280854
1,148.4190269,105.8805192,163.9818772,49,0.02331939137331461
1,148.5225269,105.9063942,167.3284461,50,0.025283632057413033
1,147.9791518,105.4147691,170.675015,51,-0.01665250744172416
1,148.4449019,106.0616442,174.021584,52,0.038526383161793826
1,148.4449019,106.2945192,177.3681529,53,0.05811629795999817
1,148.4966519,106.3721443,180.7147218,54,0.0643570589992939
1,148.4449019,106.2945192,184.0612907,55,0.05811629795999817
1,148.6777769,106.3980193,187.4078596,56,0.06552660070028372
1,148.6777769,106.4756443,190.7544286,57,0.07191570980020223
1,148.988277,106.5273943,194.1009975,58,0.07427203176296325
1,148.8847769,106.7085193,197.4475664,59,0.08952165594954153
1,148.6777769,106.6567693,200.7941353,60,0.08679989678068983
1,148.7554019,106.8637693,204.1407043,61,0.10310578597913192
1,148.7812769,106.7343943,207.4872732,62,0.09238127505293706
1,149.117652,106.9413944,210.8338421,63,0.10627394037761086
1,149.5575271,107.3036444,214.180411,64,0.1302425695538827
1,149.8162771,107.4588945,217.5269799,65,0.1392493890715546
1,149.8680271,107.5106445,220.8735489,66,0.14253336440901127
1,149.9974021,107.8470195,224.2201178,67,0.16567005370787954
1,148.7036519,106.9931444,227.5666867,68,0.11409310098176666
1,148.7036519,106.6308943,230.9132556,69,0.08449584670335816
1,148.2896518,106.6308943,234.2598246,70,0.08746968269794793
1,148.4966519,106.8120193,237.6063935,71,0.10103065690386728
1,148.3672769,106.5532693,240.9529624,72,0.08035370013049775
1,148.7295269,106.7343943,244.2995313,73,0.09277269499377672
1,149.9974021,107.6658945,247.6461003,74,0.15250435410133445
1,149.229777,106.9500194,250.9926692,75,0.10601306412725287
1,149.8852771,107.6227695,254.3392381,76,0.15060195161147621
1,149.7645271,107.3985194,257.685807,77,0.13529406714072992
1,149.5402771,107.2087694,261.0323759,78,0.1232076423698466
1,149.298777,106.9155194,264.3789449,79,0.1027575543521872
1,149.5230271,107.1225194,267.7255138,80,0.11679929216563172
1,148.3155268,106.6567693,271.0720827,81,0.08946641308355768
1,148.3500269,106.5877693,274.4186516,82,0.08338392223921211
1,148.2810268,106.5015193,277.7652206,83,0.07654631371271081
1,148.3155268,106.5015193,281.1117895,84,0.0763220520853925
1,148.2637768,106.5187693,284.4583584,85,0.07812721309914794
1,148.2292768,106.3635193,287.8049273,86,0.06509309894778238
1,148.2810268,106.2772692,291.1514962,87,0.057458804809511654
1,148.1775268,106.4497693,294.4980652,88,0.07278785262627485
1,148.4362769,106.6050193,297.8446341,89,0.08422530878519455
1,149.7127771,107.5710195,301.191203,90,0.14869717334936355
1,149.8680271,107.6745195,304.5377719,91,0.15460054734033965
1,148.8675269,106.9672694,307.8843409,92,0.11050307120827939
