2 2 4.19129 4.83968
1.89245 3.90193 0.209311 4.48874
2 6 5.04037 5.16254
2 8 0.0262008 0.562562
1.98732 10.0186 0.634882 2.24275
2 12 0.477411 1.63147
1.9869 13.9872 4.66472 3.06864
2.01401 16.0342 1.06185 0.980889
2 18 0.111056 5.08912
2 20 3.5068 5.31609
2.04661 22.0283 0.351717 3.9803
2.01297 23.9823 4.28184 0.322569
2 26 4.51348 5.23703
1.78851 28.0336 2.97561 1.92661
1.97829 29.9605 2.29097 2.5657
3.92582 2.06347 3.73045 5.60441
4.10755 4.09807 5.89938 5.97432
4.03733 5.99923 2.02392 0.52606
3.97337 8.042 4.05761 2.7573
4 10 2.26281 2.95476
4 12 5.13813 1.27269
3.85074 14.0019 5.94147 3.19165
3.87796 16.0771 6.17688 3.73433
4.01081 17.9749 3.88259 5.44417
4 20 2.30966 0.812197
3.99047 22.1569 0.228297 1.94998
4 24 5.48795 1.34498
4 26 1.17378 5.5243
4.13544 27.961 0.245577 0.959105
4.02171 0.0395012 3.33413 3.75128
6.01423 1.94731 2.77563 3.10594
6 4 2.47253 1.69737
6 6 6.15242 0.48917
5.97372 7.92027 5.97917 3.08259
6 10 1.92976 0.0805346
6 12 5.2059 6.21219
6.00015 14.0214 3.5195 0.0956409
6.1387 15.7904 0.201539 4.94864
6 18 0.880979 2.14079
5.83012 20.006 2.87951 3.55883
5.91317 21.6992 6.20467 2.27374
6 24 1.99855 2.65524
5.86854 25.9872 3.52157 2.3113
5.95639 28.0101 1.98433 3.53666
6 0 1.10426 0.822145
8.00107 2.0456 1.46272 2.29174
7.98345 4.00518 4.40116 1.8969
8 6 1.14477 4.62996
8.01863 8.06733 3.12942 0.897928
7.97858 9.89253 3.10301 1.35655
8 12 5.46513 3.23198
8.14911 13.9767 2.82573 5.10746
7.95607 16.0344 5.81869 1.90799
8 18 1.11592 1.97336
8.16988 19.994 3.41186 1.29647
8.0564 22.2338 0.00477981 1.13535
8 24 1.44122 0.22409
8.09297 25.9263 2.6928 4.50893
7.99904 27.9977 1.891 5.12226
8 0 5.39153 0.147919
10 2 5.39973 4.06007
10.0213 3.98602 0.847024 5.46357
10 6 4.27876 5.31853
10 8 1.19674 5.77985
10.0214 10.1075 6.03251 0.479482
10 12 1.0758 5.54302
10 14 4.79285 3.85319
10.0911 16.1065 3.32872 5.92177
10.0293 18.0632 2.59249 0.638034
10 20 1.4836 1.80622
10.017 21.9061 0.226207 0.316607
10 24 2.83666 2.60915
10.0385 26.0865 3.27878 3.59147
10 28 1.78167 3.85468
9.98113 0.0370249 1.24751 2.59386
11.9926 2.1462 4.35355 0.506841
11.9146 3.89611 5.87828 4.09334
12.0787 5.92093 4.969 3.34717
11.8891 8.01026 4.24091 2.62728
12.0363 10.0554 2.13852 4.34346
11.9958 12.0134 4.03761 2.36109
12 14 3.32636 2.45676
12.0311 16.03 1.75227 5.95098
11.9953 17.9947 5.4819 2.53452
12 20 1.00485 3.66985
12.0022 21.9221 4.18958 5.87639
11.9978 24.0779 2.08356 0.584907
12 26 1.92485 1.43607
11.9246 27.8616 2.95612 2.85474
12.0074 29.8538 5.16853 1.63958
14 2 0.536702 1.35404
14.1331 4.0796 0.249125 0.635158
14 6 1.51625 1.84625
14 8 2.24944 1.8426
14 10 5.67473 3.60608
14 12 2.57501 4.86464
14.0367 14.0046 4.10314 0.0631693
13.914 15.9024 2.93199 3.6077
14 18 4.11514 2.44523
14 20 2.83493 5.02049
14.0539 22.0216 6.04836 0.928948
14 24 0.90885 0.737707
13.9956 26.0161 3.83687 1.24737
13.9346 28.104 3.02021 3.8555
13.9962 0.0418944 2.49185 0.893436
16.0114 2.0161 2.38756 5.02018
16 4 3.97608 0.508156
15.9244 5.87807 5.84253 0.464269
16.0022 7.92922 5.89789 4.92723
16 10 3.87871 5.94464
16 12 5.09431 4.95159
15.9186 13.9785 3.19764 3.64952
16.0328 16.0938 6.20971 2.18054
16.0395 17.9774 5.6017 4.43545
16 20 1.18376 5.95405
16 22 5.84779 6.24821
16 24 5.72616 4.80721
16 26 5.28159 2.16659
15.8955 28.0606 5.96776 2.18603
16 0 4.15033 1.35435
18 2 0.997827 3.23222
18 4 4.31321 4.00305
18.0966 6.08921 0.289803 6.09595
17.9243 7.97563 2.09687 3.64576
18.0455 9.98717 5.08428 0.251326
18 12 5.38056 5.0673
18.005 13.987 0.345551 5.93495
18 16 1.9588 3.11566
18.0357 18.0101 6.12963 3.76659
18 20 3.57833 3.88
18 22 1.37451 1.60313
18.0079 24.0544 1.05721 2.72388
18 26 6.18201 3.3105
18.1045 27.9394 3.60288 1.55595
18.0126 0.0355498 0.74285 3.22649
20 2 4.39447 4.24017
20 4 0.354959 1.28884
20 6 3.55097 1.8772
20 8 5.29198 1.59737
20 10 0.729388 2.90106
19.9932 11.9878 3.27159 5.85665
20 14 1.77907 4.93387
19.9787 16.0521 2.12681 3.03047
20 18 1.57782 0.327895
19.9423 19.9796 3.3705 1.22492
20 22 6.19072 4.92715
20.0195 23.8195 0.110904 0.110294
19.9151 25.9696 2.59139 3.62886
19.8895 27.8835 3.2978 1.94831
19.9768 0.0742155 6.26274 3.86695
22.0193 1.97982 5.35831 3.85747
21.9974 3.9549 5.29977 6.20203
22.0026 6.0451 1.00748 4.35372
22 8 3.11087 2.40496
21.9959 9.93298 5.53916 4.4441
22.0068 12.0122 2.62775 0.503007
22 14 0.689155 5.49162
21.9583 15.9803 3.17779 4.15924
22.0945 17.8625 1.75338 5.42285
21.9055 20.1375 1.25511 5.19638
21.9816 21.993 2.23167 4.72117
22.0438 24.1943 2.82216 0.41492
22 26 2.49213 5.80536
22.1105 28.1165 2.81012 2.87474
22.0232 29.9258 0.688498 5.63444
23.9731 1.92298 3.20436 6.17413
23.9848 3.8437 2.96624 5.46382
24 6 5.98983 5.97952
24 8 3.85656 0.28409
24 10 2.9193 0.992444
23.9976 12.0091 0.0967637 2.54558
24 14 3.80004 3.56706
23.8915 15.9731 2.667 1.92938
24 18 5.93996 0.562269
24.0423 20.0156 3.70054 5.85597
24.0325 21.974 4.56492 6.0005
23.9947 24.032 0.900433 2.8954
24 26 6.22187 5.80598
24 28 5.48727 5.32788
24 0 3.39552 0.291646
26.0167 2.04795 2.7512 6.19829
26.0123 4.14941 6.21262 5.40386
26 6 0.761419 5.2707
26 8 5.34097 4.4277
26 10 5.12093 5.43237
26.0327 11.9621 0.263004 5.32652
25.9654 14.0004 3.88471 2.84326
26.1085 16.0269 0.401191 4.74617
25.9585 17.975 5.25032 2.77264
26.2077 19.9854 1.27461 4.42891
25.9262 21.8833 4.75446 6.14266
25.9436 24.0887 4.39237 5.17093
25.8667 25.9788 4.65634 4.71237
26.103 28.029 5.04 0.211223
26.0321 0.0550203 0.524933 1.91172
28.0315 2.03229 -0.0135783 3.68239
28.003 4.00689 2.73188 4.9117
28 6 4.32097 0.40533
28.0799 8.07439 0.0441424 1.45675
27.9651 9.96104 2.89394 5.75001
28 12 5.36344 0.538225
28 14 3.39797 1.87206
1.99367 1.99485 4.18811 1.07863
2.08133 3.92687 0.205264 0.24028
2.0117 5.80605 4.94648 1.99473
2.22104 8.0423 0.0117069 6.15901
2.02521 10.0831 0.735088 0.845953
2.06669 12.043 0.482934 0.527646
1.93298 13.9592 4.39704 1.44918
2.11316 16.1685 1.03658 1.04492
2.18952 18.0345 0.111157 0.108812
1.87283 19.9452 3.57626 3.75624
2.06415 22.0161 0.367842 0.498838
2.08058 23.8376 4.55197 4.6056
2.01312 25.9573 4.54072 1.16675
1.58463 28.0654 2.80579 2.64937
1.96785 0.0432054 2.36003 2.11365
3.86042 2.08255 3.77599 0.572028
4.1285 4.15515 5.90618 2.57582
4.05126 6.2323 1.84614 5.11481
3.9226 8.02517 4.02948 1.01433
3.87903 10.1334 2.29919 5.74384
4.04714 11.9633 5.15597 5.0363
3.82178 14.0697 5.87496 3.12261
3.86143 16.0855 0.0101381 2.78577
3.9163 17.8888 3.88775 1.02495
3.95503 20.2082 2.28533 2.22477
4.32897 22.2709 0.37419 0.491053
4.19894 23.9483 5.56043 5.67521
4.05048 26.1321 1.21149 1.10949
4.13687 27.9451 0.19632 3.60131
3.75117 29.9178 3.31666 0.2567
5.83283 1.9871 2.78271 3.01556
5.97892 4.14735 2.45501 5.78322
6.01968 5.95479 6.16322 2.92797
6.24795 7.96567 6.0243 5.86979
5.85041 10.089 1.96739 4.93527
6.01618 11.7866 5.13143 4.95155
5.99918 14.0257 3.63624 3.56487
6.26962 15.7656 0.217509 0.419541
6.01587 18.0287 0.893347 3.96801
5.70395 20.0167 2.91679 6.21206
6.06684 21.7306 0.0428468 3.47216
5.88874 24.124 1.98886 2.07509
5.59307 25.8982 3.50891 3.76135
5.95639 28.0101 1.98433 3.53666
6.09588 0.190788 1.0775 1.00018
8.03594 2.18134 1.44502 1.27127
7.98345 4.00518 4.40116 1.8969
8.04039 6.09339 1.12553 0.871851
7.86811 8.13661 3.05237 2.90946
7.91275 9.94772 3.10493 2.90553
8.22847 11.804 5.44855 5.46148
8.14195 13.9236 2.79588 6.18887
8.02021 16.0342 5.78934 5.87792
7.95765 18.0318 1.1632 1.28601
8.06124 19.9728 3.49729 3.73306
8.27994 22.2313 6.2415 6.21302
8.03118 24.1433 1.47168 1.62538
8.0292 25.9228 2.7008 2.86352
7.93417 28.1614 1.89847 1.98614
8.06298 29.8967 5.3654 5.1303
10.1713 1.91809 5.4687 5.48425
10.0382 4.04193 0.896316 1.01466
10.0012 5.96449 4.30023 1.08583
10.0305 8.01117 1.13908 4.58986
10.1591 10.1122 6.08923 2.74012
10.1291 12.1632 0.99986 0.877417
9.96284 13.8366 4.78406 1.52379
9.89969 16.1419 3.26424 3.19184
10.0489 18.1178 2.49048 0.638034
9.95828 20.0117 1.47834 1.3601
10.0636 21.8421 0.170194 3.35707
9.96511 24.0475 2.80655 2.7606
10.0944 26.1483 3.31471 0.275176
9.95597 28.0301 1.79702 1.9217
10.0279 0.198027 1.25192 1.27901
11.9224 1.90864 4.40279 4.22124
11.8635 3.84138 5.85742 2.92748
12.1177 5.80677 5.00396 5.05375
11.7931 7.82543 4.21771 4.23819
12.0481 10.0627 2.07006 5.46203
11.9663 12.0675 4.00919 2.36109
11.8665 13.9778 3.27986 6.27055
12.1119 16.0993 1.54649 4.78349
12.1196 17.8648 5.47233 2.13372
12.1581 20.2225 0.989789 0.890931
11.958 21.8916 4.1505 0.856627
11.9671 24.1285 2.07955 2.0471
11.9097 26.0627 1.92133 1.96932
11.9697 27.9144 2.92673 0.0849492
12.0636 29.8209 5.21858 2.06694
13.9543 1.94328 0.539609 3.40373
14.1427 4.04142 0.239184 0.27526
13.9343 5.98508 1.49914 1.59891
14.032 8.11494 2.1931 5.56402
14.025 9.94714 5.67785 5.77088
13.8836 11.9613 2.61725 5.64324
13.9744 13.8375 4.16222 4.38198
13.8879 15.9501 2.91789 2.80351
13.9857 17.9593 4.10015 4.0116
13.8727 20.0206 2.84303 3.09611
14.0531 22.0198 6.04293 2.91725
14.0284 24.0648 0.946522 3.87721
13.9147 25.9708 3.77844 3.77242
13.8755 28.0945 3.01079 5.93054
13.9314 0.0590932 2.54301 2.69608
16.0373 2.04416 2.50718 5.43692
15.9374 3.91521 4.00354 3.91477
15.9244 5.87807 5.84253 0.464269
16.1448 7.91661 5.89172 5.68852
15.9589 9.95042 3.89911 4.04766
16.0333 11.9548 5.09742 5.12258
15.7506 13.9534 3.2723 0.036658
16.0511 16.0386 6.17835 3.34958
16.1917 17.7332 5.59581 5.7579
16.0374 20.0795 1.20998 4.48359
16.0464 21.9579 5.78432 2.4662
16.0326 23.9392 5.65427 5.72956
16.0591 25.9753 5.30147 5.46334
15.944 28.0321 5.95403 5.89037
15.9812 29.9732 4.12245 3.8941
18.0585 2.13724 1.04755 1.24725
18.0471 3.98418 4.30815 1.21026
18.2169 6.12587 0.283694 0.35138
17.8542 7.98755 2.08327 5.54385
18.1354 9.84904 5.05905 1.90019
18.0124 11.9258 5.41004 2.07459
18.0941 13.985 0.295058 0.133211
17.9743 16.055 1.96657 1.99024
18.1019 17.9288 6.0792 5.85416
17.9271 19.9563 3.57341 3.38181
18.0043 22.0577 1.39129 1.43206
18.1501 24.2511 1.03332 1.04762
18.0959 25.9707 6.20365 0.0104429
17.9819 27.8128 3.61552 0.79739
18.0126 0.0355498 0.74285 3.22649
20.0108 1.97929 4.36523 1.58611
20.1416 4.07914 0.381077 3.32116
19.9156 5.97768 3.54533 3.32878
20.0519 7.88683 5.28972 5.12241
20.098 10.1226 0.802726 0.654203
19.9204 12.0186 3.22975 3.00257
19.8836 14.3001 1.73919 5.11092
19.9873 16.0596 2.10168 5.4989
19.9399 18.0697 1.61044 1.74841
