#vx_post  vy_post  v_post
3.362 3.11477 4.5831
4.17921 0.140677 4.18157
0 0 0
0 0 0
0 0 0
3.52882 -3.32048 4.84543
0 0 0
-7.51737 -1.81441 7.73324
0 0 0
0 0 0
10.2642 10.1542 14.4382
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-8.27789 -11.2207 13.9437
0 0 0
0 0 0
0 0 0
0 0 0
-6.28748 6.41859 8.98502
0 0 0
0 0 0
0 0 0
0 0 0
-0.847346 -3.91394 4.00461
0.0911431 -2.35706 2.35882
0 0 0
0 0 0
0 0 0
0 0 0
9.19305 5.2414 10.5823
0 0 0
0 0 0
1.77673 2.59223 3.14268
0 0 0
7.2271 4.73958 8.6426
-5.67554 7.00632 9.01667
4.38029 8.76041 9.79448
5.31041 0.964488 5.39728
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.07899 8.37012 9.31113
12.2364 7.76088 14.4901
3.89522 -0.333249 3.90945
0 0 0
0.0640735 -4.26082 4.2613
0 0 0
0 0 0
-5.82436 -5.93229 8.31355
0 0 0
0 0 0
0 0 0
7.06399 2.47319 7.48442
2.83417 -1.39402 3.15845
0 0 0
0 0 0
0 0 0
0 0 0
-7.99782 -8.03473 11.3368
0 0 0
0 0 0
6.06215 4.40293 7.49236
0 0 0
4.76344 0.535555 4.79345
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.21453 -1.13366 5.33634
0 0 0
1.14464 -0.5037 1.25056
6.42906 5.47798 8.44637
1.3794 -2.84815 3.1646
-8.67534 2.61483 9.06084
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
12.7426 11.9054 17.4388
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.56908 -8.51675 10.1759
0 0 0
-0.0771147 -4.26967 4.27036
0 0 0
7.82663 7.09163 10.5616
0 0 0
0 0 0
4.70781 0.340958 4.72014
14.0475 7.57227 15.9585
0 0 0
0 0 0
2.43309 0.528079 2.48974
0 0 0
5.48934 1.80429 5.77826
2.15368 1.51036 2.6305
-7.52584 5.18862 9.14112
0 0 0
0 0 0
11.7869 5.23255 12.8962
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.35202 1.79077 2.95616
0 0 0
0 0 0
0 0 0
0 0 0
10.3958 7.95105 13.0879
-1.97315 -3.74626 4.23412
-5.16674 -1.61317 5.41271
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-8.59722 3.47873 9.27436
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.0932905 6.71054 6.71119
0 0 0
0 0 0
2.33186 -0.495448 2.38391
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.97287 -0.810406 2.13283
3.83299 -0.297767 3.84454
0 0 0
0 0 0
0 0 0
-8.45126 -4.40292 9.5294
-1.18174 11.5188 11.5793
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-6.57527 6.12734 8.98768
0.866187 4.25029 4.33765
-0.725757 0.283354 0.779111
0 0 0
0 0 0
1.20838 -2.307 2.60431
0 0 0
7.89047 6.98217 10.5361
0 0 0
0 0 0
0 0 0
8.21701 11.4888 14.1248
0 0 0
-6.96922 5.54742 8.90752
0 0 0
0 0 0
0 0 0
0 0 0
1.26662 2.40997 2.72255
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.941505 -3.03122 3.17408
6.00574 2.64711 6.56324
8.98659 2.20609 9.25341
0 0 0
3.856 5.03671 6.34328
0 0 0
-3.56936 8.58979 9.30187
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.214838 -2.50503 2.51422
-3.82801 8.18736 9.03806
0 0 0
0 0 0
0 0 0
0 0 0
2.80445 -0.407924 2.83397
0 0 0
5.15609 3.52259 6.24451
0.965453 3.10207 3.24884
5.64419 2.85517 6.32525
0 0 0
0 0 0
0 0 0
0.982224 -3.20932 3.35626
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.260461 3.42721 3.43709
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.68806 4.36355 5.71335
0 0 0
-7.97563 4.25128 9.03792
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.28068 0.996009 1.6224
0 0 0
-6.33331 -5.54513 8.41779
7.27157 7.04746 10.1263
0 0 0
0 0 0
0 0 0
0.162519 -4.01256 4.01585
-1.34379 -5.48936 5.65145
0 0 0
-2.66533 -3.06226 4.05973
5.16943 1.1887 5.30434
-1.97356 -1.09449 2.25673
2.81583 2.6525 3.86842
0 0 0
0 0 0
0 0 0
0 0 0
4.53523 0.380347 4.55115
4.82147 0.522886 4.84974
-4.8593 -5.37821 7.2483
12.4318 8.3483 14.9747
0 0 0
1.85429 1.75798 2.55516
-10.3216 2.3603 10.5881
-3.10126 -2.42712 3.93811
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.03303 1.01052 1.4451
0 0 0
0 0 0
1.65046 1.3202 2.11352
0 0 0
0 0 0
0 0 0
-8.17779 -7.57134 11.1446
0 0 0
0 0 0
0 0 0
0 0 0
-2.4029 -4.59011 5.18103
8.65202 8.39065 12.0524
-5.61463 7.10936 9.05909
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.52876 1.90147 5.84661
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
14.0035 6.0906 15.2707
0 0 0
1.67078 2.0538 2.64757
0 0 0
0 0 0
-0.880615 3.43901 3.54996
0 0 0
-5.46587 7.18288 9.02605
0 0 0
-3.32413 9.22665 9.80719
15.4875 7.52854 17.2204
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.370131 0.389998 0.537676
-4.46919 8.18028 9.32152
0 0 0
-4.2385 8.323 9.34008
13.7235 5.72381 14.8694
0 0 0
0 0 0
0.594661 -2.73295 2.7969
0 0 0
0 0 0
-2.11623 -2.11726 2.99353
-9.46924 3.17985 9.98889
-9.59163 1.53854 9.71424
-8.89325 3.67733 9.62354
0 0 0
0 0 0
0 0 0
0 0 0
-12.7283 -0.140124 12.7291
3.8695 7.34521 8.30211
-1.70761 -1.73182 2.4321
0 0 0
-9.04795 2.04742 9.27671
-3.66241 8.9159 9.6388
0.342819 4.04097 4.05549
8.4403 3.96548 9.32543
0 0 0
0 0 0
-2.63403 9.96945 10.3115
0 0 0
-0.461149 -0.511071 0.688368
-2.23446 -6.45151 6.8275
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
11.9462 3.03482 12.3256
0 0 0
-5.07023 -3.2427 6.0185
0 0 0
0.334024 13.0215 13.0257
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
7.43901 -1.57152 7.6032
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.49708 -9.63075 11.0892
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.53716 6.45561 10.7032
1.06354 -3.07478 3.25352
0 0 0
0 0 0
0 0 0
0 0 0
-13.3449 -13.4233 18.928
1.29395 -1.04491 1.66317
4.57919 0.382963 4.59518
3.36861 9.68006 10.2494
8.09092 5.9771 10.0593
0 0 0
0 0 0
0 0 0
9.45272 1.85626 9.63325
0 0 0
-9.69099 -9.77577 13.7652
3.30276 0.912144 3.4264
0 0 0
5.08514 11.4957 12.5702
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-6.46559 5.42693 8.4413
0 0 0
0 0 0
0 0 0
-5.79089 -3.86172 6.96041
0 0 0
0 0 0
-3.42881 -4.56151 5.7065
-6.91498 5.65451 8.93255
-8.83761 3.35297 9.45229
0 0 0
0.135996 1.89497 1.89984
-5.47164 -4.75204 7.24712
0 0 0
0 0 0
0 0 0
1.67204 -0.311977 1.70089
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.01439 -3.31054 5.20337
0 0 0
0 0 0
-7.80552 4.78703 9.15651
-2.79929 -4.79829 5.55515
0 0 0
-3.16036 9.46212 9.97595
0 0 0
0 0 0
2.15908 4.94402 5.3949
2.3767 3.0631 3.87701
0 0 0
0 0 0
-12.7347 -0.13592 12.7354
3.14272 1.12706 3.3387
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.15545 -4.18965 4.71159
0 0 0
0 0 0
0 0 0
0 0 0
-3.16466 0.287052 3.17766
8.69243 7.69065 11.6062
-8.62495 -7.68417 11.5515
0 0 0
4.13825 -0.0611805 4.1387
0 0 0
0 0 0
0 0 0
0 0 0
-11.0918 1.34418 11.173
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-3.54156 8.31516 9.03795
0 0 0
5.55133 -1.75025 5.82071
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.73456 3.04979 6.49511
0 0 0
0 0 0
1.70716 -2.24223 2.81815
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
13.5982 9.96982 16.8614
-3.50873 9.15113 9.80073
0 0 0
0 0 0
6.28305 -2.70904 6.84219
8.81695 5.96267 10.6439
-9.61884 -8.5948 12.8993
0 0 0
0 0 0
3.6923 1.04774 3.83807
0 0 0
0 0 0
0 0 0
-5.63094 6.56793 8.65131
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.68269 3.9813 7.77875
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-8.28415 -2.92199 8.78437
-2.80955 -6.82792 7.38337
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-11.426 -5.96458 12.8891
0 0 0
0 0 0
0 0 0
5.8251 1.65481 6.05559
0 0 0
0 0 0
-0.305111 2.28595 2.30622
-1.11133 0.39071 1.17801
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.58686 6.68786 8.10967
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-9.98454 2.73952 10.3536
-0.0424711 -1.73277 1.73329
0 0 0
0 0 0
-6.8711 4.37785 8.14724
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-12.0608 -0.835693 12.0897
0 0 0
0 0 0
0 0 0
0 0 0
-0.25508 -3.25114 3.26113
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-9.96009 2.62707 10.3007
9.94536 2.30385 10.2087
0 0 0
0 0 0
0 0 0
0 0 0
-5.69162 -5.17235 7.69076
0 0 0
0 0 0
0 0 0
0 0 0
11.124 3.49728 11.6608
0 0 0
-9.4767 -9.23387 13.2315
0 0 0
0.82435 -3.36673 3.46618
-0.449712 0.175734 0.482828
-0.158814 2.94509 2.94937
2.21306 -1.95916 2.95566
0 0 0
-6.90657 5.56887 8.87204
0 0 0
-6.93042 -5.05562 8.57847
0 0 0
0.887287 1.82936 2.03318
0 0 0
1.33388 2.07541 2.4671
0 0 0
5.13549 0.944297 5.22158
0 0 0
0 0 0
-1.92052 0.533817 1.99333
0 0 0
0 0 0
0 0 0
-7.23763 -11.1277 13.2743
0 0 0
0 0 0
0 0 0
-5.13596 5.46787 7.50171
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.71988 -0.167793 3.72366
6.83203 3.7317 7.78474
0 0 0
0 0 0
0 0 0
0.893485 -3.36057 3.47732
8.29435 2.40105 8.63489
0 0 0
0 0 0
-4.4387 -0.757324 4.50284
0 0 0
0 0 0
6.30544 3.41183 7.16932
0.89358 -3.40091 3.51634
0 0 0
5.18124 0.920163 5.26231
7.90546 1.95836 8.14442
0 0 0
0.627549 -0.920626 1.11417
0 0 0
2.99468 3.14715 4.34427
0 0 0
8.98636 6.03399 10.8242
0 0 0
-10.7071 -0.517932 10.7197
0 0 0
5.68716 -0.129957 5.68864
4.9157 4.35159 6.56509
0 0 0
0 0 0
2.69416 2.76202 3.8584
-0.386011 -3.30084 3.32334
9.225 6.22042 11.1263
-6.00729 6.61292 8.93411
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.337733 -0.900784 0.962016
0 0 0
2.52855 -0.450611 2.56839
0 0 0
0 0 0
0 0 0
-1.05809 11.5533 11.6016
0 0 0
-1.80923 -0.452929 1.86507
-7.17877 -7.03135 10.0486
2.94355 1.71309 3.40576
1.66703 -2.25734 2.80617
0 0 0
0 0 0
0 0 0
0 0 0
-14.8667 -2.23726 15.0341
4.95764 -2.74896 5.66877
0 0 0
-7.77403 -7.62127 10.8867
0 0 0
0 0 0
-1.83516 -2.44854 3.05993
0 0 0
0 0 0
0 0 0
-4.54346 8.1007 9.28787
4.60978 -3.12068 5.56675
0 0 0
0 0 0
6.34241 4.73114 7.91264
5.5903 1.52352 5.79419
0 0 0
10.0232 10.0711 14.2089
0 0 0
-9.73486 2.37963 10.0215
0 0 0
7.6513 -0.100298 7.65195
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1.50951 -2.67755 3.07374
4.12927 11.0324 11.7799
0 0 0
0 0 0
-2.28726 8.88299 9.17273
-8.23607 4.39211 9.33399
-4.60806 -2.42061 5.20515
5.44282 2.66518 6.06032
-5.04261 -7.216 8.80333
0 0 0
-0.0371167 -4.22918 4.22934
0 0 0
7.53865 6.25008 9.79259
0 0 0
0 0 0
-10.6765 1.95795 10.8545
0 0 0
9.61305 6.79984 11.7749
-6.97002 -9.26727 11.5958
0 0 0
0 0 0
3.17208 9.99177 10.4832
6.33941 5.08577 8.12731
0 0 0
-6.91706 5.21014 8.65975
0 0 0
0 0 0
0 0 0
-6.50328 -8.91113 11.0318
-7.09028 -1.77708 7.30959
0 0 0
0 0 0
7.82631 6.60379 10.2402
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-13.5037 -2.55579 13.7434
0 0 0
0 0 0
-1.52263 -1.22415 1.9537
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.75052 6.66582 8.8035
0 0 0
0 0 0
0 0 0
0 0 0
4.87753 3.38809 5.93881
-6.61423 -3.08304 7.29748
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-8.0775 3.82474 8.93726
2.12102 5.65226 6.03712
0 0 0
5.84229 4.25492 7.22749
0 0 0
1.06531 0.883958 1.38429
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.98184 7.10809 11.4542
3.43828 1.74275 3.85473
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
7.67007 0.0473709 7.67021
0 0 0
1.97142 0.156593 1.97763
0 0 0
-2.05206 10.3934 10.594
2.60007 8.91501 9.28643
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.64615 -1.51026 2.23399
0 0 0
-12.8571 -7.67225 14.9723
0 0 0
0 0 0
1.14932 -0.199086 1.16644
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-9.88163 -4.64322 10.9182
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-7.87965 -2.59378 8.29558
0 0 0
0.514891 -0.640956 0.822154
0 0 0
0 0 0
-12.076 -0.448438 12.0844
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-10.484 1.1512 10.547
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
8.95486 5.34763 10.4301
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-7.86537 -1.39705 7.98848
-3.53683 8.60731 9.30564
0 0 0
0 0 0
0 0 0
2.57906 -1.59919 3.03463
0 0 0
6.27718 -1.60717 6.47966
0 0 0
0 0 0
-5.34166 1.2306 5.48158
0.232328 0.176513 0.291776
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-11.5236 1.11874 11.5778
0 0 0
-4.41981 -2.07412 4.88228
0 0 0
0 0 0
0 0 0
0.316393 4.51542 4.52649
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.70964 -3.27776 6.58359
0 0 0
4.9563 4.4572 6.6657
-5.37112 7.29216 9.05674
0 0 0
-3.93226 -3.0036 4.94816
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.769571 0.336597 0.839962
0 0 0
4.5621 8.95001 10.0457
0 0 0
0 0 0
-14.0889 -3.91758 14.6235
0.88397 -3.41089 3.52357
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.32467 -1.90515 2.32042
0 0 0
0 0 0
0 0 0
0 0 0
-5.82452 -5.59396 8.07573
0 0 0
0 0 0
0 0 0
-1.99299 2.44623 3.15532
-0.0577505 -0.703929 0.706294
0 0 0
0 0 0
0.970166 0.746602 1.22419
0 0 0
0 0 0
0 0 0
4.06696 0.501346 4.09774
0 0 0
-0.0254224 -0.020105 0.0324115
0.390912 -0.327907 0.510231
0 0 0
0 0 0
-5.60014 7.08649 9.03216
5.41903 9.33832 10.7968
0 0 0
0 0 0
0 0 0
0 0 0
-1.064 -0.863208 1.37012
0.84728 0.0482107 0.84865
0 0 0
0 0 0
-6.53989 5.95856 8.84729
0 0 0
0 0 0
0 0 0
0 0 0
3.47427 -0.713526 3.54678
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.21013 7.04296 8.76064
0 0 0
0 0 0
-2.1554 -1.65183 2.71557
0 0 0
0 0 0
0 0 0
0.0805796 -4.58808 4.58879
-2.06111 4.32307 4.78927
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.27067 -7.86878 8.953
1.9722 -1.77448 2.65299
3.61225 -0.566601 3.65642
0 0 0
0 0 0
0 0 0
-10.0765 1.85003 10.2449
1.48221 -2.65251 3.03855
8.01667 -0.315219 8.02287
0 0 0
0 0 0
0 0 0
3.84472 -0.83305 3.93393
0 0 0
0 0 0
0 0 0
0 0 0
0.655611 -3.47776 3.53902
4.98242 -3.87801 6.31375
0 0 0
0 0 0
-14.3839 -9.57638 17.2801
2.68505 -1.58712 3.11904
0 0 0
0 0 0
0 0 0
0 0 0
-1.62792 -5.75981 5.98545
0 0 0
9.97822 5.24554 11.273
-4.46881 -7.85191 9.03453
0 0 0
0 0 0
0 0 0
4.68409 2.07495 5.1231
0 0 0
2.53629 -1.78011 3.09864
3.43211 -0.698148 3.5024
0 0 0
10.0828 5.2415 11.3638
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.09765 -0.0308129 4.09777
-8.13737 -6.17481 10.2149
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
