#vx_post  vy_post  v_post
0 0 0
-5.67118 4.11983 7.00966
0 0 0
1.95042 -4.06386 4.50767
7.09274 -9.45679 11.8211
-7.09274 9.45679 11.8211
-1.30946 -7.38941 7.50453
-7.3647 -7.08458 10.2191
-17.4199 3.58957 17.7859
-2.95774 -2.51178 3.88037
8.9456 2.05202 9.17794
6.90378 11.391 13.3198
0 0 0
-6.83684 -12.1411 13.9337
6.21201 -2.76723 6.80049
17.4199 -3.58957 17.7859
0 0 0
0 0 0
-5.56315 -3.05191 6.3453
0 0 0
0 0 0
5.40305 13.3396 14.3923
0 0 0
0 0 0
0 0 0
0 0 0
5.56315 3.05191 6.3453
-9.5369 0.0599856 9.53709
-3.44424 3.18624 4.69201
1.43379 -1.19851 1.86874
0 0 0
6.9979 -3.87995 8.00154
-5.19679 -6.19805 8.08842
-2.56097 3.92389 4.68566
-2.96401 -12.3272 12.6785
9.9555 2.56793 10.2814
0 0 0
0 0 0
3.5183 5.2487 6.31881
0 0 0
8.02534 -14.5094 16.5809
-5.90689 12.6267 13.9401
-0.774572 1.77928 1.94057
-14.7462 -1.30337 14.8037
29.8287 -14.8901 33.3386
-19.3157 13.6276 23.6391
0 0 0
0 0 0
8.49104 -0.542616 8.50836
-3.01159 -6.51214 7.17479
1.54553 0.358725 1.58662
0 0 0
0 0 0
0 0 0
0.988712 -1.4684 1.77024
0 0 0
0 0 0
-15.2945 -15.0612 21.4654
2.4087 -0.131115 2.41227
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
4.56021 -4.57948 6.46275
0 0 0
-0.723325 -0.86129 1.12473
0 0 0
12.5787 6.30887 14.0722
-1.59747 3.65074 3.98495
0 0 0
0 0 0
9.73202 6.34721 11.6189
0 0 0
-2.68763 -0.0883366 2.68908
0 0 0
1.61203 15.1642 15.2497
0.288801 4.81082 4.81948
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.08744 7.69472 9.8115
0 0 0
0 0 0
5.4122 10.5607 11.8667
0 0 0
0 0 0
0 0 0
0 0 0
-1.35326 -0.0234646 1.35347
0 0 0
2.80895 -6.43317 7.01968
0 0 0
0 0 0
0 0 0
-0.888876 -5.91104 5.97749
0 0 0
2.40498 -0.0969458 2.40693
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.55909 1.18756 2.82121
0 0 0
0 0 0
0 0 0
7.11063 -2.18258 7.43806
0 0 0
-0.442275 3.05905 3.09086
0 0 0
0 0 0
0 0 0
0 0 0
2.86382 -5.79694 6.46576
0 0 0
0 0 0
0.0588025 3.18252 3.18307
0 0 0
0 0 0
0 0 0
-4.87912 -7.49766 8.94543
-5.7624 -10.1507 11.6723
0 0 0
0 0 0
4.6128 3.03746 5.52305
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.57161 -2.10558 3.32365
2.92817 -1.79498 3.43455
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.41304 5.71009 5.88233
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.00851 7.08951 7.70145
0 0 0
0 0 0
3.65065 2.51961 4.43573
-10.2102 -8.91946 13.5574
0 0 0
0 0 0
2.73741 1.31387 3.03639
6.20139 -2.68468 6.75757
0 0 0
0 0 0
0 0 0
-13.0381 16.7533 21.2289
-4.347 -0.179562 4.35071
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.426686 -15.6058 15.6117
-1.14059 1.26363 1.70227
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.48525 6.87805 8.21127
0 0 0
0 0 0
3.79697 9.21446 9.9661
0 0 0
0 0 0
0 0 0
0 0 0
4.24231 7.52469 8.63818
0 0 0
0 0 0
0 0 0
0 0 0
2.90074 0.903894 3.03831
0 0 0
0 0 0
0 0 0
2.68332 7.60055 8.0603
0 0 0
0 0 0
0 0 0
0 0 0
4.20394 -0.16679 4.20724
0 0 0
0 0 0
-2.24727 -5.51637 5.95655
0 0 0
0 0 0
0 0 0
0 0 0
10.7896 4.10871 11.5454
1.04245 -7.30742 7.3814
-11.0792 -1.58193 11.1916
-1.87472 2.29625 2.96435
0 0 0
0 0 0
0 0 0
-0.614318 2.55367 2.62652
1.53393 2.47855 2.91481
0 0 0
-5.40828 -2.8552 6.11569
0 0 0
0 0 0
0 0 0
0 0 0
-6.89236 -10.1405 12.2611
0 0 0
0 0 0
0 0 0
0 0 0
-2.90543 8.44474 8.93058
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-2.42792 10.0592 10.3481
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
6.30863 4.30343 7.63664
15.2531 6.27869 16.4948
-5.15786 -2.94978 5.94178
0 0 0
0 0 0
0 0 0
-2.38692 -6.43772 6.86598
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.01116 -0.82236 5.07818
0 0 0
-8.42277 1.16666 8.50319
-1.31969 2.85551 3.14571
0 0 0
-1.6196 -2.66437 3.11801
-6.69688 -2.19229 7.04659
0 0 0
0.104499 0.163941 0.194414
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.599453 -8.68552 8.70618
0 0 0
-3.82592 7.51144 8.42968
3.15414 -6.77029 7.46896
0 0 0
0 0 0
0 0 0
-0.495619 9.21831 9.23163
2.70875 2.26657 3.53195
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0.223893 -3.97096 3.97727
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
9.38264 12.494 15.6247
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-9.58793 -6.30989 11.4779
-1.05709 3.30222 3.46729
-1.89687 10.4101 10.5815
0 0 0
-3.45799 -1.56737 3.79662
0 0 0
0 0 0
0 0 0
0 0 0
0.300112 3.91738 3.92886
0 0 0
0 0 0
-11.0762 -6.57075 12.8785
0.774266 -6.55915 6.60469
0 0 0
0 0 0
0 0 0
2.07967 2.6426 3.36279
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.04502 -3.97078 6.42023
0 0 0
0 0 0
-1.44165 9.88326 9.98785
5.58401 -4.31595 7.05752
0 0 0
1.66632 -1.48877 2.23452
-10.1251 -7.20225 12.4254
0 0 0
0 0 0
0 0 0
-2.05767 -2.51846 3.25218
0 0 0
1.28642 3.56286 3.78799
2.59312 -7.32603 7.77142
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-1.30928 -3.42602 3.66768
8.13844 11.2156 13.8572
-2.26143 -8.99926 9.27905
0 0 0
0 0 0
-4.08134 8.15666 9.12077
0 0 0
0 0 0
6.89165 11.2121 13.1608
0 0 0
0 0 0
-4.35123 -2.48057 5.00864
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.3396 4.88891 5.92067
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
5.63954 6.26473 8.42919
0 0 0
0 0 0
4.12566 0.87661 4.21776
0 0 0
0 0 0
0 0 0
0 0 0
-7.18701 -4.23523 8.34208
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.32756 4.58118 5.13855
0 0 0
0 0 0
10.6193 10.653 15.0418
7.66166 0.768457 7.7001
0 0 0
0 0 0
-0.849558 -2.96355 3.08292
0 0 0
0 0 0
-1.19752 -1.18851 1.68719
0 0 0
-3.24083 9.00591 9.57128
0 0 0
0 0 0
5.81448 10.0978 11.6522
0 0 0
1.93358 2.75667 3.36719
0 0 0
1.45284 5.86 6.03741
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
3.63901 2.56468 4.45197
0 0 0
-1.0341 -8.15231 8.21763
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-5.03905 7.49415 9.03074
0.314407 -3.89697 3.90963
0 0 0
4.6191 5.25824 6.99894
-3.05264 -0.704542 3.13289
0 0 0
0 0 0
0 0 0
4.18949 -7.20421 8.33381
7.04675 5.74211 9.09002
9.95291 13.4566 16.7374
-9.56517 -6.58595 11.6132
0 0 0
0.466279 12.8822 12.8906
0 0 0
0 0 0
-7.55212 4.01408 8.55262
0 0 0
0 0 0
0.504852 -1.07002 1.18313
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-4.19074 -4.15893 5.90415
-4.64374 -5.52596 7.21807
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
2.56201 3.38403 4.24447
10.2751 2.48106 10.5704
-6.22891 -1.78838 6.48056
0 0 0
5.75418 7.27051 9.27205
-8.72599 -2.28251 9.01958
0 0 0
0 0 0
0 0 0
0.0688717 -0.151753 0.16665
-6.38654 -13.4802 14.9165
0 0 0
0 0 0
-12.4525 -7.78071 14.6835
0 0 0
-3.52623 0.986482 3.66162
0 0 0
6.36235 2.1065 6.70201
4.49962 7.57921 8.81426
4.34869 5.00248 6.62842
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
11.5132 10.2311 15.4022
0 0 0
0 0 0
0 0 0
0 0 0
-2.48393 6.93634 7.36768
-0.383936 2.14125 2.1754
0 0 0
0 0 0
-3.81448 0.137426 3.81696
-4.73512 -6.29075 7.87368
0 0 0
0 0 0
0 0 0
0 0 0
-2.05619 -2.01343 2.87781
0 0 0
0.447058 -3.56582 3.59373
0 0 0
