,frame,Area,X,Y,x,y,particle,squared displacement,dt,vx,vy,speed,principal angle
30,4,1.867,4.035,18.555,4.035,18.555,7,2.088003999999998,1.0,0.07346326836581712,-0.11064467766116935,0.13281226032912827,-0.6271681205599592
31,4,3.13,38.68,15.715,38.68,15.715,8,0.0024819999999999027,1.0,0.04347826086956615,0.00029985007496235257,0.0434792948230477,-0.8991901705411715
32,4,5.421,54.163,14.159,54.163,14.159,0,0.42795399999999323,1.0,0.18020989505247348,-0.04827586206896539,0.1865641046217768,-0.34785680767821314
33,4,2.567,52.716,27.215,52.716,27.215,6,0.0919530000000005,1.0,-0.03628185907046543,-0.011094452773612904,0.037940218501677635,1.5312130528577985
34,5,4.095,19.773,40.857,19.773,40.857,10,0.2897060000000006,1.0,0.009895052473763493,-0.017691154422787857,0.020270397338716856,-1.2396453442543283
35,5,9.803,22.095,44.006,22.095,44.006,12,5.092165000000016,1.0,-0.2290854572713652,0.10074962518740585,0.25026113103842806,2.7644601938924915
36,5,8.89,48.549,44.543,48.549,44.543,5,2.7169059999999945,1.0,-0.015892053973012674,-0.0035982008995503615,0.016294306649706606,-1.476621129456002
37,5,3.172,38.381,15.77,38.381,15.77,8,0.07208000000000037,1.0,-0.08965517241379295,0.016491754122938445,0.09115935439985519,3.081961940458624
38,5,5.421,54.125,21.301,54.125,21.301,9,2.9992419999999966,1.0,0.021589205397302167,-0.04677661169415363,0.05151839662948112,1.6279924057598696
39,5,1.888,4.155,18.453,4.155,18.453,7,2.566599999999999,1.0,0.03598200899550228,-0.030584707646177007,0.04722424497177827,-0.6347622551002623
40,5,2.567,52.701,27.052,52.701,27.052,6,0.01960900000000016,1.0,-0.004497751124437952,-0.04887556221889063,0.04908207765967158,1.592221619243432
41,5,2.472,54.577,16.039,54.577,16.039,0,3.8044899999999986,1.0,0.1241379310344832,0.5637181409295354,0.5772247121655254,1.0150772817321914
42,5,2.833,53.785,12.775,53.785,12.775,13,3.801097000000003,2.0,-0.06731634182908623,0.3301349325337331,0.3369281281761778,1.7753339038258331
43,6,9.728,21.205,44.363,21.205,44.363,12,10.339488000000024,1.0,-0.26686656671664183,0.10704647676161899,0.287535584959851,2.763165275561116
44,6,8.986,48.627,44.334,48.627,44.334,5,3.476788999999981,1.0,0.023388305847077347,-0.06266866566716524,0.06689076548298253,-1.445510048009947
45,6,4.106,19.799,40.81,19.799,40.81,10,0.34953699999999727,1.0,0.007796101949025427,-0.014092953523237495,0.01610560599939444,-1.223903933717764
46,6,6.09,37.207,29.782,37.207,29.782,15,2.907533000000003,3.0,0.0946526736631687,-0.1417291354322838,0.17042968186900118,-0.9819804508176517
47,6,2.589,52.793,27.246,52.793,27.246,6,0.11947699999999951,1.0,0.02758620689655135,0.05817091454272835,0.06438054139005622,1.3103802935992594
48,6,1.963,4.198,18.413,4.198,18.413,7,2.7569889999999972,1.0,0.012893553223388352,-0.011994002998500494,0.017609651406327923,-0.6388034801352153
49,6,3.215,38.324,15.754,38.324,15.754,8,0.10562500000000184,1.0,-0.017091454272864216,-0.004797601199400304,0.017752036120679108,3.141592653589793
50,6,7.479,54.268,19.419,54.268,19.419,9,0.025344999999999954,1.0,0.042878560719640385,-0.5643178410794596,0.565944517360112,-1.290771043963344
51,6,1.623,53.565,14.121,53.565,14.121,0,0.06840999999999946,1.0,-0.30344827586206913,-0.5751124437781112,0.6502577789708429,-1.5057541028316554
52,6,1.347,54.206,10.496,54.206,10.496,13,0.1375249999999997,1.0,0.12623688155922233,-0.6833583208395801,0.6949203874736212,-1.5033313022729764
53,7,8.965,48.7,43.952,48.7,43.952,5,5.07546,1.0,0.02188905547226399,-0.11454272863568365,0.11661546823974818,-1.434548929594315
54,7,9.845,20.729,44.646,20.729,44.646,12,14.163137000000026,1.0,-0.14272863568215866,0.08485757121439318,0.16604900131014394,2.740015463867715
55,7,4.159,19.808,40.765,19.808,40.765,10,0.40530099999999925,1.0,0.002698650674662771,-0.013493253373313854,0.013760472450475804,-1.2346404102526247
56,7,6.143,37.464,29.546,37.464,29.546,15,4.185332000000001,1.0,0.07706146926536668,-0.07076461769115462,0.10462361665662455,-0.9415687890585374
57,7,2.61,52.892,27.317,52.892,27.317,6,0.19936900000000182,1.0,0.029685157421290482,0.021289355322339283,0.03653005914541631,1.1361986595271227
58,7,5.23,54.103,21.4,54.103,21.4,9,3.3562249999999967,1.0,-0.04947526236881534,0.5940029985007491,0.5960598659651093,1.636892467077217
59,7,1.973,4.29,18.353,4.29,18.353,7,3.1331249999999935,1.0,0.027586206896551616,-0.01799100449775074,0.03293440531993009,-0.6350267353903125
60,7,3.14,38.292,15.753,38.292,15.753,8,0.1274499999999995,1.0,-0.009595202398799543,-0.00029985007496235257,0.00959988641294174,-3.138791540467702
61,7,1.676,53.555,14.42,53.555,14.42,0,0.00149299999999999,1.0,-0.002998500749624591,0.08965517241379295,0.08970530055293523,1.3886280163221878
62,7,1.485,54.177,10.783,54.177,10.783,13,0.006905000000000013,1.0,-0.008695652173914083,0.08605697151424259,0.0864951831776363,-1.6189518398547853
63,8,9.845,20.171,45.074,20.171,45.074,12,19.78268500000002,1.0,-0.16731634182908542,0.1283358320839572,0.21086688701583522,2.700469646420552
64,8,4.191,19.777,40.854,19.777,40.854,10,0.29418500000000125,1.0,-0.009295352323837724,0.02668665667166376,0.02825917937831053,-1.2344695453302486
65,8,4.424,48.389,45.365,48.389,45.365,5,0.6707859999999926,1.0,-0.09325337331334331,0.4236881559220401,0.43382928105758,-1.57690125705483
66,8,6.238,37.77,29.257,37.77,29.257,15,6.055349000000007,1.0,0.09175412293853208,-0.0866566716641673,0.12620696422991307,-0.9101452169468235
67,8,1.57,53.592,14.262,53.592,14.262,0,0.016335999999999542,1.0,0.011094452773612904,-0.047376311844077805,0.048658008655238186,-1.2193515327913653
68,8,7.872,54.238,19.831,54.238,19.831,9,0.06727700000000027,1.0,0.04047976011993944,-0.4704647676161916,0.47220303741878344,1.5167948264189173
69,8,1.475,54.21,10.649,54.21,10.649,13,0.04793000000000043,1.0,0.009895052473763493,-0.04017991004497761,0.041380396743881345,-1.4379429532758616
70,8,1.941,4.329,18.32,4.329,18.32,7,3.316184999999995,1.0,0.011694152923538141,-0.009895052473763493,0.015318788335166351,-0.6369114183465971
71,8,2.769,53.008,27.56,53.008,27.56,6,0.5123200000000009,1.0,0.03478260869565207,0.07286356821589161,0.08073988754529413,1.1321435114130078
72,8,3.14,38.111,15.758,38.111,15.758,8,0.2894600000000041,1.0,-0.05427286356821724,0.0014992503748122955,0.054293567497270774,3.134157846344596
73,9,4.159,19.77,40.842,19.77,40.842,10,0.30416000000000115,1.0,-0.002098950524738066,-0.0035982008995503615,0.004165650371649453,-1.2536328961876513
74,9,9.898,19.509,45.461,19.509,45.461,12,27.165652000000016,1.0,-0.19850074962518713,0.11604197901049489,0.22993105160989752,2.6875551829164093
75,9,8.763,48.806,43.825,48.806,43.825,5,5.734624999999974,1.0,0.12503748125936867,-0.4617691154422786,0.4783984612182939,-1.397890012885961
76,9,6.164,37.913,29.144,37.913,29.144,15,6.959545,1.0,0.042878560719638255,-0.033883058470765545,0.0546500925957223,-0.8936282048716712
77,9,2.652,53.139,27.832,53.139,27.832,6,1.0356250000000051,1.0,0.039280359820090024,0.0815592203898057,0.09052542790944786,1.1291232020907518
78,9,1.952,4.449,18.272,4.449,18.272,7,3.7882169999999995,1.0,0.03598200899550228,-0.014392803598201446,0.0387538097065154,-0.6200703066262013
79,9,3.257,38.083,15.728,38.083,15.728,8,0.3210320000000028,1.0,-0.008395802098950134,-0.00899550224887537,0.01230481830805548,-3.0956885279158066
80,9,7.808,54.224,19.934,54.224,19.934,9,0.13104400000000135,1.0,-0.004197901049476132,0.03088455772113989,0.031168546306358506,1.5707963267948966
81,9,1.623,53.566,14.309,53.566,14.309,0,0.005653000000000083,1.0,-0.007796101949024362,0.014092953523238028,0.016105605999394392,-1.3290434589306461
82,9,1.432,54.228,10.694,54.228,10.694,13,0.03179299999999998,1.0,0.005397301349325542,0.013493253373313854,0.01453267863994374,-1.3040523937682216
83,10,4.116,19.792,40.773,19.792,40.773,10,0.3892849999999968,1.0,0.006596701649176018,-0.020689655172412447,0.021715853743327126,-1.2546209807251392
84,10,4.371,48.415,45.38,48.415,45.38,5,0.6468569999999919,1.0,-0.1172413793103443,0.46626686656671656,0.4807809603972856,-1.544682861133998
85,10,9.845,19.135,45.692,19.135,45.692,12,31.918653000000013,1.0,-0.11214392803598164,0.06926536731634232,0.13181028679434414,2.679844828577474
86,10,2.79,53.619,28.767,53.619,28.767,6,4.27825,1.0,0.14392803598200807,0.28035982008995464,0.3151458523644408,1.1125540705546397
87,10,6.227,38.147,28.836,38.147,28.836,15,9.149265000000005,1.0,0.07016491754122992,-0.09235382308845572,0.11598424157022957,-0.8971396468478117
88,10,5.22,54.026,21.894,54.026,21.894,9,5.430887999999993,1.0,-0.0593703148425767,0.5877061469265359,0.5906973416393049,1.6558618667635387
89,10,1.941,4.544,18.261,4.544,18.261,7,4.123204999999997,1.0,0.028485757121439206,-0.0032983508245874762,0.02867607847917287,-0.597290685035121
90,10,3.225,37.881,15.676,37.881,15.676,8,0.5959080000000009,1.0,-0.06056971514242824,-0.015592203898050855,0.06254444191799374,-3.0403772119223276
91,10,1.496,53.56,14.4,53.56,14.4,0,0.0004680000000000355,1.0,-0.0017991004497751807,0.02728635682158953,0.02734560350446643,0.982793723247329
92,10,1.443,54.139,10.82,54.139,10.82,13,0.0038799999999994794,1.0,-0.02668665667166376,0.0377811094452772,0.04625570100244152,-2.3107712107707092
93,11,4.053,19.813,40.675,19.813,40.675,10,0.5237060000000033,1.0,0.006296851574212067,-0.02938530734632866,0.03005239803386502,-1.2691479593147683
94,11,9.877,18.947,45.872,18.947,45.872,12,34.794325000000036,1.0,-0.05637181409295424,0.053973013493253286,0.07804401072262686,2.6667240431222536
95,11,2.207,32.796,36.267,32.796,36.267,23,0.0,,,,,0.0
96,11,8.71,48.629,44.045,48.629,44.045,5,4.630545999999982,1.0,0.0641679160419786,-0.40029985007496277,0.40541027542380825,-1.4613707584930244
97,11,2.78,53.697,28.892,53.697,28.892,6,4.906449000000006,1.0,0.023388305847077347,0.037481259370314844,0.04417983311853098,1.105937331348484
98,11,1.379,54.164,10.752,54.164,10.752,13,0.01328499999999963,1.0,0.007496251874062543,-0.02038980509745116,0.021724132757636874,-1.7188282737569027
99,11,1.602,53.576,14.403,53.576,14.403,0,0.0012249999999999603,1.0,0.004797601199399771,0.0008995502248875904,0.004881205576041377,0.643501108793325
100,11,7.808,54.221,20.051,54.221,20.051,9,0.22944999999999924,1.0,0.05847076461768911,-0.552623688155922,0.555708350689488,1.5770592929225644
101,11,3.268,37.758,15.675,37.758,15.675,8,0.8001219999999967,1.0,-0.03688155922038907,-0.00029985007496235257,0.036882778102991655,-3.053159483356595
102,11,6.037,38.395,28.603,38.395,28.603,15,11.30263400000001,1.0,0.07436281859070605,-0.06986506746626596,0.1020340945018877,-0.8827228412771967
103,11,1.91,4.611,18.212,4.611,18.212,7,4.466996999999996,1.0,0.020089955022488806,-0.014692653673163265,0.024889362482095462,-0.598632124457767
104,12,9.835,18.511,46.049,18.511,46.049,12,40.54500000000004,1.0,-0.13073463268365815,0.0530734632683657,0.1410969053035168,2.6733095952789196
105,12,8.774,48.773,43.753,48.773,43.753,5,6.053401999999991,1.0,0.043178410794604334,-0.08755622188905596,0.09762411152083897,-1.416138410513364
106,12,4.063,19.757,40.735,19.757,40.735,10,0.42344200000000104,1.0,-0.016791604197900267,0.017991004497751806,0.02460963661611174,-1.3239540802868286
107,12,2.175,32.713,36.37,32.713,36.37,23,0.017497999999998588,1.0,-0.02488755622188858,0.03088455772113776,0.039664169729466854,2.24907916684013
108,12,2.673,53.683,28.917,53.683,28.917,6,4.978466000000009,1.0,-0.004197901049476132,0.007496251874063608,0.008591633452411419,1.1165691647085552
109,12,6.058,38.616,28.341,38.616,28.341,15,13.724616999999997,1.0,0.0662668665667156,-0.07856071964018005,0.10277686643867803,-0.8815532603700275
110,12,5.103,53.983,21.989,53.983,21.989,9,5.899970000000008,1.0,-0.07136431784107933,0.5811094452773621,0.5854750662935921,1.6701782233232494
111,12,1.888,4.853,18.066,4.853,18.066,7,5.739712999999997,1.0,0.07256371814092953,-0.04377811094452798,0.0847467768608793,-0.5920544452311994
112,12,3.225,37.912,15.669,37.912,15.669,8,0.5503940000000026,1.0,0.0461769115442268,-0.0017991004497751807,0.04621194566550652,-3.026767549434631
113,12,3.055,53.872,12.588,53.872,12.588,0,3.3234120000000007,1.0,0.08875562218890536,-0.5442278860569719,0.5514177657930329,-1.3921203360254681
114,13,4.106,19.791,40.774,19.791,40.774,10,0.38771299999999903,1.0,0.010194902548725314,0.011694152923538674,0.015514162902880517,-1.2556480126782341
115,13,8.837,48.83,43.575,48.83,43.575,5,6.996976999999972,1.0,0.017091454272862086,-0.05337331334332752,0.05604309401171887,-1.4052125965798736
116,13,9.888,18.034,46.352,18.034,46.352,12,48.026610000000026,1.0,-0.14302848575712154,0.09085457271364236,0.16944527470824805,2.665361004149069
117,13,4.286,33.602,35.039,33.602,35.039,23,2.1576199999999996,1.0,0.2665667166416779,-0.3991004497751112,0.4799364368661966,-0.9899688267010774
118,13,6.09,38.904,28.051,38.904,28.051,15,16.906937000000035,1.0,0.08635682158920654,-0.08695652173913125,0.12255177398943704,-0.8723525185767131
119,13,5.22,53.989,21.876,53.989,21.876,9,5.363641000000009,1.0,0.0017991004497751807,-0.033883058470764484,0.03393078858148785,1.6724413462079737
120,13,1.835,4.913,18.059,4.913,18.059,7,6.0006399999999935,1.0,0.017991004497751272,-0.0020989505247370004,0.018113029457917863,-0.5807563535676696
121,13,3.321,37.8,15.629,37.8,15.629,8,0.7364260000000064,1.0,-0.033583208395802665,-0.011994002998501027,0.03566073462625191,-2.99541085262966
122,13,1.538,53.594,14.311,53.594,14.311,0,0.007156999999999904,1.0,-0.08335832083957982,0.51664167916042,0.5233232598489128,-0.9959077255248089
123,13,1.453,54.129,10.76,54.129,10.76,13,0.013939999999999932,2.0,-0.005247376311844632,0.0011994002998499428,0.005382705568521123,-2.026868323144505
124,13,2.695,53.738,28.988,53.738,28.988,6,5.378932,1.0,0.016491754122938445,0.021289355322338218,0.02692980883876133,1.1086913313024305
125,14,4.328,33.401,35.11,33.401,35.11,23,1.7046740000000131,1.0,-0.06026986506746429,0.021289355322338218,0.06391942807387377,-1.088993809631528
126,14,4.127,19.773,40.816,19.773,40.816,10,0.3331249999999971,1.0,-0.005397301349325542,0.012593703148426264,0.013701540820145481,-1.2627435457711176
127,14,2.737,53.919,29.106,53.919,29.106,6,6.289861000000002,1.0,0.05427286356821511,0.035382308845577845,0.06478774188948051,1.0650533074172537
128,14,8.763,48.797,43.575,48.797,43.575,5,6.969289999999972,1.0,-0.009895052473763493,0.0,0.009895052473763493,-1.4175422120205852
129,14,6.164,39.056,27.889,39.056,27.889,15,18.780336999999996,1.0,0.04557721139430103,-0.048575712143927745,0.06660992425134961,-0.8695285682582975
130,14,2.037,4.241,18.359,4.241,18.359,7,2.9833119999999917,1.0,-0.20149925037481278,0.08995502248875584,0.2206668393133958,-0.6490591803222823
131,14,3.204,38.011,15.645,38.011,15.645,8,0.4189249999999976,1.0,0.06326836581709314,0.004797601199400304,0.06345000465275008,-2.9723799904208668
132,14,1.496,53.552,14.328,53.552,14.328,0,0.0029320000000000114,1.0,-0.012593703148426264,0.005097451274362657,0.013586219801150837,-1.4968572891369976
133,14,2.652,53.333,23.82,53.333,23.82,9,18.839385000000004,1.0,-0.19670164917541194,0.5829085457271361,0.6152023337651211,1.7775450095846392
134,14,4.031,6.575,10.459,6.575,10.459,27,0.0,,,,,0.0
135,14,1.358,54.192,10.609,54.192,10.609,13,0.0661699999999999,1.0,0.018890554722639397,-0.04527736131934027,0.049060090763991905,-1.5280208787845935
136,14,6.525,10.623,9.469,10.623,9.469,29,0.0,,,,,0.0
137,15,4.021,19.801,40.798,19.801,40.798,10,0.3638329999999973,1.0,0.008395802098950134,-0.005397301349325542,0.009980999686412518,-1.2275493463422051
138,15,6.525,48.946,42.658,48.946,42.658,5,12.737379999999973,1.0,0.044677661169415565,-0.27496251874063016,0.2785686273070973,-1.4155054468768082
139,15,9.813,17.737,46.65,17.737,46.65,12,53.75556100000005,2.0,-0.04452773613193412,0.044677661169415565,0.0630778304367252,2.647808324196694
140,15,2.249,48.358,46.943,48.358,46.943,30,0.0,,,,,0.0
141,15,4.307,33.519,34.883,33.519,34.883,23,2.4381849999999994,1.0,0.035382308845575715,-0.06806596701649079,0.07671299528198411,-1.0893906305306686
142,15,2.705,53.643,28.859,53.643,28.859,6,4.672530000000011,1.0,-0.08275862068965405,-0.0740629685157421,0.11105995049439667,1.1214245945830783
143,15,6.185,39.275,27.715,39.275,27.715,15,21.23545,1.0,0.06566716641679196,-0.052173913043478105,0.08387069778819695,-0.8575802316549351
144,15,6.556,10.693,9.436,10.693,9.436,29,0.005989000000000005,1.0,0.020989505247376396,-0.00989505247376296,0.023204986403533266,-0.4405303406165054
145,15,1.369,54.236,10.668,54.236,10.668,13,0.04222900000000013,1.0,0.013193403298349905,0.017691154422788388,0.022069046998088867,-1.2998494764564779
146,15,4.106,6.533,10.456,6.533,10.456,27,0.0017729999999999853,1.0,-0.012593703148425731,-0.0008995502248875904,0.012625789068322166,-3.0702851888044997
147,15,1.581,53.641,14.236,53.641,14.236,0,0.029964999999999048,1.0,0.02668665667166376,-0.02758620689655135,0.038381980866685254,-1.0036240432835606
148,15,1.952,4.282,18.351,4.282,18.351,7,3.114592999999999,1.0,0.01229385307346338,-0.002398800599700951,0.01252569629637533,-0.638628073930024
149,15,2.652,53.114,24.208,53.114,24.208,9,22.72459599999999,1.0,-0.06566716641679196,0.1163418290854567,0.13359490237340746,1.805802795818468
150,15,3.183,38.261,15.668,38.261,15.668,8,0.15793999999999858,1.0,0.07496251874062969,0.006896551724137837,0.07527909166311032,-2.923469559190021
151,16,2.578,20.491,48.924,20.491,48.924,12,46.75580500000004,1.0,0.825787106446777,0.6818590704647679,1.0709136926703375,2.1428982787301356
152,16,2.292,48.341,46.966,48.341,46.966,30,0.0008180000000000099,1.0,-0.005097451274361592,0.006896551724138902,0.00857592182673174,2.207304542582665
153,16,6.471,48.97,42.412,48.97,42.412,5,14.55975999999999,1.0,0.007196401799100723,-0.07376311844078028,0.07411333106103571,-1.419262802511364
154,16,4.138,19.813,40.738,19.813,40.738,10,0.4406090000000001,1.0,0.0035982008995503615,-0.017991004497751806,0.018347296600634406,-1.2409468546718514
155,16,2.822,53.511,28.841,53.511,28.841,6,4.372290000000012,1.0,-0.03958020989505184,-0.005397301349325542,0.03994651270376165,1.174570487849998
156,16,4.339,33.494,34.873,33.494,34.873,23,2.430440000000016,1.0,-0.007496251874062543,-0.0029985007496267212,0.008073710355524169,-1.1065749943917507
157,16,1.358,54.287,10.512,54.287,10.512,13,0.13655199999999978,1.0,0.015292353823089036,-0.046776611694152564,0.04921287928008354,-1.279857935588367
158,16,4.159,6.426,10.423,6.426,10.423,27,0.023496999999999976,1.0,-0.03208395802098957,-0.00989505247376296,0.03357517573671273,-2.9045252178158343
159,16,1.613,53.629,14.264,53.629,14.264,0,0.020484999999999424,1.0,-0.0035982008995503615,0.008395802098950134,0.009134360546763002,-0.9692286638750358
160,16,6.715,10.817,9.403,10.817,9.403,29,0.04199200000000018,1.0,0.03718140929535249,-0.00989505247376296,0.038475567060760094,-0.327923315501417
161,16,1.91,4.332,18.314,4.332,18.314,7,3.338009999999996,1.0,0.014992503748125883,-0.011094452773612904,0.018651060317941597,-0.6385750402648609
162,16,2.695,52.945,24.842,52.945,24.842,9,29.40874099999999,1.0,-0.050674662668664744,0.190104947526237,0.19674301133848768,1.8088874920524107
163,16,6.164,39.472,27.464,39.472,27.464,15,24.274640000000026,1.0,0.05907046476761701,-0.07526236881559258,0.09567520037918167,-0.8606730497974774
164,16,3.236,37.724,15.651,37.724,15.651,8,0.8662340000000078,1.0,-0.16101949025487441,-0.005097451274362657,0.16110015596340713,-3.0306981281963377
165,17,4.413,33.535,34.886,33.535,34.886,23,2.453281999999996,1.0,0.012293853073462315,0.003898050974514312,0.012897039380873068,-1.0794494344546548
166,17,4.169,19.76,40.806,19.76,40.806,10,0.33984400000000337,1.0,-0.015892053973012674,0.020389805097450628,0.025851528608443475,-1.2891979050145552
167,17,6.535,49.022,42.165,49.022,42.165,5,16.546744999999987,1.0,0.015592203898050855,-0.0740629685157421,0.07568645934222447,-1.4157919946229063
168,17,2.302,48.362,46.727,48.362,46.727,30,0.046672000000000505,1.0,0.006296851574213132,-0.07166416791604327,0.07194027594363617,-1.552279924726865
169,17,2.705,53.675,28.957,53.675,28.957,6,5.124866,1.0,0.04917541229385139,0.03478260869565207,0.060233305089004714,1.1274976178017486
170,17,6.217,39.682,27.222,39.682,27.222,15,27.534568000000014,1.0,0.0629685157421292,-0.07256371814092874,0.09607563252564577,-0.8603923890049289
171,17,2.737,52.867,24.974,52.867,24.974,9,31.023053000000008,1.0,-0.023388305847077347,0.03958020989505291,0.04597396943633296,1.8169071470692129
172,17,6.62,11.077,9.416,11.077,9.416,29,0.20892500000000047,1.0,0.07796101949025482,0.0038980509745127137,0.07805840993358622,-0.11621406177899572
173,17,1.411,54.338,10.439,54.338,10.439,13,0.20697800000000077,1.0,0.015292353823089036,-0.02188905547226399,0.02670181332640905,-1.2184572632354072
174,17,2.483,54.825,13.353,54.825,13.353,0,2.6895700000000025,1.0,0.3586206896551739,-0.27316341829085444,0.450807111901639,-0.6782644015973668
175,17,4.042,6.382,10.417,6.382,10.417,27,0.03901300000000018,1.0,-0.01319340329835097,-0.0017991004497751807,0.01331550423458757,-2.9273168700077807
176,17,1.984,4.547,18.229,4.547,18.229,7,4.207399999999997,1.0,0.0644677661169415,-0.02548725637181435,0.06932310657689297,-0.6093680292865059
177,17,3.215,37.508,15.63,37.508,15.63,8,1.3172569999999957,1.0,-0.06476761619190224,-0.006296851574212599,0.06507299322245151,-3.033340892993336
178,18,2.843,53.499,28.775,53.499,28.775,6,4.102794000000001,1.0,-0.05277361319340175,-0.05457271364317906,0.07591597541932271,1.1674603541125317
179,18,4.403,33.825,34.414,33.825,34.414,23,4.492450000000013,1.0,0.0869565217391323,-0.14152923538230924,0.16610828137353442,-1.0638811236561192
180,18,4.159,19.73,40.874,19.73,40.874,10,0.2594879999999977,1.0,-0.008995502248875903,0.020389805097452758,0.022285942040255823,-1.3086764855294197
181,18,2.26,48.26,46.813,48.26,46.813,30,0.02650399999999862,1.0,-0.030584707646178072,0.0257871064467783,0.04000498969753221,-2.216754433101019
182,18,6.387,49.014,42.259,49.014,42.259,5,15.790024999999982,1.0,-0.0023988005996988205,0.02818590704647712,0.028287799496421847,-1.4141290347544269
183,18,6.132,39.971,26.838,39.971,26.838,15,32.798564999999975,1.0,0.08665667166416623,-0.1151424287856073,0.14410814567733415,-0.8658632196943813
184,18,2.663,52.893,25.248,52.893,25.248,9,33.988537000000015,1.0,0.0077961019490264925,0.08215892053973041,0.08252797967873289,1.8011307279292679
185,18,1.464,54.339,10.366,54.339,10.366,13,0.2749640000000004,1.0,0.0002998500749618199,-0.02188905547226399,0.021891109143561106,-1.264726031196362
186,18,4.063,6.279,10.384,6.279,10.384,27,0.09324100000000005,1.0,-0.030884557721139357,-0.00989505247376296,0.03243097237347211,-2.8934368764508163
187,18,2.631,54.85,12.996,54.85,12.996,0,3.616199999999997,1.0,0.007496251874062543,-0.10704647676161899,0.10730862956554435,-0.8166379968277164
188,18,6.641,11.263,9.411,11.263,9.411,29,0.4129640000000007,1.0,0.055772113943028466,-0.001499250374812828,0.05579226151860602,-0.09037811769566297
189,18,3.278,37.121,15.581,37.121,15.581,8,2.364712999999996,1.0,-0.11604197901049489,-0.014692653673163797,0.1169684357620964,-3.0288528501484495
